"Hours since thread went live","Yoru no Kurage wa Oyogenai • Jellyfish Can't Swim in the Night - Episode 2 discussion"
0,3
0.08333333333333333,10
0.16666666666666666,17
0.25,30
0.3333333333333333,41
0.4166666666666667,54
0.5,68
0.5833333333333334,87
0.6666666666666666,110
0.75,126
0.8333333333333334,139
0.9166666666666666,159
1,172
1.0833333333333333,186
1.1666666666666667,201
1.25,217
1.3333333333333333,235
1.4166666666666667,249
1.5,259
1.5833333333333333,275
1.6666666666666667,292
1.75,296
1.8333333333333333,312
1.9166666666666667,327
2,340
2.0833333333333335,353
2.1666666666666665,367
2.25,376
2.3333333333333335,386
2.4166666666666665,397
2.5,409
2.5833333333333335,421
2.6666666666666665,424
2.75,431
2.8333333333333335,438
2.9166666666666665,458
3,465
3.0833333333333335,479
3.1666666666666665,495
3.25,499
3.3333333333333335,506
3.4166666666666665,512
3.5,516
3.5833333333333335,534
3.6666666666666665,547
3.75,562
3.8333333333333335,574
3.9166666666666665,582
4,582
4.083333333333333,594
4.166666666666667,604
4.25,623
4.333333333333333,624
4.416666666666667,635
4.5,643
4.583333333333333,646
4.666666666666667,647
4.75,654
4.833333333333333,661
4.916666666666667,666
5,674
5.083333333333333,680
5.166666666666667,687
5.25,700
5.333333333333333,698
5.416666666666667,716
5.5,720
5.583333333333333,730
5.666666666666667,738
5.75,746
5.833333333333333,748
5.916666666666667,758
6,769
6.083333333333333,771
6.166666666666667,775
6.25,780
6.333333333333333,793
6.416666666666667,797
6.5,806
6.583333333333333,813
6.666666666666667,814
6.75,821
6.833333333333333,826
6.916666666666667,834
7,839
7.083333333333333,838
7.166666666666667,843
7.25,846
7.333333333333333,849
7.416666666666667,857
7.5,862
7.583333333333333,868
7.666666666666667,868
7.75,879
7.833333333333333,881
7.916666666666667,883
8,886
8.083333333333334,892
8.166666666666666,895
8.25,893
8.333333333333334,894
8.416666666666666,905
8.5,910
8.583333333333334,912
8.666666666666666,918
8.75,918
8.833333333333334,924
8.916666666666666,925
9,930
9.083333333333334,933
9.166666666666666,937
9.25,943
9.333333333333334,951
9.416666666666666,957
9.5,964
9.583333333333334,967
9.666666666666666,974
9.75,979
9.833333333333334,987
9.916666666666666,991
10,988
10.083333333333334,996
10.166666666666666,1003
10.25,1005
10.333333333333334,1011
10.416666666666666,1013
10.5,1023
10.583333333333334,1032
10.666666666666666,1029
10.75,1031
10.833333333333334,1037
10.916666666666666,1038
11,1044
11.083333333333334,1042
11.166666666666666,1049
11.25,1056
11.333333333333334,1053
11.416666666666666,1061
11.5,1061
11.583333333333334,1067
11.666666666666666,1073
11.75,1082
11.833333333333334,1077
11.916666666666666,1085
12,1083
12.083333333333334,1085
12.166666666666666,1089
12.25,1091
12.333333333333334,1093
12.416666666666666,1095
12.5,1101
12.583333333333334,1103
12.666666666666666,1105
12.75,1109
12.833333333333334,1113
12.916666666666666,1108
13,1117
13.083333333333334,1124
13.166666666666666,1125
13.25,1133
13.333333333333334,1136
13.416666666666666,1139
13.5,1142
13.583333333333334,1140
13.666666666666666,1148
13.75,1147
13.833333333333334,1147
13.916666666666666,1148
14,1155
14.083333333333334,1159
14.166666666666666,1166
14.25,1170
14.333333333333334,1169
14.416666666666666,1171
14.5,1179
14.583333333333334,1178
14.666666666666666,1180
14.75,1186
14.833333333333334,1184
14.916666666666666,1186
15,1186
15.083333333333334,1190
15.166666666666666,1198
15.25,1193
15.333333333333334,1199
15.416666666666666,1202
15.5,1201
15.583333333333334,1211
15.666666666666666,1210
15.75,1210
15.833333333333334,1216
15.916666666666666,1222
16,1214
16.083333333333332,1216
16.166666666666668,1221
16.25,1220
16.333333333333332,1221
16.416666666666668,1222
16.5,1229
16.583333333333332,1225
16.666666666666668,1232
16.75,1236
16.833333333333332,1233
16.916666666666668,1240
17,1244
17.083333333333332,1238
17.166666666666668,1237
17.25,1251
17.333333333333332,1251
17.416666666666668,1248
17.5,1250
17.583333333333332,1251
17.666666666666668,1251
17.75,1256
17.833333333333332,1250
17.916666666666668,1255
18,1261
18.083333333333332,1264
18.166666666666668,1263
18.25,1260
18.333333333333332,1270
18.416666666666668,1265
18.5,1266
18.583333333333332,1262
18.666666666666668,1263
18.75,1267
18.833333333333332,1271
18.916666666666668,1269
19,1270
19.083333333333332,1275
19.166666666666668,1277
19.25,1279
19.333333333333332,1282
19.416666666666668,1276
19.5,1284
19.583333333333332,1283
19.666666666666668,1286
19.75,1291
19.833333333333332,1288
19.916666666666668,1292
20,1290
20.083333333333332,1298
20.166666666666668,1295
20.25,1296
20.333333333333332,1300
20.416666666666668,1299
20.5,1295
20.583333333333332,1304
20.666666666666668,1301
20.75,1304
20.833333333333332,1307
20.916666666666668,1305
21,1308
21.083333333333332,1308
21.166666666666668,1308
21.25,1307
21.333333333333332,1310
21.416666666666668,1316
21.5,1309
21.583333333333332,1312
21.666666666666668,1311
21.75,1316
21.833333333333332,1320
21.916666666666668,1318
22,1322
22.083333333333332,1320
22.166666666666668,1323
22.25,1326
22.333333333333332,1326
22.416666666666668,1330
22.5,1332
22.583333333333332,1335
22.666666666666668,1335
22.75,1334
22.833333333333332,1333
22.916666666666668,1339
23,1341
23.083333333333332,1341
23.166666666666668,1334
23.25,1345
23.333333333333332,1341
23.416666666666668,1348
23.5,1346
23.583333333333332,1349
23.666666666666668,1349
23.75,1343
23.833333333333332,1347
23.916666666666668,1348
24,1348
24.083333333333332,1354
24.166666666666668,1350
24.25,1349
24.333333333333332,1358
24.416666666666668,1363
24.5,1362
24.583333333333332,1362
24.666666666666668,1365
24.75,1364
24.833333333333332,1360
24.916666666666668,1370
25,1370
25.083333333333332,1366
25.166666666666668,1368
25.25,1366
25.333333333333332,1377
25.416666666666668,1375
25.5,1379
25.583333333333332,1378
25.666666666666668,1377
25.75,1382
25.833333333333332,1385
25.916666666666668,1379
26,1387
26.083333333333332,1386
26.166666666666668,1383
26.25,1384
26.333333333333332,1383
26.416666666666668,1383
26.5,1386
26.583333333333332,1390
26.666666666666668,1391
26.75,1393
26.833333333333332,1394
26.916666666666668,1392
27,1394
27.083333333333332,1396
27.166666666666668,1397
27.25,1396
27.333333333333332,1393
27.416666666666668,1394
27.5,1400
27.583333333333332,1395
27.666666666666668,1403
27.75,1403
27.833333333333332,1400
27.916666666666668,1405
28,1403
28.083333333333332,1407
28.166666666666668,1406
28.25,1413
28.333333333333332,1409
28.416666666666668,1414
28.5,1411
28.583333333333332,1410
28.666666666666668,1412
28.75,1413
28.833333333333332,1416
28.916666666666668,1411
29,1421
29.083333333333332,1414
29.166666666666668,1419
29.25,1423
29.333333333333332,1417
29.416666666666668,1417
29.5,1423
29.583333333333332,1421
29.666666666666668,1425
29.75,1420
29.833333333333332,1425
29.916666666666668,1425
30,1423
30.083333333333332,1424
30.166666666666668,1425
30.25,1426
30.333333333333332,1421
30.416666666666668,1424
30.5,1420
30.583333333333332,1423
30.666666666666668,1430
30.75,1431
30.833333333333332,1427
30.916666666666668,1425
31,1427
31.083333333333332,1430
31.166666666666668,1429
31.25,1433
31.333333333333332,1432
31.416666666666668,1427
31.5,1430
31.583333333333332,1432
31.666666666666668,1434
31.75,1430
31.833333333333332,1429
31.916666666666668,1429
32,1437
32.083333333333336,1433
32.166666666666664,1429
32.25,1434
32.333333333333336,1435
32.416666666666664,1442
32.5,1433
32.583333333333336,1435
32.666666666666664,1439
32.75,1438
32.833333333333336,1441
32.916666666666664,1439
33,1438
33.083333333333336,1436
33.166666666666664,1439
33.25,1435
33.333333333333336,1440
33.416666666666664,1438
33.5,1440
33.583333333333336,1446
33.666666666666664,1436
33.75,1442
33.833333333333336,1439
33.916666666666664,1440
34,1442
34.083333333333336,1441
34.166666666666664,1447
34.25,1438
34.333333333333336,1442
34.416666666666664,1441
34.5,1443
34.583333333333336,1441
34.666666666666664,1446
34.75,1441
34.833333333333336,1442
34.916666666666664,1446
35,1447
35.083333333333336,1449
35.166666666666664,1447
35.25,1450
35.333333333333336,1447
35.416666666666664,1449
35.5,1453
35.583333333333336,1453
35.666666666666664,1447
35.75,1451
35.833333333333336,1452
35.916666666666664,1451
36,1456
36.083333333333336,1450
36.166666666666664,1453
36.25,1453
36.333333333333336,1457
36.416666666666664,1454
36.5,1456
36.583333333333336,1455
36.666666666666664,1454
36.75,1458
36.833333333333336,1454
36.916666666666664,1456
37,1456
37.083333333333336,1455
37.166666666666664,1460
37.25,1461
37.333333333333336,1461
37.416666666666664,1463
37.5,1461
37.583333333333336,1460
37.666666666666664,1462
37.75,1466
37.833333333333336,1464
37.916666666666664,1462
38,1468
38.083333333333336,1462
38.166666666666664,1460
38.25,1466
38.333333333333336,1463
38.416666666666664,1466
38.5,1462
38.583333333333336,1465
38.666666666666664,1460
38.75,1466
38.833333333333336,1467
38.916666666666664,1467
39,1469
39.083333333333336,1465
39.166666666666664,1468
39.25,1472
39.333333333333336,1470
39.416666666666664,1467
39.5,1468
39.583333333333336,1474
39.666666666666664,1466
39.75,1468
39.833333333333336,1470
39.916666666666664,1466
40,1472
40.083333333333336,1468
40.166666666666664,1471
40.25,1471
40.333333333333336,1470
40.416666666666664,1470
40.5,1471
40.583333333333336,1471
40.666666666666664,1471
40.75,1472
40.833333333333336,1472
40.916666666666664,1473
41,1474
41.083333333333336,1475
41.166666666666664,1472
41.25,1475
41.333333333333336,1471
41.416666666666664,1479
41.5,1478
41.583333333333336,1474
41.666666666666664,1475
41.75,1472
41.833333333333336,1478
41.916666666666664,1470
42,1477
42.083333333333336,1473
42.166666666666664,1474
42.25,1472
42.333333333333336,1472
42.416666666666664,1476
42.5,1478
42.583333333333336,1482
42.666666666666664,1475
42.75,1474
42.833333333333336,1472
42.916666666666664,1479
43,1472
43.083333333333336,1476
43.166666666666664,1477
43.25,1478
43.333333333333336,1483
43.416666666666664,1477
43.5,1476
43.583333333333336,1481
43.666666666666664,1476
43.75,1474
43.833333333333336,1483
43.916666666666664,1479
44,1477
44.083333333333336,1480
44.166666666666664,1480
44.25,1486
44.333333333333336,1481
44.416666666666664,1481
44.5,1479
44.583333333333336,1482
44.666666666666664,1479
44.75,1484
44.833333333333336,1483
44.916666666666664,1483
45,1484
45.083333333333336,1478
45.166666666666664,1479
45.25,1483
45.333333333333336,1485
45.416666666666664,1481
45.5,1480
45.583333333333336,1483
45.666666666666664,1481
45.75,1479
45.833333333333336,1478
45.916666666666664,1485
46,1479
46.083333333333336,1487
46.166666666666664,1483
46.25,1480
46.333333333333336,1484
46.416666666666664,1485
46.5,1485
46.583333333333336,1493
46.666666666666664,1484
46.75,1491
46.833333333333336,1488
46.916666666666664,1491
47,1493
47.083333333333336,1486
47.166666666666664,1485
47.25,1488
47.333333333333336,1493
47.416666666666664,1494
47.5,1489
47.583333333333336,1486
