"Hours since thread went live","Shinkalion: Change the World - Episode 8 discussion"
0,1
0.08333333333333333,2
0.08333333333333333,2
0.25,4
0.25,4
0.4166666666666667,4
0.5,4
0.5833333333333334,4
0.5833333333333334,3
0.75,3
0.8333333333333334,3
0.9166666666666666,4
0.9166666666666666,2
1.0833333333333333,2
1.1666666666666667,1
1.25,2
1.25,1
1.4166666666666667,1
1.5,2
1.5833333333333333,2
1.6666666666666667,3
1.75,3
1.8333333333333333,3
1.9166666666666667,2
2,3
2.0833333333333335,3
2.1666666666666665,4
2.25,2
2.3333333333333335,4
2.4166666666666665,3
2.5,4
2.5833333333333335,3
2.5833333333333335,3
2.75,3
2.75,2
2.9166666666666665,4
3,3
3.0833333333333335,3
3.1666666666666665,3
3.25,2
3.3333333333333335,2
3.4166666666666665,1
3.4166666666666665,2
3.5833333333333335,3
3.6666666666666665,4
3.75,2
3.75,1
3.9166666666666665,3
4,2
4.083333333333333,4
4.166666666666667,3
4.25,2
4.25,5
4.416666666666667,3
4.5,4
4.583333333333333,3
4.666666666666667,3
4.75,4
4.833333333333333,4
4.916666666666667,3
4.916666666666667,5
5.083333333333333,4
5.083333333333333,4
5.25,5
5.333333333333333,5
5.416666666666667,2
5.5,4
5.583333333333333,4
5.583333333333333,3
5.75,3
5.833333333333333,3
5.916666666666667,1
5.916666666666667,5
6.083333333333333,3
6.166666666666667,4
6.25,4
6.25,5
6.416666666666667,4
6.5,2
6.583333333333333,3
6.583333333333333,3
6.75,1
6.75,3
6.916666666666667,2
7,2
7.083333333333333,3
7.083333333333333,1
7.25,2
7.333333333333333,3
7.416666666666667,0
7.5,2
7.583333333333333,3
7.666666666666667,1
7.75,2
7.833333333333333,2
7.916666666666667,2
8,0
8.083333333333334,3
8.166666666666666,1
8.25,3
8.333333333333334,1
8.416666666666666,4
8.416666666666666,3
8.583333333333334,2
8.666666666666666,4
8.75,3
8.833333333333334,4
8.916666666666666,1
8.916666666666666,2
9.083333333333334,3
9.166666666666666,3
9.25,3
9.25,3
9.416666666666666,1
9.5,1
9.583333333333334,3
9.583333333333334,2
9.75,3
9.833333333333334,3
9.916666666666666,3
9.916666666666666,4
10.083333333333334,3
10.166666666666666,3
10.25,4
10.25,3
10.416666666666666,3
10.5,3
10.583333333333334,4
10.583333333333334,2
10.75,4
10.833333333333334,2
10.916666666666666,3
11,3
11.083333333333334,4
11.166666666666666,1
11.25,2
11.333333333333334,2
11.416666666666666,4
11.5,5
11.583333333333334,2
11.583333333333334,3
11.75,3
11.833333333333334,3
11.916666666666666,2
12,5
12.083333333333334,5
12.083333333333334,4
12.25,2
12.25,3
12.416666666666666,2
12.416666666666666,4
12.583333333333334,4
12.583333333333334,4
12.75,5
12.833333333333334,2
12.916666666666666,4
13,3
13.083333333333334,2
13.083333333333334,1
13.25,2
13.25,3
13.416666666666666,3
13.5,3
13.583333333333334,2
13.666666666666666,3
13.75,2
13.833333333333334,1
13.916666666666666,2
14,2
14.083333333333334,3
14.083333333333334,4
14.25,5
14.333333333333334,5
14.416666666666666,3
14.5,1
14.583333333333334,3
14.666666666666666,1
14.75,5
14.833333333333334,2
14.916666666666666,4
15,2
15.083333333333334,3
15.083333333333334,3
15.25,3
15.333333333333334,2
15.416666666666666,2
15.416666666666666,2
15.583333333333334,4
15.666666666666666,3
15.75,1
15.833333333333334,3
15.916666666666666,3
15.916666666666666,3
16.083333333333332,5
16.083333333333332,4
16.25,2
16.333333333333332,4
16.416666666666668,1
16.5,4
16.583333333333332,4
16.583333333333332,3
16.75,3
16.833333333333332,4
16.916666666666668,3
17,3
17.083333333333332,3
17.166666666666668,1
17.25,2
17.333333333333332,4
17.416666666666668,4
17.5,4
17.583333333333332,2
17.666666666666668,2
17.75,2
17.833333333333332,4
17.916666666666668,4
18,1
18.083333333333332,5
18.166666666666668,5
18.25,2
18.333333333333332,3
18.416666666666668,5
18.5,1
18.583333333333332,4
18.666666666666668,5
18.75,5
18.833333333333332,3
18.916666666666668,2
19,3
19.083333333333332,3
19.166666666666668,5
19.25,2
19.333333333333332,5
19.416666666666668,3
19.5,4
19.583333333333332,5
19.666666666666668,2
19.75,2
19.75,2
19.916666666666668,4
20,1
20.083333333333332,5
20.166666666666668,5
20.25,3
20.25,3
20.416666666666668,4
20.5,4
20.583333333333332,5
20.583333333333332,2
20.75,5
20.833333333333332,4
20.916666666666668,2
21,3
21.083333333333332,5
21.083333333333332,2
21.25,2
21.333333333333332,5
21.416666666666668,2
21.5,1
21.583333333333332,3
21.666666666666668,2
21.75,4
21.75,4
