"Hours since thread went live","Yozakura-san Chi no Daisakusen • Mission: Yozakura Family - Episode 6 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,3
0.3333333333333333,4
0.4166666666666667,3
0.5,5
0.5833333333333334,4
0.6666666666666666,4
0.75,6
0.8333333333333334,9
0.9166666666666666,10
1,10
1.0833333333333333,11
1.1666666666666667,13
1.25,16
1.3333333333333333,16
1.4166666666666667,16
1.5,20
1.5833333333333333,22
1.6666666666666667,24
1.75,22
1.8333333333333333,23
1.9166666666666667,22
2,25
2.0833333333333335,29
2.1666666666666665,29
2.25,30
2.3333333333333335,33
2.4166666666666665,35
2.5,36
2.5833333333333335,39
2.6666666666666665,39
2.75,42
2.8333333333333335,43
2.9166666666666665,43
3,45
3.0833333333333335,46
3.1666666666666665,46
3.25,47
3.3333333333333335,48
3.4166666666666665,54
3.5,54
3.5833333333333335,52
3.6666666666666665,51
3.75,56
3.8333333333333335,57
3.9166666666666665,55
4,57
4.083333333333333,58
4.166666666666667,59
4.25,57
4.333333333333333,57
4.416666666666667,64
4.5,64
4.583333333333333,65
4.666666666666667,67
4.75,70
4.833333333333333,71
4.916666666666667,67
5,72
5.083333333333333,73
5.166666666666667,75
5.25,72
5.333333333333333,76
5.416666666666667,73
5.5,77
5.583333333333333,77
5.666666666666667,81
5.75,80
5.833333333333333,79
5.916666666666667,84
6,81
6.083333333333333,83
6.166666666666667,82
6.25,83
6.333333333333333,89
6.416666666666667,91
6.5,92
6.583333333333333,99
6.666666666666667,98
6.75,101
6.833333333333333,103
6.916666666666667,105
7,109
7.083333333333333,110
7.166666666666667,112
7.25,113
7.333333333333333,113
7.416666666666667,117
7.5,123
7.583333333333333,128
7.666666666666667,127
7.75,132
7.833333333333333,131
7.916666666666667,136
8,140
8.083333333333334,142
8.166666666666666,146
8.25,151
8.333333333333334,151
8.416666666666666,155
8.5,160
8.583333333333334,154
8.666666666666666,158
8.75,164
8.833333333333334,161
8.916666666666666,165
9,163
9.083333333333334,168
9.166666666666666,170
9.25,171
9.333333333333334,168
9.416666666666666,173
9.5,173
9.583333333333334,176
9.666666666666666,179
9.75,181
9.833333333333334,180
9.916666666666666,181
10,187
10.083333333333334,187
10.166666666666666,185
10.25,190
10.333333333333334,189
10.416666666666666,192
10.5,191
10.583333333333334,195
10.666666666666666,201
10.75,201
10.833333333333334,199
10.916666666666666,200
11,200
11.083333333333334,201
11.166666666666666,205
11.25,209
11.333333333333334,209
11.416666666666666,205
11.5,209
11.583333333333334,209
11.666666666666666,210
11.75,215
11.833333333333334,216
11.916666666666666,221
12,217
12.083333333333334,220
12.166666666666666,220
12.25,218
12.333333333333334,221
12.416666666666666,228
12.5,226
12.583333333333334,227
12.666666666666666,228
12.75,229
12.833333333333334,230
12.916666666666666,234
13,239
13.083333333333334,238
13.166666666666666,235
13.25,238
13.333333333333334,238
13.416666666666666,242
13.5,243
13.583333333333334,246
13.666666666666666,250
13.75,250
13.833333333333334,247
13.916666666666666,249
14,253
14.083333333333334,253
14.166666666666666,255
14.25,260
14.333333333333334,262
14.416666666666666,261
14.5,258
14.583333333333334,261
14.666666666666666,262
14.75,264
14.833333333333334,262
14.916666666666666,262
15,265
15.083333333333334,268
15.166666666666666,269
15.25,262
15.333333333333334,268
15.416666666666666,266
15.5,268
15.583333333333334,273
15.666666666666666,271
15.75,271
15.833333333333334,269
15.916666666666666,270
16,273
16.083333333333332,272
16.166666666666668,274
16.25,273
16.333333333333332,273
16.416666666666668,272
16.5,276
16.583333333333332,275
16.666666666666668,276
16.75,277
16.833333333333332,281
16.916666666666668,278
17,276
17.083333333333332,280
17.166666666666668,280
17.25,279
17.333333333333332,287
17.416666666666668,286
17.5,285
17.583333333333332,289
17.666666666666668,289
17.75,287
17.833333333333332,291
17.916666666666668,289
18,288
18.083333333333332,290
18.166666666666668,290
18.25,293
18.333333333333332,294
18.416666666666668,296
18.5,292
18.583333333333332,290
18.666666666666668,292
18.75,293
18.833333333333332,291
18.916666666666668,297
19,290
19.083333333333332,293
19.166666666666668,295
19.25,292
19.333333333333332,300
19.416666666666668,298
19.5,297
19.583333333333332,302
19.666666666666668,305
19.75,302
19.833333333333332,304
19.916666666666668,308
20,306
20.083333333333332,308
20.166666666666668,306
20.25,311
20.333333333333332,308
20.416666666666668,309
20.5,310
20.583333333333332,307
20.666666666666668,310
20.75,308
20.833333333333332,313
20.916666666666668,311
21,315
21.083333333333332,314
21.166666666666668,314
21.25,316
21.333333333333332,314
21.416666666666668,316
21.5,314
21.583333333333332,316
21.666666666666668,315
21.75,322
21.833333333333332,315
21.916666666666668,318
22,319
22.083333333333332,318
22.166666666666668,317
22.25,320
22.333333333333332,317
22.416666666666668,320
22.5,318
22.583333333333332,318
22.666666666666668,317
22.75,319
22.833333333333332,322
22.916666666666668,314
23,317
23.083333333333332,319
23.166666666666668,316
23.25,325
23.333333333333332,321
23.416666666666668,328
23.5,328
23.583333333333332,324
23.666666666666668,325
23.75,322
23.833333333333332,328
23.916666666666668,323
24,323
24.083333333333332,322
24.166666666666668,325
24.25,328
24.333333333333332,325
24.416666666666668,324
24.5,325
24.583333333333332,320
24.666666666666668,321
24.75,323
24.833333333333332,329
24.916666666666668,325
25,326
25.083333333333332,325
25.166666666666668,325
25.25,326
25.333333333333332,328
25.416666666666668,324
25.5,327
25.583333333333332,323
25.666666666666668,319
25.75,327
25.833333333333332,328
25.916666666666668,321
26,320
26.083333333333332,325
26.166666666666668,322
26.25,325
26.333333333333332,326
26.416666666666668,320
26.5,323
26.583333333333332,331
26.666666666666668,325
26.75,325
26.833333333333332,326
26.916666666666668,328
27,328
27.083333333333332,321
27.166666666666668,327
27.25,329
27.333333333333332,326
27.416666666666668,326
27.5,321
27.583333333333332,328
27.666666666666668,328
27.75,324
27.833333333333332,324
27.916666666666668,323
28,326
28.083333333333332,324
28.166666666666668,325
28.25,330
28.333333333333332,328
28.416666666666668,330
28.5,333
28.583333333333332,329
28.666666666666668,327
28.75,325
28.833333333333332,332
28.916666666666668,331
29,331
29.083333333333332,329
29.166666666666668,330
29.25,332
29.333333333333332,331
29.416666666666668,329
29.5,329
29.583333333333332,333
29.666666666666668,333
29.75,330
29.833333333333332,329
29.916666666666668,333
30,333
30.083333333333332,333
30.166666666666668,338
30.25,333
30.333333333333332,332
30.416666666666668,330
30.5,335
30.583333333333332,329
30.666666666666668,331
30.75,333
30.833333333333332,338
30.916666666666668,334
31,335
31.083333333333332,337
31.166666666666668,336
31.25,334
31.333333333333332,338
31.416666666666668,337
31.5,338
31.583333333333332,336
31.666666666666668,338
31.75,334
31.833333333333332,333
31.916666666666668,336
32,332
32.083333333333336,333
32.166666666666664,334
32.25,337
32.333333333333336,337
32.416666666666664,334
32.5,339
32.583333333333336,334
32.666666666666664,337
32.75,333
32.833333333333336,334
32.916666666666664,337
33,338
33.083333333333336,337
33.166666666666664,333
33.25,337
33.333333333333336,337
33.416666666666664,336
33.5,337
33.583333333333336,339
33.666666666666664,334
33.75,339
33.833333333333336,334
33.916666666666664,340
34,338
34.083333333333336,341
34.166666666666664,334
34.25,339
34.333333333333336,344
34.416666666666664,339
34.5,339
34.583333333333336,337
34.666666666666664,336
34.75,339
34.833333333333336,339
34.916666666666664,338
35,342
35.083333333333336,337
35.166666666666664,343
35.25,338
35.333333333333336,339
