"Hours since thread went live","Yuuki Bakuhatsu Bang Bravern • Brave Bang Bravern! - Episode 9 discussion"
21.666666666666668,263
21.75,265
21.833333333333332,265
21.916666666666668,263
22,265
22.083333333333332,264
22.166666666666668,265
22.25,264
22.333333333333332,269
22.416666666666668,269
22.5,265
22.583333333333332,270
22.666666666666668,264
22.75,269
22.833333333333332,267
22.916666666666668,265
23,272
23.083333333333332,266
23.166666666666668,267
23.25,267
23.333333333333332,269
23.416666666666668,269
23.5,268
23.583333333333332,267
23.666666666666668,269
23.75,269
23.833333333333332,270
23.916666666666668,265
24,271
24.083333333333332,268
24.166666666666668,269
24.25,268
24.333333333333332,269
24.416666666666668,267
24.5,269
24.583333333333332,270
24.666666666666668,270
24.75,272
24.833333333333332,273
24.916666666666668,274
25,272
25.083333333333332,272
25.166666666666668,274
25.25,274
25.333333333333332,271
25.416666666666668,270
25.5,273
25.583333333333332,271
25.666666666666668,273
25.75,271
25.833333333333332,271
25.916666666666668,271
26,270
26.083333333333332,273
26.166666666666668,273
26.25,272
26.333333333333332,273
26.416666666666668,270
26.5,278
26.583333333333332,275
26.666666666666668,274
26.75,279
26.833333333333332,272
26.916666666666668,276
27,276
27.083333333333332,274
27.166666666666668,276
27.25,274
27.333333333333332,276
27.416666666666668,278
27.5,274
27.583333333333332,275
27.666666666666668,274
27.75,280
27.833333333333332,279
27.916666666666668,276
28,280
28.083333333333332,278
28.166666666666668,280
28.25,278
28.333333333333332,281
28.416666666666668,277
28.5,277
28.583333333333332,278
28.666666666666668,274
28.75,274
28.833333333333332,279
28.916666666666668,280
29,278
29.083333333333332,278
29.166666666666668,279
29.25,279
29.333333333333332,279
29.416666666666668,283
29.5,278
29.583333333333332,280
29.666666666666668,279
29.75,280
29.833333333333332,281
29.916666666666668,281
30,280
30.083333333333332,279
30.166666666666668,283
30.25,285
30.333333333333332,282
30.416666666666668,280
30.5,283
30.583333333333332,282
30.666666666666668,286
30.75,282
30.833333333333332,282
30.916666666666668,284
31,285
31.083333333333332,285
31.166666666666668,285
31.25,288
31.333333333333332,286
31.416666666666668,282
31.5,287
31.583333333333332,284
31.666666666666668,288
31.75,283
31.833333333333332,284
31.916666666666668,283
32,284
32.083333333333336,284
32.166666666666664,287
32.25,286
32.333333333333336,287
32.416666666666664,287
32.5,290
32.583333333333336,290
32.666666666666664,286
32.75,288
32.833333333333336,287
32.916666666666664,292
33,291
33.083333333333336,289
33.166666666666664,291
33.25,292
33.333333333333336,292
33.416666666666664,292
33.5,291
33.583333333333336,293
33.666666666666664,293
33.75,291
33.833333333333336,290
33.916666666666664,294
34,296
34.083333333333336,295
34.166666666666664,294
34.25,291
34.333333333333336,296
34.416666666666664,294
34.5,294
34.583333333333336,294
34.666666666666664,294
34.75,291
34.833333333333336,292
34.916666666666664,295
35,293
35.083333333333336,295
35.166666666666664,296
35.25,297
35.333333333333336,296
35.416666666666664,295
35.5,295
35.583333333333336,294
35.666666666666664,293
35.75,296
35.833333333333336,295
35.916666666666664,298
36,295
36.083333333333336,301
36.166666666666664,295
36.25,302
36.333333333333336,299
36.416666666666664,299
36.5,302
36.583333333333336,300
36.666666666666664,303
36.75,298
36.833333333333336,300
36.916666666666664,304
37,302
37.083333333333336,305
37.166666666666664,305
37.25,303
37.333333333333336,304
37.416666666666664,302
37.5,305
37.583333333333336,305
37.666666666666664,306
37.75,305
37.833333333333336,302
37.916666666666664,308
38,306
38.083333333333336,304
38.166666666666664,310
38.25,309
38.333333333333336,311
38.416666666666664,307
38.5,304
38.583333333333336,308
38.666666666666664,302
38.75,301
38.833333333333336,312
38.916666666666664,308
39,305
39.083333333333336,310
39.166666666666664,307
39.25,307
39.333333333333336,311
39.416666666666664,302
39.5,303
39.583333333333336,304
39.666666666666664,308
39.75,307
39.833333333333336,306
39.916666666666664,304
40,306
40.083333333333336,309
40.166666666666664,308
40.25,315
40.333333333333336,310
40.416666666666664,313
40.5,303
40.583333333333336,309
40.666666666666664,311
40.75,309
40.833333333333336,309
40.916666666666664,311
41,309
41.083333333333336,310
41.166666666666664,311
41.25,309
41.333333333333336,308
41.416666666666664,308
41.5,309
41.583333333333336,309
41.666666666666664,311
41.75,312
41.833333333333336,310
41.916666666666664,313
42,312
42.083333333333336,308
42.166666666666664,317
42.25,314
42.333333333333336,310
42.416666666666664,310
42.5,314
42.583333333333336,314
42.666666666666664,317
42.75,308
42.833333333333336,313
42.916666666666664,313
43,312
43.083333333333336,313
43.166666666666664,308
43.25,311
43.333333333333336,308
43.416666666666664,305
43.5,315
43.583333333333336,309
43.666666666666664,311
43.75,313
43.833333333333336,313
43.916666666666664,309
44,315
44.083333333333336,312
44.166666666666664,313
44.25,312
44.333333333333336,313
44.416666666666664,321
44.5,319
44.583333333333336,315
44.666666666666664,313
44.75,318
44.833333333333336,315
44.916666666666664,317
45,317
45.083333333333336,321
45.166666666666664,318
45.25,312
45.333333333333336,314
45.416666666666664,310
45.5,314
45.583333333333336,317
45.666666666666664,314
45.75,314
45.833333333333336,310
45.916666666666664,310
46,320
46.083333333333336,316
46.166666666666664,321
46.25,316
46.333333333333336,313
46.416666666666664,314
46.5,314
46.583333333333336,315
46.666666666666664,313
46.75,318
46.833333333333336,316
46.916666666666664,320
47,318
47.083333333333336,318
47.166666666666664,321
47.25,322
47.333333333333336,313
47.416666666666664,317
47.5,315
47.583333333333336,318
47.666666666666664,310
47.75,318
47.833333333333336,312
47.916666666666664,315
