"Hours since thread went live","The Fable - Episode 8 discussion"
0,2
0.08333333333333333,3
0.16666666666666666,3
0.25,6
0.3333333333333333,8
0.4166666666666667,11
0.5,14
0.5833333333333334,14
0.6666666666666666,15
0.75,16
0.8333333333333334,15
0.9166666666666666,20
1,23
1.0833333333333333,23
1.1666666666666667,22
1.25,23
1.3333333333333333,27
1.4166666666666667,27
1.5,32
1.5833333333333333,33
1.6666666666666667,42
1.75,44
1.8333333333333333,44
1.9166666666666667,45
2,47
2.0833333333333335,52
2.1666666666666665,48
2.25,51
2.3333333333333335,56
2.4166666666666665,52
2.5,59
2.5833333333333335,59
2.6666666666666665,59
2.75,63
2.8333333333333335,63
2.9166666666666665,67
3,70
3.0833333333333335,71
3.1666666666666665,71
3.25,73
3.3333333333333335,75
3.4166666666666665,73
3.5,74
3.5833333333333335,74
3.6666666666666665,75
3.75,76
3.8333333333333335,78
3.9166666666666665,77
4,75
4.083333333333333,79
4.166666666666667,82
4.25,83
4.333333333333333,85
4.416666666666667,82
4.5,86
4.583333333333333,86
4.666666666666667,87
4.75,92
4.833333333333333,93
4.916666666666667,94
5,95
5.083333333333333,101
5.166666666666667,102
5.25,99
5.333333333333333,101
5.416666666666667,105
5.5,103
5.583333333333333,107
5.666666666666667,106
5.75,111
5.833333333333333,106
5.916666666666667,110
6,113
6.083333333333333,113
6.166666666666667,113
6.25,118
6.333333333333333,116
6.416666666666667,114
6.5,118
6.583333333333333,119
6.666666666666667,122
6.75,120
6.833333333333333,122
6.916666666666667,123
7,123
7.083333333333333,123
7.166666666666667,128
7.25,129
7.333333333333333,126
7.416666666666667,128
7.5,127
7.583333333333333,126
7.666666666666667,131
7.75,128
7.833333333333333,132
7.916666666666667,133
8,134
8.083333333333334,132
8.166666666666666,136
8.25,133
8.333333333333334,127
8.416666666666666,133
8.5,133
8.583333333333334,130
8.666666666666666,127
8.75,132
8.833333333333334,130
8.916666666666666,130
9,131
9.083333333333334,134
9.166666666666666,139
9.25,135
9.333333333333334,136
9.416666666666666,133
9.5,135
9.583333333333334,134
9.666666666666666,137
9.75,137
9.833333333333334,135
9.916666666666666,140
10,141
10.083333333333334,141
10.166666666666666,137
10.25,141
10.333333333333334,142
10.416666666666666,140
10.5,142
10.583333333333334,148
10.666666666666666,140
10.75,149
10.833333333333334,145
10.916666666666666,148
11,147
11.083333333333334,152
11.166666666666666,152
11.25,149
11.333333333333334,151
11.416666666666666,151
11.5,155
11.583333333333334,153
11.666666666666666,152
11.75,154
11.833333333333334,159
11.916666666666666,157
12,157
12.083333333333334,162
12.166666666666666,160
12.25,156
12.333333333333334,160
12.416666666666666,158
12.5,160
12.583333333333334,158
12.666666666666666,158
12.75,164
12.833333333333334,163
12.916666666666666,165
13,164
13.083333333333334,166
13.166666666666666,167
13.25,167
13.333333333333334,167
13.416666666666666,168
13.5,169
13.583333333333334,172
13.666666666666666,167
13.75,165
13.833333333333334,167
13.916666666666666,166
14,167
14.083333333333334,167
14.166666666666666,165
14.25,171
14.333333333333334,168
14.416666666666666,172
14.5,173
14.583333333333334,172
14.666666666666666,169
14.75,169
14.833333333333334,171
14.916666666666666,171
15,172
15.083333333333334,167
15.166666666666666,168
15.25,172
15.333333333333334,168
15.416666666666666,170
15.5,174
15.583333333333334,167
15.666666666666666,174
15.75,169
15.833333333333334,173
15.916666666666666,172
16,170
16.083333333333332,171
16.166666666666668,170
16.25,176
16.333333333333332,171
16.416666666666668,173
16.5,172
16.583333333333332,173
16.666666666666668,173
16.75,171
16.833333333333332,175
16.916666666666668,174
17,170
17.083333333333332,177
17.166666666666668,176
17.25,178
17.333333333333332,177
17.416666666666668,177
17.5,176
17.583333333333332,179
17.666666666666668,176
17.75,180
17.833333333333332,181
17.916666666666668,182
18,178
18.083333333333332,182
18.166666666666668,182
18.25,179
18.333333333333332,181
18.416666666666668,183
18.5,184
18.583333333333332,183
18.666666666666668,183
18.75,180
18.833333333333332,185
18.916666666666668,183
19,181
19.083333333333332,179
19.166666666666668,183
19.25,183
19.333333333333332,184
19.416666666666668,183
19.5,181
19.583333333333332,184
19.666666666666668,183
19.75,182
19.833333333333332,182
19.916666666666668,185
20,185
20.083333333333332,186
20.166666666666668,184
20.25,184
20.333333333333332,186
20.416666666666668,187
20.5,187
20.583333333333332,186
20.666666666666668,187
20.75,186
20.833333333333332,186
20.916666666666668,190
21,185
21.083333333333332,187
21.166666666666668,190
21.25,190
21.333333333333332,188
21.416666666666668,186
21.5,189
21.583333333333332,187
21.666666666666668,189
21.75,189
21.833333333333332,194
21.916666666666668,189
22,189
22.083333333333332,194
22.166666666666668,190
22.25,191
22.333333333333332,191
22.416666666666668,191
22.5,193
22.583333333333332,190
22.666666666666668,190
22.75,192
22.833333333333332,194
22.916666666666668,193
23,188
23.083333333333332,191
23.166666666666668,190
23.25,190
23.333333333333332,195
23.416666666666668,194
23.5,196
23.583333333333332,191
23.666666666666668,196
23.75,192
23.833333333333332,190
23.916666666666668,190
24,197
24.083333333333332,197
24.166666666666668,199
24.25,198
24.333333333333332,199
24.416666666666668,200
24.5,200
24.583333333333332,199
24.666666666666668,199
24.75,194
24.833333333333332,197
24.916666666666668,197
25,197
25.083333333333332,201
25.166666666666668,198
25.25,196
25.333333333333332,198
25.416666666666668,196
25.5,200
25.583333333333332,199
