"Hours since thread went live","Urusei Yatsura (2022) Season 2 - Episode 15 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,3
0.5,7
0.5833333333333334,8
0.6666666666666666,15
0.75,18
0.8333333333333334,20
0.9166666666666666,21
1,24
1.0833333333333333,26
1.1666666666666667,31
1.25,37
1.3333333333333333,36
1.4166666666666667,39
1.5,40
1.5833333333333333,43
1.6666666666666667,43
1.75,46
1.8333333333333333,49
1.9166666666666667,48
2,51
2.0833333333333335,53
2.1666666666666665,58
2.25,59
2.3333333333333335,60
2.4166666666666665,63
2.5,63
2.5833333333333335,62
2.6666666666666665,64
2.75,65
2.8333333333333335,62
2.9166666666666665,61
3,66
3.0833333333333335,69
3.1666666666666665,68
3.25,72
3.3333333333333335,71
3.4166666666666665,70
3.5,74
3.5833333333333335,77
3.6666666666666665,76
3.75,79
3.8333333333333335,77
3.9166666666666665,75
4,80
4.083333333333333,77
4.166666666666667,81
4.25,81
4.333333333333333,83
4.416666666666667,84
4.5,82
4.583333333333333,86
4.666666666666667,83
4.75,89
4.833333333333333,87
4.916666666666667,83
5,90
5.083333333333333,87
5.166666666666667,89
5.25,95
5.333333333333333,97
5.416666666666667,95
5.5,99
5.583333333333333,96
5.666666666666667,95
5.75,98
5.833333333333333,98
5.916666666666667,100
6,102
6.083333333333333,102
6.166666666666667,99
6.25,102
6.333333333333333,102
6.416666666666667,108
6.5,104
6.583333333333333,109
6.666666666666667,107
6.75,113
6.833333333333333,110
6.916666666666667,114
7,113
7.083333333333333,112
7.166666666666667,112
7.25,116
7.333333333333333,118
7.416666666666667,120
7.5,120
7.583333333333333,116
7.666666666666667,117
7.75,127
7.833333333333333,121
7.916666666666667,127
8,129
8.083333333333334,123
8.166666666666666,130
8.25,131
8.333333333333334,133
8.416666666666666,131
8.5,130
8.583333333333334,134
8.666666666666666,139
8.75,136
8.833333333333334,133
8.916666666666666,132
9,137
9.083333333333334,139
9.166666666666666,138
9.25,138
9.333333333333334,140
9.416666666666666,141
9.5,141
9.583333333333334,143
9.666666666666666,140
9.75,143
9.833333333333334,145
9.916666666666666,140
10,141
10.083333333333334,150
10.166666666666666,148
10.25,148
10.333333333333334,145
10.416666666666666,148
10.5,150
10.583333333333334,150
10.666666666666666,151
10.75,154
10.833333333333334,151
10.916666666666666,152
11,154
11.083333333333334,151
11.166666666666666,155
11.25,152
11.333333333333334,150
11.416666666666666,157
11.5,155
11.583333333333334,155
11.666666666666666,155
11.75,156
11.833333333333334,158
11.916666666666666,156
12,157
12.083333333333334,157
12.166666666666666,156
12.25,158
12.333333333333334,159
12.416666666666666,158
12.5,157
12.583333333333334,159
12.666666666666666,163
12.75,159
12.833333333333334,160
12.916666666666666,161
13,162
13.083333333333334,163
13.166666666666666,161
13.25,163
13.333333333333334,163
13.416666666666666,162
13.5,163
13.583333333333334,167
13.666666666666666,163
13.75,164
13.833333333333334,164
13.916666666666666,164
14,167
14.083333333333334,164
14.166666666666666,162
14.25,164
14.333333333333334,167
14.416666666666666,165
14.5,164
14.583333333333334,163
14.666666666666666,167
14.75,165
14.833333333333334,164
14.916666666666666,170
15,170
15.083333333333334,166
15.166666666666666,171
15.25,164
15.333333333333334,170
15.416666666666666,169
15.5,170
15.583333333333334,170
15.666666666666666,170
15.75,166
15.833333333333334,167
15.916666666666666,171
16,170
16.083333333333332,169
16.166666666666668,169
16.25,172
16.333333333333332,171
16.416666666666668,172
16.5,173
16.583333333333332,169
16.666666666666668,169
16.75,175
16.833333333333332,173
16.916666666666668,173
17,173
17.083333333333332,169
17.166666666666668,175
17.25,177
17.333333333333332,175
17.416666666666668,172
17.5,174
17.583333333333332,173
17.666666666666668,169
17.75,172
17.833333333333332,175
17.916666666666668,175
18,173
18.083333333333332,174
18.166666666666668,176
18.25,178
18.333333333333332,173
18.416666666666668,177
18.5,174
18.583333333333332,178
18.666666666666668,181
18.75,177
18.833333333333332,177
18.916666666666668,174
19,175
19.083333333333332,176
19.166666666666668,177
19.25,179
19.333333333333332,176
19.416666666666668,176
19.5,175
19.583333333333332,181
19.666666666666668,180
19.75,176
19.833333333333332,178
19.916666666666668,177
20,176
20.083333333333332,175
20.166666666666668,180
20.25,182
20.333333333333332,178
20.416666666666668,182
20.5,182
20.583333333333332,184
20.666666666666668,182
20.75,181
20.833333333333332,177
20.916666666666668,181
21,181
21.083333333333332,177
21.166666666666668,180
21.25,181
21.333333333333332,184
21.416666666666668,183
21.5,184
21.583333333333332,183
21.666666666666668,188
21.75,188
