"Hours since thread went live","Ninja Kamui - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,2
0.6666666666666666,3
0.75,5
0.8333333333333334,5
0.9166666666666666,4
1,4
1.0833333333333333,5
1.1666666666666667,5
1.25,5
1.3333333333333333,6
1.4166666666666667,5
1.5,6
1.5833333333333333,6
1.6666666666666667,5
1.75,7
1.8333333333333333,8
1.9166666666666667,9
2,7
2.0833333333333335,8
2.1666666666666665,8
2.25,6
2.3333333333333335,8
2.4166666666666665,9
2.5,8
2.5833333333333335,9
2.6666666666666665,9
2.75,10
2.8333333333333335,8
2.9166666666666665,8
3,11
3.0833333333333335,9
3.1666666666666665,11
3.25,11
3.3333333333333335,14
3.4166666666666665,11
3.5,14
3.5833333333333335,16
3.6666666666666665,13
3.75,15
3.8333333333333335,14
3.9166666666666665,15
4,15
4.083333333333333,16
4.166666666666667,17
4.25,18
4.333333333333333,21
4.416666666666667,19
4.5,18
4.583333333333333,19
4.666666666666667,21
4.75,22
4.833333333333333,21
4.916666666666667,19
5,23
5.083333333333333,20
5.166666666666667,22
5.25,22
5.333333333333333,23
5.416666666666667,22
5.5,22
5.583333333333333,22
5.666666666666667,23
5.75,23
5.833333333333333,20
5.916666666666667,21
6,19
6.083333333333333,18
6.166666666666667,19
6.25,20
6.333333333333333,19
6.416666666666667,23
6.5,22
6.583333333333333,24
6.666666666666667,24
6.75,23
6.833333333333333,22
6.916666666666667,28
7,28
7.083333333333333,31
7.166666666666667,30
7.25,31
7.333333333333333,30
7.416666666666667,33
7.5,38
7.583333333333333,35
7.666666666666667,33
7.75,35
7.833333333333333,35
7.916666666666667,32
8,32
8.083333333333334,35
8.166666666666666,37
8.25,38
8.333333333333334,39
8.416666666666666,38
8.5,37
8.583333333333334,38
8.666666666666666,44
8.75,39
8.833333333333334,44
8.916666666666666,40
9,40
9.083333333333334,41
9.166666666666666,44
9.25,43
9.333333333333334,44
9.416666666666666,43
9.5,46
9.583333333333334,44
9.666666666666666,49
9.75,47
9.833333333333334,51
9.916666666666666,50
10,54
10.083333333333334,52
10.166666666666666,52
10.25,54
10.333333333333334,54
10.416666666666666,55
10.5,55
10.583333333333334,58
10.666666666666666,56
10.75,58
10.833333333333334,58
10.916666666666666,56
11,59
11.083333333333334,59
11.166666666666666,61
11.25,58
11.333333333333334,61
11.416666666666666,58
11.5,59
11.583333333333334,57
11.666666666666666,62
11.75,59
11.833333333333334,58
11.916666666666666,64
12,62
12.083333333333334,63
12.166666666666666,67
12.25,67
12.333333333333334,69
12.416666666666666,69
12.5,72
12.583333333333334,72
12.666666666666666,70
12.75,74
12.833333333333334,73
12.916666666666666,74
13,71
13.083333333333334,76
13.166666666666666,77
13.25,78
13.333333333333334,73
13.416666666666666,77
13.5,78
13.583333333333334,79
13.666666666666666,80
13.75,78
13.833333333333334,79
13.916666666666666,84
14,81
14.083333333333334,79
14.166666666666666,82
14.25,79
14.333333333333334,82
14.416666666666666,87
14.5,82
14.583333333333334,86
14.666666666666666,91
14.75,84
14.833333333333334,88
14.916666666666666,86
15,86
15.083333333333334,91
15.166666666666666,87
15.25,88
15.333333333333334,86
15.416666666666666,86
15.5,86
15.583333333333334,92
15.666666666666666,90
15.75,91
15.833333333333334,93
15.916666666666666,91
16,93
16.083333333333332,94
16.166666666666668,93
16.25,91
16.333333333333332,94
16.416666666666668,93
16.5,96
16.583333333333332,93
16.666666666666668,93
16.75,96
16.833333333333332,98
16.916666666666668,94
17,93
17.083333333333332,92
17.166666666666668,99
17.25,98
17.333333333333332,98
17.416666666666668,100
17.5,98
17.583333333333332,101
17.666666666666668,101
17.75,102
17.833333333333332,103
17.916666666666668,102
18,100
18.083333333333332,102
18.166666666666668,99
18.25,106
18.333333333333332,103
18.416666666666668,103
18.5,104
18.583333333333332,102
18.666666666666668,108
18.75,110
18.833333333333332,110
18.916666666666668,111
19,106
19.083333333333332,105
19.166666666666668,108
19.25,109
19.333333333333332,106
19.416666666666668,108
19.5,107
19.583333333333332,109
19.666666666666668,107
19.75,108
19.833333333333332,109
19.916666666666668,108
20,110
20.083333333333332,112
20.166666666666668,107
20.25,111
20.333333333333332,108
20.416666666666668,113
20.5,113
20.583333333333332,111
20.666666666666668,117
20.75,112
20.833333333333332,117
20.916666666666668,110
21,113
21.083333333333332,114
21.166666666666668,116
21.25,114
21.333333333333332,113
21.416666666666668,115
21.5,117
21.583333333333332,115
21.666666666666668,118
21.75,115
21.833333333333332,114
21.916666666666668,120
22,116
22.083333333333332,116
22.166666666666668,118
22.25,116
22.333333333333332,120
22.416666666666668,117
22.5,120
22.583333333333332,123
22.666666666666668,119
22.75,119
22.833333333333332,120
22.916666666666668,121
23,125
23.083333333333332,118
23.166666666666668,120
23.25,122
23.333333333333332,123
23.416666666666668,125
23.5,124
23.583333333333332,120
23.666666666666668,121
23.75,123
23.833333333333332,126
23.916666666666668,123
24,124
24.083333333333332,123
24.166666666666668,128
24.25,123
24.333333333333332,124
24.416666666666668,126
24.5,125
24.583333333333332,127
24.666666666666668,124
24.75,126
24.833333333333332,124
24.916666666666668,128
25,126
25.083333333333332,128
25.166666666666668,124
25.25,123
25.333333333333332,127
25.416666666666668,129
25.5,128
25.583333333333332,125
25.666666666666668,131
25.75,126
25.833333333333332,126
25.916666666666668,131
26,129
26.083333333333332,127
26.166666666666668,129
26.25,131
26.333333333333332,127
26.416666666666668,131
26.5,127
26.583333333333332,129
26.666666666666668,132
26.75,129
26.833333333333332,129
26.916666666666668,128
27,129
27.083333333333332,127
27.166666666666668,125
27.25,131
27.333333333333332,128
27.416666666666668,132
27.5,128
27.583333333333332,132
27.666666666666668,129
27.75,127
27.833333333333332,130
27.916666666666668,129
28,133
28.083333333333332,130
28.166666666666668,133
28.25,131
28.333333333333332,131
28.416666666666668,133
28.5,128
28.583333333333332,128
28.666666666666668,127
28.75,133
28.833333333333332,129
28.916666666666668,128
29,134
29.083333333333332,132
29.166666666666668,129
29.25,131
29.416666666666668,133
29.5,133
29.583333333333332,131
29.666666666666668,130
29.75,134
29.833333333333332,135
29.916666666666668,132
30,129
30.083333333333332,132
30.166666666666668,133
30.25,130
30.333333333333332,130
30.416666666666668,130
30.5,129
30.583333333333332,130
30.666666666666668,131
30.75,131
30.833333333333332,131
30.916666666666668,128
31,131
31.083333333333332,130
31.166666666666668,128
31.25,134
31.333333333333332,132
31.416666666666668,132
31.5,129
31.583333333333332,133
31.666666666666668,134
31.75,133
31.833333333333332,130
31.916666666666668,130
32,130
32.083333333333336,129
32.166666666666664,132
32.25,132
32.333333333333336,130
32.416666666666664,130
32.5,131
32.583333333333336,135
32.666666666666664,131
32.75,127
32.833333333333336,131
32.916666666666664,127
33,132
33.083333333333336,127
33.166666666666664,132
33.25,135
33.333333333333336,131
33.416666666666664,133
33.5,132
33.583333333333336,129
33.666666666666664,129
33.75,130
33.833333333333336,132
33.916666666666664,131
34,130
34.083333333333336,134
34.166666666666664,133
34.25,133
34.333333333333336,132
34.416666666666664,134
34.5,135
34.583333333333336,136
34.666666666666664,132
34.75,131
34.833333333333336,131
34.916666666666664,133
35,134
35.083333333333336,136
35.166666666666664,133
35.25,135
35.333333333333336,132
35.416666666666664,135
35.5,135
35.583333333333336,131
35.666666666666664,135
35.75,132
35.833333333333336,133
35.916666666666664,135
36,137
36.083333333333336,135
36.166666666666664,134
36.25,138
36.333333333333336,136
36.416666666666664,135
36.5,137
36.583333333333336,137
36.666666666666664,135
36.75,138
36.833333333333336,134
36.916666666666664,138
37,136
37.083333333333336,135
37.166666666666664,140
37.25,135
37.333333333333336,138
37.416666666666664,135
37.5,135
37.583333333333336,137
37.666666666666664,136
37.75,135
37.833333333333336,139
37.916666666666664,136
38,136
38.083333333333336,136
38.166666666666664,135
38.25,136
38.333333333333336,137
38.416666666666664,134
38.5,134
38.583333333333336,140
38.666666666666664,139
38.75,133
38.833333333333336,132
38.916666666666664,135
39,140
39.083333333333336,137
39.166666666666664,139
39.25,139
