"Hours since thread went live","Kuroshitsuji: Kishuku Gakkou-hen • Black Butler: Public School Arc - Episode 6 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,5
0.25,5
0.3333333333333333,6
0.4166666666666667,5
0.5,6
0.5833333333333334,5
0.6666666666666666,6
0.75,8
0.8333333333333334,10
0.9166666666666666,11
1,13
1.0833333333333333,14
1.1666666666666667,14
1.25,16
1.3333333333333333,15
1.4166666666666667,16
1.5,19
1.5833333333333333,19
1.6666666666666667,21
1.75,21
1.8333333333333333,21
1.9166666666666667,22
2,22
2.0833333333333335,22
2.1666666666666665,26
2.25,26
2.3333333333333335,26
2.4166666666666665,27
2.5,28
2.5833333333333335,27
2.6666666666666665,28
2.75,27
2.8333333333333335,26
2.9166666666666665,27
3,31
3.0833333333333335,31
3.1666666666666665,29
3.25,30
3.3333333333333335,30
3.4166666666666665,31
3.5,35
3.5833333333333335,32
3.6666666666666665,35
3.75,36
3.8333333333333335,32
3.9166666666666665,36
4,30
4.083333333333333,31
4.166666666666667,35
4.25,34
4.333333333333333,34
4.416666666666667,35
4.5,37
4.583333333333333,36
4.666666666666667,38
4.75,41
4.833333333333333,43
4.916666666666667,37
5,43
5.083333333333333,40
5.166666666666667,42
5.25,42
5.333333333333333,40
5.416666666666667,39
5.5,41
5.583333333333333,47
5.666666666666667,46
5.75,45
5.833333333333333,49
5.916666666666667,46
6,50
6.083333333333333,52
6.166666666666667,48
6.25,52
6.333333333333333,51
6.416666666666667,52
6.5,52
6.583333333333333,55
6.666666666666667,53
6.75,52
6.833333333333333,49
6.916666666666667,52
7,53
7.083333333333333,55
7.166666666666667,50
7.25,53
7.333333333333333,55
7.416666666666667,53
7.5,56
7.583333333333333,54
7.666666666666667,55
7.75,57
7.833333333333333,58
7.916666666666667,56
8,56
8.083333333333334,59
8.166666666666666,58
8.25,54
8.333333333333334,60
8.416666666666666,62
8.5,60
8.583333333333334,65
8.666666666666666,57
8.75,57
8.833333333333334,59
8.916666666666666,60
9,62
9.083333333333334,63
9.166666666666666,65
9.25,61
9.333333333333334,69
9.416666666666666,61
9.5,63
9.583333333333334,62
9.666666666666666,65
9.75,63
9.833333333333334,67
9.916666666666666,68
10,64
10.083333333333334,67
10.166666666666666,67
10.25,65
10.333333333333334,65
10.416666666666666,67
10.5,67
10.583333333333334,67
10.666666666666666,68
10.75,72
10.833333333333334,70
10.916666666666666,70
11,69
11.083333333333334,68
11.166666666666666,67
11.25,66
11.333333333333334,72
11.416666666666666,69
11.5,68
11.583333333333334,73
11.666666666666666,71
11.75,70
11.833333333333334,74
11.916666666666666,71
12,69
12.083333333333334,73
12.166666666666666,68
12.25,72
12.333333333333334,73
12.416666666666666,75
12.5,72
12.583333333333334,76
12.666666666666666,73
12.75,70
12.833333333333334,74
12.916666666666666,72
13,70
13.083333333333334,69
13.166666666666666,75
13.25,75
13.333333333333334,76
13.416666666666666,77
13.5,73
13.583333333333334,73
13.666666666666666,75
13.75,77
13.833333333333334,75
13.916666666666666,77
14,75
14.083333333333334,74
14.166666666666666,72
14.25,78
14.333333333333334,74
14.416666666666666,74
14.5,75
14.583333333333334,74
14.666666666666666,71
14.75,75
14.833333333333334,74
14.916666666666666,75
15,78
15.083333333333334,79
15.166666666666666,77
15.25,78
15.333333333333334,80
15.416666666666666,80
15.5,79
15.583333333333334,78
15.666666666666666,83
15.75,80
15.833333333333334,84
15.916666666666666,78
16,83
16.083333333333332,78
16.166666666666668,80
16.25,81
16.333333333333332,79
16.416666666666668,80
16.5,81
16.583333333333332,82
16.666666666666668,80
16.75,84
16.833333333333332,80
16.916666666666668,79
17,80
17.083333333333332,85
17.166666666666668,82
17.25,80
17.333333333333332,81
17.416666666666668,83
17.5,85
17.583333333333332,84
17.666666666666668,88
17.75,85
17.833333333333332,80
17.916666666666668,82
18,83
18.083333333333332,84
18.166666666666668,85
18.25,84
18.333333333333332,83
18.416666666666668,82
18.5,84
18.583333333333332,85
18.666666666666668,86
18.75,86
18.833333333333332,89
18.916666666666668,86
19,86
19.083333333333332,86
19.166666666666668,84
19.25,86
19.333333333333332,89
19.416666666666668,86
19.5,84
19.583333333333332,86
19.666666666666668,87
19.75,87
19.833333333333332,84
19.916666666666668,87
20,86
20.083333333333332,85
20.166666666666668,90
20.25,82
20.333333333333332,86
20.416666666666668,85
20.5,86
20.583333333333332,82
20.666666666666668,86
20.75,82
20.833333333333332,86
20.916666666666668,86
21,88
21.083333333333332,88
21.166666666666668,85
21.25,87
21.333333333333332,85
21.416666666666668,85
21.5,85
21.583333333333332,90
21.666666666666668,84
21.75,89
21.833333333333332,87
21.916666666666668,86
22,89
22.083333333333332,89
22.166666666666668,86
22.25,87
22.333333333333332,86
22.416666666666668,85
22.5,85
22.583333333333332,89
22.666666666666668,88
22.75,85
22.833333333333332,88
22.916666666666668,86
23,87
23.083333333333332,90
23.166666666666668,90
23.25,87
23.333333333333332,88
23.416666666666668,90
23.5,86
23.583333333333332,88
23.666666666666668,87
23.75,89
23.833333333333332,90
23.916666666666668,88
24,86
24.083333333333332,89
24.166666666666668,86
24.25,86
24.333333333333332,86
24.416666666666668,92
24.5,92
24.583333333333332,89
24.666666666666668,87
24.75,88
24.833333333333332,88
24.916666666666668,89
25,90
25.083333333333332,90
25.166666666666668,89
25.25,92
25.333333333333332,92
25.416666666666668,88
25.5,86
25.583333333333332,89
25.666666666666668,93
25.75,91
25.833333333333332,90
25.916666666666668,93
26,89
26.083333333333332,90
26.166666666666668,90
26.25,88
26.333333333333332,89
26.416666666666668,89
26.5,91
26.583333333333332,91
26.666666666666668,94
26.75,90
26.833333333333332,90
26.916666666666668,87
27,88
27.083333333333332,92
27.166666666666668,89
27.25,91
27.333333333333332,90
27.416666666666668,89
27.5,91
27.583333333333332,87
27.666666666666668,93
27.75,88
27.833333333333332,91
27.916666666666668,90
28,91
28.083333333333332,92
28.166666666666668,88
28.25,93
28.333333333333332,92
28.416666666666668,88
28.5,89
28.583333333333332,90
28.666666666666668,90
28.75,93
28.833333333333332,92
28.916666666666668,93
29,94
29.083333333333332,92
29.166666666666668,88
29.25,92
29.333333333333332,92
29.416666666666668,90
29.5,93
29.583333333333332,90
29.666666666666668,89
29.75,91
29.833333333333332,92
29.916666666666668,93
30,91
30.083333333333332,92
30.166666666666668,93
30.25,90
30.333333333333332,93
30.416666666666668,95
30.5,92
30.583333333333332,92
30.666666666666668,96
30.75,95
30.833333333333332,93
30.916666666666668,95
31,93
31.083333333333332,96
31.166666666666668,91
31.25,93
31.333333333333332,94
31.416666666666668,93
31.5,95
31.583333333333332,93
31.666666666666668,93
31.75,93
31.833333333333332,91
31.916666666666668,97
32,92
32.083333333333336,96
32.166666666666664,96
32.25,95
32.333333333333336,95
32.416666666666664,94
32.5,95
32.583333333333336,96
32.666666666666664,98
32.75,98
32.833333333333336,93
32.916666666666664,92
33,99
33.083333333333336,95
33.166666666666664,93
33.25,100
33.333333333333336,97
33.416666666666664,99
33.5,99
33.583333333333336,97
33.666666666666664,98
33.75,97
33.833333333333336,98
33.916666666666664,101
34,94
34.083333333333336,97
34.166666666666664,101
34.25,97
34.333333333333336,96
34.416666666666664,97
34.5,100
34.583333333333336,98
34.666666666666664,98
34.75,98
34.833333333333336,99
34.916666666666664,99
35,95
35.083333333333336,97
35.166666666666664,95
35.25,97
35.333333333333336,96
35.416666666666664,98
35.5,100
35.583333333333336,100
35.666666666666664,98
35.75,102
35.833333333333336,100
35.916666666666664,99
36,100
36.083333333333336,103
36.166666666666664,102
36.25,98
36.333333333333336,99
36.416666666666664,98
36.5,99
36.583333333333336,100
36.666666666666664,103
36.75,98
36.833333333333336,100
36.916666666666664,103
37,101
37.083333333333336,96
37.166666666666664,99
37.25,103
37.333333333333336,102
37.416666666666664,97
37.5,99
37.583333333333336,98
37.666666666666664,100
37.75,103
37.833333333333336,97
37.916666666666664,101
38,97
38.083333333333336,97
38.166666666666664,103
38.25,99
38.333333333333336,100
38.416666666666664,101
38.5,102
38.583333333333336,101
38.666666666666664,105
38.75,98
38.833333333333336,100
