"Hours since thread went live","Jujutsu Kaisen Season 2 - Episode 18 discussion"
0,1
0,18
0.08333333333333333,60
0.16666666666666666,92
0.25,128
0.3333333333333333,161
0.4166666666666667,210
0.5,248
0.5833333333333334,289
0.6666666666666666,331
0.75,379
0.8333333333333334,420
0.9166666666666666,461
1,485
1.0833333333333333,527
1.1666666666666667,560
1.25,595
1.3333333333333333,624
1.4166666666666667,666
1.5,704
1.5833333333333333,739
1.6666666666666667,767
1.75,797
1.8333333333333333,829
1.9166666666666667,866
2,895
2.0833333333333335,926
2.1666666666666665,953
2.25,990
2.3333333333333335,1022
2.4166666666666665,1052
2.5,1082
2.5833333333333335,1106
2.6666666666666665,1133
2.75,1164
2.8333333333333335,1190
2.9166666666666665,1210
3,1245
3.0833333333333335,1263
3.1666666666666665,1296
3.25,1310
3.3333333333333335,1339
3.4166666666666665,1351
3.5,1389
3.5833333333333335,1407
3.6666666666666665,1438
3.75,1456
3.8333333333333335,1477
3.9166666666666665,1498
4,1519
4.083333333333333,1539
4.166666666666667,1561
4.25,1587
4.333333333333333,1610
4.416666666666667,1628
4.5,1650
4.583333333333333,1663
4.666666666666667,1688
4.75,1712
4.833333333333333,1736
4.916666666666667,1748
5,1778
5.083333333333333,1795
5.166666666666667,1819
5.25,1838
5.333333333333333,1865
5.416666666666667,1893
5.5,1917
5.583333333333333,1939
5.666666666666667,1954
5.75,1966
5.833333333333333,1978
5.916666666666667,1999
6,2015
6.083333333333333,2039
6.166666666666667,2047
6.25,2057
6.333333333333333,2075
6.416666666666667,2091
6.5,2101
6.583333333333333,2121
6.666666666666667,2139
6.75,2150
6.833333333333333,2179
6.916666666666667,2192
7,2211
7.083333333333333,2221
7.166666666666667,2234
7.25,2243
7.333333333333333,2268
7.416666666666667,2280
7.5,2290
7.583333333333333,2300
7.666666666666667,2316
7.75,2335
7.833333333333333,2347
7.916666666666667,2366
8,2378
8.083333333333334,2393
8.166666666666666,2413
8.25,2423
8.333333333333334,2433
8.416666666666666,2442
8.5,2461
8.583333333333334,2468
8.666666666666666,2488
8.75,2497
8.833333333333334,2507
8.916666666666666,2520
9,2525
9.083333333333334,2542
9.166666666666666,2545
9.25,2566
9.333333333333334,2574
9.416666666666666,2585
9.5,2602
9.583333333333334,2611
9.666666666666666,2623
9.75,2635
9.833333333333334,2653
9.916666666666666,2654
10,2667
10.083333333333334,2682
10.166666666666666,2685
10.25,2701
10.333333333333334,2710
10.416666666666666,2725
10.5,2739
10.583333333333334,2738
10.666666666666666,2755
10.75,2770
10.833333333333334,2784
10.916666666666666,2799
11,2793
11.083333333333334,2807
11.166666666666666,2814
11.25,2824
11.333333333333334,2829
11.416666666666666,2843
11.5,2856
11.583333333333334,2858
11.666666666666666,2877
11.75,2887
11.833333333333334,2888
11.916666666666666,2901
12,2905
12.083333333333334,2922
12.166666666666666,2937
12.25,2939
12.333333333333334,2944
12.416666666666666,2953
12.5,2961
12.583333333333334,2973
12.666666666666666,2981
12.75,2992
12.833333333333334,2998
12.916666666666666,3009
13,3009
13.083333333333334,3022
13.166666666666666,3028
13.25,3041
13.333333333333334,3040
13.416666666666666,3050
13.5,3059
13.583333333333334,3058
13.666666666666666,3072
13.75,3080
13.833333333333334,3074
13.916666666666666,3086
14,3086
14.083333333333334,3098
14.166666666666666,3099
14.25,3108
14.333333333333334,3116
14.416666666666666,3120
14.5,3123
14.583333333333334,3132
14.666666666666666,3132
14.75,3139
14.833333333333334,3141
14.916666666666666,3150
15,3159
15.083333333333334,3164
15.166666666666666,3175
15.25,3176
15.333333333333334,3179
15.416666666666666,3190
15.5,3190
15.583333333333334,3186
15.666666666666666,3194
15.75,3196
15.833333333333334,3205
15.916666666666666,3207
16,3207
16.083333333333332,3217
16.166666666666668,3219
16.25,3229
16.333333333333332,3223
16.416666666666668,3236
16.5,3244
16.583333333333332,3239
16.666666666666668,3249
16.75,3247
16.833333333333332,3249
16.916666666666668,3252
17,3260
17.083333333333332,3259
17.166666666666668,3272
17.25,3269
17.333333333333332,3266
17.416666666666668,3275
17.5,3278
17.583333333333332,3288
17.666666666666668,3282
17.75,3289
17.833333333333332,3297
17.916666666666668,3302
18,3303
18.083333333333332,3304
18.166666666666668,3308
18.25,3312
18.333333333333332,3315
18.416666666666668,3323
18.5,3326
18.583333333333332,3329
18.666666666666668,3332
18.75,3331
18.833333333333332,3343
18.916666666666668,3351
19,3348
19.083333333333332,3353
19.166666666666668,3349
19.25,3358
19.333333333333332,3356
19.416666666666668,3359
19.5,3367
19.583333333333332,3369
19.666666666666668,3383
19.75,3392
19.833333333333332,3403
19.916666666666668,3401
20,3407
