"Hours since thread went live","High Card Season 2 - Episode 22 discussion"
39.166666666666664,69
39.25,70
39.333333333333336,73
39.416666666666664,73
39.5,74
39.583333333333336,72
39.666666666666664,71
39.75,76
39.833333333333336,71
39.916666666666664,74
40,73
40.083333333333336,74
40.166666666666664,72
40.25,72
40.333333333333336,70
40.416666666666664,73
40.5,73
40.583333333333336,71
40.666666666666664,71
40.75,69
40.833333333333336,72
40.916666666666664,72
41,75
41.083333333333336,71
41.166666666666664,74
41.25,70
41.333333333333336,74
41.416666666666664,72
41.5,74
41.583333333333336,76
41.666666666666664,76
41.75,72
41.833333333333336,75
41.916666666666664,73
42,72
42.083333333333336,75
42.166666666666664,70
42.25,75
42.333333333333336,77
42.416666666666664,73
42.5,72
42.583333333333336,72
42.666666666666664,75
42.75,72
42.833333333333336,73
42.916666666666664,71
43,72
43.083333333333336,71
43.166666666666664,74
43.25,72
43.333333333333336,71
43.416666666666664,74
43.5,70
43.583333333333336,71
43.666666666666664,73
43.75,74
43.833333333333336,76
43.916666666666664,75
44,71
44.083333333333336,73
44.166666666666664,72
44.25,75
44.333333333333336,74
44.416666666666664,72
44.5,76
44.583333333333336,71
44.666666666666664,74
44.75,73
44.833333333333336,71
44.916666666666664,76
45,73
45.083333333333336,77
45.166666666666664,72
45.25,77
45.333333333333336,73
45.416666666666664,71
45.5,72
45.583333333333336,74
45.666666666666664,70
45.75,74
45.833333333333336,75
45.916666666666664,71
46,75
46.083333333333336,71
46.166666666666664,76
46.25,72
46.333333333333336,71
46.416666666666664,73
46.5,74
46.583333333333336,72
46.666666666666664,72
46.75,70
46.833333333333336,71
46.916666666666664,71
47,72
47.083333333333336,74
47.166666666666664,73
47.25,71
47.333333333333336,72
47.416666666666664,72
47.5,72
47.583333333333336,70
47.666666666666664,76
47.75,73
47.833333333333336,73
47.916666666666664,69
