"Hours since thread went live","Dead Dead Demons Dededede Destruction - Episode 0 discussion"
0,4
0.08333333333333333,6
0.16666666666666666,6
0.25,12
0.3333333333333333,16
0.4166666666666667,17
0.5,20
0.5833333333333334,21
0.6666666666666666,24
0.75,26
0.8333333333333334,30
0.9166666666666666,31
1,35
1.0833333333333333,40
1.1666666666666667,39
1.25,42
1.3333333333333333,42
1.4166666666666667,48
1.5,49
1.5833333333333333,53
1.6666666666666667,55
1.75,56
1.8333333333333333,58
1.9166666666666667,60
2,65
2.0833333333333335,69
2.1666666666666665,70
2.25,73
2.3333333333333335,76
2.4166666666666665,79
2.5,81
2.5833333333333335,87
2.6666666666666665,89
2.75,91
2.8333333333333335,94
2.9166666666666665,99
3,104
3.0833333333333335,105
3.1666666666666665,111
3.25,113
3.3333333333333335,113
3.4166666666666665,110
3.5,116
3.5833333333333335,112
3.6666666666666665,121
3.75,124
3.8333333333333335,127
3.9166666666666665,123
4,128
4.083333333333333,131
4.166666666666667,136
4.25,133
4.333333333333333,136
4.416666666666667,136
4.5,139
4.583333333333333,141
4.666666666666667,145
4.75,148
4.833333333333333,146
4.916666666666667,148
5,153
5.083333333333333,152
5.166666666666667,154
5.25,156
5.333333333333333,158
5.416666666666667,157
5.5,158
5.583333333333333,162
5.666666666666667,166
5.75,165
5.833333333333333,167
5.916666666666667,167
6,172
6.083333333333333,169
6.166666666666667,171
6.25,175
6.333333333333333,182
6.416666666666667,182
6.5,181
6.583333333333333,185
6.666666666666667,188
6.75,187
6.833333333333333,189
6.916666666666667,188
7,191
7.083333333333333,190
7.166666666666667,190
7.25,191
7.333333333333333,190
7.416666666666667,191
7.5,192
7.583333333333333,192
7.666666666666667,196
7.75,196
7.833333333333333,200
7.916666666666667,196
8,202
8.083333333333334,204
8.166666666666666,206
8.25,211
8.333333333333334,216
8.416666666666666,213
8.5,219
8.583333333333334,217
8.666666666666666,219
8.75,222
8.833333333333334,225
8.916666666666666,222
9,229
9.083333333333334,230
9.166666666666666,237
9.25,236
9.333333333333334,234
9.416666666666666,237
9.5,242
9.583333333333334,242
9.666666666666666,245
9.75,247
9.833333333333334,250
9.916666666666666,253
10,250
10.083333333333334,254
10.166666666666666,254
10.25,254
10.333333333333334,258
10.416666666666666,257
10.5,256
10.583333333333334,263
10.666666666666666,261
10.75,266
10.833333333333334,265
10.916666666666666,267
11,269
11.083333333333334,270
11.166666666666666,271
11.25,276
11.333333333333334,277
11.416666666666666,275
11.5,276
11.583333333333334,281
11.666666666666666,284
11.75,281
11.833333333333334,287
11.916666666666666,285
12,287
12.083333333333334,289
12.166666666666666,288
12.25,288
12.333333333333334,293
12.416666666666666,291
12.5,296
12.583333333333334,301
12.666666666666666,305
12.75,303
12.833333333333334,301
12.916666666666666,308
13,310
13.083333333333334,306
13.166666666666666,308
13.25,314
13.333333333333334,313
13.416666666666666,316
13.5,316
13.583333333333334,313
13.666666666666666,323
13.75,322
13.833333333333334,319
13.916666666666666,323
14,329
14.083333333333334,331
14.166666666666666,326
14.25,332
14.333333333333334,329
14.416666666666666,330
14.5,333
14.583333333333334,334
14.666666666666666,338
14.75,339
14.833333333333334,337
14.916666666666666,342
15,342
15.083333333333334,342
15.166666666666666,342
15.25,338
15.333333333333334,343
15.416666666666666,338
15.5,341
15.583333333333334,342
15.666666666666666,344
15.75,347
15.833333333333334,348
15.916666666666666,342
16,351
16.083333333333332,351
16.166666666666668,350
16.25,354
16.333333333333332,355
16.416666666666668,357
16.5,358
16.583333333333332,353
16.666666666666668,351
16.75,357
16.833333333333332,361
16.916666666666668,356
17,360
17.083333333333332,361
17.166666666666668,364
17.25,369
17.333333333333332,366
17.416666666666668,365
17.5,375
17.583333333333332,371
17.666666666666668,374
17.75,372
17.833333333333332,365
17.916666666666668,370
18,369
18.083333333333332,373
18.166666666666668,375
18.25,379
18.333333333333332,379
18.416666666666668,379
18.5,380
18.583333333333332,377
18.666666666666668,379
18.75,386
18.833333333333332,379
18.916666666666668,381
19,380
19.083333333333332,382
19.166666666666668,380
19.25,380
19.333333333333332,386
19.416666666666668,384
19.5,388
19.583333333333332,385
19.666666666666668,386
19.75,391
19.833333333333332,388
19.916666666666668,391
20,393
20.083333333333332,397
20.166666666666668,392
20.25,392
20.333333333333332,396
20.416666666666668,399
20.5,397
20.583333333333332,397
20.666666666666668,398
20.75,402
20.833333333333332,402
20.916666666666668,399
21,401
21.083333333333332,400
