"Hours since thread went live","Mushoku Tensei: Isekai Ittara Honki Dasu Season 2 Part 2 • Mushoku Tensei: Jobless Reincarnation Season 2 Part 2 - Episode 2 discussion"
0,2
0.08333333333333333,11
0.16666666666666666,28
0.25,48
0.3333333333333333,74
0.4166666666666667,104
0.5,142
0.5833333333333334,189
0.6666666666666666,223
0.75,264
0.8333333333333334,296
0.9166666666666666,335
1,377
1.0833333333333333,432
1.1666666666666667,491
1.25,537
1.3333333333333333,588
1.4166666666666667,639
1.5,677
1.5833333333333333,738
1.6666666666666667,775
1.75,828
1.8333333333333333,888
1.9166666666666667,929
2,971
2.0833333333333335,1012
2.1666666666666665,1065
2.25,1097
2.3333333333333335,1137
2.4166666666666665,1182
2.5,1221
2.5833333333333335,1259
2.6666666666666665,1303
2.75,1336
2.8333333333333335,1378
2.9166666666666665,1411
3,1442
3.0833333333333335,1480
3.1666666666666665,1521
3.25,1557
3.3333333333333335,1590
3.4166666666666665,1617
3.5,1645
3.5833333333333335,1669
3.6666666666666665,1714
3.75,1740
3.8333333333333335,1777
3.9166666666666665,1802
4,1839
4.083333333333333,1872
4.166666666666667,1889
4.25,1917
4.333333333333333,1931
4.416666666666667,1953
4.5,1975
4.583333333333333,2006
4.666666666666667,2028
4.75,2053
4.833333333333333,2085
4.916666666666667,2104
5,2119
5.083333333333333,2146
5.166666666666667,2168
5.25,2187
5.333333333333333,2211
5.416666666666667,2237
5.5,2254
5.583333333333333,2270
5.666666666666667,2284
5.75,2299
5.833333333333333,2328
5.916666666666667,2346
6,2373
6.083333333333333,2395
6.166666666666667,2411
6.25,2431
6.333333333333333,2443
6.416666666666667,2457
6.5,2481
6.583333333333333,2498
6.666666666666667,2508
6.75,2522
6.833333333333333,2529
6.916666666666667,2556
7,2568
7.083333333333333,2585
7.166666666666667,2596
7.25,2610
7.333333333333333,2625
7.416666666666667,2637
7.5,2644
7.583333333333333,2660
7.666666666666667,2665
7.75,2677
7.833333333333333,2696
7.916666666666667,2699
8,2720
8.083333333333334,2732
8.166666666666666,2745
8.25,2754
8.333333333333334,2763
8.416666666666666,2781
8.5,2800
8.583333333333334,2813
8.666666666666666,2824
8.75,2832
8.833333333333334,2837
8.916666666666666,2854
9,2867
9.083333333333334,2878
9.166666666666666,2889
9.25,2898
9.333333333333334,2924
9.416666666666666,2931
9.5,2951
9.583333333333334,2954
9.666666666666666,2968
9.75,2966
9.833333333333334,2978
9.916666666666666,2992
10,3000
10.083333333333334,3008
10.166666666666666,3019
10.25,3027
10.333333333333334,3045
10.416666666666666,3047
10.5,3054
10.583333333333334,3064
10.666666666666666,3068
10.75,3078
10.833333333333334,3089
10.916666666666666,3097
11,3106
11.083333333333334,3114
11.166666666666666,3123
11.25,3136
11.333333333333334,3146
11.416666666666666,3151
11.5,3172
11.583333333333334,3181
11.666666666666666,3181
11.75,3189
11.833333333333334,3200
11.916666666666666,3206
12,3219
12.083333333333334,3221
12.166666666666666,3232
12.25,3240
12.333333333333334,3250
12.416666666666666,3265
12.5,3274
12.583333333333334,3275
12.666666666666666,3279
12.75,3290
12.833333333333334,3298
12.916666666666666,3304
13,3313
13.083333333333334,3318
13.166666666666666,3335
13.25,3334
13.333333333333334,3344
