"Hours since thread went live","Kenka Dokugaku • Viral Hit - Episode 5 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,3
0.3333333333333333,2
0.4166666666666667,1
0.5,1
0.5833333333333334,2
0.6666666666666666,2
0.75,5
0.8333333333333334,5
0.9166666666666666,6
1,9
1.0833333333333333,10
1.1666666666666667,10
1.25,12
1.3333333333333333,12
1.4166666666666667,14
1.5,19
1.5833333333333333,20
1.6666666666666667,20
1.75,22
1.8333333333333333,23
1.9166666666666667,22
2,28
2.0833333333333335,28
2.1666666666666665,29
2.25,30
2.3333333333333335,30
2.4166666666666665,30
2.5,33
2.5833333333333335,36
2.6666666666666665,36
2.75,38
2.8333333333333335,42
2.9166666666666665,42
3,44
3.0833333333333335,42
3.1666666666666665,47
3.25,46
3.3333333333333335,42
3.4166666666666665,45
3.5,44
3.5833333333333335,46
3.6666666666666665,48
3.75,49
3.8333333333333335,48
3.9166666666666665,48
4,50
4.083333333333333,52
4.166666666666667,53
4.25,50
4.333333333333333,54
4.416666666666667,54
4.5,53
4.583333333333333,54
4.666666666666667,51
4.75,55
4.833333333333333,56
4.916666666666667,58
5,54
5.083333333333333,57
5.166666666666667,58
5.25,56
5.333333333333333,53
5.416666666666667,56
5.5,56
5.583333333333333,55
5.666666666666667,56
5.75,57
5.833333333333333,54
5.916666666666667,54
6,54
6.083333333333333,59
6.166666666666667,54
6.25,56
6.333333333333333,60
6.416666666666667,57
6.5,60
6.583333333333333,58
6.666666666666667,58
6.75,59
6.833333333333333,64
6.916666666666667,62
7,61
7.083333333333333,63
7.166666666666667,62
7.25,62
7.333333333333333,63
7.416666666666667,66
7.5,63
7.583333333333333,70
7.666666666666667,68
7.75,66
7.833333333333333,69
7.916666666666667,66
8,72
8.083333333333334,70
8.166666666666666,70
8.25,71
8.333333333333334,70
8.416666666666666,75
8.5,76
8.583333333333334,75
8.666666666666666,75
8.75,75
8.833333333333334,69
8.916666666666666,74
9,74
9.083333333333334,77
9.166666666666666,74
9.25,80
9.333333333333334,80
9.416666666666666,78
9.5,80
9.583333333333334,81
9.666666666666666,84
9.75,82
9.833333333333334,83
9.916666666666666,84
10,83
10.083333333333334,85
10.166666666666666,84
10.25,87
10.333333333333334,84
10.416666666666666,83
10.5,91
10.583333333333334,89
10.666666666666666,87
10.75,86
10.833333333333334,86
10.916666666666666,92
11,95
11.083333333333334,92
11.166666666666666,95
11.25,97
11.333333333333334,91
11.416666666666666,92
11.5,95
11.583333333333334,92
11.666666666666666,96
11.75,100
11.833333333333334,95
11.916666666666666,95
12,98
12.083333333333334,99
12.166666666666666,104
12.25,101
12.333333333333334,103
12.416666666666666,103
12.5,97
12.583333333333334,101
12.666666666666666,100
12.75,103
12.833333333333334,103
12.916666666666666,100
13,100
13.083333333333334,100
13.166666666666666,106
13.25,105
13.333333333333334,108
13.416666666666666,104
13.5,106
13.583333333333334,107
13.666666666666666,104
13.75,108
13.833333333333334,107
13.916666666666666,106
14,111
14.083333333333334,108
14.166666666666666,111
14.25,106
14.333333333333334,106
14.416666666666666,108
14.5,104
14.583333333333334,108
14.666666666666666,106
14.75,109
14.833333333333334,106
14.916666666666666,105
15,111
15.083333333333334,109
15.166666666666666,110
15.25,108
15.333333333333334,110
15.416666666666666,107
15.5,112
15.583333333333334,110
15.666666666666666,107
15.75,112
15.833333333333334,106
15.916666666666666,111
16,112
16.083333333333332,108
16.166666666666668,114
16.25,111
16.333333333333332,111
16.416666666666668,112
16.5,110
16.583333333333332,110
16.666666666666668,111
16.75,112
16.833333333333332,111
16.916666666666668,111
17,112
17.083333333333332,112
17.166666666666668,114
17.25,113
17.333333333333332,112
17.416666666666668,112
17.5,112
17.583333333333332,110
17.666666666666668,116
17.75,111
17.833333333333332,114
17.916666666666668,112
18,116
18.083333333333332,114
18.166666666666668,116
18.25,116
18.333333333333332,113
18.416666666666668,112
18.5,117
18.583333333333332,116
18.666666666666668,116
18.75,116
18.833333333333332,116
18.916666666666668,113
19,115
19.083333333333332,114
19.166666666666668,118
19.25,117
19.333333333333332,113
19.416666666666668,116
19.5,120
19.583333333333332,119
19.666666666666668,119
19.75,115
19.833333333333332,116
19.916666666666668,119
20,118
20.083333333333332,122
20.166666666666668,118
20.25,121
20.333333333333332,122
20.416666666666668,119
20.5,118
20.583333333333332,121
20.666666666666668,121
20.75,119
20.833333333333332,117
20.916666666666668,116
21,120
21.083333333333332,117
21.166666666666668,121
21.25,120
21.333333333333332,122
21.416666666666668,118
21.5,115
21.583333333333332,121
21.666666666666668,121
21.75,122
21.833333333333332,121
21.916666666666668,120
22,120
22.083333333333332,119
22.166666666666668,117
22.25,121
22.333333333333332,124
22.416666666666668,122
22.5,124
22.583333333333332,119
22.666666666666668,124
22.75,125
22.833333333333332,123
22.916666666666668,119
23,123
23.083333333333332,120
23.166666666666668,122
23.25,123
23.333333333333332,124
23.416666666666668,122
23.5,123
23.583333333333332,124
23.666666666666668,121
23.75,123
23.833333333333332,126
23.916666666666668,122
24,125
24.083333333333332,123
24.166666666666668,122
24.25,123
24.333333333333332,126
24.416666666666668,124
24.5,127
24.583333333333332,126
24.666666666666668,125
24.75,124
24.833333333333332,128
24.916666666666668,124
25,125
25.083333333333332,126
25.166666666666668,124
25.25,129
25.333333333333332,124
25.416666666666668,122
25.5,124
25.583333333333332,127
25.666666666666668,129
25.75,127
25.833333333333332,125
25.916666666666668,127
26,126
26.083333333333332,126
26.166666666666668,127
26.25,126
26.333333333333332,127
26.416666666666668,128
26.5,128
26.583333333333332,128
26.666666666666668,125
26.75,124
26.833333333333332,128
26.916666666666668,128
27,124
27.083333333333332,130
27.166666666666668,128
27.25,129
27.333333333333332,127
27.416666666666668,129
27.5,128
27.583333333333332,129
27.666666666666668,128
27.75,128
27.833333333333332,127
27.916666666666668,128
28,129
28.083333333333332,131
28.166666666666668,129
28.25,129
28.333333333333332,129
28.416666666666668,130
28.5,126
28.583333333333332,125
28.666666666666668,125
28.75,131
28.833333333333332,127
28.916666666666668,128
29,128
29.083333333333332,129
29.166666666666668,132
29.25,128
29.333333333333332,132
29.416666666666668,128
29.5,131
29.583333333333332,129
29.666666666666668,132
29.75,125
29.833333333333332,132
29.916666666666668,127
30,129
30.083333333333332,131
30.166666666666668,128
30.25,128
30.333333333333332,131
30.416666666666668,128
30.5,128
30.583333333333332,131
30.666666666666668,130
30.75,129
30.833333333333332,129
30.916666666666668,131
31,131
31.083333333333332,132
31.166666666666668,131
31.25,130
31.333333333333332,128
31.416666666666668,127
31.5,132
31.583333333333332,132
31.666666666666668,130
31.75,129
31.833333333333332,131
31.916666666666668,131
32,132
32.083333333333336,130
32.166666666666664,132
32.25,134
32.333333333333336,130
32.416666666666664,131
32.5,131
32.583333333333336,133
32.666666666666664,129
32.75,134
32.833333333333336,130
32.916666666666664,129
33,130
33.083333333333336,131
33.166666666666664,132
33.25,134
33.333333333333336,129
33.416666666666664,131
33.5,131
33.583333333333336,130
33.666666666666664,128
33.75,132
33.833333333333336,132
33.916666666666664,133
34,135
34.083333333333336,133
34.166666666666664,131
34.25,134
34.333333333333336,134
34.416666666666664,136
34.5,129
34.583333333333336,136
34.666666666666664,131
34.75,134
34.833333333333336,131
34.916666666666664,131
35,133
35.083333333333336,133
35.166666666666664,132
35.25,132
35.333333333333336,133
35.416666666666664,132
35.5,128
