"Hours since thread went live","Unnamed Memory - Episode 1 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,3
0.5,3
0.5833333333333334,4
0.6666666666666666,4
0.75,8
0.8333333333333334,7
0.9166666666666666,8
1,10
1.0833333333333333,12
1.1666666666666667,18
1.25,21
1.3333333333333333,23
1.4166666666666667,26
1.5,30
1.5833333333333333,35
1.6666666666666667,34
1.75,33
1.8333333333333333,34
1.9166666666666667,38
2,39
2.0833333333333335,43
2.1666666666666665,47
2.25,48
2.3333333333333335,45
2.4166666666666665,48
2.5,51
2.5833333333333335,52
2.6666666666666665,52
2.75,57
2.8333333333333335,59
2.9166666666666665,62
3,61
3.0833333333333335,62
3.1666666666666665,63
3.25,69
3.3333333333333335,70
3.4166666666666665,73
3.5,72
3.5833333333333335,70
3.6666666666666665,76
3.75,76
3.8333333333333335,78
3.9166666666666665,80
4,78
4.083333333333333,80
4.166666666666667,86
4.25,87
4.333333333333333,88
4.416666666666667,84
4.5,84
4.583333333333333,88
4.666666666666667,88
4.75,92
4.833333333333333,88
4.916666666666667,96
5,90
5.083333333333333,89
5.166666666666667,92
5.25,94
5.333333333333333,98
5.416666666666667,96
5.5,97
5.583333333333333,99
5.666666666666667,98
5.75,107
5.833333333333333,105
5.916666666666667,108
6,111
6.083333333333333,111
6.166666666666667,116
6.25,115
6.333333333333333,116
6.416666666666667,117
6.5,122
6.583333333333333,125
6.666666666666667,125
6.75,126
6.833333333333333,128
6.916666666666667,131
7,131
7.083333333333333,130
7.166666666666667,128
7.25,132
7.333333333333333,135
7.416666666666667,140
7.5,139
7.583333333333333,139
7.666666666666667,144
7.75,146
7.833333333333333,144
7.916666666666667,144
8,143
8.083333333333334,143
8.166666666666666,150
8.25,155
8.333333333333334,154
8.416666666666666,152
8.5,149
8.583333333333334,156
8.666666666666666,156
8.75,155
8.833333333333334,159
8.916666666666666,155
9,158
9.083333333333334,160
9.166666666666666,161
9.25,159
9.333333333333334,163
9.416666666666666,163
9.5,165
9.583333333333334,164
9.666666666666666,168
9.75,167
9.833333333333334,171
9.916666666666666,173
10,170
10.083333333333334,177
10.166666666666666,176
10.25,177
10.333333333333334,179
10.416666666666666,178
10.5,180
10.583333333333334,183
10.666666666666666,184
10.75,184
10.833333333333334,181
10.916666666666666,185
11,184
11.083333333333334,191
11.166666666666666,188
11.25,190
11.333333333333334,189
11.416666666666666,186
11.5,187
11.583333333333334,192
11.666666666666666,185
11.75,191
11.833333333333334,189
11.916666666666666,192
12,184
12.083333333333334,187
12.166666666666666,190
12.25,192
12.333333333333334,190
12.416666666666666,192
12.5,195
12.583333333333334,191
12.666666666666666,190
12.75,195
12.833333333333334,195
12.916666666666666,201
13,201
13.083333333333334,201
13.166666666666666,201
13.25,203
13.333333333333334,200
13.416666666666666,206
13.5,206
13.583333333333334,204
13.666666666666666,206
13.75,211
13.833333333333334,211
13.916666666666666,214
14,213
14.083333333333334,216
14.166666666666666,211
14.25,217
14.333333333333334,218
14.416666666666666,220
14.5,215
14.583333333333334,220
14.666666666666666,218
14.75,220
14.833333333333334,225
14.916666666666666,222
15,225
15.083333333333334,219
15.166666666666666,223
15.25,224
15.333333333333334,223
15.416666666666666,224
15.5,227
15.583333333333334,227
15.666666666666666,228
15.75,230
15.833333333333334,233
15.916666666666666,228
16,230
16.083333333333332,235
16.166666666666668,230
16.25,236
16.333333333333332,237
16.416666666666668,236
16.5,236
16.583333333333332,236
16.666666666666668,237
16.75,238
16.833333333333332,234
16.916666666666668,234
17,240
17.083333333333332,237
17.166666666666668,238
17.25,235
17.333333333333332,238
17.416666666666668,238
17.5,242
17.583333333333332,238
17.666666666666668,237
17.75,239
17.833333333333332,238
17.916666666666668,236
18,242
18.083333333333332,236
18.166666666666668,239
18.25,242
18.333333333333332,240
18.416666666666668,241
18.5,241
18.583333333333332,240
18.666666666666668,245
18.75,240
18.833333333333332,242
18.916666666666668,243
19,244
19.083333333333332,243
19.166666666666668,243
19.25,242
19.333333333333332,239
19.416666666666668,240
19.5,239
19.583333333333332,242
19.666666666666668,244
19.75,238
19.833333333333332,242
19.916666666666668,243
20,239
20.083333333333332,241
20.166666666666668,245
20.25,241
20.333333333333332,239
20.416666666666668,243
20.5,246
20.583333333333332,242
20.75,242
20.833333333333332,243
20.916666666666668,241
21,246
21.083333333333332,246
21.166666666666668,244
21.25,244
21.333333333333332,243
21.416666666666668,248
21.5,244
21.583333333333332,248
21.666666666666668,248
21.75,248
21.833333333333332,250
21.916666666666668,247
22,251
22.083333333333332,248
22.166666666666668,249
22.25,251
22.333333333333332,248
22.416666666666668,249
22.5,251
22.583333333333332,250
22.666666666666668,249
22.75,251
22.833333333333332,250
22.916666666666668,248
23,251
23.083333333333332,252
23.166666666666668,253
23.25,254
23.333333333333332,248
23.416666666666668,253
23.5,252
23.583333333333332,250
23.666666666666668,256
23.75,250
23.833333333333332,255
23.916666666666668,254
24,256
24.083333333333332,255
24.166666666666668,256
24.25,254
24.333333333333332,260
24.416666666666668,255
24.5,257
24.583333333333332,258
24.666666666666668,256
24.75,256
24.833333333333332,256
24.916666666666668,255
25,253
25.083333333333332,253
25.166666666666668,258
25.25,256
25.333333333333332,258
25.416666666666668,257
25.5,260
25.583333333333332,258
25.666666666666668,259
25.75,257
25.833333333333332,257
25.916666666666668,258
26,259
26.083333333333332,255
26.166666666666668,259
26.25,262
26.333333333333332,262
26.416666666666668,259
26.5,260
26.583333333333332,261
26.666666666666668,263
26.75,261
26.833333333333332,257
26.916666666666668,263
27,260
27.083333333333332,257
27.166666666666668,262
27.25,260
27.333333333333332,262
27.416666666666668,258
27.5,262
27.583333333333332,260
27.666666666666668,263
27.75,259
27.833333333333332,260
27.916666666666668,261
28,263
28.083333333333332,262
28.166666666666668,261
28.25,264
28.333333333333332,259
28.416666666666668,259
28.5,264
28.583333333333332,264
28.666666666666668,262
28.75,263
28.833333333333332,261
28.916666666666668,261
29,262
29.083333333333332,262
29.166666666666668,263
29.25,263
29.333333333333332,265
29.416666666666668,267
29.5,262
29.583333333333332,264
29.666666666666668,266
29.75,267
29.833333333333332,264
29.916666666666668,265
30,269
30.083333333333332,266
30.166666666666668,265
30.25,268
30.333333333333332,267
30.416666666666668,267
30.5,264
30.583333333333332,267
30.666666666666668,267
30.75,268
30.833333333333332,269
30.916666666666668,263
31,268
31.083333333333332,262
31.166666666666668,266
31.25,267
31.333333333333332,263
31.416666666666668,264
31.5,269
31.583333333333332,265
31.666666666666668,266
31.75,265
31.833333333333332,270
31.916666666666668,267
32,269
32.083333333333336,266
32.166666666666664,269
32.25,268
32.333333333333336,269
32.416666666666664,265
32.5,265
32.583333333333336,267
32.666666666666664,267
32.75,264
32.833333333333336,269
32.916666666666664,265
33,270
33.083333333333336,269
33.166666666666664,266
33.25,270
33.333333333333336,267
33.416666666666664,269
33.5,267
33.583333333333336,267
33.666666666666664,265
33.75,266
33.833333333333336,269
33.916666666666664,267
34,269
34.083333333333336,265
34.166666666666664,268
34.25,268
34.333333333333336,272
34.416666666666664,270
34.5,269
34.583333333333336,266
34.666666666666664,268
34.75,268
34.833333333333336,265
34.916666666666664,272
35,270
35.083333333333336,267
35.166666666666664,271
35.25,270
35.333333333333336,265
35.416666666666664,269
35.5,270
35.583333333333336,270
