"Hours since thread went live","Boku no Hero Academia Season 7 • My Hero Academia Season 7 - Episode 3 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,4
0.25,4
0.3333333333333333,6
0.4166666666666667,9
0.5,10
0.5833333333333334,11
0.6666666666666666,13
0.75,11
0.8333333333333334,14
0.9166666666666666,14
1,16
1.0833333333333333,22
1.1666666666666667,27
1.25,35
1.3333333333333333,47
1.4166666666666667,54
1.5,66
1.5833333333333333,68
1.6666666666666667,72
1.75,75
1.8333333333333333,85
1.9166666666666667,86
2,88
2.0833333333333335,96
2.1666666666666665,98
2.25,107
2.3333333333333335,115
2.4166666666666665,120
2.5,124
2.5833333333333335,124
2.6666666666666665,127
2.75,132
2.8333333333333335,141
2.9166666666666665,145
3,146
3.0833333333333335,150
3.1666666666666665,154
3.25,156
3.3333333333333335,159
3.4166666666666665,167
3.5,177
3.5833333333333335,185
3.6666666666666665,190
3.75,190
3.8333333333333335,197
3.9166666666666665,209
4,218
4.083333333333333,224
4.166666666666667,233
4.25,238
4.333333333333333,249
4.416666666666667,246
4.5,256
4.583333333333333,262
4.666666666666667,271
4.75,277
4.833333333333333,285
4.916666666666667,287
5,297
5.083333333333333,301
5.166666666666667,313
5.25,316
5.333333333333333,329
5.416666666666667,336
5.5,349
5.583333333333333,356
5.666666666666667,360
5.75,377
5.833333333333333,378
5.916666666666667,381
6,386
6.083333333333333,390
6.166666666666667,398
6.25,407
6.333333333333333,413
6.416666666666667,422
6.5,422
6.583333333333333,432
6.666666666666667,442
6.75,447
6.833333333333333,448
6.916666666666667,462
7,459
7.083333333333333,458
7.166666666666667,465
7.25,471
7.333333333333333,474
7.416666666666667,485
7.5,493
7.583333333333333,491
7.666666666666667,500
7.75,520
7.833333333333333,528
7.916666666666667,533
8,543
8.083333333333334,550
8.166666666666666,552
8.25,558
8.333333333333334,557
8.416666666666666,567
8.5,569
8.583333333333334,571
8.666666666666666,583
8.75,584
8.833333333333334,588
8.916666666666666,593
9,600
9.083333333333334,601
9.166666666666666,612
9.25,619
9.333333333333334,622
9.416666666666666,636
9.5,639
9.583333333333334,642
9.666666666666666,651
9.75,650
9.833333333333334,644
9.916666666666666,653
10,662
10.083333333333334,670
10.166666666666666,665
10.25,668
10.333333333333334,675
10.416666666666666,680
10.5,682
10.583333333333334,686
10.666666666666666,704
10.75,729
10.833333333333334,757
10.916666666666666,787
11,814
11.083333333333334,846
11.166666666666666,877
11.25,909
11.333333333333334,946
11.416666666666666,974
11.5,1001
11.583333333333334,1003
11.666666666666666,1010
11.75,1016
11.833333333333334,1029
11.916666666666666,1034
12,1034
12.083333333333334,1038
12.166666666666666,1041
12.25,1035
12.333333333333334,1046
12.416666666666666,1052
12.5,1058
12.583333333333334,1054
12.666666666666666,1055
12.75,1057
12.833333333333334,1060
12.916666666666666,1063
13,1072
13.083333333333334,1067
13.166666666666666,1070
13.25,1071
13.333333333333334,1072
13.416666666666666,1077
13.5,1077
13.583333333333334,1084
13.666666666666666,1093
13.75,1086
13.833333333333334,1095
13.916666666666666,1093
14,1094
14.083333333333334,1101
14.166666666666666,1102
14.25,1105
14.333333333333334,1096
14.416666666666666,1108
14.5,1111
14.583333333333334,1114
14.666666666666666,1112
14.75,1116
14.833333333333334,1119
14.916666666666666,1121
15,1123
15.083333333333334,1124
15.166666666666666,1128
15.25,1134
15.333333333333334,1134
15.416666666666666,1132
15.5,1135
15.583333333333334,1139
15.666666666666666,1137
15.75,1136
15.833333333333334,1144
15.916666666666666,1139
16,1143
16.083333333333332,1143
16.166666666666668,1149
16.25,1148
16.333333333333332,1153
16.416666666666668,1154
16.5,1153
16.583333333333332,1153
16.666666666666668,1159
16.75,1163
16.833333333333332,1162
16.916666666666668,1166
17,1166
17.083333333333332,1171
17.166666666666668,1174
17.25,1178
17.333333333333332,1175
17.416666666666668,1179
17.5,1185
17.583333333333332,1179
17.666666666666668,1185
17.75,1191
17.833333333333332,1188
17.916666666666668,1187
18,1195
18.083333333333332,1193
18.166666666666668,1193
18.25,1206
18.333333333333332,1201
18.416666666666668,1208
18.5,1210
18.583333333333332,1211
18.666666666666668,1210
18.75,1209
18.833333333333332,1215
18.916666666666668,1222
19,1226
19.083333333333332,1227
19.166666666666668,1227
19.25,1234
19.333333333333332,1233
19.416666666666668,1229
19.5,1230
19.583333333333332,1233
19.666666666666668,1246
19.75,1243
19.833333333333332,1245
19.916666666666668,1249
20,1242
20.083333333333332,1247
20.166666666666668,1248
20.25,1252
20.333333333333332,1254
20.416666666666668,1255
20.5,1258
20.583333333333332,1261
20.666666666666668,1257
20.75,1260
20.833333333333332,1259
20.916666666666668,1265
21,1259
21.083333333333332,1262
21.166666666666668,1267
21.25,1268
21.333333333333332,1268
21.416666666666668,1269
21.5,1269
21.583333333333332,1270
21.666666666666668,1275
21.75,1279
21.833333333333332,1272
21.916666666666668,1276
22,1274
22.083333333333332,1282
22.166666666666668,1277
22.25,1282
22.333333333333332,1276
22.416666666666668,1282
22.5,1282
22.583333333333332,1281
22.666666666666668,1284
22.75,1283
22.833333333333332,1290
22.916666666666668,1289
23,1289
23.083333333333332,1284
23.166666666666668,1283
23.25,1292
23.333333333333332,1290
23.416666666666668,1287
23.5,1294
23.583333333333332,1288
23.666666666666668,1293
23.75,1289
23.833333333333332,1286
23.916666666666668,1291
24,1290
24.083333333333332,1286
24.166666666666668,1291
24.25,1291
24.333333333333332,1300
24.416666666666668,1291
24.5,1296
24.583333333333332,1294
24.666666666666668,1292
24.75,1297
24.833333333333332,1302
24.916666666666668,1295
25,1301
25.083333333333332,1300
25.166666666666668,1304
25.25,1306
25.333333333333332,1298
25.416666666666668,1304
25.5,1301
25.583333333333332,1304
25.666666666666668,1302
25.75,1302
25.833333333333332,1302
25.916666666666668,1307
26,1303
26.083333333333332,1307
26.166666666666668,1305
26.25,1313
26.333333333333332,1308
26.416666666666668,1312
26.5,1306
26.583333333333332,1310
26.666666666666668,1308
26.75,1313
26.833333333333332,1315
26.916666666666668,1313
27,1313
27.083333333333332,1312
27.166666666666668,1316
27.25,1317
27.333333333333332,1316
27.416666666666668,1316
27.5,1321
27.583333333333332,1313
27.666666666666668,1314
27.75,1319
27.833333333333332,1325
27.916666666666668,1322
28,1315
28.083333333333332,1323
28.166666666666668,1319
28.25,1325
28.333333333333332,1321
28.416666666666668,1321
28.5,1326
28.583333333333332,1322
28.666666666666668,1324
28.75,1327
28.833333333333332,1322
28.916666666666668,1325
29,1328
29.083333333333332,1328
29.166666666666668,1329
29.25,1332
29.333333333333332,1329
29.416666666666668,1328
29.5,1332
29.583333333333332,1338
29.666666666666668,1338
29.75,1336
29.833333333333332,1333
29.916666666666668,1331
30,1334
30.083333333333332,1335
30.166666666666668,1342
30.25,1340
30.333333333333332,1340
30.416666666666668,1343
30.5,1346
30.583333333333332,1345
30.666666666666668,1343
30.75,1339
30.833333333333332,1345
30.916666666666668,1347
31,1349
31.083333333333332,1344
31.166666666666668,1351
31.25,1349
31.333333333333332,1350
31.416666666666668,1351
31.5,1348
31.583333333333332,1348
31.666666666666668,1354
31.75,1350
31.833333333333332,1351
31.916666666666668,1348
32,1357
32.083333333333336,1359
32.166666666666664,1356
32.25,1357
32.333333333333336,1354
32.416666666666664,1357
32.5,1365
32.583333333333336,1362
32.666666666666664,1369
32.75,1370
32.833333333333336,1368
32.916666666666664,1368
33,1369
33.083333333333336,1374
33.166666666666664,1368
33.25,1367
33.333333333333336,1371
33.416666666666664,1370
33.5,1370
33.583333333333336,1371
33.666666666666664,1371
33.75,1371
33.833333333333336,1375
33.916666666666664,1376
34,1369
34.083333333333336,1370
34.166666666666664,1372
34.25,1369
34.333333333333336,1371
34.416666666666664,1378
34.5,1375
34.583333333333336,1375
34.666666666666664,1376
34.75,1375
34.833333333333336,1374
34.916666666666664,1377
35,1374
35.083333333333336,1379
35.166666666666664,1376
35.25,1378
35.333333333333336,1376
35.416666666666664,1378
35.5,1375
35.583333333333336,1382
35.666666666666664,1376
35.75,1384
35.833333333333336,1378
35.916666666666664,1380
36,1384
