"Hours since thread went live","Boku no Hero Academia Season 7 • My Hero Academia Season 7 - Episode 3 discussion"
36.083333333333336,1379
36.166666666666664,1385
36.25,1385
36.333333333333336,1379
36.416666666666664,1380
36.5,1380
36.583333333333336,1382
36.666666666666664,1382
36.75,1382
36.833333333333336,1379
36.916666666666664,1382
37,1389
37.083333333333336,1381
37.166666666666664,1387
37.25,1386
37.333333333333336,1387
37.416666666666664,1391
37.5,1392
37.583333333333336,1393
37.666666666666664,1389
37.75,1388
37.833333333333336,1389
37.916666666666664,1386
38,1386
38.083333333333336,1387
38.166666666666664,1391
38.25,1388
38.333333333333336,1391
38.416666666666664,1392
38.5,1394
38.583333333333336,1387
38.666666666666664,1387
38.75,1392
38.833333333333336,1396
38.916666666666664,1389
39,1392
39.083333333333336,1389
39.166666666666664,1393
39.25,1393
39.333333333333336,1395
39.416666666666664,1393
39.5,1397
39.583333333333336,1397
39.666666666666664,1396
39.75,1400
39.833333333333336,1398
39.916666666666664,1399
40,1402
40.083333333333336,1399
40.166666666666664,1406
40.25,1400
40.333333333333336,1402
40.416666666666664,1404
40.5,1405
40.583333333333336,1404
40.666666666666664,1402
40.75,1407
40.833333333333336,1403
40.916666666666664,1407
41,1409
41.083333333333336,1406
41.166666666666664,1405
41.25,1407
41.333333333333336,1409
41.416666666666664,1407
41.5,1409
41.583333333333336,1407
41.666666666666664,1408
41.75,1406
41.833333333333336,1405
41.916666666666664,1411
42,1405
42.083333333333336,1414
42.166666666666664,1410
42.25,1413
42.333333333333336,1412
42.416666666666664,1413
42.5,1407
42.583333333333336,1413
42.666666666666664,1412
42.75,1406
42.833333333333336,1411
42.916666666666664,1409
43,1409
43.083333333333336,1414
43.166666666666664,1408
43.25,1412
43.333333333333336,1408
43.416666666666664,1408
43.5,1416
43.583333333333336,1418
43.666666666666664,1415
43.75,1419
43.833333333333336,1413
43.916666666666664,1416
44,1415
44.083333333333336,1412
44.166666666666664,1416
44.25,1415
44.333333333333336,1414
44.416666666666664,1419
44.5,1420
44.583333333333336,1417
44.666666666666664,1421
44.75,1423
44.833333333333336,1415
44.916666666666664,1423
45,1419
45.083333333333336,1422
45.166666666666664,1416
45.25,1423
45.333333333333336,1423
45.416666666666664,1426
45.5,1420
45.583333333333336,1422
45.666666666666664,1417
45.75,1418
45.833333333333336,1423
45.916666666666664,1426
46,1423
46.083333333333336,1421
46.166666666666664,1425
46.25,1423
46.333333333333336,1419
46.416666666666664,1426
46.5,1423
46.583333333333336,1428
46.666666666666664,1427
46.75,1425
46.833333333333336,1426
46.916666666666664,1424
47,1426
47.083333333333336,1428
47.166666666666664,1424
47.25,1424
47.333333333333336,1426
47.416666666666664,1425
47.5,1428
47.583333333333336,1424
47.666666666666664,1427
47.75,1423
47.833333333333336,1426
47.916666666666664,1424
