"Hours since thread went live","Nijiyon Animation Season 2 - Episode 2 discussion"
0,1
0,0
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,3
0.4166666666666667,4
0.5,4
0.5833333333333334,4
0.6666666666666666,4
0.75,5
0.8333333333333334,6
0.9166666666666666,7
1,7
1.0833333333333333,8
1.1666666666666667,9
1.25,9
1.3333333333333333,9
1.4166666666666667,11
1.5,13
1.5833333333333333,12
1.6666666666666667,12
1.75,11
1.8333333333333333,11
1.9166666666666667,11
2,13
2.0833333333333335,15
2.1666666666666665,13
2.25,15
2.3333333333333335,14
2.4166666666666665,13
2.5,14
2.5833333333333335,15
2.6666666666666665,18
2.75,17
2.8333333333333335,15
2.9166666666666665,17
3,17
3.0833333333333335,17
3.1666666666666665,18
3.25,19
3.3333333333333335,18
3.4166666666666665,20
3.5,20
3.5833333333333335,21
3.6666666666666665,22
3.75,19
3.8333333333333335,21
3.9166666666666665,23
4,22
4.083333333333333,27
4.166666666666667,25
4.25,24
4.333333333333333,24
4.416666666666667,24
4.5,25
4.583333333333333,23
4.666666666666667,25
4.75,24
4.833333333333333,26
4.916666666666667,26
5,25
5.083333333333333,24
5.166666666666667,25
5.25,26
5.333333333333333,24
5.416666666666667,25
5.5,24
5.583333333333333,31
5.666666666666667,27
5.75,27
5.833333333333333,31
5.916666666666667,35
6,37
6.083333333333333,34
6.166666666666667,34
6.25,37
6.333333333333333,34
6.416666666666667,30
6.5,34
6.583333333333333,32
6.666666666666667,34
6.75,34
6.833333333333333,30
6.916666666666667,33
7,32
7.083333333333333,31
7.166666666666667,33
7.25,35
7.333333333333333,34
7.416666666666667,33
7.5,33
7.583333333333333,36
7.666666666666667,36
7.75,36
7.833333333333333,37
7.916666666666667,37
8,35
8.083333333333334,37
8.166666666666666,35
8.25,35
8.333333333333334,37
8.416666666666666,35
8.5,33
8.583333333333334,35
8.666666666666666,35
8.75,33
8.833333333333334,34
8.916666666666666,34
9,33
9.083333333333334,32
9.166666666666666,36
9.25,33
9.333333333333334,36
9.416666666666666,38
9.5,36
9.583333333333334,37
9.666666666666666,39
9.75,35
9.833333333333334,34
9.916666666666666,35
10,39
10.083333333333334,37
10.166666666666666,34
10.25,37
10.333333333333334,35
10.416666666666666,35
10.5,40
10.583333333333334,40
10.666666666666666,39
10.75,38
10.833333333333334,40
10.916666666666666,40
11,39
11.083333333333334,40
11.166666666666666,40
11.25,35
11.333333333333334,42
11.416666666666666,38
11.5,35
11.583333333333334,39
11.666666666666666,42
11.75,38
11.833333333333334,39
11.916666666666666,39
12,43
12.083333333333334,42
12.166666666666666,37
12.25,42
12.333333333333334,40
12.416666666666666,43
12.5,40
12.583333333333334,41
12.666666666666666,41
12.75,42
12.833333333333334,38
12.916666666666666,39
13,42
13.083333333333334,42
13.166666666666666,40
13.25,39
13.333333333333334,40
13.416666666666666,43
13.5,41
13.583333333333334,42
13.666666666666666,40
13.75,41
13.833333333333334,43
13.916666666666666,45
14,45
14.083333333333334,45
14.166666666666666,45
14.25,42
14.333333333333334,47
14.416666666666666,45
14.5,46
14.583333333333334,45
14.666666666666666,47
14.75,43
14.833333333333334,44
14.916666666666666,47
15,43
15.083333333333334,46
15.166666666666666,47
15.25,46
15.333333333333334,45
15.416666666666666,41
15.5,45
15.583333333333334,43
15.666666666666666,47
15.75,48
15.833333333333334,42
15.916666666666666,46
16,43
16.083333333333332,42
16.166666666666668,49
16.25,48
16.333333333333332,50
16.416666666666668,50
16.5,44
16.583333333333332,43
16.666666666666668,46
16.75,43
16.833333333333332,44
16.916666666666668,46
17,45
17.083333333333332,47
17.166666666666668,46
17.25,46
17.333333333333332,45
17.416666666666668,46
17.5,46
17.583333333333332,47
17.666666666666668,47
17.75,47
17.833333333333332,47
17.916666666666668,50
18,48
18.083333333333332,46
18.166666666666668,49
18.25,48
18.333333333333332,45
18.416666666666668,45
18.5,46
18.583333333333332,48
18.666666666666668,46
18.75,50
18.833333333333332,51
18.916666666666668,46
19,47
19.083333333333332,46
19.166666666666668,46
19.25,49
19.333333333333332,43
19.416666666666668,45
19.5,45
19.583333333333332,50
19.666666666666668,48
19.75,45
19.833333333333332,43
19.916666666666668,49
20,48
20.083333333333332,48
20.166666666666668,44
20.25,45
20.333333333333332,49
20.416666666666668,46
20.5,47
20.583333333333332,47
20.666666666666668,47
20.75,46
20.833333333333332,51
20.916666666666668,48
21,44
21.083333333333332,49
21.166666666666668,47
21.25,43
21.333333333333332,47
21.416666666666668,50
21.5,45
21.583333333333332,43
21.666666666666668,49
21.75,50
21.833333333333332,46
21.916666666666668,48
22,47
22.083333333333332,49
22.166666666666668,51
22.25,49
22.333333333333332,50
22.416666666666668,47
22.5,48
22.583333333333332,46
22.666666666666668,45
22.75,51
22.833333333333332,44
22.916666666666668,48
23,51
23.083333333333332,48
23.166666666666668,47
23.25,47
23.333333333333332,50
23.416666666666668,50
23.5,47
23.583333333333332,44
23.666666666666668,49
23.75,43
23.833333333333332,44
23.916666666666668,45
24,46
24.083333333333332,48
24.166666666666668,47
24.25,48
24.333333333333332,48
24.416666666666668,45
24.5,47
24.583333333333332,47
24.666666666666668,45
24.75,46
24.833333333333332,48
24.916666666666668,44
25,47
25.083333333333332,47
25.166666666666668,43
25.25,45
25.333333333333332,46
25.416666666666668,46
25.5,51
25.583333333333332,46
25.666666666666668,48
25.75,45
25.833333333333332,50
25.916666666666668,47
26,50
26.083333333333332,44
26.166666666666668,49
26.25,46
26.333333333333332,47
26.416666666666668,49
26.5,45
26.583333333333332,50
26.666666666666668,48
26.75,47
26.833333333333332,48
26.916666666666668,45
27,51
27.083333333333332,45
27.166666666666668,50
27.25,49
27.333333333333332,46
27.416666666666668,47
27.5,50
27.583333333333332,51
27.666666666666668,47
27.75,52
27.833333333333332,49
27.916666666666668,51
28,49
28.083333333333332,50
28.166666666666668,50
28.25,51
28.333333333333332,47
28.416666666666668,48
28.5,51
28.583333333333332,49
28.666666666666668,50
28.75,54
28.833333333333332,48
28.916666666666668,53
29,46
29.083333333333332,54
29.166666666666668,52
29.25,52
29.333333333333332,51
29.416666666666668,49
29.5,50
29.583333333333332,49
29.666666666666668,50
29.75,51
29.833333333333332,50
29.916666666666668,52
30,51
30.083333333333332,46
30.166666666666668,50
30.25,49
30.333333333333332,53
30.416666666666668,52
30.5,49
30.583333333333332,52
30.666666666666668,51
30.75,54
30.833333333333332,51
30.916666666666668,51
31,50
31.083333333333332,49
31.166666666666668,52
31.25,49
31.333333333333332,51
31.416666666666668,54
31.5,47
31.583333333333332,51
31.666666666666668,53
31.75,53
31.833333333333332,53
31.916666666666668,54
32,50
32.083333333333336,51
32.166666666666664,51
32.25,54
32.333333333333336,50
32.416666666666664,51
32.5,55
32.583333333333336,52
32.666666666666664,52
32.75,52
32.833333333333336,53
32.916666666666664,53
33,56
33.083333333333336,48
33.166666666666664,53
33.25,51
33.333333333333336,51
33.416666666666664,52
33.5,55
33.583333333333336,50
33.666666666666664,51
33.75,54
33.833333333333336,50
33.916666666666664,50
34,53
34.083333333333336,52
34.166666666666664,52
34.25,54
34.333333333333336,55
34.416666666666664,53
34.5,54
34.583333333333336,53
34.666666666666664,55
34.75,54
34.833333333333336,51
34.916666666666664,52
35,53
35.083333333333336,50
35.166666666666664,52
35.25,51
35.333333333333336,49
35.416666666666664,53
35.5,51
35.583333333333336,57
35.666666666666664,50
35.75,52
35.833333333333336,52
35.916666666666664,54
36,55
36.083333333333336,54
36.166666666666664,56
36.25,49
36.333333333333336,53
36.416666666666664,55
36.5,55
36.583333333333336,57
36.666666666666664,58
36.75,56
36.833333333333336,55
36.916666666666664,53
37,55
37.083333333333336,57
37.166666666666664,52
37.25,54
37.333333333333336,53
37.416666666666664,52
37.5,55
37.583333333333336,56
37.666666666666664,55
37.75,56
37.833333333333336,51
37.916666666666664,54
38,55
38.083333333333336,52
38.166666666666664,53
38.25,54
38.333333333333336,54
38.416666666666664,57
38.5,56
38.583333333333336,55
38.666666666666664,54
38.75,53
38.833333333333336,50
38.916666666666664,51
39,57
39.083333333333336,52
39.166666666666664,54
39.25,55
39.333333333333336,53
39.416666666666664,52
39.5,57
39.583333333333336,56
39.666666666666664,56
39.75,53
39.833333333333336,54
39.916666666666664,51
40,54
40.083333333333336,51
40.166666666666664,51
40.25,56
40.333333333333336,51
40.416666666666664,54
40.5,54
40.583333333333336,55
40.666666666666664,51
40.75,58
40.833333333333336,57
40.916666666666664,53
41,53
41.083333333333336,53
41.166666666666664,56
41.25,54
41.333333333333336,52
41.416666666666664,50
41.5,54
41.583333333333336,53
41.666666666666664,56
41.75,52
41.833333333333336,53
41.916666666666664,54
42,53
42.083333333333336,56
42.166666666666664,57
42.25,55
42.333333333333336,50
42.416666666666664,52
42.5,53
42.583333333333336,54
42.666666666666664,51
42.75,55
42.833333333333336,53
42.916666666666664,51
43,58
43.083333333333336,54
43.166666666666664,53
43.25,52
43.333333333333336,54
43.416666666666664,58
43.5,55
43.583333333333336,55
43.666666666666664,56
43.75,53
43.833333333333336,52
43.916666666666664,54
44,50
44.083333333333336,52
44.166666666666664,56
44.25,57
44.333333333333336,54
44.416666666666664,52
44.5,54
44.583333333333336,58
44.666666666666664,54
44.75,53
44.833333333333336,56
44.916666666666664,51
45,53
45.083333333333336,56
45.166666666666664,58
45.25,57
45.333333333333336,54
45.416666666666664,54
45.5,56
45.583333333333336,52
45.666666666666664,52
45.75,51
45.833333333333336,52
45.916666666666664,52
46,53
46.083333333333336,55
46.166666666666664,52
46.25,56
46.333333333333336,50
46.416666666666664,54
46.5,50
46.583333333333336,54
46.666666666666664,58
46.75,56
46.833333333333336,53
46.916666666666664,56
47,52
47.083333333333336,54
47.166666666666664,53
47.25,54
47.333333333333336,57
47.416666666666664,54
47.5,55
47.583333333333336,55
47.666666666666664,54
47.75,56
47.833333333333336,53
47.916666666666664,50
