"Hours since thread went live","Shadowverse Flame: Arc-hen - Episode 1 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,4
0.9166666666666666,4
1,4
1.0833333333333333,4
1.1666666666666667,4
1.25,4
1.3333333333333333,4
1.4166666666666667,3
1.5,3
1.5833333333333333,4
1.6666666666666667,4
1.75,5
1.8333333333333333,6
1.9166666666666667,4
2,5
2.0833333333333335,5
2.1666666666666665,4
2.25,4
2.3333333333333335,3
2.4166666666666665,5
2.5,3
2.5833333333333335,4
2.6666666666666665,5
2.75,5
2.8333333333333335,5
2.9166666666666665,5
3,5
3.0833333333333335,4
3.1666666666666665,6
3.25,4
3.3333333333333335,5
3.4166666666666665,5
3.5,5
3.5833333333333335,5
3.6666666666666665,5
3.75,5
3.8333333333333335,5
3.9166666666666665,5
4,6
4.083333333333333,6
4.166666666666667,5
4.25,6
4.333333333333333,5
4.416666666666667,7
4.5,7
4.583333333333333,6
4.666666666666667,6
4.75,6
4.833333333333333,6
4.916666666666667,6
5,5
5.083333333333333,7
5.166666666666667,6
5.25,6
5.333333333333333,5
5.416666666666667,5
5.5,6
5.583333333333333,8
5.666666666666667,6
5.75,6
5.833333333333333,7
5.916666666666667,6
6,5
6.083333333333333,5
6.166666666666667,7
6.25,7
6.333333333333333,6
6.416666666666667,7
6.5,5
6.583333333333333,7
6.666666666666667,6
6.75,5
6.833333333333333,6
6.916666666666667,4
7,6
7.083333333333333,4
7.166666666666667,7
7.25,6
7.333333333333333,6
7.416666666666667,6
7.5,7
7.583333333333333,6
7.666666666666667,5
7.75,6
7.833333333333333,8
7.916666666666667,4
8,4
8.083333333333334,6
8.166666666666666,7
8.25,6
8.333333333333334,9
8.416666666666666,8
8.5,7
8.583333333333334,9
8.666666666666666,8
8.75,6
8.833333333333334,9
8.916666666666666,8
9,8
9.083333333333334,8
9.166666666666666,6
9.25,8
9.333333333333334,6
9.416666666666666,9
9.5,8
9.583333333333334,8
9.666666666666666,9
9.75,9
9.833333333333334,9
9.916666666666666,8
10,8
10.083333333333334,8
10.166666666666666,9
10.25,6
10.333333333333334,6
10.416666666666666,8
10.5,9
10.583333333333334,6
10.666666666666666,8
10.75,7
10.833333333333334,8
10.916666666666666,10
11,7
11.083333333333334,8
11.166666666666666,9
11.25,8
11.333333333333334,7
11.416666666666666,7
11.5,8
11.583333333333334,8
11.666666666666666,8
11.75,9
11.833333333333334,9
11.916666666666666,7
12,6
12.083333333333334,8
12.166666666666666,8
12.25,7
12.333333333333334,6
12.416666666666666,6
12.5,7
12.583333333333334,10
12.666666666666666,8
12.75,9
12.833333333333334,10
12.916666666666666,8
13,7
13.083333333333334,6
13.166666666666666,8
13.25,9
13.333333333333334,9
13.416666666666666,10
13.5,11
13.583333333333334,9
13.666666666666666,10
13.75,9
13.833333333333334,10
13.916666666666666,10
14,9
14.083333333333334,8
14.166666666666666,11
14.25,10
14.333333333333334,9
14.416666666666666,11
14.5,12
14.583333333333334,9
14.666666666666666,9
14.75,11
14.833333333333334,9
14.916666666666666,10
15,8
15.083333333333334,10
15.166666666666666,10
15.25,8
15.333333333333334,8
15.416666666666666,9
15.5,9
15.583333333333334,9
15.666666666666666,9
15.75,10
15.833333333333334,9
15.916666666666666,9
16,10
16.083333333333332,9
16.166666666666668,10
16.25,10
16.333333333333332,9
16.416666666666668,9
16.5,8
16.583333333333332,10
16.666666666666668,9
16.75,10
16.833333333333332,8
16.916666666666668,10
17,8
17.083333333333332,10
17.166666666666668,11
17.25,7
17.333333333333332,8
17.416666666666668,7
17.5,9
17.583333333333332,11
17.666666666666668,9
17.75,9
17.833333333333332,10
17.916666666666668,10
18,7
18.083333333333332,10
18.166666666666668,8
18.25,9
18.333333333333332,11
18.416666666666668,10
18.5,10
18.583333333333332,9
18.666666666666668,11
18.75,10
18.833333333333332,10
18.916666666666668,9
19,11
19.083333333333332,10
19.166666666666668,10
19.25,11
19.333333333333332,9
19.416666666666668,9
19.5,12
19.583333333333332,9
19.666666666666668,11
19.75,10
19.833333333333332,8
19.916666666666668,11
20,10
20.083333333333332,12
20.166666666666668,10
20.25,9
20.333333333333332,12
20.416666666666668,11
20.5,11
20.583333333333332,10
20.666666666666668,11
20.75,9
20.833333333333332,11
20.916666666666668,12
21,10
21.083333333333332,9
21.166666666666668,8
21.25,10
21.333333333333332,10
21.416666666666668,10
21.5,9
21.583333333333332,11
21.666666666666668,9
21.75,9
21.833333333333332,8
21.916666666666668,10
22,9
22.083333333333332,12
22.166666666666668,10
22.25,9
22.333333333333332,9
22.416666666666668,12
22.5,8
22.583333333333332,9
22.666666666666668,12
22.75,12
22.833333333333332,10
22.916666666666668,11
23,10
23.083333333333332,11
23.166666666666668,12
23.25,11
23.333333333333332,9
23.416666666666668,10
23.5,11
23.583333333333332,9
23.666666666666668,10
23.75,8
23.833333333333332,10
23.916666666666668,11
24,9
24.083333333333332,10
24.166666666666668,10
24.25,10
24.333333333333332,11
24.416666666666668,10
24.5,10
24.583333333333332,9
24.666666666666668,9
24.75,9
24.833333333333332,10
24.916666666666668,10
25,9
25.083333333333332,12
25.166666666666668,10
25.25,11
25.333333333333332,8
25.416666666666668,11
25.5,10
25.583333333333332,10
25.666666666666668,11
25.75,12
25.833333333333332,8
25.916666666666668,9
26,11
26.083333333333332,12
26.166666666666668,11
26.25,11
26.333333333333332,10
26.416666666666668,11
26.5,10
26.583333333333332,10
26.666666666666668,11
26.75,12
26.833333333333332,11
26.916666666666668,11
27,9
27.083333333333332,10
27.166666666666668,10
27.25,9
27.333333333333332,11
27.416666666666668,9
27.5,11
27.583333333333332,12
27.666666666666668,12
27.75,10
27.833333333333332,8
27.916666666666668,10
28,12
28.083333333333332,11
28.166666666666668,10
28.25,9
28.333333333333332,12
28.416666666666668,11
28.5,11
28.583333333333332,11
28.666666666666668,10
28.75,9
28.833333333333332,11
28.916666666666668,12
29,9
29.083333333333332,9
29.166666666666668,9
29.25,12
29.333333333333332,11
29.416666666666668,12
29.5,11
29.583333333333332,10
29.666666666666668,12
29.75,10
29.833333333333332,11
29.916666666666668,9
30,11
30.083333333333332,10
30.166666666666668,10
30.25,10
30.333333333333332,10
30.416666666666668,9
30.5,11
30.583333333333332,9
30.666666666666668,11
30.75,12
30.833333333333332,10
30.916666666666668,9
31,11
31.083333333333332,12
31.166666666666668,10
31.25,11
31.333333333333332,9
31.416666666666668,11
31.5,13
31.583333333333332,12
31.666666666666668,10
31.75,11
31.833333333333332,9
31.916666666666668,12
32,12
32.083333333333336,11
32.166666666666664,10
32.25,13
32.333333333333336,11
32.416666666666664,13
32.5,11
32.583333333333336,13
32.666666666666664,9
32.75,10
32.833333333333336,10
32.916666666666664,12
33,11
33.083333333333336,13
33.166666666666664,11
33.25,11
33.333333333333336,13
33.416666666666664,9
33.5,9
33.583333333333336,12
33.666666666666664,12
33.75,11
33.833333333333336,11
33.916666666666664,12
34,10
34.083333333333336,12
34.166666666666664,12
34.25,11
34.333333333333336,11
34.416666666666664,13
34.5,12
34.583333333333336,11
34.666666666666664,11
34.75,13
34.833333333333336,12
34.916666666666664,13
35,11
35.083333333333336,10
35.166666666666664,11
35.25,9
35.333333333333336,11
35.416666666666664,12
35.5,9
