"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 9 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,4
0.3333333333333333,5
0.4166666666666667,5
0.5,11
0.5833333333333334,13
0.6666666666666666,14
0.75,16
0.8333333333333334,17
0.9166666666666666,19
1,18
1.0833333333333333,22
1.1666666666666667,23
1.25,24
1.3333333333333333,26
1.4166666666666667,30
1.5,31
1.5833333333333333,33
1.6666666666666667,34
1.75,40
1.8333333333333333,41
1.9166666666666667,41
2,41
2.0833333333333335,42
2.1666666666666665,44
2.25,42
2.3333333333333335,46
2.4166666666666665,45
2.5,48
2.5833333333333335,50
2.6666666666666665,52
2.75,49
2.8333333333333335,52
2.9166666666666665,49
3,55
3.0833333333333335,53
3.1666666666666665,56
3.25,52
3.3333333333333335,56
3.4166666666666665,55
3.5,56
3.5833333333333335,55
3.6666666666666665,56
3.75,56
3.8333333333333335,60
3.9166666666666665,61
4,61
4.083333333333333,65
4.166666666666667,67
4.25,63
4.333333333333333,68
4.416666666666667,68
4.5,66
4.583333333333333,67
4.666666666666667,73
4.75,72
4.833333333333333,72
4.916666666666667,71
5,74
5.083333333333333,76
5.166666666666667,80
5.25,74
5.333333333333333,78
5.416666666666667,77
5.5,82
5.583333333333333,80
5.666666666666667,80
5.75,86
5.833333333333333,86
5.916666666666667,88
6,89
6.083333333333333,93
6.166666666666667,92
6.25,94
6.333333333333333,93
6.416666666666667,96
6.5,95
6.583333333333333,98
6.666666666666667,101
6.75,97
6.833333333333333,98
6.916666666666667,97
7,96
7.083333333333333,101
7.166666666666667,100
7.25,103
7.333333333333333,104
7.416666666666667,107
7.5,101
7.583333333333333,101
7.666666666666667,109
7.75,106
7.833333333333333,106
7.916666666666667,106
8,112
8.083333333333334,113
8.166666666666666,114
8.25,115
8.333333333333334,116
8.416666666666666,116
8.5,116
8.583333333333334,117
8.666666666666666,119
8.75,120
8.833333333333334,118
8.916666666666666,122
9,119
9.083333333333334,119
9.166666666666666,121
9.25,121
9.333333333333334,120
9.416666666666666,122
9.5,123
9.583333333333334,123
9.666666666666666,127
9.75,125
9.833333333333334,127
9.916666666666666,125
10,129
10.083333333333334,128
10.166666666666666,128
10.25,130
10.333333333333334,125
10.416666666666666,134
10.583333333333334,133
10.666666666666666,134
10.75,129
10.833333333333334,134
