"Hours since thread went live","Henjin no Salad Bowl • A Salad Bowl of Eccentrics - Episode 4 discussion"
0,2
0,2
0.08333333333333333,4
0.16666666666666666,5
0.25,7
0.3333333333333333,11
0.4166666666666667,17
0.5,17
0.5833333333333334,22
0.6666666666666666,22
0.75,24
0.8333333333333334,24
0.9166666666666666,29
1,30
1.0833333333333333,31
1.1666666666666667,32
1.25,33
1.3333333333333333,36
1.4166666666666667,42
1.5,43
1.5833333333333333,49
1.6666666666666667,49
1.75,46
1.8333333333333333,51
1.9166666666666667,53
2,53
2.0833333333333335,55
2.1666666666666665,60
2.25,63
2.3333333333333335,65
2.4166666666666665,68
2.5,67
2.5833333333333335,73
2.6666666666666665,69
2.75,73
2.8333333333333335,79
2.9166666666666665,79
3,85
3.0833333333333335,87
3.1666666666666665,88
3.25,94
3.3333333333333335,97
3.4166666666666665,99
3.5,101
3.5833333333333335,99
3.6666666666666665,110
3.75,111
3.8333333333333335,113
3.9166666666666665,117
4,115
4.083333333333333,119
4.166666666666667,131
4.25,129
4.333333333333333,132
4.416666666666667,137
4.5,137
4.583333333333333,140
4.666666666666667,138
4.75,140
4.833333333333333,140
4.916666666666667,141
5,145
5.083333333333333,148
5.166666666666667,145
5.25,150
5.333333333333333,150
5.416666666666667,150
5.5,153
5.583333333333333,159
5.666666666666667,160
5.75,162
5.833333333333333,163
5.916666666666667,166
6,168
6.083333333333333,171
6.166666666666667,166
6.25,167
6.333333333333333,172
6.416666666666667,171
6.5,176
6.583333333333333,173
6.666666666666667,175
6.75,179
6.833333333333333,182
6.916666666666667,183
7,188
7.083333333333333,187
7.166666666666667,186
7.25,186
7.333333333333333,186
7.416666666666667,190
7.5,195
7.583333333333333,192
7.666666666666667,197
7.75,198
7.833333333333333,201
7.916666666666667,204
8,207
8.083333333333334,207
8.166666666666666,210
8.25,209
8.333333333333334,216
8.416666666666666,217
8.5,216
8.583333333333334,216
8.666666666666666,222
8.75,225
8.833333333333334,223
8.916666666666666,223
9,224
9.083333333333334,222
9.166666666666666,223
9.25,230
9.333333333333334,231
9.416666666666666,229
9.5,234
9.583333333333334,235
9.666666666666666,234
9.75,237
9.833333333333334,238
9.916666666666666,239
10,246
10.083333333333334,246
10.166666666666666,247
10.25,247
10.333333333333334,249
10.416666666666666,256
10.5,250
10.583333333333334,255
10.666666666666666,256
10.75,261
10.833333333333334,258
10.916666666666666,261
11,267
11.083333333333334,267
11.166666666666666,265
11.25,274
11.333333333333334,272
11.416666666666666,272
11.5,276
11.583333333333334,276
11.666666666666666,276
11.75,273
11.833333333333334,278
11.916666666666666,280
12,280
12.083333333333334,280
12.166666666666666,283
12.25,286
12.333333333333334,288
12.416666666666666,293
12.5,291
12.583333333333334,289
12.666666666666666,290
12.75,289
12.833333333333334,291
12.916666666666666,288
13,295
13.083333333333334,296
13.166666666666666,296
13.25,295
13.333333333333334,293
13.416666666666666,296
13.5,299
13.583333333333334,301
13.666666666666666,298
13.75,300
13.833333333333334,301
13.916666666666666,302
14,300
14.083333333333334,299
14.166666666666666,301
14.25,300
14.333333333333334,302
14.416666666666666,299
14.5,299
14.583333333333334,304
14.666666666666666,308
14.75,308
14.833333333333334,304
14.916666666666666,309
15,308
15.083333333333334,303
15.166666666666666,311
15.25,311
15.333333333333334,313
15.416666666666666,314
15.5,315
15.583333333333334,314
15.666666666666666,319
15.75,315
15.833333333333334,320
15.916666666666666,315
16,318
16.083333333333332,317
16.166666666666668,320
16.25,316
16.333333333333332,320
16.416666666666668,316
16.5,317
16.583333333333332,319
16.666666666666668,320
16.75,320
16.833333333333332,318
16.916666666666668,322
17,321
17.083333333333332,323
17.166666666666668,321
17.25,323
