"Hours since thread went live","Sengoku Youko - Episode 9 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,5
0.25,9
0.3333333333333333,10
0.4166666666666667,12
0.5,18
0.5833333333333334,24
0.6666666666666666,26
0.75,32
0.8333333333333334,33
0.9166666666666666,35
1,38
1.0833333333333333,39
1.1666666666666667,43
1.25,42
1.3333333333333333,52
1.4166666666666667,53
1.5,59
1.5833333333333333,61
1.6666666666666667,64
1.75,65
1.8333333333333333,66
1.9166666666666667,70
2,71
2.0833333333333335,71
2.1666666666666665,72
2.25,74
2.3333333333333335,75
2.4166666666666665,81
2.5,83
2.5833333333333335,89
2.6666666666666665,90
2.75,89
2.8333333333333335,92
2.9166666666666665,94
3,95
3.0833333333333335,101
3.1666666666666665,105
3.25,108
3.3333333333333335,108
3.4166666666666665,112
3.5,116
3.5833333333333335,115
3.6666666666666665,121
3.75,120
3.8333333333333335,120
3.9166666666666665,124
4,126
4.083333333333333,127
4.166666666666667,130
4.25,128
4.333333333333333,135
4.416666666666667,130
4.5,133
4.583333333333333,134
4.666666666666667,141
4.75,142
4.833333333333333,139
4.916666666666667,141
5,141
5.083333333333333,143
5.166666666666667,147
5.25,152
5.333333333333333,153
5.416666666666667,152
5.5,158
5.583333333333333,160
5.666666666666667,163
5.75,165
5.833333333333333,169
5.916666666666667,167
6,166
6.083333333333333,172
6.166666666666667,176
6.25,176
6.333333333333333,181
6.416666666666667,179
6.5,183
6.583333333333333,183
6.666666666666667,183
6.75,187
6.833333333333333,185
6.916666666666667,187
7,191
7.083333333333333,188
7.166666666666667,189
7.25,195
7.333333333333333,197
7.416666666666667,194
7.5,197
7.583333333333333,195
7.666666666666667,200
7.75,203
7.833333333333333,198
7.916666666666667,202
8,204
8.083333333333334,203
8.166666666666666,210
8.25,211
8.333333333333334,211
8.416666666666666,211
8.5,215
8.583333333333334,218
8.666666666666666,219
8.75,222
8.833333333333334,219
8.916666666666666,225
9,222
9.083333333333334,227
9.166666666666666,227
9.25,229
9.333333333333334,234
9.416666666666666,236
9.5,233
9.583333333333334,230
9.666666666666666,231
9.75,239
9.833333333333334,235
9.916666666666666,235
10,234
10.083333333333334,235
10.166666666666666,237
10.25,235
10.333333333333334,238
10.416666666666666,236
10.5,237
10.583333333333334,242
10.666666666666666,241
10.75,240
10.833333333333334,240
10.916666666666666,240
11,241
11.083333333333334,246
11.166666666666666,245
11.25,248
11.333333333333334,249
11.416666666666666,247
11.5,245
11.583333333333334,250
11.666666666666666,256
11.75,257
11.833333333333334,258
11.916666666666666,258
12,254
12.083333333333334,255
12.166666666666666,260
12.25,255
12.333333333333334,260
12.416666666666666,257
12.5,256
12.583333333333334,262
12.666666666666666,262
12.75,264
12.833333333333334,262
12.916666666666666,265
13,265
13.083333333333334,265
13.166666666666666,270
13.25,272
13.333333333333334,274
13.416666666666666,275
13.5,276
13.583333333333334,277
13.666666666666666,278
13.75,276
13.833333333333334,277
13.916666666666666,280
14,282
14.083333333333334,282
14.166666666666666,282
14.25,283
14.333333333333334,277
14.416666666666666,283
14.5,283
14.583333333333334,285
14.666666666666666,282
14.75,279
14.833333333333334,284
14.916666666666666,278
15,283
15.083333333333334,282
15.166666666666666,281
15.25,281
15.333333333333334,284
15.416666666666666,283
15.5,285
15.583333333333334,286
15.666666666666666,289
15.75,288
15.833333333333334,287
15.916666666666666,285
16,288
16.083333333333332,288
16.166666666666668,289
16.25,289
16.333333333333332,291
16.416666666666668,293
16.5,289
16.583333333333332,292
16.666666666666668,295
16.75,292
16.833333333333332,292
16.916666666666668,291
17,293
17.083333333333332,293
17.166666666666668,296
17.25,294
17.333333333333332,292
17.416666666666668,296
17.5,295
17.583333333333332,296
17.666666666666668,294
17.75,300
17.833333333333332,299
17.916666666666668,294
18,298
18.083333333333332,296
18.166666666666668,298
18.25,296
18.333333333333332,301
18.416666666666668,303
18.5,301
18.583333333333332,305
18.666666666666668,302
18.75,299
18.833333333333332,304
18.916666666666668,304
19,302
19.083333333333332,301
19.166666666666668,304
19.25,306
19.333333333333332,307
19.416666666666668,309
19.5,308
19.583333333333332,308
19.666666666666668,305
19.75,307
19.833333333333332,307
19.916666666666668,309
20,309
20.083333333333332,306
20.166666666666668,312
20.25,314
20.333333333333332,314
20.416666666666668,313
20.5,312
20.583333333333332,313
20.666666666666668,313
20.75,314
20.833333333333332,311
20.916666666666668,314
21,313
21.083333333333332,313
21.166666666666668,315
21.25,314
21.333333333333332,316
21.416666666666668,314
21.5,311
21.583333333333332,316
21.666666666666668,314
21.75,312
21.833333333333332,311
21.916666666666668,315
22,316
22.083333333333332,315
22.166666666666668,319
22.25,316
22.333333333333332,319
22.416666666666668,318
22.5,317
22.583333333333332,315
22.666666666666668,316
22.75,316
22.833333333333332,319
22.916666666666668,317
23,321
23.083333333333332,322
23.166666666666668,318
23.25,322
23.333333333333332,320
23.416666666666668,322
23.5,321
23.583333333333332,322
23.666666666666668,321
23.75,323
23.833333333333332,326
23.916666666666668,324
24,325
24.083333333333332,325
24.166666666666668,323
24.25,325
24.333333333333332,324
24.416666666666668,323
24.5,320
24.583333333333332,325
24.666666666666668,328
24.75,326
24.833333333333332,321
24.916666666666668,323
25,323
25.083333333333332,327
25.166666666666668,329
25.25,329
25.333333333333332,330
25.416666666666668,329
25.5,322
25.583333333333332,326
25.666666666666668,328
25.75,326
25.833333333333332,326
25.916666666666668,326
26,324
26.083333333333332,323
26.166666666666668,330
26.25,326
26.333333333333332,327
26.416666666666668,330
26.5,325
26.583333333333332,327
26.666666666666668,327
26.75,320
26.833333333333332,325
26.916666666666668,322
27,327
27.083333333333332,330
27.166666666666668,323
27.25,330
27.333333333333332,329
27.416666666666668,324
27.5,327
27.583333333333332,322
27.666666666666668,321
27.75,328
27.833333333333332,322
27.916666666666668,323
28,330
28.083333333333332,329
28.166666666666668,328
28.25,327
28.333333333333332,324
28.416666666666668,328
28.5,322
28.583333333333332,324
28.666666666666668,329
28.75,322
28.833333333333332,326
28.916666666666668,328
29,326
29.083333333333332,327
29.166666666666668,329
29.25,329
29.333333333333332,333
29.416666666666668,324
29.5,334
29.583333333333332,330
29.666666666666668,326
29.75,326
29.833333333333332,335
29.916666666666668,334
30,335
30.083333333333332,328
30.166666666666668,325
30.25,330
30.333333333333332,324
30.416666666666668,328
30.5,333
30.583333333333332,329
30.666666666666668,331
30.75,331
30.833333333333332,328
30.916666666666668,331
31,330
31.083333333333332,331
31.166666666666668,325
31.25,328
31.333333333333332,333
31.416666666666668,333
31.5,330
31.583333333333332,335
31.666666666666668,330
31.75,330
31.833333333333332,330
31.916666666666668,326
32,332
32.083333333333336,333
32.166666666666664,329
32.25,334
32.333333333333336,334
32.416666666666664,327
32.5,329
32.583333333333336,332
32.666666666666664,331
32.75,330
32.833333333333336,330
32.916666666666664,327
33,334
33.083333333333336,331
33.166666666666664,328
33.25,330
33.333333333333336,326
33.416666666666664,334
33.5,332
33.583333333333336,329
33.666666666666664,331
33.75,334
33.833333333333336,333
33.916666666666664,332
34,333
34.083333333333336,335
34.166666666666664,331
34.25,333
34.333333333333336,331
34.416666666666664,332
34.5,335
34.583333333333336,333
34.666666666666664,332
34.75,336
34.833333333333336,335
34.916666666666664,330
35,329
35.083333333333336,329
35.166666666666664,329
35.25,335
35.333333333333336,333
35.416666666666664,336
35.5,332
35.583333333333336,329
35.666666666666664,335
35.75,333
35.833333333333336,333
35.916666666666664,334
36,332
36.083333333333336,334
36.166666666666664,331
36.25,334
36.333333333333336,339
36.416666666666664,336
36.5,340
36.583333333333336,339
36.666666666666664,337
36.75,337
36.833333333333336,335
36.916666666666664,331
37,338
37.083333333333336,335
37.166666666666664,336
37.25,332
37.333333333333336,334
37.416666666666664,332
37.5,338
37.583333333333336,333
37.666666666666664,331
37.75,335
37.833333333333336,331
37.916666666666664,334
38,334
38.083333333333336,337
38.166666666666664,338
38.25,335
38.333333333333336,335
38.416666666666664,338
38.5,329
38.583333333333336,333
38.666666666666664,337
38.75,330
38.833333333333336,335
38.916666666666664,335
39,334
39.083333333333336,334
