"Hours since thread went live","Sengoku Youko - Episode 9 discussion"
39.166666666666664,341
39.25,337
39.333333333333336,336
39.416666666666664,339
39.5,338
39.583333333333336,334
39.666666666666664,334
39.75,339
39.833333333333336,335
39.916666666666664,332
40,338
40.083333333333336,333
40.166666666666664,341
40.25,336
40.333333333333336,336
40.416666666666664,336
40.5,334
40.583333333333336,335
40.666666666666664,332
40.75,333
40.833333333333336,336
40.916666666666664,335
41,333
41.083333333333336,335
41.166666666666664,337
41.25,335
41.333333333333336,335
41.416666666666664,333
41.5,337
41.583333333333336,334
41.666666666666664,334
41.75,335
41.833333333333336,338
41.916666666666664,336
42,338
42.083333333333336,336
42.166666666666664,338
42.25,335
42.333333333333336,343
42.416666666666664,341
42.5,338
42.583333333333336,336
42.666666666666664,333
42.75,339
42.833333333333336,340
42.916666666666664,340
43,332
43.083333333333336,340
43.166666666666664,339
43.25,336
43.333333333333336,336
43.416666666666664,341
43.5,337
43.583333333333336,339
43.666666666666664,335
43.75,339
43.833333333333336,338
43.916666666666664,340
44,339
44.083333333333336,339
44.166666666666664,338
44.25,337
44.333333333333336,337
44.416666666666664,337
44.5,335
44.583333333333336,336
44.666666666666664,337
44.75,340
44.833333333333336,336
44.916666666666664,339
45,332
45.083333333333336,331
45.166666666666664,336
45.25,333
45.333333333333336,339
45.416666666666664,343
45.5,337
45.583333333333336,335
45.666666666666664,339
45.75,335
45.833333333333336,338
45.916666666666664,334
46,339
46.083333333333336,335
46.166666666666664,335
46.25,340
46.333333333333336,340
46.416666666666664,336
46.5,342
46.583333333333336,339
46.666666666666664,336
46.75,337
46.833333333333336,336
46.916666666666664,340
47,342
47.083333333333336,338
47.166666666666664,339
47.25,339
47.333333333333336,338
47.416666666666664,344
47.5,339
47.583333333333336,339
47.666666666666664,337
47.75,336
47.833333333333336,333
47.916666666666664,344
