"Hours since thread went live","Tadaima, Okaeri - Episode 3 discussion"
0,0
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,2
0.75,5
0.8333333333333334,5
0.9166666666666666,7
1,10
1.0833333333333333,9
1.1666666666666667,8
1.25,11
1.3333333333333333,11
1.4166666666666667,11
1.5,12
1.5833333333333333,11
1.6666666666666667,13
1.75,13
1.8333333333333333,12
1.9166666666666667,15
2,16
2.0833333333333335,16
2.1666666666666665,19
2.25,18
2.3333333333333335,18
2.4166666666666665,20
2.5,18
2.5833333333333335,20
2.6666666666666665,21
2.75,21
2.8333333333333335,23
2.9166666666666665,26
3,24
3.0833333333333335,24
3.1666666666666665,26
3.25,25
3.3333333333333335,29
3.4166666666666665,28
3.5,29
3.5833333333333335,31
3.6666666666666665,30
3.75,31
3.8333333333333335,29
3.9166666666666665,30
4,29
4.083333333333333,33
4.166666666666667,30
4.25,34
4.916666666666667,33
5,33
5.083333333333333,34
5.166666666666667,34
5.25,32
5.333333333333333,31
5.416666666666667,39
5.5,38
5.583333333333333,33
5.666666666666667,32
5.75,36
5.833333333333333,35
5.916666666666667,36
6,36
6.083333333333333,36
6.166666666666667,40
6.25,41
6.333333333333333,40
6.416666666666667,36
6.5,39
6.583333333333333,39
6.666666666666667,40
6.75,41
6.833333333333333,44
6.916666666666667,43
7,44
7.083333333333333,41
7.166666666666667,47
7.25,44
7.333333333333333,48
7.416666666666667,50
7.5,45
7.583333333333333,50
7.666666666666667,49
7.75,49
7.833333333333333,46
7.916666666666667,53
8,47
8.083333333333334,53
8.166666666666666,51
8.25,49
8.333333333333334,52
8.416666666666666,55
8.5,53
8.583333333333334,55
8.666666666666666,55
8.75,55
8.833333333333334,55
8.916666666666666,55
9,54
9.083333333333334,54
9.166666666666666,55
9.25,53
9.333333333333334,51
9.416666666666666,54
9.5,51
9.583333333333334,54
9.666666666666666,55
9.75,57
9.833333333333334,54
9.916666666666666,54
10,58
10.083333333333334,52
10.166666666666666,55
10.25,55
10.333333333333334,56
10.416666666666666,59
10.5,55
10.583333333333334,56
10.666666666666666,60
10.75,55
10.833333333333334,53
10.916666666666666,57
11,56
11.083333333333334,56
11.166666666666666,59
11.25,56
11.333333333333334,55
11.416666666666666,57
11.5,59
11.583333333333334,61
11.666666666666666,61
11.75,60
11.833333333333334,56
11.916666666666666,56
12,61
12.083333333333334,56
12.166666666666666,59
12.25,63
12.333333333333334,58
12.416666666666666,57
12.5,62
12.583333333333334,56
12.666666666666666,62
12.75,57
12.833333333333334,59
12.916666666666666,61
13,60
13.083333333333334,59
13.166666666666666,61
13.25,61
13.333333333333334,59
13.416666666666666,61
13.5,60
13.583333333333334,57
13.666666666666666,62
13.75,61
13.833333333333334,59
13.916666666666666,61
14,61
14.083333333333334,61
14.166666666666666,60
14.25,59
14.333333333333334,63
14.416666666666666,60
14.5,61
14.583333333333334,59
14.666666666666666,58
14.75,62
14.833333333333334,62
14.916666666666666,58
15,62
15.083333333333334,60
15.166666666666666,59
15.25,62
15.333333333333334,64
15.416666666666666,61
15.5,59
15.583333333333334,62
15.666666666666666,61
15.75,63
15.833333333333334,64
15.916666666666666,63
16,63
16.083333333333332,65
16.166666666666668,61
16.25,61
16.333333333333332,64
16.416666666666668,65
16.5,62
16.583333333333332,62
16.666666666666668,66
16.75,62
16.833333333333332,60
16.916666666666668,63
17,63
17.083333333333332,63
17.166666666666668,61
17.25,66
17.333333333333332,59
17.416666666666668,62
17.5,61
17.583333333333332,62
17.666666666666668,60
17.75,65
17.833333333333332,61
17.916666666666668,58
18,63
18.083333333333332,63
18.166666666666668,64
18.25,65
18.333333333333332,62
18.416666666666668,65
18.5,63
18.583333333333332,63
18.666666666666668,61
18.75,64
18.833333333333332,62
18.916666666666668,67
19,62
19.083333333333332,66
19.166666666666668,60
19.25,61
19.333333333333332,61
19.416666666666668,64
19.5,65
19.583333333333332,64
19.666666666666668,63
19.75,62
19.833333333333332,64
19.916666666666668,63
20,66
20.083333333333332,65
20.166666666666668,67
20.25,65
20.333333333333332,61
20.416666666666668,62
20.5,67
20.583333333333332,61
20.666666666666668,66
20.75,66
20.833333333333332,68
20.916666666666668,64
21,66
21.083333333333332,64
21.166666666666668,65
21.25,65
21.333333333333332,63
21.416666666666668,64
21.5,64
21.583333333333332,63
21.666666666666668,61
21.75,66
21.833333333333332,67
21.916666666666668,64
22,63
22.083333333333332,64
22.166666666666668,64
22.25,62
22.333333333333332,63
22.416666666666668,65
22.5,66
22.583333333333332,66
22.666666666666668,64
22.75,62
22.833333333333332,65
22.916666666666668,60
23,63
23.083333333333332,68
23.166666666666668,62
23.25,61
23.333333333333332,62
23.416666666666668,65
23.5,63
23.583333333333332,65
23.666666666666668,64
23.75,65
23.833333333333332,61
23.916666666666668,66
24,65
24.083333333333332,65
24.166666666666668,66
24.25,68
24.333333333333332,64
24.416666666666668,66
24.5,64
24.583333333333332,67
24.666666666666668,66
24.75,66
24.833333333333332,64
24.916666666666668,66
25,64
25.083333333333332,67
25.166666666666668,65
25.25,69
25.333333333333332,64
25.416666666666668,67
25.5,65
25.583333333333332,68
25.666666666666668,67
25.75,63
25.833333333333332,65
25.916666666666668,66
26,66
26.083333333333332,67
26.166666666666668,67
26.25,70
26.333333333333332,65
26.416666666666668,64
26.5,68
26.583333333333332,67
26.666666666666668,68
26.75,66
26.833333333333332,70
26.916666666666668,69
27,67
27.083333333333332,68
27.166666666666668,67
27.25,73
27.333333333333332,72
27.416666666666668,72
27.5,72
27.583333333333332,68
27.666666666666668,73
27.75,69
27.833333333333332,70
27.916666666666668,70
28,72
28.083333333333332,74
28.166666666666668,69
28.25,72
28.333333333333332,72
28.416666666666668,76
28.5,74
28.583333333333332,71
28.666666666666668,72
28.75,70
28.833333333333332,71
28.916666666666668,76
29,72
29.083333333333332,73
29.166666666666668,73
29.25,70
29.333333333333332,73
29.416666666666668,73
29.5,71
29.583333333333332,76
29.666666666666668,74
29.75,75
29.833333333333332,75
29.916666666666668,74
30,75
30.083333333333332,70
30.166666666666668,77
30.25,75
30.333333333333332,75
30.416666666666668,77
30.5,70
30.583333333333332,75
30.666666666666668,74
30.75,78
30.833333333333332,79
30.916666666666668,73
31,74
31.083333333333332,75
31.166666666666668,74
31.25,76
31.333333333333332,74
31.416666666666668,74
31.5,73
