"Hours since thread went live","Tadaima, Okaeri - Episode 6 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,1
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,1
0.9166666666666666,2
1,2
1.0833333333333333,4
1.1666666666666667,4
1.25,3
1.3333333333333333,4
1.4166666666666667,5
1.5,8
1.5833333333333333,7
1.6666666666666667,9
1.75,7
1.8333333333333333,8
1.9166666666666667,9
2,11
2.0833333333333335,11
2.1666666666666665,13
2.25,11
2.3333333333333335,13
2.4166666666666665,10
2.5,9
2.5833333333333335,12
2.6666666666666665,9
2.75,11
2.8333333333333335,12
2.9166666666666665,12
3,13
3.0833333333333335,12
3.1666666666666665,11
3.25,13
3.3333333333333335,12
3.4166666666666665,11
3.5,10
3.5833333333333335,14
3.6666666666666665,14
3.75,13
3.8333333333333335,12
3.9166666666666665,15
4,13
4.083333333333333,13
4.166666666666667,16
4.25,17
4.333333333333333,17
4.416666666666667,16
4.5,17
4.583333333333333,19
4.666666666666667,19
4.75,16
4.833333333333333,20
4.916666666666667,19
5,19
5.083333333333333,20
5.166666666666667,21
5.25,20
5.333333333333333,19
5.416666666666667,19
5.5,19
5.583333333333333,21
5.666666666666667,21
5.75,21
5.833333333333333,23
5.916666666666667,22
6,20
6.083333333333333,21
6.166666666666667,21
6.25,22
6.333333333333333,24
6.416666666666667,25
6.5,22
6.583333333333333,25
6.666666666666667,26
6.75,24
6.833333333333333,23
6.916666666666667,22
7,24
7.083333333333333,24
7.166666666666667,25
7.25,24
7.333333333333333,28
7.416666666666667,25
7.5,31
7.583333333333333,29
7.666666666666667,26
7.75,31
7.833333333333333,26
7.916666666666667,26
8,26
8.083333333333334,30
8.166666666666666,32
8.25,28
8.333333333333334,27
8.416666666666666,26
8.5,31
8.583333333333334,25
8.666666666666666,29
8.75,32
8.833333333333334,29
8.916666666666666,25
9,28
9.083333333333334,33
9.166666666666666,27
9.25,29
9.333333333333334,26
9.416666666666666,29
9.5,31
9.583333333333334,29
9.666666666666666,31
9.75,32
9.833333333333334,26
9.916666666666666,29
10,29
10.083333333333334,30
10.166666666666666,34
10.25,31
10.333333333333334,37
10.416666666666666,36
10.5,32
10.583333333333334,32
10.666666666666666,30
10.75,36
10.833333333333334,30
10.916666666666666,35
11,31
11.083333333333334,36
11.166666666666666,39
11.25,35
11.333333333333334,36
11.416666666666666,37
11.5,35
11.583333333333334,35
11.666666666666666,38
11.75,40
11.833333333333334,39
11.916666666666666,40
12,38
12.083333333333334,35
12.166666666666666,40
12.25,40
12.333333333333334,40
12.416666666666666,36
12.5,35
12.583333333333334,35
12.666666666666666,37
12.75,36
12.833333333333334,39
12.916666666666666,34
13,38
13.083333333333334,37
13.166666666666666,35
13.25,36
13.333333333333334,37
13.416666666666666,35
13.5,36
13.583333333333334,39
13.666666666666666,40
13.75,37
13.833333333333334,37
13.916666666666666,41
14,39
14.083333333333334,37
14.166666666666666,39
14.25,40
14.333333333333334,36
14.416666666666666,39
14.5,38
14.583333333333334,35
14.666666666666666,37
14.75,39
14.833333333333334,37
14.916666666666666,41
15,39
15.083333333333334,39
15.166666666666666,43
15.25,39
15.333333333333334,40
15.416666666666666,41
15.5,39
15.583333333333334,38
15.666666666666666,36
15.75,42
15.833333333333334,43
15.916666666666666,41
16,41
16.083333333333332,38
16.166666666666668,42
16.25,43
16.333333333333332,39
16.416666666666668,41
16.5,45
16.583333333333332,46
16.666666666666668,44
16.75,43
16.833333333333332,40
16.916666666666668,43
17,47
17.083333333333332,43
17.166666666666668,40
17.25,43
17.333333333333332,46
17.416666666666668,40
17.5,44
17.583333333333332,41
17.666666666666668,43
17.75,44
17.833333333333332,43
17.916666666666668,43
18,45
18.083333333333332,42
18.166666666666668,42
18.25,45
18.333333333333332,43
18.416666666666668,41
18.5,44
18.583333333333332,40
18.666666666666668,39
18.75,45
18.833333333333332,41
18.916666666666668,40
19,43
19.083333333333332,40
19.166666666666668,43
19.25,40
19.333333333333332,43
19.416666666666668,40
19.5,46
19.583333333333332,41
19.666666666666668,43
19.75,43
19.833333333333332,39
19.916666666666668,44
20,42
20.083333333333332,42
20.166666666666668,39
20.25,45
20.333333333333332,40
20.416666666666668,45
20.5,41
20.583333333333332,45
20.666666666666668,42
20.75,41
20.833333333333332,46
20.916666666666668,43
21,40
21.083333333333332,44
21.166666666666668,43
21.25,47
21.333333333333332,41
21.416666666666668,45
21.5,43
21.583333333333332,43
21.666666666666668,43
21.75,46
21.833333333333332,44
21.916666666666668,43
22,42
22.083333333333332,46
22.166666666666668,44
22.25,41
22.333333333333332,43
22.416666666666668,44
22.5,42
22.583333333333332,42
22.666666666666668,45
22.75,43
22.833333333333332,48
22.916666666666668,45
23,45
23.083333333333332,45
23.166666666666668,43
23.25,42
23.333333333333332,40
23.416666666666668,45
23.5,44
23.583333333333332,45
23.666666666666668,42
23.75,42
23.833333333333332,40
23.916666666666668,44
24,40
24.083333333333332,44
24.166666666666668,44
24.25,49
24.333333333333332,45
24.416666666666668,45
24.5,41
24.583333333333332,45
24.666666666666668,47
24.75,49
24.833333333333332,44
24.916666666666668,42
25,48
25.083333333333332,45
25.166666666666668,45
25.25,47
25.333333333333332,41
25.416666666666668,45
25.5,45
25.583333333333332,44
25.666666666666668,49
25.75,48
25.833333333333332,42
25.916666666666668,45
26,48
26.083333333333332,46
26.166666666666668,43
26.25,48
26.333333333333332,44
26.416666666666668,42
26.5,48
26.583333333333332,44
26.666666666666668,45
26.75,43
26.833333333333332,47
26.916666666666668,47
27,46
27.083333333333332,41
27.166666666666668,47
27.25,47
27.333333333333332,44
27.416666666666668,48
27.5,45
27.583333333333332,43
27.666666666666668,45
27.75,45
27.833333333333332,43
27.916666666666668,41
28,44
28.083333333333332,41
28.166666666666668,45
28.25,46
28.333333333333332,48
28.416666666666668,45
28.5,44
28.583333333333332,47
28.666666666666668,46
28.75,45
28.833333333333332,48
28.916666666666668,46
29,45
29.083333333333332,49
29.166666666666668,44
29.25,42
29.333333333333332,45
29.416666666666668,45
29.5,47
29.583333333333332,44
29.666666666666668,43
29.75,47
29.833333333333332,48
29.916666666666668,50
30,45
30.083333333333332,44
30.166666666666668,48
30.25,43
30.333333333333332,45
30.416666666666668,47
30.5,45
30.583333333333332,45
30.666666666666668,45
30.75,45
30.833333333333332,45
30.916666666666668,46
31,43
31.083333333333332,42
31.166666666666668,44
31.25,43
31.333333333333332,47
31.416666666666668,49
31.5,44
31.583333333333332,44
31.666666666666668,47
31.75,46
31.833333333333332,44
31.916666666666668,46
32,44
32.083333333333336,50
32.166666666666664,47
32.25,47
32.333333333333336,48
32.416666666666664,44
32.5,47
32.583333333333336,42
32.666666666666664,42
32.75,46
32.833333333333336,44
32.916666666666664,47
33,46
33.083333333333336,49
33.166666666666664,50
33.25,47
33.333333333333336,45
33.416666666666664,46
33.5,48
33.583333333333336,43
33.666666666666664,49
33.75,50
33.833333333333336,45
33.916666666666664,44
34,45
34.083333333333336,44
34.166666666666664,49
34.25,49
34.333333333333336,45
34.416666666666664,49
34.5,48
34.583333333333336,48
34.666666666666664,48
34.75,47
34.833333333333336,47
34.916666666666664,46
35,47
35.083333333333336,43
35.166666666666664,43
35.25,51
35.333333333333336,47
35.416666666666664,46
35.5,44
35.583333333333336,45
35.666666666666664,47
35.75,49
35.833333333333336,44
35.916666666666664,50
36,50
36.083333333333336,47
36.166666666666664,45
36.25,47
36.333333333333336,49
36.416666666666664,49
36.5,47
36.583333333333336,47
36.666666666666664,47
36.75,44
36.833333333333336,45
36.916666666666664,48
37,43
37.083333333333336,50
37.166666666666664,47
37.25,48
37.333333333333336,51
37.416666666666664,49
37.5,48
37.583333333333336,52
37.666666666666664,48
37.75,48
37.833333333333336,48
37.916666666666664,49
38,48
38.083333333333336,49
38.166666666666664,48
38.25,49
38.333333333333336,45
38.416666666666664,52
38.5,45
38.583333333333336,48
38.666666666666664,48
38.75,49
38.833333333333336,51
38.916666666666664,48
39,48
39.083333333333336,48
