"Hours since thread went live","One Room, Hiatari Futsuu, Tenshi-tsuki. • Studio Apartment, Good Lighting, Angel Included - Episode 8 discussion"
0,1
0,0
0.08333333333333333,1
0.16666666666666666,2
0.25,3
0.3333333333333333,7
0.4166666666666667,10
0.5,12
0.5833333333333334,13
0.6666666666666666,14
0.75,14
0.8333333333333334,14
0.9166666666666666,16
1,17
1.0833333333333333,19
1.1666666666666667,20
1.25,22
1.3333333333333333,25
1.4166666666666667,24
1.5,33
1.5833333333333333,34
1.6666666666666667,36
1.75,41
1.8333333333333333,41
1.9166666666666667,43
2,46
2.0833333333333335,47
2.1666666666666665,48
2.25,49
2.3333333333333335,53
2.4166666666666665,54
2.5,54
2.5833333333333335,54
2.6666666666666665,58
2.75,61
2.8333333333333335,60
2.9166666666666665,61
3,60
3.0833333333333335,61
3.1666666666666665,63
3.25,67
3.3333333333333335,66
3.4166666666666665,69
3.5,70
3.5833333333333335,73
3.6666666666666665,72
3.75,74
3.8333333333333335,73
3.9166666666666665,73
4,79
4.083333333333333,75
4.166666666666667,78
4.25,76
4.333333333333333,78
4.416666666666667,84
4.5,85
4.583333333333333,89
4.666666666666667,92
4.75,88
4.833333333333333,90
4.916666666666667,87
5,92
5.083333333333333,89
5.166666666666667,91
5.25,93
5.333333333333333,91
5.416666666666667,94
5.5,96
5.583333333333333,93
5.666666666666667,90
5.75,97
5.833333333333333,96
5.916666666666667,98
6,102
6.083333333333333,103
6.166666666666667,99
6.25,102
6.333333333333333,99
6.416666666666667,101
6.5,101
6.583333333333333,104
6.666666666666667,105
6.75,102
6.833333333333333,105
6.916666666666667,109
7,108
7.083333333333333,111
7.166666666666667,110
7.25,112
7.333333333333333,110
7.416666666666667,114
7.5,110
7.583333333333333,117
7.666666666666667,116
7.75,117
7.833333333333333,115
7.916666666666667,119
8,116
8.083333333333334,120
8.166666666666666,114
8.25,118
8.333333333333334,120
8.416666666666666,118
8.5,117
8.583333333333334,117
8.666666666666666,115
8.75,118
8.833333333333334,120
8.916666666666666,119
9,119
9.083333333333334,117
9.166666666666666,123
9.25,123
9.333333333333334,124
9.416666666666666,123
9.5,126
9.583333333333334,121
9.666666666666666,120
9.75,123
9.833333333333334,123
9.916666666666666,122
10,126
10.083333333333334,127
10.166666666666666,124
10.25,127
10.333333333333334,123
10.416666666666666,123
10.5,127
10.583333333333334,129
10.666666666666666,124
10.75,123
10.833333333333334,126
10.916666666666666,124
11,127
11.083333333333334,123
11.166666666666666,129
11.25,127
11.333333333333334,127
11.416666666666666,125
11.5,127
11.583333333333334,131
11.666666666666666,135
11.75,132
11.833333333333334,132
11.916666666666666,129
12,130
12.083333333333334,129
12.166666666666666,130
12.25,132
12.333333333333334,133
12.416666666666666,134
12.5,133
12.583333333333334,139
12.666666666666666,133
12.75,135
12.833333333333334,136
12.916666666666666,136
13,140
13.083333333333334,140
13.166666666666666,135
13.25,139
13.333333333333334,135
13.416666666666666,142
13.5,139
13.583333333333334,141
13.666666666666666,139
13.75,141
13.833333333333334,138
13.916666666666666,138
14,139
14.083333333333334,139
14.166666666666666,144
14.25,142
14.333333333333334,142
14.416666666666666,142
14.5,139
14.583333333333334,141
14.666666666666666,144
14.75,143
14.833333333333334,140
14.916666666666666,142
15,141
15.083333333333334,146
15.166666666666666,139
15.25,145
15.333333333333334,145
15.416666666666666,143
15.5,146
15.583333333333334,144
15.666666666666666,144
15.75,147
15.833333333333334,146
15.916666666666666,142
16,146
16.083333333333332,144
16.166666666666668,146
16.25,144
16.333333333333332,150
16.416666666666668,148
16.5,153
16.583333333333332,150
16.666666666666668,151
16.75,153
16.833333333333332,159
16.916666666666668,155
17,157
17.083333333333332,160
17.166666666666668,155
17.25,154
17.333333333333332,156
17.416666666666668,152
17.5,160
17.583333333333332,155
17.666666666666668,158
17.75,156
17.833333333333332,161
17.916666666666668,158
18,161
18.083333333333332,156
18.166666666666668,159
18.25,160
18.333333333333332,161
18.416666666666668,159
18.5,160
18.583333333333332,162
18.666666666666668,161
18.75,159
18.833333333333332,165
18.916666666666668,161
19,160
19.083333333333332,159
19.166666666666668,165
19.25,163
19.333333333333332,163
19.416666666666668,166
19.5,165
19.583333333333332,162
19.666666666666668,166
19.75,164
19.833333333333332,163
19.916666666666668,161
20,164
20.083333333333332,165
20.166666666666668,163
20.25,163
20.333333333333332,166
20.416666666666668,163
20.5,166
20.583333333333332,166
20.666666666666668,165
20.75,168
20.833333333333332,165
20.916666666666668,168
21,163
21.083333333333332,164
21.166666666666668,162
21.25,168
21.333333333333332,165
21.416666666666668,163
21.5,166
21.583333333333332,166
21.666666666666668,165
21.75,166
21.833333333333332,168
21.916666666666668,169
22,168
22.083333333333332,166
22.166666666666668,167
22.25,167
22.333333333333332,169
22.416666666666668,172
22.5,168
22.583333333333332,170
22.666666666666668,165
22.75,168
22.833333333333332,167
22.916666666666668,172
23,169
23.083333333333332,172
23.166666666666668,168
23.25,169
23.333333333333332,172
23.416666666666668,170
23.5,165
23.583333333333332,171
23.666666666666668,165
23.75,169
23.833333333333332,172
23.916666666666668,170
24,173
24.083333333333332,169
24.166666666666668,169
24.25,175
24.333333333333332,173
24.416666666666668,175
24.5,169
24.583333333333332,171
24.666666666666668,168
24.75,173
24.833333333333332,174
24.916666666666668,170
25,173
25.083333333333332,174
25.166666666666668,176
25.25,173
25.333333333333332,175
25.416666666666668,175
25.5,174
25.583333333333332,173
25.666666666666668,178
25.75,176
25.833333333333332,174
25.916666666666668,171
26,177
26.083333333333332,177
26.166666666666668,176
26.25,177
26.333333333333332,172
26.416666666666668,180
26.5,176
26.583333333333332,175
26.666666666666668,173
26.75,179
26.833333333333332,177
26.916666666666668,175
27,176
27.083333333333332,178
27.166666666666668,177
27.25,179
27.333333333333332,178
27.416666666666668,179
27.5,179
27.583333333333332,180
27.666666666666668,178
27.75,185
27.833333333333332,179
27.916666666666668,180
28,183
28.083333333333332,181
28.166666666666668,185
28.25,181
28.333333333333332,184
28.416666666666668,181
28.5,182
28.583333333333332,181
28.666666666666668,182
28.75,182
28.833333333333332,185
28.916666666666668,181
29,181
29.083333333333332,181
29.166666666666668,183
29.25,183
29.333333333333332,185
29.416666666666668,183
29.5,185
29.583333333333332,179
29.666666666666668,182
29.75,182
29.833333333333332,181
29.916666666666668,185
30,183
30.083333333333332,184
30.166666666666668,183
30.25,181
30.333333333333332,182
30.416666666666668,182
30.5,183
30.583333333333332,183
30.666666666666668,185
30.75,183
30.833333333333332,185
30.916666666666668,184
31,179
31.083333333333332,185
31.166666666666668,180
31.25,182
31.333333333333332,181
31.416666666666668,182
31.5,185
31.583333333333332,180
31.666666666666668,185
31.75,182
31.833333333333332,184
31.916666666666668,181
32,183
32.083333333333336,183
32.166666666666664,185
32.25,186
32.333333333333336,184
32.416666666666664,182
32.5,184
32.583333333333336,183
32.666666666666664,184
32.75,185
32.833333333333336,184
32.916666666666664,185
33,184
33.083333333333336,183
33.166666666666664,185
33.25,186
33.333333333333336,181
33.416666666666664,183
33.5,181
33.583333333333336,181
33.666666666666664,180
33.75,180
33.833333333333336,182
33.916666666666664,184
34,187
34.083333333333336,183
34.166666666666664,183
34.25,185
34.333333333333336,183
34.416666666666664,182
34.5,186
34.583333333333336,184
34.666666666666664,185
34.75,185
34.833333333333336,184
34.916666666666664,187
35,188
35.083333333333336,185
35.166666666666664,188
35.25,187
35.333333333333336,182
35.416666666666664,183
35.5,183
35.583333333333336,184
35.666666666666664,184
35.75,185
35.833333333333336,184
35.916666666666664,186
36,187
36.083333333333336,185
36.166666666666664,190
36.25,188
36.333333333333336,186
36.416666666666664,188
36.5,183
36.583333333333336,186
36.666666666666664,187
36.75,185
36.833333333333336,190
36.916666666666664,189
37,187
37.083333333333336,189
37.166666666666664,190
37.25,187
37.333333333333336,190
37.416666666666664,187
37.5,184
37.583333333333336,186
37.666666666666664,186
37.75,184
37.833333333333336,188
37.916666666666664,186
38,189
38.083333333333336,191
38.166666666666664,184
38.25,185
38.333333333333336,186
38.416666666666664,188
38.5,186
38.583333333333336,188
38.666666666666664,188
38.75,185
38.833333333333336,188
38.916666666666664,185
39,185
39.083333333333336,185
39.166666666666664,187
39.25,189
39.333333333333336,188
39.416666666666664,187
39.5,188
39.583333333333336,187
39.666666666666664,186
39.75,184
39.833333333333336,186
39.916666666666664,188
40,190
40.083333333333336,186
40.166666666666664,186
40.25,189
40.333333333333336,186
40.416666666666664,189
40.5,183
40.583333333333336,185
40.666666666666664,186
40.75,185
40.833333333333336,188
40.916666666666664,184
41,190
41.083333333333336,185
41.166666666666664,187
41.25,188
41.333333333333336,189
41.416666666666664,184
41.5,185
41.583333333333336,184
41.666666666666664,188
41.75,185
41.833333333333336,188
41.916666666666664,189
42,190
42.083333333333336,189
42.166666666666664,185
42.25,183
42.333333333333336,187
42.416666666666664,186
42.5,185
42.583333333333336,188
42.666666666666664,187
42.75,190
42.833333333333336,184
42.916666666666664,189
43,184
43.083333333333336,189
43.166666666666664,191
43.25,187
43.333333333333336,188
43.416666666666664,189
43.5,188
43.583333333333336,189
43.666666666666664,183
43.75,187
43.833333333333336,187
43.916666666666664,183
44,188
44.083333333333336,184
44.166666666666664,188
44.25,186
44.333333333333336,185
44.416666666666664,183
44.5,185
44.583333333333336,187
44.666666666666664,186
44.75,186
44.833333333333336,184
44.916666666666664,188
45,183
45.083333333333336,186
45.166666666666664,188
45.25,188
45.333333333333336,187
45.416666666666664,185
45.5,191
45.583333333333336,188
45.666666666666664,184
45.75,186
45.833333333333336,186
45.916666666666664,190
46,187
46.083333333333336,188
46.166666666666664,185
46.25,189
46.333333333333336,187
46.416666666666664,188
46.5,189
46.583333333333336,187
46.666666666666664,188
46.75,188
46.833333333333336,186
46.916666666666664,190
47,188
47.083333333333336,187
47.166666666666664,187
47.25,184
47.333333333333336,190
47.416666666666664,190
47.5,186
47.583333333333336,188
47.666666666666664,190
47.75,189
47.833333333333336,185
47.916666666666664,187
