"Hours since thread went live","Spy x Family Season 2 - Episode 1 discussion"
11.416666666666666,2530
11.5,2531
11.583333333333334,2552
11.666666666666666,2563
11.75,2573
11.833333333333334,2582
11.916666666666666,2594
12,2604
12.083333333333334,2607
12.166666666666666,2609
12.25,2616
12.333333333333334,2626
12.416666666666666,2644
12.5,2647
12.583333333333334,2660
12.666666666666666,2666
12.75,2679
12.833333333333334,2691
12.916666666666666,2690
13,2699
13.083333333333334,2714
13.166666666666666,2720
13.25,2716
13.333333333333334,2725
13.416666666666666,2728
13.5,2737
13.583333333333334,2750
13.666666666666666,2752
13.75,2764
13.833333333333334,2770
13.916666666666666,2777
14,2789
14.083333333333334,2802
14.166666666666666,2806
14.25,2817
14.333333333333334,2821
14.416666666666666,2826
14.5,2832
14.583333333333334,2842
14.666666666666666,2845
14.75,2847
14.833333333333334,2854
14.916666666666666,2856
15,2875
15.083333333333334,2876
15.166666666666666,2881
15.25,2890
15.333333333333334,2897
15.416666666666666,2900
15.5,2908
15.583333333333334,2914
15.666666666666666,2928
15.75,2926
15.833333333333334,2932
15.916666666666666,2936
16,2937
16.083333333333332,2946
16.166666666666668,2949
16.25,2947
16.333333333333332,2955
16.416666666666668,2953
16.5,2966
16.583333333333332,2966
16.666666666666668,2971
16.75,2977
16.833333333333332,2988
16.916666666666668,2994
17,2992
17.083333333333332,2993
17.166666666666668,3003
17.25,3002
17.333333333333332,3010
17.416666666666668,3009
17.5,3013
17.583333333333332,3021
17.666666666666668,3032
17.75,3039
17.833333333333332,3037
17.916666666666668,3038
18,3042
18.083333333333332,3055
18.166666666666668,3064
18.25,3064
18.333333333333332,3065
18.416666666666668,3074
18.5,3074
18.583333333333332,3078
18.666666666666668,3077
18.75,3073
18.833333333333332,3084
18.916666666666668,3085
19,3083
19.083333333333332,3089
19.166666666666668,3102
19.25,3098
19.333333333333332,3112
19.416666666666668,3104
19.5,3110
19.583333333333332,3117
19.666666666666668,3120
19.75,3118
19.833333333333332,3119
19.916666666666668,3127
20,3141
20.083333333333332,3146
20.166666666666668,3149
20.25,3156
20.333333333333332,3150
20.416666666666668,3155
20.5,3160
20.583333333333332,3170
20.666666666666668,3169
20.75,3169
20.833333333333332,3179
20.916666666666668,3173
21,3171
21.083333333333332,3186
21.166666666666668,3189
21.25,3190
21.333333333333332,3196
21.416666666666668,3199
21.5,3196
21.583333333333332,3199
21.666666666666668,3211
21.75,3207
21.833333333333332,3211
21.916666666666668,3214
22,3215
22.083333333333332,3221
22.166666666666668,3227
22.25,3230
22.333333333333332,3234
22.416666666666668,3237
22.5,3247
22.583333333333332,3246
22.666666666666668,3254
22.75,3256
22.833333333333332,3260
22.916666666666668,3264
23,3265
23.083333333333332,3271
23.166666666666668,3281
23.25,3282
23.333333333333332,3284
23.416666666666668,3295
23.5,3296
23.583333333333332,3302
23.666666666666668,3306
23.75,3294
23.833333333333332,3298
23.916666666666668,3307
24,3301
24.083333333333332,3311
24.166666666666668,3318
24.25,3310
24.333333333333332,3317
24.416666666666668,3323
24.5,3329
24.583333333333332,3335
24.666666666666668,3333
24.75,3336
24.833333333333332,3334
24.916666666666668,3339
25,3347
25.083333333333332,3343
25.166666666666668,3341
25.25,3348
25.333333333333332,3350
25.416666666666668,3356
25.5,3353
25.583333333333332,3357
25.666666666666668,3359
25.75,3359
25.833333333333332,3358
25.916666666666668,3359
26,3362
26.083333333333332,3364
26.166666666666668,3376
26.25,3373
26.333333333333332,3365
26.416666666666668,3370
26.5,3384
26.583333333333332,3388
26.666666666666668,3393
26.75,3388
26.833333333333332,3391
26.916666666666668,3393
27,3395
27.083333333333332,3403
27.166666666666668,3407
27.25,3408
27.333333333333332,3412
27.416666666666668,3399
27.5,3409
27.583333333333332,3406
27.666666666666668,3411
27.75,3409
27.833333333333332,3408
27.916666666666668,3421
28,3420
28.083333333333332,3417
28.166666666666668,3431
28.25,3432
28.333333333333332,3430
28.416666666666668,3430
28.5,3436
28.583333333333332,3432
28.666666666666668,3444
28.75,3441
28.833333333333332,3443
28.916666666666668,3445
29,3438
29.083333333333332,3454
29.166666666666668,3449
29.25,3446
29.333333333333332,3449
29.416666666666668,3459
29.5,3452
29.583333333333332,3459
29.666666666666668,3462
29.75,3458
29.833333333333332,3462
29.916666666666668,3470
30,3461
30.083333333333332,3464
30.166666666666668,3474
30.25,3483
30.333333333333332,3475
30.416666666666668,3476
30.5,3482
30.583333333333332,3475
30.666666666666668,3483
30.75,3480
30.833333333333332,3494
30.916666666666668,3482
31,3489
31.083333333333332,3496
31.166666666666668,3501
31.25,3500
31.333333333333332,3500
31.416666666666668,3502
31.5,3501
31.583333333333332,3500
31.666666666666668,3515
31.75,3506
31.833333333333332,3510
31.916666666666668,3513
32,3518
32.083333333333336,3514
32.166666666666664,3524
32.25,3522
32.333333333333336,3521
32.416666666666664,3519
32.5,3528
32.583333333333336,3530
32.666666666666664,3529
32.75,3522
32.833333333333336,3537
32.916666666666664,3535
33,3538
33.083333333333336,3544
33.166666666666664,3542
33.25,3544
33.333333333333336,3542
33.416666666666664,3542
33.5,3549
33.583333333333336,3547
33.666666666666664,3554
33.75,3547
33.833333333333336,3552
33.916666666666664,3553
34,3553
34.083333333333336,3557
34.166666666666664,3557
34.25,3555
34.333333333333336,3557
34.416666666666664,3562
34.5,3553
34.583333333333336,3563
34.666666666666664,3566
34.75,3558
34.833333333333336,3566
34.916666666666664,3565
35,3571
35.083333333333336,3571
35.166666666666664,3566
35.25,3566
35.333333333333336,3569
35.416666666666664,3574
35.5,3574
35.583333333333336,3576
35.666666666666664,3575
35.75,3578
35.833333333333336,3577
35.916666666666664,3579
36,3587
36.083333333333336,3575
36.166666666666664,3576
36.25,3575
36.333333333333336,3582
36.416666666666664,3579
36.5,3589
36.583333333333336,3590
36.666666666666664,3591
36.75,3593
36.833333333333336,3594
36.916666666666664,3592
37,3599
37.083333333333336,3602
37.166666666666664,3602
37.25,3593
37.333333333333336,3607
37.416666666666664,3606
37.5,3608
37.583333333333336,3609
37.666666666666664,3598
37.75,3604
37.833333333333336,3610
37.916666666666664,3604
38,3610
38.083333333333336,3609
38.166666666666664,3604
38.25,3605
38.333333333333336,3608
38.416666666666664,3605
38.5,3614
38.583333333333336,3606
38.666666666666664,3610
38.75,3612
38.833333333333336,3613
38.916666666666664,3611
39,3616
39.083333333333336,3613
39.166666666666664,3613
39.25,3610
39.333333333333336,3620
39.416666666666664,3615
39.5,3620
39.583333333333336,3623
39.666666666666664,3621
39.75,3621
39.833333333333336,3619
39.916666666666664,3616
40,3619
40.083333333333336,3622
40.166666666666664,3625
40.25,3631
40.333333333333336,3622
40.416666666666664,3626
40.5,3626
40.583333333333336,3622
40.666666666666664,3628
40.75,3634
40.833333333333336,3630
40.916666666666664,3623
41,3631
41.083333333333336,3623
41.166666666666664,3629
41.25,3633
41.333333333333336,3627
41.416666666666664,3624
41.5,3624
41.583333333333336,3627
41.666666666666664,3626
41.75,3631
41.833333333333336,3630
41.916666666666664,3632
42,3628
42.083333333333336,3632
42.166666666666664,3632
42.25,3630
42.333333333333336,3627
42.416666666666664,3636
42.5,3637
42.583333333333336,3643
42.666666666666664,3640
42.75,3641
42.833333333333336,3646
42.916666666666664,3634
43,3644
43.083333333333336,3641
43.166666666666664,3645
43.25,3643
43.333333333333336,3643
43.416666666666664,3637
43.5,3636
43.583333333333336,3648
43.666666666666664,3646
43.75,3644
43.833333333333336,3645
43.916666666666664,3645
44,3645
44.083333333333336,3644
44.166666666666664,3645
44.25,3646
44.333333333333336,3640
44.416666666666664,3648
44.5,3646
44.583333333333336,3653
44.666666666666664,3647
44.75,3647
44.833333333333336,3645
44.916666666666664,3646
45,3653
45.083333333333336,3648
45.166666666666664,3648
45.25,3641
45.333333333333336,3647
45.416666666666664,3643
45.5,3653
45.583333333333336,3660
45.666666666666664,3654
45.75,3651
45.833333333333336,3647
45.916666666666664,3652
46,3657
46.083333333333336,3658
46.166666666666664,3650
46.25,3650
46.333333333333336,3658
46.416666666666664,3654
46.5,3659
46.583333333333336,3664
46.666666666666664,3661
46.75,3668
46.833333333333336,3667
46.916666666666664,3672
47,3664
47.083333333333336,3660
47.166666666666664,3669
47.25,3665
47.333333333333336,3669
47.416666666666664,3664
47.5,3669
47.583333333333336,3660
47.666666666666664,3663
47.75,3664
47.833333333333336,3672
47.916666666666664,3666
