"Hours since thread went live","Blue Archive The Animation - Episode 2 discussion"
0,3
0.08333333333333333,17
0.16666666666666666,28
0.25,33
0.3333333333333333,48
0.4166666666666667,59
0.5,69
0.5833333333333334,76
0.6666666666666666,88
0.75,99
0.8333333333333334,111
0.9166666666666666,123
1,132
1.0833333333333333,135
1.1666666666666667,142
1.25,151
1.3333333333333333,158
1.4166666666666667,166
1.5,171
1.5833333333333333,175
1.6666666666666667,184
1.75,188
1.8333333333333333,194
1.9166666666666667,204
2,207
2.0833333333333335,211
2.1666666666666665,214
2.25,219
2.3333333333333335,230
2.4166666666666665,233
2.5,243
2.5833333333333335,248
2.6666666666666665,253
2.75,260
2.8333333333333335,266
2.9166666666666665,271
3,277
3.0833333333333335,279
3.1666666666666665,284
3.25,288
3.3333333333333335,296
3.4166666666666665,296
3.5,304
3.5833333333333335,311
3.6666666666666665,316
3.75,320
3.8333333333333335,324
3.9166666666666665,325
4,328
4.083333333333333,330
4.166666666666667,337
4.25,340
4.333333333333333,345
4.416666666666667,343
4.5,345
4.583333333333333,347
4.666666666666667,345
4.75,350
4.833333333333333,351
4.916666666666667,360
5,360
5.083333333333333,364
5.166666666666667,370
5.25,371
5.333333333333333,380
5.416666666666667,385
5.5,383
5.583333333333333,386
5.666666666666667,388
5.75,391
5.833333333333333,397
5.916666666666667,398
6,399
6.083333333333333,404
6.166666666666667,412
6.25,410
6.333333333333333,413
6.416666666666667,420
6.5,416
6.583333333333333,418
6.666666666666667,421
6.75,423
6.833333333333333,429
6.916666666666667,428
7,424
7.083333333333333,427
7.166666666666667,429
7.25,435
7.333333333333333,437
7.416666666666667,441
7.5,443
7.583333333333333,441
7.666666666666667,442
7.75,442
7.833333333333333,444
7.916666666666667,451
8,448
8.083333333333334,448
8.166666666666666,456
8.25,458
8.333333333333334,456
8.416666666666666,460
8.5,462
8.583333333333334,469
8.666666666666666,469
8.75,469
8.833333333333334,467
8.916666666666666,471
9,468
9.083333333333334,471
9.166666666666666,467
9.25,471
9.333333333333334,477
9.416666666666666,478
9.5,487
9.583333333333334,482
9.666666666666666,491
9.75,500
9.833333333333334,503
9.916666666666666,499
10,500
10.083333333333334,504
10.166666666666666,506
10.25,505
10.333333333333334,511
10.416666666666666,517
10.5,515
10.583333333333334,514
10.666666666666666,517
10.75,526
10.833333333333334,530
10.916666666666666,527
11,524
11.083333333333334,530
11.166666666666666,531
11.25,530
11.333333333333334,534
11.416666666666666,531
11.5,534
11.583333333333334,536
11.666666666666666,544
11.75,545
11.833333333333334,543
11.916666666666666,541
12,547
12.083333333333334,549
12.166666666666666,545
12.25,553
12.333333333333334,553
12.416666666666666,556
12.5,555
12.583333333333334,554
12.666666666666666,558
12.75,562
12.833333333333334,564
12.916666666666666,564
13,558
13.083333333333334,567
13.166666666666666,569
13.25,563
13.333333333333334,566
13.416666666666666,561
13.5,564
13.583333333333334,565
13.666666666666666,566
13.75,571
13.833333333333334,563
13.916666666666666,574
14,567
14.083333333333334,570
14.166666666666666,574
14.25,575
14.333333333333334,575
14.416666666666666,579
14.5,589
14.583333333333334,587
14.666666666666666,584
14.75,587
14.833333333333334,584
14.916666666666666,587
15,585
15.083333333333334,581
15.166666666666666,584
15.25,586
15.333333333333334,588
