"Hours since thread went live","Spy x Family - Episode 3 discussion"
0,1
0,21
0.08333333333333333,52
0.16666666666666666,98
0.25,148
0.3333333333333333,225
0.4166666666666667,314
0.5,394
0.5833333333333334,471
0.6666666666666666,560
0.75,653
0.8333333333333334,781
0.9166666666666666,913
1,1093
1.0833333333333333,1227
1.1666666666666667,1384
1.25,1500
1.3333333333333333,1642
1.4166666666666667,1769
1.5,1906
1.5833333333333333,2011
1.6666666666666667,2130
1.75,2259
1.8333333333333333,2371
1.9166666666666667,2495
2,2607
2.0833333333333335,2693
2.1666666666666665,2793
2.25,2882
2.3333333333333335,2986
2.4166666666666665,3118
2.5,3226
2.5833333333333335,3318
2.6666666666666665,3411
2.75,3510
2.8333333333333335,3637
2.9166666666666665,3715
3,3794
3.0833333333333335,3894
3.1666666666666665,3989
3.25,4068
3.3333333333333335,4146
3.4166666666666665,4243
3.5,4334
3.5833333333333335,4403
3.6666666666666665,4502
3.75,4571
3.8333333333333335,4648
3.9166666666666665,4718
4,4794
4.083333333333333,4881
4.166666666666667,4932
4.25,5007
4.333333333333333,5091
4.416666666666667,5158
4.5,5236
4.583333333333333,5295
4.666666666666667,5356
4.75,5429
4.833333333333333,5470
4.916666666666667,5544
5,5587
5.083333333333333,5626
5.166666666666667,5690
5.25,5736
5.333333333333333,5788
5.416666666666667,5831
5.5,5892
5.583333333333333,5946
5.666666666666667,5993
5.75,6044
5.833333333333333,6114
5.916666666666667,6173
6,6236
6.083333333333333,6290
6.166666666666667,6337
6.25,6390
6.333333333333333,6447
6.416666666666667,6488
6.5,6545
6.583333333333333,6602
6.666666666666667,6650
6.75,6693
6.833333333333333,6729
6.916666666666667,6784
7,6839
7.083333333333333,6866
7.166666666666667,6908
7.25,6957
7.333333333333333,7005
7.416666666666667,7053
7.5,7110
7.583333333333333,7159
7.666666666666667,7192
7.75,7242
7.833333333333333,7285
7.916666666666667,7317
8,7350
8.083333333333334,7383
8.166666666666666,7425
8.25,7450
8.333333333333334,7497
8.416666666666666,7530
8.5,7560
8.583333333333334,7610
8.666666666666666,7641
8.75,7674
8.833333333333334,7735
8.916666666666666,7760
9,7799
9.083333333333334,7825
9.166666666666666,7852
9.25,7904
9.333333333333334,7919
9.416666666666666,7952
9.5,7989
9.583333333333334,8028
9.666666666666666,8055
9.75,8093
9.833333333333334,8125
9.916666666666666,8159
10,8191
10.083333333333334,8219
10.166666666666666,8254
10.25,8285
10.333333333333334,8329
10.416666666666666,8364
10.5,8392
10.583333333333334,8430
10.666666666666666,8441
10.75,8473
10.833333333333334,8518
10.916666666666666,8546
11,8577
11.083333333333334,8624
11.166666666666666,8646
11.25,8664
11.333333333333334,8685
11.416666666666666,8720
11.5,8737
11.583333333333334,8760
11.666666666666666,8795
11.75,8831
11.833333333333334,8867
11.916666666666666,8893
12,8921
12.083333333333334,8947
12.166666666666666,8974
12.25,9009
12.333333333333334,9032
12.416666666666666,9062
12.5,9087
12.583333333333334,9109
12.666666666666666,9134
12.75,9162
12.833333333333334,9184
12.916666666666666,9213
13,9236
13.083333333333334,9266
13.166666666666666,9292
13.25,9327
13.333333333333334,9372
13.416666666666666,9394
13.5,9417
13.583333333333334,9436
13.666666666666666,9461
13.75,9480
13.833333333333334,9515
13.916666666666666,9540
14,9566
14.083333333333334,9584
14.166666666666666,9618
14.25,9648
14.333333333333334,9671
14.416666666666666,9691
14.5,9718
14.583333333333334,9744
14.666666666666666,9773
14.75,9803
14.833333333333334,9823
14.916666666666666,9834
15,9854
15.083333333333334,9881
15.166666666666666,9896
15.25,9914
15.333333333333334,9942
15.416666666666666,9969
15.5,9996
15.583333333333334,10008
15.666666666666666,10031
15.75,10041
15.833333333333334,10062
15.916666666666666,10069
16,10088
16.083333333333332,10115
16.166666666666668,10123
16.25,10144
16.333333333333332,10158
16.416666666666668,10176
16.5,10192
16.583333333333332,10203
16.666666666666668,10221
16.75,10239
16.833333333333332,10249
16.916666666666668,10269
17,10284
17.083333333333332,10306
17.166666666666668,10321
17.25,10328
17.333333333333332,10346
17.416666666666668,10359
17.5,10373
17.583333333333332,10394
17.666666666666668,10401
17.75,10413
17.833333333333332,10420
17.916666666666668,10439
18,10458
18.083333333333332,10472
18.166666666666668,10496
18.25,10499
18.333333333333332,10513
18.416666666666668,10520
18.5,10540
18.583333333333332,10555
18.666666666666668,10563
18.75,10591
18.833333333333332,10593
18.916666666666668,10610
19,10623
19.083333333333332,10632
19.166666666666668,10644
19.25,10649
19.333333333333332,10662
19.416666666666668,10669
19.5,10674
19.583333333333332,10681
19.666666666666668,10695
19.75,10706
19.833333333333332,10717
19.916666666666668,10734
20,10743
20.083333333333332,10748
20.166666666666668,10751
20.25,10761
20.333333333333332,10779
20.416666666666668,10782
20.5,10800
20.583333333333332,10807
20.666666666666668,10814
20.75,10831
20.833333333333332,10834
20.916666666666668,10834
21,10846
21.083333333333332,10849
21.166666666666668,10855
21.25,10866
21.333333333333332,10871
21.416666666666668,10879
21.5,10889
21.583333333333332,10898
21.666666666666668,10904
21.75,10912
21.833333333333332,10924
21.916666666666668,10930
22,10935
22.083333333333332,10941
22.166666666666668,10956
22.25,10970
22.333333333333332,10974
22.416666666666668,10989
22.5,10994
22.583333333333332,10996
22.666666666666668,11008
22.75,11019
22.833333333333332,11026
22.916666666666668,11050
23,11058
23.083333333333332,11073
23.166666666666668,11076
23.25,11082
23.333333333333332,11095
23.416666666666668,11102
23.5,11112
23.583333333333332,11127
23.666666666666668,11140
23.75,11140
23.833333333333332,11170
23.916666666666668,11172
24,11173
24.083333333333332,11188
24.166666666666668,11193
24.25,11197
24.333333333333332,11206
24.416666666666668,11211
24.5,11222
24.583333333333332,11223
24.666666666666668,11228
24.75,11229
24.833333333333332,11244
24.916666666666668,11245
25,11249
25.083333333333332,11257
25.166666666666668,11262
25.25,11271
25.333333333333332,11279
25.416666666666668,11282
25.5,11290
25.583333333333332,11293
25.666666666666668,11300
25.75,11298
25.833333333333332,11303
25.916666666666668,11320
26,11321
26.083333333333332,11323
26.166666666666668,11331
26.25,11331
26.333333333333332,11343
26.416666666666668,11343
26.5,11350
26.583333333333332,11364
26.666666666666668,11364
26.75,11364
26.833333333333332,11368
26.916666666666668,11377
27,11379
27.083333333333332,11387
27.166666666666668,11383
27.25,11393
27.333333333333332,11390
27.416666666666668,11394
27.5,11395
27.583333333333332,11403
27.666666666666668,11411
27.75,11410
27.833333333333332,11418
27.916666666666668,11411
28,11420
28.083333333333332,11424
28.166666666666668,11434
28.25,11429
28.333333333333332,11435
28.416666666666668,11436
28.5,11434
28.583333333333332,11450
28.666666666666668,11459
28.75,11460
28.833333333333332,11471
28.916666666666668,11477
29,11487
29.083333333333332,11484
29.166666666666668,11486
29.25,11492
29.333333333333332,11503
29.416666666666668,11518
29.5,11518
29.583333333333332,11520
29.666666666666668,11526
29.75,11524
29.833333333333332,11539
29.916666666666668,11547
30,11547
30.083333333333332,11552
