"Hours since thread went live","Henjin no Salad Bowl • A Salad Bowl of Eccentrics - Episode 6 discussion"
0,2
0.08333333333333333,3
0.16666666666666666,5
0.25,6
0.3333333333333333,7
0.4166666666666667,10
0.5,14
0.5833333333333334,17
0.6666666666666666,22
0.75,29
0.8333333333333334,34
0.9166666666666666,36
1,44
1.0833333333333333,44
1.1666666666666667,50
1.25,54
1.3333333333333333,56
1.4166666666666667,58
1.5,62
1.5833333333333333,66
1.6666666666666667,68
1.75,71
1.8333333333333333,78
1.9166666666666667,78
2,83
2.0833333333333335,83
2.1666666666666665,85
2.25,89
2.3333333333333335,90
2.4166666666666665,88
2.5,94
2.5833333333333335,94
2.6666666666666665,101
2.75,106
2.8333333333333335,108
2.9166666666666665,103
3,105
3.0833333333333335,112
3.1666666666666665,120
3.25,120
3.3333333333333335,122
3.4166666666666665,127
3.5,126
3.5833333333333335,135
3.6666666666666665,134
3.75,132
3.8333333333333335,138
3.9166666666666665,141
4,145
4.083333333333333,144
4.166666666666667,150
4.25,152
4.333333333333333,157
4.416666666666667,159
4.5,159
4.583333333333333,166
4.666666666666667,162
4.75,169
4.833333333333333,167
4.916666666666667,169
5,170
5.083333333333333,176
5.166666666666667,177
5.25,179
5.333333333333333,186
5.416666666666667,179
5.5,186
5.583333333333333,187
5.666666666666667,188
5.75,188
5.833333333333333,190
5.916666666666667,191
6,196
6.083333333333333,195
6.166666666666667,196
6.25,201
6.333333333333333,202
6.416666666666667,203
6.5,201
6.583333333333333,204
6.666666666666667,205
6.75,206
6.833333333333333,211
6.916666666666667,212
7,221
7.083333333333333,218
7.166666666666667,223
7.25,222
7.333333333333333,224
7.416666666666667,230
7.5,232
7.583333333333333,229
7.666666666666667,234
7.75,237
7.833333333333333,239
7.916666666666667,241
8,240
8.083333333333334,241
8.166666666666666,239
8.25,247
8.333333333333334,249
8.416666666666666,250
8.5,248
8.583333333333334,248
8.666666666666666,253
8.75,254
8.833333333333334,257
8.916666666666666,260
9,263
9.083333333333334,259
9.166666666666666,261
9.25,266
9.333333333333334,263
9.416666666666666,264
9.5,271
9.583333333333334,267
9.666666666666666,272
9.75,269
9.833333333333334,270
9.916666666666666,269
10,274
10.083333333333334,273
10.166666666666666,273
10.25,279
10.333333333333334,278
10.416666666666666,279
10.5,278
10.583333333333334,277
10.666666666666666,281
10.75,283
10.833333333333334,284
10.916666666666666,289
11,287
11.083333333333334,286
11.166666666666666,290
11.25,287
11.333333333333334,292
11.416666666666666,294
11.5,293
11.583333333333334,296
11.666666666666666,291
11.75,290
11.833333333333334,293
11.916666666666666,296
12,294
12.083333333333334,295
12.166666666666666,297
12.25,297
12.333333333333334,299
12.416666666666666,301
12.5,301
12.583333333333334,298
12.666666666666666,299
12.75,302
12.833333333333334,306
12.916666666666666,303
13,306
13.083333333333334,303
13.166666666666666,300
13.25,309
13.333333333333334,304
13.416666666666666,303
13.5,305
13.583333333333334,310
13.666666666666666,312
13.75,307
13.833333333333334,309
13.916666666666666,307
14,307
14.083333333333334,306
14.166666666666666,311
14.25,309
14.333333333333334,308
14.416666666666666,309
14.5,310
14.583333333333334,313
14.666666666666666,309
14.75,312
14.833333333333334,314
14.916666666666666,314
15,312
15.083333333333334,312
15.166666666666666,316
15.25,314
15.333333333333334,319
15.416666666666666,317
15.5,316
15.583333333333334,315
15.666666666666666,320
15.75,319
15.833333333333334,317
15.916666666666666,318
16,320
16.083333333333332,317
16.166666666666668,319
16.25,316
16.333333333333332,317
16.416666666666668,317
16.5,319
16.583333333333332,320
16.666666666666668,325
16.75,323
16.833333333333332,322
16.916666666666668,323
17,323
17.083333333333332,322
17.166666666666668,330
17.25,327
17.333333333333332,330
17.416666666666668,326
17.5,334
17.583333333333332,328
17.666666666666668,325
17.75,328
17.833333333333332,327
17.916666666666668,331
18,326
18.083333333333332,328
18.166666666666668,334
18.25,330
18.333333333333332,327
18.416666666666668,333
18.5,335
18.583333333333332,329
18.666666666666668,335
18.75,333
18.833333333333332,334
18.916666666666668,337
19,330
19.083333333333332,335
19.166666666666668,335
19.25,341
19.333333333333332,335
19.416666666666668,337
19.5,337
19.583333333333332,333
19.666666666666668,335
19.75,342
19.833333333333332,340
19.916666666666668,340
20,342
20.083333333333332,342
20.166666666666668,343
20.25,338
20.333333333333332,340
20.416666666666668,339
20.5,337
20.583333333333332,341
20.666666666666668,337
20.75,340
20.833333333333332,348
20.916666666666668,346
21,344
21.083333333333332,342
21.166666666666668,345
21.25,338
21.333333333333332,347
21.416666666666668,345
21.5,342
21.583333333333332,346
21.666666666666668,339
21.75,350
21.833333333333332,342
21.916666666666668,346
22,347
22.083333333333332,353
22.166666666666668,351
22.25,350
22.333333333333332,350
22.416666666666668,346
22.5,351
22.583333333333332,356
22.666666666666668,347
22.75,355
22.833333333333332,353
22.916666666666668,350
23,348
23.083333333333332,355
23.166666666666668,359
23.25,360
23.333333333333332,360
23.416666666666668,354
23.5,358
23.583333333333332,356
23.666666666666668,355
23.75,361
23.833333333333332,360
23.916666666666668,353
24,356
24.083333333333332,358
24.166666666666668,359
24.25,361
24.333333333333332,358
24.416666666666668,356
24.5,362
24.583333333333332,361
24.666666666666668,358
24.75,359
24.833333333333332,365
24.916666666666668,356
25,355
25.083333333333332,358
25.166666666666668,365
25.25,363
25.333333333333332,363
25.416666666666668,364
