"Hours since thread went live","Shingeki no Kyojin: The Final Season - Episode 70 discussion"
0,12
0,27
0.08333333333333333,110
0.16666666666666666,198
0.25,322
0.3333333333333333,454
0.4166666666666667,572
0.5,694
0.5833333333333334,824
0.6666666666666666,953
0.75,1118
0.8333333333333334,1271
0.9166666666666666,1413
1,1578
1.0833333333333333,1774
1.1666666666666667,2066
1.25,2335
1.3333333333333333,2623
1.4166666666666667,2876
1.5,3072
1.5833333333333333,3300
1.6666666666666667,3520
1.75,3742
1.8333333333333333,3935
1.9166666666666667,4165
2,4353
2.0833333333333335,4562
2.1666666666666665,4720
2.25,4880
2.3333333333333335,5059
2.4166666666666665,5209
2.5,5356
2.5833333333333335,5493
2.6666666666666665,5638
2.75,5791
2.8333333333333335,5919
2.9166666666666665,6071
3,6211
3.0833333333333335,6343
3.1666666666666665,6465
3.25,6576
3.3333333333333335,6699
3.4166666666666665,6801
3.5,6918
3.5833333333333335,7032
3.6666666666666665,7154
3.75,7270
3.8333333333333335,7388
3.9166666666666665,7489
4,7619
4.083333333333333,7703
4.166666666666667,7783
4.25,7882
4.333333333333333,7985
4.416666666666667,8084
4.5,8166
4.583333333333333,8270
4.666666666666667,8363
4.75,8447
4.833333333333333,8537
4.916666666666667,8610
5,8687
5.083333333333333,8772
5.166666666666667,8844
5.25,8916
5.333333333333333,8985
5.416666666666667,9052
5.5,9131
5.583333333333333,9216
5.666666666666667,9291
5.75,9367
5.833333333333333,9437
5.916666666666667,9496
6,9566
6.083333333333333,9632
6.166666666666667,9699
6.25,9768
6.333333333333333,9839
6.416666666666667,9921
6.5,9981
6.583333333333333,10055
6.666666666666667,10124
6.75,10186
6.833333333333333,10235
6.916666666666667,10305
7,10373
7.083333333333333,10443
7.166666666666667,10502
7.25,10573
7.333333333333333,10621
7.416666666666667,10695
7.5,10748
7.583333333333333,10802
7.666666666666667,10857
7.75,10918
7.833333333333333,10951
7.916666666666667,11022
8,11084
8.083333333333334,11133
8.166666666666666,11195
8.25,11262
8.333333333333334,11324
8.416666666666666,11360
8.5,11419
8.583333333333334,11490
8.666666666666666,11537
8.75,11586
8.833333333333334,11632
8.916666666666666,11679
9,11717
9.083333333333334,11762
9.166666666666666,11813
9.25,11846
9.333333333333334,11897
9.416666666666666,11934
9.5,11994
9.583333333333334,12036
9.666666666666666,12090
9.75,12155
9.833333333333334,12192
9.916666666666666,12243
10,12292
10.083333333333334,12343
10.166666666666666,12382
10.25,12424
10.333333333333334,12465
10.416666666666666,12526
10.5,12564
10.583333333333334,12607
10.666666666666666,12643
10.75,12687
10.833333333333334,12724
10.916666666666666,12758
11,12808
11.083333333333334,12862
11.166666666666666,12899
11.25,12937
11.333333333333334,12965
11.416666666666666,13002
11.5,13046
11.583333333333334,13073
11.666666666666666,13105
11.75,13156
11.833333333333334,13188
11.916666666666666,13230
12,13252
12.083333333333334,13287
12.166666666666666,13309
12.25,13338
12.333333333333334,13382
12.416666666666666,13400
12.5,13431
12.583333333333334,13473
12.666666666666666,13510
12.75,13541
12.833333333333334,13586
12.916666666666666,13607
13,13640
13.083333333333334,13671
13.166666666666666,13691
13.25,13721
13.333333333333334,13755
13.416666666666666,13779
13.5,13800
13.583333333333334,13824
13.666666666666666,13848
13.75,13877
13.833333333333334,13905
13.916666666666666,13919
14,13937
14.083333333333334,13971
14.166666666666666,13993
14.25,14030
14.333333333333334,14045
14.416666666666666,14066
14.5,14086
14.583333333333334,14107
14.666666666666666,14127
14.75,14146
14.833333333333334,14169
14.916666666666666,14187
15,14213
15.083333333333334,14243
15.166666666666666,14255
15.25,14283
15.333333333333334,14304
15.416666666666666,14326
15.5,14363
15.583333333333334,14379
15.666666666666666,14404
15.75,14420
15.833333333333334,14443
15.916666666666666,14471
16,14481
16.083333333333332,14507
16.166666666666668,14526
16.25,14544
16.333333333333332,14554
16.416666666666668,14571
16.5,14581
16.583333333333332,14596
16.666666666666668,14610
16.75,14614
16.833333333333332,14614
16.916666666666668,14630
17,14644
17.083333333333332,14648
17.166666666666668,14662
17.25,14668
17.333333333333332,14691
17.416666666666668,14698
17.5,14702
17.583333333333332,14715
17.666666666666668,14737
17.75,14729
17.833333333333332,14753
17.916666666666668,14760
18,14771
18.083333333333332,14778
18.166666666666668,14792
18.25,14792
18.333333333333332,14807
18.416666666666668,14814
18.5,14832
18.583333333333332,14844
18.666666666666668,14852
18.75,14857
18.833333333333332,14871
18.916666666666668,14869
19,14885
19.083333333333332,14893
19.166666666666668,14915
19.25,14920
19.333333333333332,14915
19.416666666666668,14929
19.5,14936
19.583333333333332,14951
19.666666666666668,14955
19.75,14950
19.833333333333332,14964
19.916666666666668,14980
20,14992
20.083333333333332,15005
20.166666666666668,15021
20.25,15028
20.333333333333332,15039
20.416666666666668,15042
20.5,15053
20.583333333333332,15057
20.666666666666668,15070
20.75,15080
20.833333333333332,15088
20.916666666666668,15103
21,15106
21.083333333333332,15119
21.166666666666668,15118
21.25,15128
21.333333333333332,15141
21.416666666666668,15150
21.5,15154
21.583333333333332,15160
21.666666666666668,15165
21.75,15181
21.833333333333332,15187
21.916666666666668,15190
22,15197
22.083333333333332,15210
22.166666666666668,15212
22.25,15218
22.333333333333332,15227
22.416666666666668,15232
22.5,15244
22.583333333333332,15257
22.666666666666668,15266
22.75,15272
22.833333333333332,15283
22.916666666666668,15290
23,15298
23.083333333333332,15314
23.166666666666668,15322
23.25,15328
23.333333333333332,15331
23.416666666666668,15346
23.5,15352
23.583333333333332,15355
23.666666666666668,15367
23.75,15379
23.833333333333332,15375
23.916666666666668,15394
24,15388
24.083333333333332,15405
24.166666666666668,15412
24.25,15412
24.333333333333332,15424
24.416666666666668,15433
24.5,15432
24.583333333333332,15439
24.666666666666668,15447
24.75,15441
24.833333333333332,15460
24.916666666666668,15463
25,15460
25.083333333333332,15468
25.166666666666668,15469
25.25,15479
25.333333333333332,15478
25.416666666666668,15484
25.5,15488
25.583333333333332,15488
25.666666666666668,15502
25.75,15498
25.833333333333332,15511
25.916666666666668,15518
26,15512
26.083333333333332,15517
26.166666666666668,15528
26.25,15537
26.333333333333332,15537
26.416666666666668,15545
26.5,15543
26.583333333333332,15547
26.666666666666668,15549
26.75,15555
26.833333333333332,15563
26.916666666666668,15573
27,15575
27.083333333333332,15579
27.166666666666668,15585
27.25,15587
27.333333333333332,15592
27.416666666666668,15584
27.5,15599
27.583333333333332,15599
27.666666666666668,15605
27.75,15610
27.833333333333332,15616
27.916666666666668,15615
28,15622
28.083333333333332,15632
28.166666666666668,15641
28.25,15644
28.333333333333332,15638
28.416666666666668,15642
28.5,15649
28.583333333333332,15648
28.666666666666668,15656
28.75,15658
28.833333333333332,15662
28.916666666666668,15661
29,15663
29.083333333333332,15673
29.166666666666668,15679
29.25,15685
29.333333333333332,15681
29.416666666666668,15684
29.5,15693
29.583333333333332,15691
29.666666666666668,15692
29.75,15700
29.833333333333332,15703
29.916666666666668,15706
30,15721
30.083333333333332,15726
30.166666666666668,15723
30.25,15718
30.333333333333332,15724
30.416666666666668,15733
30.5,15723
30.583333333333332,15734
30.666666666666668,15730
30.75,15738
30.833333333333332,15742
30.916666666666668,15745
31,15744
31.083333333333332,15748
31.166666666666668,15749
31.25,15746
31.333333333333332,15753
31.416666666666668,15748
31.5,15760
31.583333333333332,15758
31.666666666666668,15755
31.75,15768
31.833333333333332,15771
31.916666666666668,15767
32,15770
32.083333333333336,15769
32.166666666666664,15765
32.25,15767
32.333333333333336,15776
32.416666666666664,15781
32.5,15778
32.583333333333336,15778
32.666666666666664,15786
32.75,15776
32.833333333333336,15779
32.916666666666664,15782
33,15779
33.083333333333336,15786
33.166666666666664,15796
33.25,15786
33.333333333333336,15798
33.416666666666664,15799
33.5,15811
33.583333333333336,15810
33.666666666666664,15803
33.75,15804
33.833333333333336,15810
33.916666666666664,15808
34,15815
34.083333333333336,15811
34.166666666666664,15813
34.25,15820
34.333333333333336,15817
34.416666666666664,15824
34.5,15825
34.583333333333336,15822
34.666666666666664,15822
34.75,15823
34.833333333333336,15833
34.916666666666664,15827
35,15826
35.083333333333336,15835
35.166666666666664,15836
35.25,15837
35.333333333333336,15836
35.416666666666664,15832
35.5,15833
35.583333333333336,15833
35.666666666666664,15836
35.75,15841
35.833333333333336,15843
35.916666666666664,15842
36,15841
36.083333333333336,15845
36.166666666666664,15843
36.25,15857
36.333333333333336,15859
36.416666666666664,15864
36.5,15863
36.583333333333336,15866
36.666666666666664,15865
36.75,15873
36.833333333333336,15877
36.916666666666664,15871
37,15869
37.083333333333336,15872
37.166666666666664,15873
37.25,15874
37.333333333333336,15882
37.416666666666664,15885
37.5,15887
37.583333333333336,15887
37.666666666666664,15881
37.75,15892
37.833333333333336,15895
37.916666666666664,15895
38,15896
38.083333333333336,15897
38.166666666666664,15894
38.25,15894
38.333333333333336,15896
38.416666666666664,15898
38.5,15896
38.583333333333336,15894
38.666666666666664,15896
38.75,15905
38.833333333333336,15912
38.916666666666664,15907
39,15907
39.083333333333336,15910
39.166666666666664,15911
39.25,15914
39.333333333333336,15908
39.416666666666664,15906
39.5,15911
39.583333333333336,15911
39.666666666666664,15912
39.75,15914
39.833333333333336,15918
39.916666666666664,15917
40,15922
40.083333333333336,15920
40.166666666666664,15925
40.25,15930
40.333333333333336,15930
40.416666666666664,15922
40.5,15935
40.583333333333336,15928
40.666666666666664,15936
40.75,15923
40.833333333333336,15922
40.916666666666664,15934
41,15933
41.083333333333336,15936
41.166666666666664,15927
41.25,15932
41.333333333333336,15932
41.416666666666664,15932
41.5,15937
41.583333333333336,15938
41.666666666666664,15941
41.75,15943
41.833333333333336,15941
41.916666666666664,15942
42,15950
42.083333333333336,15949
42.166666666666664,15944
42.25,15950
42.333333333333336,15944
42.416666666666664,15950
42.5,15948
42.583333333333336,15952
42.666666666666664,15951
42.75,15959
42.833333333333336,15962
42.916666666666664,15953
43,15962
43.083333333333336,15963
43.166666666666664,15961
43.25,15965
43.333333333333336,15962
43.416666666666664,15965
43.5,15971
43.583333333333336,15967
43.666666666666664,15967
43.75,15968
43.833333333333336,15969
43.916666666666664,15970
44,15973
44.083333333333336,15973
44.166666666666664,15977
44.25,15976
44.333333333333336,15975
44.416666666666664,15981
44.5,15975
44.583333333333336,15973
44.666666666666664,15980
44.75,15984
44.833333333333336,15984
44.916666666666664,15980
45,15978
45.083333333333336,15981
45.166666666666664,15987
45.25,15981
45.333333333333336,15996
45.416666666666664,15990
45.5,15991
45.583333333333336,15993
45.666666666666664,15996
45.75,16004
45.833333333333336,15997
45.916666666666664,15999
46,15998
46.083333333333336,15997
46.166666666666664,16004
46.25,16002
46.333333333333336,16000
46.416666666666664,16002
46.5,16005
46.583333333333336,16006
46.666666666666664,16008
46.75,16006
46.833333333333336,16018
46.916666666666664,16007
47,16007
47.083333333333336,16011
47.166666666666664,16007
47.25,16015
47.333333333333336,16008
47.416666666666664,16013
47.5,16015
47.583333333333336,16012
47.666666666666664,16014
47.75,16012
47.833333333333336,16019
47.916666666666664,16012
