"Hours since thread went live","Mahouka Koukou no Rettousei Season 3 • The Irregular at Magic High School Season 3 - Episode 2 discussion"
0,2
0,5
0.08333333333333333,5
0.16666666666666666,11
0.25,14
0.3333333333333333,19
0.4166666666666667,24
0.5,29
0.5833333333333334,38
0.6666666666666666,40
0.75,45
0.8333333333333334,47
0.9166666666666666,54
1,57
1.0833333333333333,61
1.1666666666666667,64
1.25,68
1.3333333333333333,73
1.4166666666666667,81
1.5,82
1.5833333333333333,87
1.6666666666666667,90
1.75,92
1.8333333333333333,94
1.9166666666666667,98
2,98
2.0833333333333335,110
2.1666666666666665,116
2.25,119
2.3333333333333335,122
2.4166666666666665,124
2.5,124
2.5833333333333335,128
2.6666666666666665,134
2.75,141
2.8333333333333335,142
2.9166666666666665,141
3,150
3.0833333333333335,148
3.1666666666666665,152
3.25,161
3.3333333333333335,162
3.4166666666666665,164
3.5,164
3.5833333333333335,170
3.6666666666666665,175
3.75,177
3.8333333333333335,178
3.9166666666666665,183
4,186
4.083333333333333,191
4.166666666666667,196
4.25,197
4.333333333333333,201
4.416666666666667,209
4.5,203
4.583333333333333,207
4.666666666666667,204
4.75,209
4.833333333333333,213
4.916666666666667,216
5,218
5.083333333333333,218
5.166666666666667,217
5.25,221
5.333333333333333,229
5.416666666666667,225
5.5,231
5.583333333333333,233
5.666666666666667,231
5.75,233
5.833333333333333,235
5.916666666666667,240
6,242
6.083333333333333,242
6.166666666666667,243
6.25,250
6.333333333333333,246
6.416666666666667,249
6.5,252
6.583333333333333,251
6.666666666666667,253
6.75,261
6.833333333333333,257
6.916666666666667,262
7,261
7.083333333333333,263
7.166666666666667,259
7.25,259
7.333333333333333,267
7.416666666666667,263
7.5,261
7.583333333333333,267
7.666666666666667,268
7.75,267
7.833333333333333,275
7.916666666666667,278
8,281
8.083333333333334,281
8.166666666666666,285
8.25,295
8.333333333333334,298
8.416666666666666,301
8.5,298
8.583333333333334,304
8.666666666666666,298
8.75,307
8.833333333333334,313
8.916666666666666,303
9,303
9.083333333333334,310
9.166666666666666,315
9.25,317
9.333333333333334,318
9.416666666666666,313
9.5,316
9.583333333333334,319
9.666666666666666,321
9.75,322
9.833333333333334,327
9.916666666666666,321
10,324
10.083333333333334,326
10.166666666666666,329
10.25,323
10.333333333333334,332
10.416666666666666,332
10.5,339
10.583333333333334,337
10.666666666666666,338
10.75,344
10.833333333333334,344
