"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 6 discussion"
0,1
0.08333333333333333,3
0.16666666666666666,5
0.25,5
0.3333333333333333,8
0.4166666666666667,12
0.5,12
0.5833333333333334,18
0.6666666666666666,21
0.75,23
0.8333333333333334,24
0.9166666666666666,26
1,29
1.0833333333333333,28
1.1666666666666667,31
1.25,33
1.3333333333333333,32
1.4166666666666667,37
1.5,39
1.5833333333333333,41
1.6666666666666667,45
1.75,51
1.8333333333333333,50
1.9166666666666667,54
2,57
2.0833333333333335,60
2.1666666666666665,60
2.25,60
2.3333333333333335,61
2.4166666666666665,63
2.5,62
2.5833333333333335,64
2.6666666666666665,64
2.75,63
2.8333333333333335,66
2.9166666666666665,69
3,66
3.0833333333333335,70
3.1666666666666665,74
3.25,75
3.3333333333333335,81
3.4166666666666665,81
3.5,82
3.5833333333333335,85
3.6666666666666665,82
3.75,85
3.8333333333333335,85
3.9166666666666665,85
4,86
4.083333333333333,91
4.166666666666667,93
4.25,95
4.333333333333333,96
4.416666666666667,100
4.5,98
4.583333333333333,100
4.666666666666667,98
4.75,99
4.833333333333333,98
4.916666666666667,100
5,99
5.083333333333333,103
5.166666666666667,106
5.25,99
5.333333333333333,107
5.416666666666667,103
5.5,103
5.583333333333333,108
5.666666666666667,107
5.75,106
5.833333333333333,105
5.916666666666667,106
6,106
6.083333333333333,111
6.166666666666667,110
6.25,114
6.333333333333333,110
6.416666666666667,111
6.5,115
6.583333333333333,114
6.666666666666667,118
6.75,120
6.833333333333333,117
6.916666666666667,117
7,122
7.083333333333333,121
7.166666666666667,123
7.25,118
7.333333333333333,125
7.416666666666667,125
7.5,123
7.583333333333333,122
7.666666666666667,126
7.75,129
7.833333333333333,130
7.916666666666667,132
8,132
8.083333333333334,138
8.166666666666666,134
8.25,134
8.333333333333334,134
8.416666666666666,134
8.5,140
8.583333333333334,134
8.666666666666666,136
8.75,137
8.833333333333334,137
8.916666666666666,143
9,142
9.083333333333334,143
9.166666666666666,144
9.25,143
9.333333333333334,142
9.416666666666666,147
9.5,143
9.583333333333334,142
9.666666666666666,145
9.75,145
9.833333333333334,143
9.916666666666666,145
10,142
10.083333333333334,144
10.166666666666666,146
10.25,146
10.333333333333334,145
10.416666666666666,144
10.5,147
10.583333333333334,145
10.666666666666666,150
10.75,150
10.833333333333334,150
10.916666666666666,151
11,149
11.083333333333334,149
11.166666666666666,152
11.25,148
11.333333333333334,155
11.416666666666666,155
11.5,154
11.583333333333334,158
11.666666666666666,156
11.75,155
11.833333333333334,156
11.916666666666666,156
12,162
12.083333333333334,162
12.166666666666666,162
12.25,162
12.333333333333334,162
12.416666666666666,156
12.5,156
12.583333333333334,160
12.666666666666666,166
12.75,165
12.833333333333334,163
12.916666666666666,165
13,165
13.083333333333334,168
13.166666666666666,168
13.25,168
13.333333333333334,171
13.416666666666666,173
13.5,173
13.583333333333334,169
13.666666666666666,166
13.75,172
13.833333333333334,169
13.916666666666666,169
14,172
14.083333333333334,172
14.166666666666666,173
14.25,172
14.333333333333334,173
14.416666666666666,177
14.5,170
14.583333333333334,175
14.666666666666666,177
14.75,173
14.833333333333334,175
14.916666666666666,173
15,174
15.083333333333334,176
15.166666666666666,178
15.25,173
15.333333333333334,178
15.416666666666666,180
15.5,178
15.583333333333334,177
15.666666666666666,180
15.75,180
15.833333333333334,181
15.916666666666666,176
16,181
16.083333333333332,181
16.166666666666668,176
16.25,177
16.333333333333332,178
16.416666666666668,178
16.5,180
16.583333333333332,182
16.666666666666668,181
16.75,186
16.833333333333332,181
16.916666666666668,184
17,184
17.083333333333332,189
17.166666666666668,188
17.25,189
17.333333333333332,185
17.416666666666668,183
17.5,186
17.583333333333332,185
17.666666666666668,186
17.75,185
17.833333333333332,186
17.916666666666668,185
18,188
18.083333333333332,189
18.166666666666668,184
18.25,187
18.333333333333332,189
18.416666666666668,185
18.5,188
18.583333333333332,189
18.666666666666668,191
18.75,189
18.833333333333332,186
18.916666666666668,189
19,191
19.083333333333332,187
19.166666666666668,189
19.25,190
19.333333333333332,191
19.416666666666668,191
19.5,191
19.583333333333332,191
19.666666666666668,191
19.75,189
19.833333333333332,194
19.916666666666668,193
20,195
20.083333333333332,194
20.166666666666668,195
20.25,189
20.333333333333332,191
20.416666666666668,191
20.5,192
20.583333333333332,192
20.666666666666668,190
20.75,191
20.833333333333332,196
20.916666666666668,189
21,189
21.083333333333332,193
21.166666666666668,193
21.25,194
21.333333333333332,195
21.416666666666668,193
21.5,192
21.583333333333332,192
21.666666666666668,195
21.75,195
21.833333333333332,195
21.916666666666668,194
22,193
22.083333333333332,197
22.166666666666668,193
22.25,196
22.333333333333332,197
22.416666666666668,191
22.5,194
22.583333333333332,194
22.666666666666668,193
22.75,196
22.833333333333332,194
22.916666666666668,194
23,192
