"Hours since thread went live","Kaii to Otome to Kamikakushi • Mysterious Disappearances - Episode 3 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,7
0.25,8
0.3333333333333333,11
0.4166666666666667,16
0.5,20
0.5833333333333334,21
0.6666666666666666,23
0.75,24
0.8333333333333334,29
0.9166666666666666,36
1,38
1.0833333333333333,42
1.1666666666666667,42
1.25,44
1.3333333333333333,45
1.4166666666666667,49
1.5,51
1.5833333333333333,57
1.6666666666666667,60
1.75,60
1.8333333333333333,61
1.9166666666666667,66
2,69
2.0833333333333335,73
2.1666666666666665,73
2.25,78
2.3333333333333335,79
2.4166666666666665,85
2.5,83
2.5833333333333335,85
2.6666666666666665,86
2.75,92
2.8333333333333335,88
2.9166666666666665,90
3,99
3.0833333333333335,101
3.1666666666666665,99
3.25,105
3.3333333333333335,106
3.4166666666666665,113
3.5,113
3.5833333333333335,120
3.6666666666666665,122
3.75,121
3.8333333333333335,125
3.9166666666666665,128
4,126
4.083333333333333,131
4.166666666666667,140
4.25,141
4.333333333333333,136
4.416666666666667,138
4.5,145
4.583333333333333,146
4.666666666666667,150
4.75,153
4.833333333333333,157
4.916666666666667,155
5,159
5.083333333333333,160
5.166666666666667,157
5.25,165
5.333333333333333,167
5.416666666666667,168
5.5,168
5.583333333333333,172
5.666666666666667,178
5.75,183
5.833333333333333,181
5.916666666666667,189
6,190
6.083333333333333,187
6.166666666666667,188
6.25,190
6.333333333333333,191
6.416666666666667,193
6.5,199
6.583333333333333,198
6.666666666666667,201
6.75,201
6.833333333333333,203
6.916666666666667,210
7,210
7.083333333333333,212
7.166666666666667,211
7.25,213
7.333333333333333,221
7.416666666666667,221
7.5,221
7.583333333333333,221
7.666666666666667,225
7.75,224
7.833333333333333,226
7.916666666666667,228
8,231
8.083333333333334,227
8.166666666666666,229
8.25,231
8.333333333333334,232
8.416666666666666,234
8.5,236
8.583333333333334,237
8.666666666666666,237
8.75,240
8.833333333333334,239
8.916666666666666,245
9,245
9.083333333333334,248
9.166666666666666,250
9.25,250
9.333333333333334,248
9.416666666666666,251
9.5,251
9.583333333333334,257
9.666666666666666,257
9.75,258
9.833333333333334,263
9.916666666666666,260
10,265
10.083333333333334,263
10.166666666666666,265
10.25,262
10.333333333333334,267
10.416666666666666,266
10.5,272
10.583333333333334,271
10.666666666666666,271
10.75,276
10.833333333333334,276
10.916666666666666,280
11,285
11.083333333333334,282
11.166666666666666,287
11.25,286
11.333333333333334,291
11.416666666666666,288
11.5,288
11.583333333333334,288
11.666666666666666,294
11.75,294
11.833333333333334,292
11.916666666666666,293
12,295
12.083333333333334,295
12.166666666666666,300
12.25,302
12.333333333333334,303
12.416666666666666,300
12.5,306
12.583333333333334,311
12.666666666666666,303
12.75,313
12.833333333333334,313
12.916666666666666,316
13,314
13.083333333333334,313
13.166666666666666,314
13.25,319
13.333333333333334,319
13.416666666666666,316
13.5,318
13.583333333333334,319
13.666666666666666,318
13.75,320
13.833333333333334,320
13.916666666666666,324
14,329
14.083333333333334,324
14.166666666666666,319
14.25,330
14.333333333333334,322
14.416666666666666,331
14.5,335
14.583333333333334,330
14.666666666666666,329
14.75,334
14.833333333333334,330
14.916666666666666,332
15,336
15.083333333333334,334
15.166666666666666,334
15.25,337
15.333333333333334,337
15.416666666666666,334
15.5,337
15.583333333333334,339
15.666666666666666,337
15.75,342
15.833333333333334,338
15.916666666666666,341
16,343
16.083333333333332,347
16.166666666666668,344
16.25,340
16.333333333333332,340
16.416666666666668,343
16.5,342
16.583333333333332,340
16.666666666666668,345
16.75,344
16.833333333333332,344
16.916666666666668,345
17,342
17.083333333333332,344
17.166666666666668,346
17.25,351
17.333333333333332,349
17.416666666666668,350
17.5,349
17.583333333333332,344
17.666666666666668,342
17.75,345
17.833333333333332,354
17.916666666666668,348
18,353
18.083333333333332,355
18.166666666666668,355
18.25,351
18.333333333333332,358
18.416666666666668,354
18.5,356
18.583333333333332,356
18.666666666666668,349
18.75,356
18.833333333333332,356
18.916666666666668,353
19,353
19.083333333333332,359
19.166666666666668,355
19.25,361
19.333333333333332,352
19.416666666666668,353
19.5,357
19.583333333333332,363
19.666666666666668,358
19.75,360
19.833333333333332,357
19.916666666666668,363
20,361
20.083333333333332,357
20.166666666666668,363
20.25,363
20.333333333333332,360
20.416666666666668,363
20.5,360
20.583333333333332,359
20.666666666666668,367
20.75,363
20.833333333333332,366
20.916666666666668,366
21,363
21.083333333333332,368
21.166666666666668,368
21.25,370
21.333333333333332,372
21.416666666666668,369
21.5,366
21.583333333333332,369
21.666666666666668,367
21.75,375
21.833333333333332,370
21.916666666666668,372
22,376
22.083333333333332,369
22.166666666666668,377
22.25,378
22.333333333333332,382
22.416666666666668,376
22.5,376
22.583333333333332,371
22.666666666666668,377
22.75,375
22.833333333333332,378
22.916666666666668,375
23,373
23.083333333333332,380
23.166666666666668,374
23.25,371
23.333333333333332,374
23.416666666666668,376
23.5,370
23.583333333333332,373
23.666666666666668,373
23.75,374
23.833333333333332,379
23.916666666666668,378
24,376
24.083333333333332,373
24.166666666666668,375
24.25,374
24.333333333333332,374
24.416666666666668,373
24.5,374
24.583333333333332,376
24.666666666666668,376
24.75,376
24.833333333333332,382
24.916666666666668,382
25,380
25.083333333333332,381
25.166666666666668,379
25.25,374
25.333333333333332,383
25.416666666666668,377
25.5,382
25.583333333333332,382
25.666666666666668,383
25.75,380
25.833333333333332,390
25.916666666666668,380
26,381
26.083333333333332,389
26.166666666666668,386
26.25,384
26.333333333333332,391
26.416666666666668,389
26.5,385
26.583333333333332,390
27.333333333333332,385
27.416666666666668,384
27.5,386
27.583333333333332,386
27.666666666666668,385
27.75,389
27.833333333333332,387
27.916666666666668,394
28,392
28.083333333333332,390
28.166666666666668,385
28.25,394
28.333333333333332,386
28.416666666666668,388
28.5,394
28.583333333333332,392
28.666666666666668,392
28.75,394
28.833333333333332,388
28.916666666666668,387
29,393
29.083333333333332,390
29.166666666666668,388
29.25,394
29.333333333333332,393
29.416666666666668,387
29.5,396
29.583333333333332,391
29.666666666666668,394
29.75,394
29.833333333333332,391
29.916666666666668,391
30,387
30.083333333333332,394
30.166666666666668,389
30.25,388
30.333333333333332,395
30.416666666666668,397
30.5,393
30.583333333333332,397
30.666666666666668,393
30.75,390
30.833333333333332,396
30.916666666666668,390
31,390
31.083333333333332,395
31.166666666666668,393
31.25,394
31.333333333333332,394
31.416666666666668,397
31.5,388
31.583333333333332,393
31.666666666666668,395
31.75,394
31.833333333333332,400
31.916666666666668,397
32,395
32.083333333333336,398
32.166666666666664,391
32.25,399
32.333333333333336,392
32.416666666666664,399
32.5,393
32.583333333333336,395
32.666666666666664,396
32.75,396
32.833333333333336,402
32.916666666666664,397
33,397
33.083333333333336,396
33.166666666666664,401
33.25,400
33.333333333333336,396
33.416666666666664,400
33.5,394
33.583333333333336,394
33.666666666666664,401
33.75,399
33.833333333333336,398
33.916666666666664,398
34,394
34.083333333333336,401
34.166666666666664,402
34.25,402
34.333333333333336,398
34.416666666666664,398
34.5,401
34.583333333333336,402
34.666666666666664,400
34.75,399
34.833333333333336,401
34.916666666666664,401
35,398
35.083333333333336,398
35.166666666666664,401
35.25,402
35.333333333333336,401
35.416666666666664,403
35.5,396
35.583333333333336,401
35.666666666666664,396
35.75,401
35.833333333333336,402
35.916666666666664,406
36,397
36.083333333333336,400
36.166666666666664,400
36.25,398
36.333333333333336,404
36.416666666666664,404
36.5,402
36.583333333333336,403
36.666666666666664,400
36.75,402
36.833333333333336,401
36.916666666666664,398
37,407
37.083333333333336,405
37.166666666666664,400
37.25,399
37.333333333333336,402
37.416666666666664,400
37.5,396
37.583333333333336,401
37.666666666666664,400
37.75,406
37.833333333333336,402
37.916666666666664,405
38,400
38.083333333333336,402
38.166666666666664,399
38.25,401
38.333333333333336,404
38.416666666666664,400
38.5,403
38.583333333333336,404
38.666666666666664,402
38.75,402
38.833333333333336,406
38.916666666666664,399
39,406
39.083333333333336,405
39.166666666666664,402
39.25,402
39.333333333333336,403
39.416666666666664,404
39.5,400
39.583333333333336,407
