"Hours since thread went live","Kenka Dokugaku • Viral Hit - Episode 4 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,4
0.25,4
0.3333333333333333,5
0.4166666666666667,6
0.5,7
0.5833333333333334,8
0.6666666666666666,9
0.75,9
0.8333333333333334,11
0.9166666666666666,11
1,13
1.0833333333333333,16
1.1666666666666667,17
1.25,20
1.3333333333333333,22
1.4166666666666667,24
1.5,28
1.5833333333333333,27
1.6666666666666667,30
1.75,30
1.8333333333333333,35
1.9166666666666667,35
2,33
2.0833333333333335,36
2.1666666666666665,34
2.25,33
2.3333333333333335,36
2.4166666666666665,35
2.5,37
2.5833333333333335,37
2.6666666666666665,37
2.75,42
2.8333333333333335,42
2.9166666666666665,44
3,44
3.0833333333333335,40
3.1666666666666665,45
3.25,45
3.3333333333333335,49
3.4166666666666665,47
3.5,47
3.5833333333333335,49
3.6666666666666665,48
3.75,41
3.8333333333333335,44
3.9166666666666665,43
4,45
4.083333333333333,44
4.166666666666667,48
4.25,49
4.333333333333333,49
4.416666666666667,51
4.5,51
4.583333333333333,50
4.666666666666667,49
4.75,50
4.833333333333333,47
4.916666666666667,51
5,50
5.083333333333333,51
5.166666666666667,51
5.25,49
5.333333333333333,48
5.416666666666667,52
5.5,53
5.583333333333333,55
5.666666666666667,56
5.75,54
5.833333333333333,55
5.916666666666667,55
6,56
6.083333333333333,56
6.166666666666667,59
6.25,62
6.333333333333333,60
6.416666666666667,59
6.5,58
6.583333333333333,66
6.666666666666667,60
6.75,59
6.833333333333333,66
6.916666666666667,62
7,67
7.083333333333333,65
7.166666666666667,69
7.25,65
7.333333333333333,67
7.416666666666667,65
7.5,70
7.583333333333333,66
7.666666666666667,67
7.75,66
7.833333333333333,70
7.916666666666667,72
8,69
8.083333333333334,71
8.166666666666666,73
8.25,71
8.333333333333334,67
8.416666666666666,73
8.5,75
8.583333333333334,73
8.666666666666666,74
8.75,70
8.833333333333334,73
8.916666666666666,73
9,70
9.083333333333334,70
9.166666666666666,74
9.25,75
9.333333333333334,78
9.416666666666666,75
9.5,73
9.583333333333334,76
9.666666666666666,77
9.75,72
9.833333333333334,78
9.916666666666666,74
10,78
10.083333333333334,80
10.166666666666666,78
10.25,77
10.333333333333334,77
10.416666666666666,83
10.5,81
10.583333333333334,79
10.666666666666666,85
10.75,82
10.833333333333334,84
10.916666666666666,84
11,83
11.083333333333334,81
11.166666666666666,86
11.25,88
11.333333333333334,83
11.416666666666666,89
11.5,87
11.583333333333334,88
11.666666666666666,94
11.75,88
11.833333333333334,89
11.916666666666666,93
12,92
12.083333333333334,91
12.166666666666666,93
12.25,93
12.333333333333334,96
12.416666666666666,92
12.5,96
12.583333333333334,92
12.666666666666666,99
12.75,93
12.833333333333334,96
12.916666666666666,93
13,92
13.083333333333334,98
13.166666666666666,97
13.25,99
13.333333333333334,98
13.416666666666666,95
13.5,100
13.583333333333334,98
13.666666666666666,99
13.75,96
13.833333333333334,95
13.916666666666666,95
14,100
14.083333333333334,98
14.166666666666666,102
14.25,99
14.333333333333334,100
14.416666666666666,99
14.5,99
14.583333333333334,100
14.666666666666666,102
14.75,100
14.833333333333334,98
14.916666666666666,102
15,104
15.083333333333334,101
15.166666666666666,105
15.25,103
15.333333333333334,101
15.416666666666666,104
15.5,105
15.583333333333334,102
15.666666666666666,103
15.75,100
15.833333333333334,100
15.916666666666666,105
16,103
16.083333333333332,102
16.166666666666668,103
16.25,100
16.333333333333332,103
16.416666666666668,103
16.5,99
16.583333333333332,104
16.666666666666668,102
16.75,101
16.833333333333332,103
16.916666666666668,103
17,104
17.083333333333332,106
17.166666666666668,106
17.25,111
17.333333333333332,107
17.416666666666668,107
17.5,107
17.583333333333332,108
17.666666666666668,107
17.75,107
17.833333333333332,107
17.916666666666668,111
18,108
18.083333333333332,105
18.166666666666668,111
18.25,108
18.333333333333332,105
18.416666666666668,104
18.5,106
18.583333333333332,109
18.666666666666668,107
18.75,105
18.833333333333332,113
18.916666666666668,110
19,108
19.083333333333332,110
19.166666666666668,106
19.25,109
19.333333333333332,111
19.416666666666668,110
19.5,112
19.583333333333332,108
19.666666666666668,112
19.75,114
19.833333333333332,113
19.916666666666668,111
20,113
20.083333333333332,111
20.166666666666668,114
20.25,116
20.333333333333332,111
20.416666666666668,111
20.5,112
20.583333333333332,110
20.666666666666668,114
20.75,115
20.833333333333332,116
20.916666666666668,115
21,112
21.083333333333332,115
21.166666666666668,113
21.25,116
21.333333333333332,115
21.416666666666668,115
21.5,114
21.583333333333332,115
21.666666666666668,114
21.75,112
21.833333333333332,113
21.916666666666668,117
22,117
22.083333333333332,117
22.166666666666668,117
22.25,118
22.333333333333332,118
22.416666666666668,117
22.5,117
22.583333333333332,122
22.666666666666668,121
22.75,117
22.833333333333332,120
22.916666666666668,121
23,120
23.083333333333332,117
23.166666666666668,119
23.25,118
23.333333333333332,120
23.416666666666668,123
23.5,121
23.583333333333332,117
23.666666666666668,116
23.75,121
23.833333333333332,120
23.916666666666668,121
24,118
24.083333333333332,118
24.166666666666668,120
24.25,122
24.333333333333332,122
24.416666666666668,120
24.5,120
24.583333333333332,128
24.666666666666668,123
24.75,123
24.833333333333332,127
24.916666666666668,127
25,128
25.083333333333332,129
25.166666666666668,129
25.25,127
25.333333333333332,128
25.416666666666668,122
25.5,127
25.583333333333332,124
25.666666666666668,123
25.75,127
25.833333333333332,121
25.916666666666668,124
26,127
26.083333333333332,129
26.166666666666668,124
26.25,126
26.333333333333332,124
26.416666666666668,129
26.5,127
26.583333333333332,123
26.666666666666668,123
26.75,127
26.833333333333332,126
26.916666666666668,128
27,127
27.166666666666668,123
27.25,124
27.333333333333332,126
27.416666666666668,128
27.5,123
27.583333333333332,126
27.666666666666668,122
27.75,126
27.833333333333332,128
27.916666666666668,122
28,127
28.083333333333332,126
28.166666666666668,122
28.25,123
28.333333333333332,124
28.416666666666668,123
28.5,125
28.583333333333332,125
28.666666666666668,126
28.75,125
28.833333333333332,124
28.916666666666668,130
29,126
29.083333333333332,128
29.166666666666668,125
29.25,124
29.333333333333332,128
29.416666666666668,127
29.5,123
29.583333333333332,128
29.666666666666668,124
29.75,129
29.833333333333332,125
29.916666666666668,128
30,126
30.083333333333332,123
30.166666666666668,126
30.25,123
30.333333333333332,125
30.416666666666668,127
30.5,126
30.583333333333332,128
30.666666666666668,126
30.75,128
30.833333333333332,128
30.916666666666668,129
31,129
31.083333333333332,130
31.166666666666668,126
31.25,124
31.333333333333332,125
31.416666666666668,124
31.5,127
31.583333333333332,129
31.666666666666668,124
31.75,126
31.833333333333332,130
31.916666666666668,126
32,123
32.083333333333336,128
32.166666666666664,127
32.25,127
32.333333333333336,129
32.416666666666664,129
32.5,129
32.583333333333336,125
32.666666666666664,126
32.75,130
32.833333333333336,131
32.916666666666664,128
33,126
33.083333333333336,127
33.166666666666664,129
33.25,127
33.333333333333336,129
33.416666666666664,129
33.5,127
33.583333333333336,132
33.666666666666664,129
33.75,127
33.833333333333336,126
33.916666666666664,126
34,125
34.083333333333336,130
34.166666666666664,127
34.25,125
34.333333333333336,130
34.416666666666664,125
34.5,130
34.583333333333336,128
34.666666666666664,125
34.75,126
34.833333333333336,130
34.916666666666664,129
35,126
35.083333333333336,130
35.166666666666664,127
35.25,132
35.333333333333336,128
35.416666666666664,130
35.5,130
35.583333333333336,129
35.666666666666664,126
35.75,125
35.833333333333336,129
35.916666666666664,127
36,128
36.083333333333336,127
36.166666666666664,129
36.25,128
36.333333333333336,129
36.416666666666664,129
36.5,127
36.583333333333336,132
36.666666666666664,129
36.75,127
36.833333333333336,130
36.916666666666664,128
37,128
37.083333333333336,126
37.166666666666664,128
37.25,131
37.333333333333336,125
37.416666666666664,128
37.5,130
37.583333333333336,128
37.666666666666664,128
37.75,125
37.833333333333336,129
37.916666666666664,130
38,128
38.083333333333336,129
38.166666666666664,127
38.25,129
38.333333333333336,128
38.416666666666664,127
38.5,131
38.583333333333336,127
38.666666666666664,129
38.75,128
38.833333333333336,128
38.916666666666664,131
39,126
39.083333333333336,127
