"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 10 discussion"
0,1
0.08333333333333333,8
0.16666666666666666,20
0.25,31
0.3333333333333333,43
0.4166666666666667,57
0.5,66
0.5833333333333334,97
0.6666666666666666,109
0.75,129
0.8333333333333334,148
0.9166666666666666,160
1,178
1.0833333333333333,191
1.1666666666666667,213
1.25,222
1.3333333333333333,239
1.4166666666666667,255
1.5,273
1.5833333333333333,287
1.6666666666666667,296
1.75,312
1.8333333333333333,328
1.9166666666666667,339
2,348
2.0833333333333335,356
2.1666666666666665,378
2.25,393
2.3333333333333335,411
2.4166666666666665,423
2.5,434
2.5833333333333335,443
2.6666666666666665,456
2.75,472
2.8333333333333335,475
2.9166666666666665,495
3,500
3.0833333333333335,520
3.1666666666666665,527
3.25,539
3.3333333333333335,550
3.4166666666666665,560
3.5,568
3.5833333333333335,586
3.6666666666666665,608
3.75,617
3.8333333333333335,637
3.9166666666666665,643
4,663
4.083333333333333,679
4.166666666666667,691
4.25,704
4.333333333333333,713
4.416666666666667,723
4.5,739
4.583333333333333,753
4.666666666666667,774
4.75,782
4.833333333333333,796
4.916666666666667,808
5,817
5.083333333333333,824
5.166666666666667,834
5.25,849
5.333333333333333,853
5.416666666666667,867
5.5,877
5.583333333333333,885
5.666666666666667,906
5.75,915
5.833333333333333,924
5.916666666666667,938
6,952
6.083333333333333,951
6.166666666666667,972
6.25,972
6.333333333333333,985
6.416666666666667,989
6.5,996
6.583333333333333,1013
6.666666666666667,1014
6.75,1027
6.833333333333333,1036
6.916666666666667,1039
7,1044
7.083333333333333,1063
7.166666666666667,1073
7.25,1077
7.333333333333333,1090
7.416666666666667,1085
7.5,1093
7.583333333333333,1105
7.666666666666667,1108
7.75,1122
7.833333333333333,1129
7.916666666666667,1140
8,1148
8.083333333333334,1161
8.166666666666666,1168
8.25,1169
8.333333333333334,1177
8.416666666666666,1184
8.5,1199
8.583333333333334,1207
8.666666666666666,1213
8.75,1215
8.833333333333334,1224
8.916666666666666,1233
9,1234
9.083333333333334,1242
9.166666666666666,1247
9.25,1254
9.333333333333334,1263
9.416666666666666,1268
9.5,1268
9.583333333333334,1276
9.666666666666666,1274
9.75,1286
9.833333333333334,1293
9.916666666666666,1299
10,1302
10.083333333333334,1305
10.166666666666666,1323
10.25,1325
10.333333333333334,1340
10.416666666666666,1341
10.5,1349
10.583333333333334,1358
10.666666666666666,1358
10.75,1370
10.833333333333334,1367
10.916666666666666,1377
11,1380
11.083333333333334,1386
11.166666666666666,1391
11.25,1399
11.333333333333334,1406
11.416666666666666,1408
11.5,1406
11.583333333333334,1411
11.666666666666666,1413
11.75,1425
11.833333333333334,1426
11.916666666666666,1432
12,1432
12.083333333333334,1438
12.166666666666666,1436
12.25,1448
12.333333333333334,1446
12.416666666666666,1454
12.5,1457
12.583333333333334,1454
12.666666666666666,1473
12.75,1469
12.833333333333334,1470
12.916666666666666,1483
13,1480
13.083333333333334,1488
13.166666666666666,1493
13.25,1502
13.333333333333334,1506
13.416666666666666,1508
13.5,1518
13.583333333333334,1526
13.666666666666666,1521
13.75,1527
13.833333333333334,1537
13.916666666666666,1531
14,1542
14.083333333333334,1546
14.166666666666666,1547
14.25,1551
14.333333333333334,1561
14.416666666666666,1563
14.5,1571
14.583333333333334,1578
14.666666666666666,1574
14.75,1575
14.833333333333334,1580
14.916666666666666,1581
15,1598
15.083333333333334,1599
15.166666666666666,1606
15.25,1607
15.333333333333334,1611
15.416666666666666,1620
15.5,1621
15.583333333333334,1620
15.666666666666666,1624
15.75,1625
15.833333333333334,1631
15.916666666666666,1630
16,1635
16.083333333333332,1645
16.166666666666668,1642
16.25,1648
16.333333333333332,1651
16.416666666666668,1652
16.5,1650
16.583333333333332,1653
16.666666666666668,1657
16.75,1655
16.833333333333332,1660
16.916666666666668,1665
17,1669
17.083333333333332,1667
17.166666666666668,1677
17.25,1676
17.333333333333332,1680
17.416666666666668,1689
17.5,1681
17.583333333333332,1687
17.666666666666668,1697
17.75,1700
17.833333333333332,1697
17.916666666666668,1702
18,1701
18.083333333333332,1706
18.166666666666668,1706
18.25,1706
18.333333333333332,1706
18.416666666666668,1709
18.5,1711
18.583333333333332,1711
18.666666666666668,1717
18.75,1718
18.833333333333332,1718
18.916666666666668,1724
19,1726
19.083333333333332,1726
19.166666666666668,1732
19.25,1730
19.333333333333332,1737
19.416666666666668,1737
19.5,1742
19.583333333333332,1741
19.666666666666668,1741
19.75,1743
19.833333333333332,1740
19.916666666666668,1748
20,1749
20.083333333333332,1754
20.166666666666668,1755
20.25,1761
20.333333333333332,1764
20.416666666666668,1769
20.5,1767
20.583333333333332,1776
20.666666666666668,1772
20.75,1774
20.833333333333332,1777
20.916666666666668,1778
21,1789
21.083333333333332,1786
21.166666666666668,1788
21.25,1790
21.333333333333332,1792
21.416666666666668,1799
21.5,1794
21.583333333333332,1795
21.666666666666668,1792
21.75,1796
21.833333333333332,1801
21.916666666666668,1802
22,1809
22.083333333333332,1814
22.166666666666668,1805
22.25,1821
22.333333333333332,1818
22.416666666666668,1821
22.5,1823
22.583333333333332,1824
22.666666666666668,1830
22.75,1834
22.833333333333332,1835
22.916666666666668,1840
23,1843
23.083333333333332,1844
23.166666666666668,1843
23.25,1855
23.333333333333332,1855
23.416666666666668,1861
23.5,1859
23.583333333333332,1860
23.666666666666668,1865
23.75,1870
23.833333333333332,1865
23.916666666666668,1865
24,1870
24.083333333333332,1872
24.166666666666668,1875
24.25,1875
24.333333333333332,1869
24.416666666666668,1875
24.5,1878
24.583333333333332,1878
24.666666666666668,1885
24.75,1893
24.833333333333332,1888
24.916666666666668,1893
25,1895
25.083333333333332,1895
25.166666666666668,1901
25.25,1905
25.333333333333332,1901
25.416666666666668,1900
25.5,1904
25.583333333333332,1906
25.666666666666668,1912
25.75,1910
25.833333333333332,1921
25.916666666666668,1925
26,1924
26.083333333333332,1918
26.166666666666668,1916
26.25,1923
26.333333333333332,1929
26.416666666666668,1934
26.5,1929
26.583333333333332,1928
26.666666666666668,1938
26.75,1935
26.833333333333332,1933
26.916666666666668,1933
27,1938
27.083333333333332,1934
27.166666666666668,1939
27.25,1934
27.333333333333332,1940
27.416666666666668,1938
27.5,1943
27.583333333333332,1944
27.666666666666668,1943
27.75,1944
27.833333333333332,1951
27.916666666666668,1959
28,1953
28.083333333333332,1957
28.166666666666668,1965
28.25,1955
28.333333333333332,1957
28.416666666666668,1965
28.5,1959
28.583333333333332,1958
28.666666666666668,1959
28.75,1968
28.833333333333332,1966
28.916666666666668,1966
29,1970
29.083333333333332,1966
29.166666666666668,1968
29.25,1972
29.333333333333332,1973
29.416666666666668,1973
29.5,1972
29.583333333333332,1979
29.666666666666668,1981
29.75,1974
29.833333333333332,1981
29.916666666666668,1979
30,1981
30.083333333333332,1979
30.166666666666668,1981
30.25,1987
30.333333333333332,1984
30.416666666666668,1985
30.5,1989
30.583333333333332,1985
30.666666666666668,1988
30.75,1991
30.833333333333332,1991
30.916666666666668,1993
31,1997
31.083333333333332,2000
31.166666666666668,1998
31.25,1997
31.333333333333332,2002
31.416666666666668,2005
31.5,2004
31.583333333333332,2001
31.666666666666668,2005
31.75,2010
31.833333333333332,2003
31.916666666666668,2011
32,2008
32.083333333333336,2011
32.166666666666664,2009
32.25,2006
32.333333333333336,2006
32.416666666666664,2003
32.5,2012
32.583333333333336,2009
32.666666666666664,2010
32.75,2011
32.833333333333336,2010
32.916666666666664,2016
33,2015
33.083333333333336,2017
33.166666666666664,2015
33.25,2019
33.333333333333336,2024
33.416666666666664,2022
33.5,2026
33.583333333333336,2026
33.666666666666664,2031
33.75,2026
33.833333333333336,2031
33.916666666666664,2025
34,2021
34.083333333333336,2030
34.166666666666664,2028
34.25,2024
34.333333333333336,2028
34.416666666666664,2028
34.5,2032
34.583333333333336,2035
34.666666666666664,2034
34.75,2038
34.833333333333336,2030
34.916666666666664,2042
35,2040
35.083333333333336,2036
35.166666666666664,2039
35.25,2039
35.333333333333336,2038
35.416666666666664,2043
35.5,2039
35.583333333333336,2039
35.666666666666664,2039
35.75,2045
35.833333333333336,2043
35.916666666666664,2041
36,2037
36.083333333333336,2042
36.166666666666664,2046
36.25,2046
36.333333333333336,2045
36.416666666666664,2044
36.5,2049
36.583333333333336,2048
36.666666666666664,2047
36.75,2048
36.833333333333336,2050
36.916666666666664,2055
37,2051
37.083333333333336,2048
37.166666666666664,2052
37.25,2051
37.333333333333336,2045
37.416666666666664,2049
37.5,2054
37.583333333333336,2054
37.666666666666664,2050
37.75,2055
37.833333333333336,2051
37.916666666666664,2049
38,2055
38.083333333333336,2051
38.166666666666664,2052
38.25,2053
38.333333333333336,2060
38.416666666666664,2054
38.5,2064
38.583333333333336,2056
38.666666666666664,2053
38.75,2062
38.833333333333336,2063
38.916666666666664,2063
39,2067
39.083333333333336,2060
39.166666666666664,2062
39.25,2058
39.333333333333336,2056
39.416666666666664,2067
39.5,2061
39.583333333333336,2067
39.666666666666664,2064
39.75,2067
39.833333333333336,2060
39.916666666666664,2070
40,2069
40.083333333333336,2069
40.166666666666664,2069
40.25,2068
40.333333333333336,2068
40.416666666666664,2066
40.5,2065
40.583333333333336,2071
40.666666666666664,2069
40.75,2069
40.833333333333336,2067
40.916666666666664,2071
41,2064
41.083333333333336,2067
41.166666666666664,2065
41.25,2069
41.333333333333336,2075
41.416666666666664,2065
41.5,2072
41.583333333333336,2067
41.666666666666664,2075
41.75,2068
41.833333333333336,2067
41.916666666666664,2068
42,2073
42.083333333333336,2066
42.166666666666664,2074
42.25,2075
42.333333333333336,2073
42.416666666666664,2067
42.5,2069
42.583333333333336,2072
42.666666666666664,2075
42.75,2072
42.833333333333336,2072
42.916666666666664,2067
43,2068
43.083333333333336,2073
43.166666666666664,2076
43.25,2074
43.333333333333336,2077
43.416666666666664,2072
43.5,2076
43.583333333333336,2073
43.666666666666664,2073
43.75,2079
43.833333333333336,2070
43.916666666666664,2073
44,2076
44.083333333333336,2070
44.166666666666664,2077
44.25,2076
44.333333333333336,2075
44.416666666666664,2076
44.5,2076
44.583333333333336,2075
44.666666666666664,2077
44.75,2078
44.833333333333336,2079
44.916666666666664,2078
45,2077
45.083333333333336,2075
45.166666666666664,2080
45.25,2082
45.333333333333336,2084
45.416666666666664,2079
45.5,2080
45.583333333333336,2078
45.666666666666664,2083
45.75,2080
45.833333333333336,2081
45.916666666666664,2085
46,2083
46.083333333333336,2079
46.166666666666664,2078
46.25,2088
46.333333333333336,2089
46.416666666666664,2084
46.5,2080
46.583333333333336,2083
46.666666666666664,2081
46.833333333333336,2088
46.916666666666664,2080
47,2086
47.166666666666664,2083
47.25,2086
47.333333333333336,2084
47.416666666666664,2089
47.5,2084
47.583333333333336,2090
47.666666666666664,2090
47.75,2092
47.833333333333336,2087
47.916666666666664,2086
