"Hours since thread went live","Mobile Suit Gundam: Suisei no Majo Season 2 • Mobile Suit Gundam: The Witch from Mercury Season 2 - Episode 8 discussion"
18.583333333333332,2914
18.666666666666668,2923
18.75,2922
18.916666666666668,2933
19,2934
19.083333333333332,2934
19.166666666666668,2932
19.25,2942
19.333333333333332,2940
19.416666666666668,2948
19.5,2949
19.666666666666668,2960
19.75,2962
19.833333333333332,2969
19.916666666666668,2975
20,2976
20.083333333333332,2980
20.166666666666668,2981
20.25,2988
20.333333333333332,2995
20.416666666666668,3001
20.5,2998
20.583333333333332,3001
20.666666666666668,3008
20.75,3014
20.833333333333332,3014
20.916666666666668,3022
21,3019
21.083333333333332,3024
21.166666666666668,3022
21.25,3037
21.333333333333332,3038
21.416666666666668,3036
21.5,3037
21.583333333333332,3048
21.666666666666668,3044
21.75,3052
21.833333333333332,3052
21.916666666666668,3060
22,3060
22.083333333333332,3061
22.166666666666668,3062
22.25,3066
22.416666666666668,3073
22.5,3076
22.583333333333332,3075
22.666666666666668,3087
22.75,3087
22.833333333333332,3093
22.916666666666668,3096
23,3095
23.083333333333332,3099
23.166666666666668,3102
23.25,3100
23.333333333333332,3106
23.416666666666668,3103
23.5,3107
23.583333333333332,3106
23.666666666666668,3110
23.75,3104
23.833333333333332,3107
23.916666666666668,3115
24,3117
24.083333333333332,3118
24.166666666666668,3116
24.25,3117
24.333333333333332,3122
24.416666666666668,3122
24.5,3123
24.583333333333332,3124
24.666666666666668,3134
24.75,3124
24.833333333333332,3133
24.916666666666668,3130
25,3133
25.083333333333332,3129
25.166666666666668,3141
25.25,3141
25.333333333333332,3137
25.416666666666668,3138
25.5,3140
25.583333333333332,3135
25.666666666666668,3140
25.75,3141
25.833333333333332,3146
25.916666666666668,3151
26,3147
26.083333333333332,3151
26.166666666666668,3148
26.25,3155
26.333333333333332,3149
26.5,3153
26.583333333333332,3153
26.666666666666668,3157
26.75,3154
26.833333333333332,3152
27,3157
27.083333333333332,3164
27.166666666666668,3161
27.25,3160
27.333333333333332,3169
27.416666666666668,3169
27.5,3161
27.583333333333332,3168
27.666666666666668,3167
27.75,3166
27.916666666666668,3173
28,3178
28.083333333333332,3183
28.166666666666668,3177
28.25,3183
28.333333333333332,3183
28.416666666666668,3180
28.5,3180
28.583333333333332,3190
28.666666666666668,3186
28.75,3186
28.833333333333332,3187
28.916666666666668,3190
29,3185
29.083333333333332,3193
29.166666666666668,3196
29.25,3192
29.333333333333332,3193
29.416666666666668,3203
29.5,3197
29.583333333333332,3200
29.666666666666668,3204
29.75,3208
29.833333333333332,3204
29.916666666666668,3203
30,3213
30.083333333333332,3212
30.166666666666668,3215
30.25,3212
30.333333333333332,3217
30.416666666666668,3219
30.5,3224
30.583333333333332,3225
30.666666666666668,3226
30.75,3222
30.833333333333332,3234
30.916666666666668,3232
31,3223
31.166666666666668,3228
31.25,3232
31.416666666666668,3234
31.5,3230
31.583333333333332,3240
31.666666666666668,3237
31.75,3240
31.833333333333332,3246
31.916666666666668,3246
32,3244
32.083333333333336,3254
32.166666666666664,3249
32.25,3243
32.333333333333336,3252
32.416666666666664,3249
32.5,3246
32.583333333333336,3251
32.75,3244
32.833333333333336,3253
33,3252
33.25,3249
33.583333333333336,3262
33.75,3254
36.416666666666664,3281
36.5,3277
36.583333333333336,3280
36.666666666666664,3292
36.75,3285
36.833333333333336,3281
36.916666666666664,3287
37,3288
37.166666666666664,3283
37.25,3282
37.333333333333336,3287
37.416666666666664,3286
37.5,3288
37.583333333333336,3295
37.666666666666664,3289
37.75,3293
37.833333333333336,3294
37.916666666666664,3297
38,3289
38.083333333333336,3295
38.166666666666664,3301
38.25,3292
38.333333333333336,3289
38.416666666666664,3294
38.5,3290
38.583333333333336,3302
38.666666666666664,3297
38.75,3296
38.833333333333336,3296
38.916666666666664,3298
39,3298
39.083333333333336,3299
39.166666666666664,3301
39.25,3300
39.333333333333336,3308
39.416666666666664,3304
39.5,3304
39.583333333333336,3302
39.666666666666664,3304
39.75,3307
39.833333333333336,3311
39.916666666666664,3299
40,3308
40.166666666666664,3308
40.25,3309
40.333333333333336,3318
40.416666666666664,3310
40.5,3308
40.666666666666664,3314
40.75,3312
40.833333333333336,3320
40.916666666666664,3311
41,3317
41.083333333333336,3310
41.166666666666664,3308
41.25,3311
41.333333333333336,3317
41.416666666666664,3310
41.5,3322
41.583333333333336,3321
41.666666666666664,3316
41.75,3319
41.833333333333336,3313
41.916666666666664,3319
42.166666666666664,3314
42.25,3321
42.333333333333336,3323
42.416666666666664,3319
42.5,3316
42.583333333333336,3322
42.666666666666664,3319
42.833333333333336,3323
42.916666666666664,3323
43,3324
43.083333333333336,3322
43.166666666666664,3333
43.25,3320
43.333333333333336,3325
43.416666666666664,3330
43.5,3324
43.583333333333336,3335
43.666666666666664,3324
43.75,3331
43.833333333333336,3335
43.916666666666664,3325
44,3332
44.083333333333336,3325
44.166666666666664,3327
44.333333333333336,3331
44.416666666666664,3327
44.5,3331
44.583333333333336,3339
44.666666666666664,3334
44.75,3341
44.833333333333336,3332
45,3337
45.083333333333336,3332
45.166666666666664,3337
45.25,3333
45.333333333333336,3336
45.5,3335
45.583333333333336,3339
45.666666666666664,3344
45.75,3342
45.833333333333336,3332
45.916666666666664,3333
46,3342
46.083333333333336,3343
46.166666666666664,3348
46.25,3342
46.333333333333336,3343
46.416666666666664,3348
46.5,3349
46.583333333333336,3345
46.666666666666664,3343
46.75,3345
46.833333333333336,3345
46.916666666666664,3350
47,3341
47.083333333333336,3346
47.166666666666664,3341
47.333333333333336,3343
47.416666666666664,3339
47.5,3339
47.583333333333336,3337
47.666666666666664,3342
47.833333333333336,3337
47.916666666666664,3348
