"Hours since thread went live","Mobile Suit Gundam: Suisei no Majo Season 2 • Mobile Suit Gundam: The Witch from Mercury Season 2 - Episode 8 discussion"
0,5
0.08333333333333333,22
0.16666666666666666,36
0.25,52
0.3333333333333333,78
0.4166666666666667,100
0.5,132
0.5833333333333334,156
0.6666666666666666,175
0.75,208
0.8333333333333334,225
1,279
1.0833333333333333,308
1.1666666666666667,340
1.25,363
1.3333333333333333,390
1.5,436
1.5833333333333333,463
1.6666666666666667,480
1.75,508
1.8333333333333333,534
1.9166666666666667,569
2,590
2.0833333333333335,603
2.1666666666666665,627
2.25,657
2.3333333333333335,672
2.5,714
2.5833333333333335,733
2.6666666666666665,758
2.75,777
2.8333333333333335,798
2.9166666666666665,811
3,836
3.0833333333333335,851
3.1666666666666665,869
3.25,889
3.3333333333333335,914
3.4166666666666665,933
3.5,960
3.5833333333333335,979
3.6666666666666665,998
3.75,1020
3.8333333333333335,1042
3.9166666666666665,1063
4,1088
4.083333333333333,1102
4.166666666666667,1116
4.25,1137
4.333333333333333,1161
4.416666666666667,1183
4.5,1211
4.666666666666667,1259
4.75,1279
4.833333333333333,1300
4.916666666666667,1312
5,1331
5.083333333333333,1353
5.166666666666667,1363
5.333333333333333,1407
5.416666666666667,1427
5.5,1444
5.583333333333333,1461
5.666666666666667,1485
5.75,1507
5.833333333333333,1513
5.916666666666667,1538
6,1554
6.083333333333333,1565
6.166666666666667,1584
6.333333333333333,1611
6.416666666666667,1633
6.5,1654
6.583333333333333,1670
6.666666666666667,1686
6.75,1701
6.833333333333333,1723
6.916666666666667,1731
7,1751
7.083333333333333,1770
7.166666666666667,1788
7.25,1802
7.333333333333333,1819
7.416666666666667,1841
7.5,1859
7.583333333333333,1880
7.666666666666667,1890
7.75,1911
7.833333333333333,1923
7.916666666666667,1933
8,1950
8.166666666666666,1989
8.25,2000
8.333333333333334,2021
8.416666666666666,2027
8.5,2038
8.583333333333334,2046
8.666666666666666,2065
8.75,2076
8.833333333333334,2094
8.916666666666666,2106
9,2121
9.083333333333334,2131
9.166666666666666,2146
9.25,2157
9.333333333333334,2177
9.416666666666666,2187
9.5,2195
9.583333333333334,2207
9.666666666666666,2216
9.75,2222
9.833333333333334,2233
9.916666666666666,2236
10,2250
10.083333333333334,2256
10.166666666666666,2254
10.25,2264
10.333333333333334,2277
10.416666666666666,2284
10.5,2294
10.583333333333334,2296
10.666666666666666,2302
10.75,2314
10.833333333333334,2325
10.916666666666666,2346
11,2351
11.166666666666666,2377
11.25,2375
11.333333333333334,2385
11.416666666666666,2392
11.5,2397
11.583333333333334,2409
11.666666666666666,2429
11.75,2427
11.833333333333334,2435
11.916666666666666,2442
12,2448
12.166666666666666,2459
12.25,2466
12.333333333333334,2472
12.416666666666666,2483
12.5,2494
12.583333333333334,2499
12.666666666666666,2507
12.75,2514
12.833333333333334,2516
13,2525
13.083333333333334,2540
13.166666666666666,2549
13.25,2552
13.333333333333334,2553
13.416666666666666,2555
13.5,2562
13.583333333333334,2573
13.666666666666666,2576
13.75,2581
13.833333333333334,2588
13.916666666666666,2598
14,2601
14.083333333333334,2603
14.25,2625
14.333333333333334,2629
14.416666666666666,2638
14.5,2651
14.583333333333334,2663
14.666666666666666,2664
14.75,2682
14.833333333333334,2679
14.916666666666666,2688
15,2688
15.083333333333334,2691
15.166666666666666,2704
15.25,2711
15.333333333333334,2706
15.416666666666666,2713
15.5,2716
15.583333333333334,2725
15.666666666666666,2721
15.75,2736
15.833333333333334,2736
15.916666666666666,2740
16,2752
16.166666666666668,2759
16.25,2762
16.333333333333332,2768
16.416666666666668,2776
16.5,2768
16.583333333333332,2777
16.666666666666668,2779
16.833333333333332,2794
16.916666666666668,2798
17,2802
17.083333333333332,2808
17.166666666666668,2820
17.25,2829
17.333333333333332,2822
17.416666666666668,2829
17.5,2841
17.583333333333332,2847
17.666666666666668,2846
17.75,2861
17.833333333333332,2864
17.916666666666668,2865
18,2879
18.083333333333332,2882
18.166666666666668,2891
18.25,2905
18.333333333333332,2901
18.416666666666668,2907
18.5,2915
