"Hours since thread went live","Yuru Camp△ Season 3 • Laid-Back Camp Season 3 - Episode 8 discussion"
0,2
0,3
0.08333333333333333,8
0.16666666666666666,12
0.25,20
0.3333333333333333,19
0.4166666666666667,31
0.5,38
0.5833333333333334,42
0.6666666666666666,51
0.75,64
0.8333333333333334,70
0.9166666666666666,72
1,73
1.0833333333333333,81
1.1666666666666667,87
1.25,91
1.3333333333333333,91
1.4166666666666667,100
1.5,104
1.5833333333333333,111
1.6666666666666667,115
1.75,124
1.8333333333333333,128
1.9166666666666667,135
2,134
2.0833333333333335,135
2.1666666666666665,148
2.25,153
2.3333333333333335,157
2.4166666666666665,160
2.5,166
2.5833333333333335,165
2.6666666666666665,169
2.75,173
2.8333333333333335,176
2.9166666666666665,182
3,183
3.0833333333333335,191
3.1666666666666665,195
3.25,197
3.3333333333333335,200
3.4166666666666665,206
3.5,207
3.5833333333333335,207
3.6666666666666665,209
3.75,216
3.8333333333333335,216
3.9166666666666665,218
4,219
4.083333333333333,227
4.166666666666667,231
4.25,241
4.333333333333333,239
4.416666666666667,242
4.5,243
4.583333333333333,249
4.666666666666667,253
4.75,250
4.833333333333333,253
4.916666666666667,253
5,255
5.083333333333333,257
5.166666666666667,259
5.25,266
5.333333333333333,270
5.416666666666667,274
5.5,275
5.583333333333333,273
5.666666666666667,281
5.75,282
5.833333333333333,282
5.916666666666667,282
6,288
6.083333333333333,290
6.166666666666667,300
6.25,296
6.333333333333333,306
6.416666666666667,304
6.5,306
6.583333333333333,308
6.666666666666667,311
6.75,315
6.833333333333333,316
6.916666666666667,317
7,311
7.083333333333333,318
7.166666666666667,320
7.25,327
7.333333333333333,329
7.416666666666667,332
7.5,338
7.583333333333333,332
7.666666666666667,339
7.75,337
7.833333333333333,345
7.916666666666667,344
8,348
8.083333333333334,349
8.166666666666666,353
8.25,354
8.333333333333334,358
8.416666666666666,364
8.5,360
8.583333333333334,369
8.666666666666666,373
8.75,367
8.833333333333334,372
8.916666666666666,373
9,372
9.083333333333334,375
9.166666666666666,373
9.25,380
9.333333333333334,382
9.416666666666666,382
9.5,384
9.583333333333334,386
9.666666666666666,385
9.75,389
9.833333333333334,390
9.916666666666666,392
10,393
10.083333333333334,391
10.166666666666666,390
10.25,396
10.333333333333334,401
10.416666666666666,400
10.5,402
10.583333333333334,405
10.666666666666666,405
10.75,405
10.833333333333334,411
10.916666666666666,411
11,412
11.083333333333334,416
11.166666666666666,412
11.25,421
11.333333333333334,423
11.416666666666666,422
11.5,418
11.583333333333334,424
11.666666666666666,424
11.75,422
11.833333333333334,425
11.916666666666666,430
12,431
12.083333333333334,433
12.166666666666666,431
12.25,434
12.333333333333334,438
12.416666666666666,435
12.5,437
12.583333333333334,441
12.666666666666666,447
12.75,448
12.833333333333334,450
12.916666666666666,449
13,456
13.083333333333334,455
13.166666666666666,455
13.25,458
13.333333333333334,460
13.416666666666666,468
13.5,464
13.583333333333334,464
13.666666666666666,462
13.75,469
13.833333333333334,468
13.916666666666666,469
14,468
14.083333333333334,469
14.166666666666666,466
14.25,470
14.333333333333334,473
14.416666666666666,472
14.5,469
14.583333333333334,473
14.666666666666666,481
14.75,481
14.833333333333334,478
14.916666666666666,476
15,481
15.083333333333334,480
15.166666666666666,480
15.25,479
15.333333333333334,488
15.416666666666666,485
15.5,488
15.583333333333334,485
15.666666666666666,490
15.75,488
15.833333333333334,485
15.916666666666666,489
16,486
16.083333333333332,493
16.166666666666668,495
16.25,495
16.333333333333332,498
16.416666666666668,491
16.5,498
16.583333333333332,499
