"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 8 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,3
0.25,2
0.3333333333333333,2
0.4166666666666667,4
0.5,4
0.5833333333333334,3
0.6666666666666666,4
0.75,7
0.8333333333333334,10
0.9166666666666666,10
1,12
1.0833333333333333,16
1.1666666666666667,17
1.25,20
1.3333333333333333,21
1.4166666666666667,21
1.5,26
1.5833333333333333,27
1.6666666666666667,28
1.75,27
1.8333333333333333,31
1.9166666666666667,31
2,32
2.0833333333333335,31
2.1666666666666665,31
2.25,31
2.3333333333333335,31
2.4166666666666665,33
2.5,32
2.5833333333333335,34
2.6666666666666665,35
2.75,37
2.8333333333333335,38
2.9166666666666665,37
3,39
3.0833333333333335,42
3.1666666666666665,45
3.25,45
3.3333333333333335,47
3.4166666666666665,47
3.5,48
3.5833333333333335,49
3.6666666666666665,50
3.75,50
3.8333333333333335,53
3.9166666666666665,51
4,52
4.083333333333333,53
4.166666666666667,54
4.25,56
4.333333333333333,54
4.416666666666667,55
4.5,57
4.583333333333333,54
4.666666666666667,54
4.75,54
4.833333333333333,52
4.916666666666667,52
5,54
5.083333333333333,54
5.166666666666667,53
5.25,53
5.333333333333333,55
5.416666666666667,57
5.5,59
5.583333333333333,58
5.666666666666667,59
5.75,61
5.833333333333333,57
5.916666666666667,60
6,60
6.083333333333333,61
6.166666666666667,64
6.25,63
6.333333333333333,61
6.416666666666667,62
6.5,63
6.583333333333333,64
6.666666666666667,61
6.75,64
6.833333333333333,66
6.916666666666667,63
7,63
7.083333333333333,65
7.166666666666667,67
7.25,67
7.333333333333333,70
7.416666666666667,70
7.5,72
7.583333333333333,75
7.666666666666667,73
7.75,71
7.833333333333333,77
7.916666666666667,73
8,76
8.083333333333334,79
8.166666666666666,78
8.25,80
8.333333333333334,86
8.416666666666666,85
8.5,83
8.583333333333334,82
8.666666666666666,82
8.75,82
8.833333333333334,84
8.916666666666666,84
9,82
9.083333333333334,86
9.166666666666666,87
9.25,87
9.333333333333334,83
9.416666666666666,88
9.5,90
9.583333333333334,89
9.666666666666666,90
9.75,88
9.833333333333334,89
9.916666666666666,84
10,90
10.083333333333334,86
10.166666666666666,88
10.25,89
10.333333333333334,90
10.416666666666666,95
10.5,96
10.583333333333334,95
10.666666666666666,97
10.75,94
10.833333333333334,96
10.916666666666666,95
11,91
11.083333333333334,97
11.166666666666666,95
11.25,93
11.333333333333334,97
11.416666666666666,98
11.5,94
11.583333333333334,94
11.666666666666666,97
11.75,95
11.833333333333334,95
11.916666666666666,98
12,96
12.083333333333334,96
12.166666666666666,98
12.25,97
12.333333333333334,98
12.416666666666666,99
12.5,97
12.583333333333334,100
12.666666666666666,98
12.75,99
12.833333333333334,100
12.916666666666666,99
13,105
13.083333333333334,101
13.166666666666666,102
13.25,101
13.333333333333334,103
13.416666666666666,101
13.5,103
13.583333333333334,103
13.666666666666666,103
13.75,106
13.833333333333334,101
13.916666666666666,103
14,106
14.083333333333334,105
14.166666666666666,111
14.25,107
14.333333333333334,107
14.416666666666666,110
14.5,109
14.583333333333334,112
14.666666666666666,108
14.75,110
14.833333333333334,109
14.916666666666666,112
15,114
15.083333333333334,110
15.166666666666666,115
15.25,109
15.333333333333334,113
15.416666666666666,109
15.5,111
15.583333333333334,107
15.666666666666666,111
15.75,109
15.833333333333334,111
15.916666666666666,109
16,109
16.083333333333332,113
16.166666666666668,109
16.25,114
16.333333333333332,113
16.416666666666668,112
16.5,114
16.583333333333332,111
16.666666666666668,111
16.75,111
16.833333333333332,113
16.916666666666668,111
17,109
17.083333333333332,113
17.166666666666668,114
17.25,110
17.333333333333332,116
17.416666666666668,117
17.5,113
17.583333333333332,117
17.666666666666668,115
17.75,116
17.833333333333332,115
17.916666666666668,115
18,114
18.083333333333332,116
18.166666666666668,111
18.25,116
18.333333333333332,116
18.416666666666668,116
18.5,118
18.583333333333332,115
18.666666666666668,116
18.75,118
18.833333333333332,117
18.916666666666668,118
19,118
19.083333333333332,117
19.166666666666668,117
19.25,116
19.333333333333332,117
19.416666666666668,117
19.5,118
19.583333333333332,116
19.666666666666668,117
19.75,115
19.833333333333332,112
19.916666666666668,116
20,118
20.083333333333332,112
20.166666666666668,115
20.25,114
20.333333333333332,117
20.416666666666668,117
20.5,117
20.583333333333332,115
20.666666666666668,113
20.75,118
20.833333333333332,119
20.916666666666668,119
21,117
21.083333333333332,120
21.166666666666668,121
21.25,118
21.333333333333332,115
21.416666666666668,115
21.5,122
21.583333333333332,119
21.666666666666668,117
21.75,121
21.833333333333332,116
21.916666666666668,117
22,116
22.083333333333332,123
22.166666666666668,118
22.25,120
22.333333333333332,119
22.416666666666668,121
22.5,120
22.583333333333332,123
22.666666666666668,124
22.75,123
22.833333333333332,122
22.916666666666668,123
23,124
23.083333333333332,124
23.166666666666668,125
23.25,123
23.333333333333332,123
23.416666666666668,125
23.5,126
23.583333333333332,125
23.666666666666668,124
23.75,120
23.833333333333332,124
23.916666666666668,125
24,126
24.083333333333332,123
24.166666666666668,125
24.25,120
24.333333333333332,126
24.416666666666668,124
24.5,126
24.583333333333332,124
24.666666666666668,124
24.75,122
24.833333333333332,123
24.916666666666668,123
25,127
25.083333333333332,123
25.166666666666668,124
25.25,129
25.333333333333332,128
25.416666666666668,130
25.5,127
25.583333333333332,125
25.666666666666668,129
25.75,125
25.833333333333332,123
25.916666666666668,129
26,125
26.083333333333332,128
26.166666666666668,129
26.25,126
26.333333333333332,126
26.416666666666668,126
26.5,124
26.583333333333332,125
26.666666666666668,125
26.75,125
26.833333333333332,127
26.916666666666668,130
27,125
27.083333333333332,126
27.166666666666668,124
27.25,126
27.333333333333332,128
27.416666666666668,124
27.5,130
27.583333333333332,124
27.666666666666668,127
27.75,126
27.833333333333332,127
27.916666666666668,128
28,124
28.083333333333332,126
28.166666666666668,127
28.25,130
28.333333333333332,128
28.416666666666668,127
28.5,129
28.583333333333332,125
28.666666666666668,128
28.75,130
28.833333333333332,126
28.916666666666668,127
29,131
29.083333333333332,128
29.166666666666668,132
29.25,132
29.333333333333332,128
29.416666666666668,128
29.5,130
29.583333333333332,128
29.666666666666668,129
29.75,128
29.833333333333332,129
29.916666666666668,129
30,127
30.083333333333332,129
30.166666666666668,129
30.25,130
30.333333333333332,129
30.416666666666668,127
30.5,127
30.583333333333332,127
30.666666666666668,128
30.75,132
30.833333333333332,128
30.916666666666668,125
31,127
31.083333333333332,131
31.166666666666668,129
31.25,130
31.333333333333332,132
31.416666666666668,133
31.5,127
31.583333333333332,131
31.666666666666668,129
31.75,132
31.833333333333332,131
31.916666666666668,131
32,130
32.083333333333336,128
32.166666666666664,130
32.25,132
32.333333333333336,130
32.416666666666664,130
32.5,126
32.583333333333336,127
32.666666666666664,129
32.75,130
32.833333333333336,130
32.916666666666664,127
33,130
33.083333333333336,128
33.166666666666664,128
33.25,128
33.333333333333336,128
33.416666666666664,129
33.5,131
