"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 8 discussion"
33.583333333333336,130
33.666666666666664,134
33.75,130
33.833333333333336,132
33.916666666666664,131
34,135
34.083333333333336,128
34.166666666666664,130
34.25,130
34.333333333333336,133
34.416666666666664,130
34.5,132
34.583333333333336,130
34.666666666666664,129
34.75,133
34.833333333333336,128
34.916666666666664,131
35,129
35.083333333333336,129
35.166666666666664,134
35.25,130
35.333333333333336,131
35.416666666666664,130
35.5,136
35.583333333333336,133
35.666666666666664,132
35.75,131
35.833333333333336,132
35.916666666666664,130
36,130
36.083333333333336,132
36.166666666666664,130
36.25,129
36.333333333333336,132
36.416666666666664,134
36.5,130
36.583333333333336,131
36.666666666666664,132
36.75,131
36.833333333333336,130
36.916666666666664,132
37,136
37.083333333333336,135
37.166666666666664,132
37.25,131
37.333333333333336,128
37.416666666666664,133
37.5,134
37.583333333333336,134
37.666666666666664,131
37.75,130
37.833333333333336,136
37.916666666666664,131
38,132
38.083333333333336,135
38.166666666666664,133
38.25,133
38.333333333333336,135
38.416666666666664,136
38.5,136
38.583333333333336,133
38.666666666666664,129
38.75,131
38.833333333333336,134
38.916666666666664,133
39,130
39.083333333333336,131
39.166666666666664,137
39.25,134
39.333333333333336,138
39.416666666666664,134
39.5,135
39.583333333333336,136
39.666666666666664,134
39.75,133
39.833333333333336,135
39.916666666666664,136
40,135
40.083333333333336,131
40.166666666666664,135
40.25,131
40.333333333333336,134
40.416666666666664,134
40.5,133
40.583333333333336,137
40.666666666666664,131
40.75,134
40.833333333333336,138
40.916666666666664,136
41,134
41.083333333333336,134
41.166666666666664,137
41.25,136
41.333333333333336,134
41.416666666666664,130
41.5,136
41.583333333333336,137
41.666666666666664,135
41.75,134
41.833333333333336,135
41.916666666666664,133
42,135
42.083333333333336,134
42.166666666666664,135
42.25,137
42.333333333333336,136
42.416666666666664,139
42.5,138
42.583333333333336,135
42.666666666666664,133
42.75,134
42.833333333333336,133
42.916666666666664,133
43,136
43.083333333333336,133
43.166666666666664,135
43.25,132
43.333333333333336,135
43.416666666666664,132
43.5,135
43.583333333333336,136
43.666666666666664,135
43.75,137
43.833333333333336,138
43.916666666666664,137
44,135
44.083333333333336,137
44.166666666666664,136
44.25,137
44.333333333333336,135
44.416666666666664,136
44.5,138
44.583333333333336,137
44.666666666666664,135
44.75,136
44.833333333333336,138
44.916666666666664,136
45,136
45.083333333333336,132
45.166666666666664,138
45.25,135
45.333333333333336,135
45.416666666666664,137
45.5,135
45.583333333333336,136
45.666666666666664,136
45.75,137
45.833333333333336,134
45.916666666666664,137
46,138
46.083333333333336,137
46.166666666666664,138
46.25,137
46.333333333333336,132
46.416666666666664,136
46.5,137
46.583333333333336,136
46.666666666666664,136
46.75,137
46.833333333333336,139
46.916666666666664,137
47,136
47.083333333333336,135
47.166666666666664,139
47.25,136
47.333333333333336,138
47.416666666666664,137
47.5,134
47.583333333333336,136
47.666666666666664,136
47.75,140
47.833333333333336,135
47.916666666666664,138
