"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 1 discussion"
0,4
0,5
0.08333333333333333,7
0.16666666666666666,11
0.25,15
0.3333333333333333,20
0.4166666666666667,21
0.5,25
0.5833333333333334,27
0.6666666666666666,29
0.75,34
0.8333333333333334,41
0.9166666666666666,44
1,52
1.0833333333333333,58
1.1666666666666667,61
1.25,64
1.3333333333333333,70
1.4166666666666667,77
1.5,77
1.5833333333333333,85
1.6666666666666667,88
1.75,91
1.8333333333333333,101
1.9166666666666667,104
2,111
2.0833333333333335,110
2.1666666666666665,119
2.25,124
2.3333333333333335,134
2.4166666666666665,143
2.5,149
2.5833333333333335,159
2.6666666666666665,163
2.75,176
2.8333333333333335,180
2.9166666666666665,183
3,192
3.0833333333333335,198
3.1666666666666665,203
3.25,207
3.3333333333333335,212
3.4166666666666665,217
3.5,222
3.5833333333333335,227
3.6666666666666665,231
3.75,235
3.8333333333333335,239
3.9166666666666665,244
4,246
4.083333333333333,252
4.166666666666667,254
4.25,258
4.333333333333333,267
4.416666666666667,271
4.5,279
4.583333333333333,288
4.666666666666667,290
4.75,292
4.833333333333333,301
4.916666666666667,302
5,311
5.083333333333333,314
5.166666666666667,315
5.25,318
5.333333333333333,320
5.416666666666667,328
5.5,334
5.583333333333333,342
5.666666666666667,345
5.75,353
5.833333333333333,353
5.916666666666667,351
6,362
6.083333333333333,368
6.166666666666667,372
6.25,375
6.333333333333333,379
6.416666666666667,384
6.5,379
6.583333333333333,388
6.666666666666667,390
6.75,391
6.833333333333333,389
6.916666666666667,398
7,400
7.083333333333333,409
7.166666666666667,410
7.25,413
7.333333333333333,418
7.416666666666667,423
7.5,428
7.583333333333333,431
7.666666666666667,438
7.75,441
7.833333333333333,444
7.916666666666667,443
8,445
8.083333333333334,447
8.166666666666666,457
8.25,460
8.333333333333334,465
8.416666666666666,464
8.5,467
8.583333333333334,472
8.666666666666666,474
8.75,477
8.833333333333334,476
8.916666666666666,485
9,489
9.083333333333334,496
9.166666666666666,496
9.25,500
9.333333333333334,502
9.416666666666666,510
9.5,516
9.583333333333334,517
9.666666666666666,514
9.75,518
9.833333333333334,527
9.916666666666666,521
10,529
10.083333333333334,526
10.166666666666666,526
10.25,539
10.333333333333334,537
10.416666666666666,540
10.5,542
10.583333333333334,543
10.666666666666666,543
10.75,546
10.833333333333334,557
10.916666666666666,555
11,562
11.083333333333334,565
11.166666666666666,576
11.25,572
11.333333333333334,572
11.416666666666666,573
11.5,575
11.583333333333334,578
11.666666666666666,579
11.75,585
11.833333333333334,585
11.916666666666666,588
12,587
12.083333333333334,590
12.166666666666666,594
12.25,593
12.333333333333334,594
12.416666666666666,599
12.5,607
12.583333333333334,609
12.666666666666666,611
12.75,601
12.833333333333334,613
12.916666666666666,611
13,617
13.083333333333334,618
13.166666666666666,622
13.25,630
13.333333333333334,631
13.416666666666666,636
13.5,634
13.583333333333334,639
13.666666666666666,644
13.75,641
13.833333333333334,644
13.916666666666666,656
14,654
14.083333333333334,659
14.166666666666666,657
14.25,660
14.333333333333334,659
14.416666666666666,668
14.5,660
14.583333333333334,664
14.666666666666666,666
14.75,669
14.833333333333334,675
14.916666666666666,675
15,684
15.083333333333334,679
15.166666666666666,681
15.25,682
15.333333333333334,689
15.416666666666666,688
15.5,693
15.583333333333334,698
15.666666666666666,696
15.75,699
15.833333333333334,696
15.916666666666666,702
16,703
16.083333333333332,703
16.166666666666668,711
16.25,708
16.333333333333332,713
16.416666666666668,719
16.5,718
16.583333333333332,718
16.666666666666668,718
16.75,720
16.833333333333332,716
16.916666666666668,724
17,724
17.083333333333332,724
17.166666666666668,720
17.25,727
17.333333333333332,730
17.416666666666668,729
17.5,733
17.583333333333332,737
17.666666666666668,738
17.75,739
17.833333333333332,738
17.916666666666668,737
18,740
