"Hours since thread went live","Kingdom Season 5 - Episode 11 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,4
0.5833333333333334,6
0.6666666666666666,8
0.75,10
0.8333333333333334,9
0.9166666666666666,9
1,10
1.0833333333333333,11
1.1666666666666667,12
1.25,15
1.3333333333333333,18
1.4166666666666667,19
1.5,19
1.5833333333333333,22
1.6666666666666667,21
1.75,22
1.8333333333333333,24
1.9166666666666667,23
2,22
2.0833333333333335,26
2.1666666666666665,25
2.25,28
2.3333333333333335,28
2.4166666666666665,29
2.5,30
2.5833333333333335,32
2.6666666666666665,31
2.75,34
2.8333333333333335,34
2.9166666666666665,34
3,33
3.0833333333333335,34
3.1666666666666665,36
3.25,43
3.3333333333333335,42
3.4166666666666665,38
3.5,43
3.5833333333333335,45
3.6666666666666665,45
3.75,46
3.8333333333333335,49
3.9166666666666665,48
4,45
4.083333333333333,47
4.166666666666667,49
4.25,52
4.333333333333333,52
4.416666666666667,50
4.5,54
4.583333333333333,56
4.666666666666667,57
4.75,54
4.833333333333333,56
4.916666666666667,57
5,54
5.083333333333333,57
5.166666666666667,55
5.25,57
5.333333333333333,56
5.416666666666667,61
5.5,59
5.583333333333333,60
5.666666666666667,60
5.75,64
5.833333333333333,58
5.916666666666667,67
6,67
6.083333333333333,64
6.166666666666667,67
6.25,62
6.333333333333333,67
6.416666666666667,66
6.5,67
6.583333333333333,70
6.666666666666667,68
6.75,70
6.833333333333333,71
6.916666666666667,69
7,68
7.083333333333333,69
7.166666666666667,72
7.25,69
7.333333333333333,70
7.416666666666667,78
7.5,77
7.583333333333333,78
7.666666666666667,82
7.75,76
7.833333333333333,80
7.916666666666667,77
8,83
8.083333333333334,83
8.166666666666666,80
8.25,85
8.333333333333334,82
8.416666666666666,83
8.5,84
8.583333333333334,82
8.666666666666666,82
8.75,86
8.833333333333334,84
8.916666666666666,85
9,84
9.083333333333334,87
9.166666666666666,87
9.25,89
9.333333333333334,89
9.416666666666666,93
9.5,91
9.583333333333334,93
9.666666666666666,91
9.75,92
9.833333333333334,93
9.916666666666666,91
10,91
10.083333333333334,94
10.166666666666666,89
10.25,94
10.333333333333334,91
10.416666666666666,89
10.5,91
10.583333333333334,93
10.666666666666666,96
10.75,91
10.833333333333334,92
10.916666666666666,94
11,92
11.083333333333334,91
11.166666666666666,95
11.25,89
11.333333333333334,90
11.416666666666666,90
11.5,91
11.583333333333334,91
11.666666666666666,93
11.75,96
11.833333333333334,93
11.916666666666666,91
12,94
12.083333333333334,96
12.166666666666666,91
12.25,95
12.333333333333334,94
12.416666666666666,94
12.5,94
12.583333333333334,97
12.666666666666666,99
12.75,99
12.833333333333334,95
12.916666666666666,97
13,99
13.083333333333334,99
13.166666666666666,103
13.25,101
13.333333333333334,96
13.416666666666666,99
13.5,98
13.583333333333334,100
13.666666666666666,99
13.75,100
13.833333333333334,97
13.916666666666666,102
14,96
14.083333333333334,98
14.166666666666666,100
14.25,102
14.333333333333334,100
14.416666666666666,99
14.5,98
14.583333333333334,99
14.666666666666666,101
14.75,101
14.833333333333334,101
14.916666666666666,104
15,103
15.083333333333334,100
15.166666666666666,105
15.25,100
15.333333333333334,102
15.416666666666666,102
15.5,100
15.583333333333334,104
15.666666666666666,102
15.75,99
15.833333333333334,101
15.916666666666666,101
16,100
16.083333333333332,103
16.166666666666668,102
16.25,103
16.333333333333332,100
16.416666666666668,106
16.5,105
16.583333333333332,100
16.666666666666668,104
16.75,100
16.833333333333332,103
16.916666666666668,106
17,103
17.083333333333332,103
17.166666666666668,107
17.25,101
17.333333333333332,103
17.416666666666668,104
17.5,105
17.583333333333332,104
17.666666666666668,106
17.75,103
17.833333333333332,106
17.916666666666668,103
18,105
18.083333333333332,104
18.166666666666668,106
18.25,102
18.333333333333332,102
18.416666666666668,109
18.5,105
18.583333333333332,103
18.666666666666668,106
18.75,105
18.833333333333332,107
18.916666666666668,106
19,106
19.083333333333332,104
19.166666666666668,111
19.25,108
19.333333333333332,105
19.416666666666668,106
19.5,107
19.583333333333332,107
19.666666666666668,107
19.75,108
19.833333333333332,107
19.916666666666668,108
20,106
20.083333333333332,107
20.166666666666668,103
20.25,105
20.333333333333332,106
20.416666666666668,106
20.5,106
20.583333333333332,108
20.666666666666668,104
20.75,106
20.833333333333332,108
20.916666666666668,107
21,109
21.083333333333332,108
21.166666666666668,105
21.25,106
21.333333333333332,104
21.416666666666668,109
21.5,108
21.583333333333332,107
21.666666666666668,108
21.75,109
21.833333333333332,110
21.916666666666668,109
22,111
22.083333333333332,109
22.166666666666668,106
22.25,111
22.333333333333332,109
22.416666666666668,111
22.5,113
22.583333333333332,111
22.666666666666668,110
22.75,107
22.833333333333332,109
22.916666666666668,109
23,108
23.083333333333332,108
23.166666666666668,112
23.25,109
23.333333333333332,109
23.416666666666668,109
23.5,111
23.583333333333332,109
23.666666666666668,110
23.75,109
23.833333333333332,113
23.916666666666668,113
24,110
24.083333333333332,112
24.166666666666668,112
24.25,112
24.333333333333332,110
24.416666666666668,113
24.5,111
24.583333333333332,111
24.666666666666668,113
24.75,115
24.833333333333332,113
24.916666666666668,113
25,113
25.083333333333332,112
25.166666666666668,110
25.25,115
25.333333333333332,115
25.416666666666668,116
25.5,112
25.583333333333332,110
25.666666666666668,110
25.75,109
25.833333333333332,116
25.916666666666668,111
26,112
26.083333333333332,111
26.166666666666668,111
26.25,111
26.333333333333332,114
26.416666666666668,112
26.5,109
26.583333333333332,112
26.666666666666668,113
26.75,114
26.833333333333332,110
26.916666666666668,114
27,111
27.083333333333332,111
27.166666666666668,112
27.25,110
27.333333333333332,111
27.416666666666668,114
27.5,115
27.583333333333332,117
27.666666666666668,111
27.75,112
27.833333333333332,117
27.916666666666668,117
28,117
28.083333333333332,116
28.166666666666668,116
28.25,116
28.333333333333332,113
28.416666666666668,119
28.5,118
28.583333333333332,119
28.666666666666668,119
28.75,117
28.833333333333332,119
28.916666666666668,116
29,116
29.083333333333332,120
29.166666666666668,117
29.25,120
29.333333333333332,114
29.416666666666668,118
29.5,121
29.583333333333332,122
29.666666666666668,121
29.75,118
29.833333333333332,117
29.916666666666668,120
30,119
30.083333333333332,120
30.166666666666668,119
30.25,119
30.333333333333332,118
30.416666666666668,119
30.5,118
30.583333333333332,119
30.666666666666668,117
30.75,114
30.833333333333332,118
30.916666666666668,117
31,119
31.083333333333332,115
31.166666666666668,118
31.25,122
31.333333333333332,120
31.416666666666668,117
31.5,119
31.583333333333332,120
31.666666666666668,116
31.75,121
31.833333333333332,122
31.916666666666668,116
32,119
32.083333333333336,117
32.166666666666664,117
32.25,121
32.333333333333336,120
32.416666666666664,124
32.5,119
32.583333333333336,122
32.666666666666664,121
32.75,121
32.833333333333336,123
32.916666666666664,124
33,121
33.083333333333336,122
33.166666666666664,117
33.25,122
33.333333333333336,123
33.416666666666664,120
33.5,122
33.583333333333336,118
33.666666666666664,120
33.75,122
33.833333333333336,122
33.916666666666664,121
34,118
34.083333333333336,124
34.166666666666664,122
34.25,122
34.333333333333336,125
34.416666666666664,122
34.5,119
34.583333333333336,121
34.666666666666664,120
34.75,123
34.833333333333336,123
34.916666666666664,123
35,120
35.083333333333336,118
35.166666666666664,122
35.25,121
35.333333333333336,125
35.416666666666664,123
35.5,121
