"Hours since thread went live","Astro Note - Episode 3 discussion"
0,1
0,3
0.08333333333333333,5
0.16666666666666666,8
0.25,10
0.3333333333333333,10
0.4166666666666667,14
0.5,17
0.5833333333333334,20
0.6666666666666666,22
0.75,23
0.8333333333333334,23
0.9166666666666666,25
1,25
1.0833333333333333,27
1.1666666666666667,29
1.25,29
1.3333333333333333,30
1.4166666666666667,37
1.5,32
1.5833333333333333,34
1.6666666666666667,37
1.75,38
1.8333333333333333,38
1.9166666666666667,45
2,45
2.0833333333333335,47
2.1666666666666665,46
2.25,48
2.3333333333333335,51
2.4166666666666665,55
2.5,54
2.5833333333333335,56
2.6666666666666665,56
2.75,57
2.8333333333333335,62
2.9166666666666665,61
3,62
3.0833333333333335,62
3.1666666666666665,65
3.25,64
3.3333333333333335,65
3.4166666666666665,70
3.5,68
3.5833333333333335,70
3.6666666666666665,70
3.75,72
3.8333333333333335,73
3.9166666666666665,76
4,76
4.083333333333333,79
4.166666666666667,77
4.25,81
4.333333333333333,77
4.416666666666667,78
4.5,80
4.583333333333333,85
4.666666666666667,81
4.75,83
4.833333333333333,86
4.916666666666667,85
5,89
5.083333333333333,91
5.166666666666667,94
5.25,92
5.333333333333333,95
5.416666666666667,94
5.5,99
5.583333333333333,100
5.666666666666667,99
5.75,96
5.833333333333333,101
5.916666666666667,104
6,102
6.083333333333333,103
6.166666666666667,102
6.25,107
6.333333333333333,108
6.416666666666667,105
6.5,106
6.583333333333333,109
6.666666666666667,109
6.75,109
6.833333333333333,110
6.916666666666667,110
7,112
7.083333333333333,109
7.166666666666667,112
7.25,110
7.333333333333333,113
7.416666666666667,113
7.5,116
7.583333333333333,116
7.666666666666667,114
7.75,121
7.833333333333333,121
7.916666666666667,120
8,121
8.083333333333334,122
8.166666666666666,123
8.25,119
8.333333333333334,125
8.416666666666666,124
8.5,125
8.583333333333334,126
8.666666666666666,121
8.75,122
8.833333333333334,132
8.916666666666666,128
9,130
9.083333333333334,125
9.166666666666666,130
9.25,132
9.333333333333334,130
9.416666666666666,134
9.5,130
9.583333333333334,132
9.666666666666666,135
9.75,134
9.833333333333334,133
9.916666666666666,135
10,136
10.083333333333334,139
10.166666666666666,139
10.25,138
10.333333333333334,140
10.416666666666666,138
10.5,141
10.583333333333334,145
10.666666666666666,144
10.75,144
10.833333333333334,146
10.916666666666666,146
11,145
11.083333333333334,145
11.166666666666666,146
11.25,144
11.333333333333334,150
11.416666666666666,147
11.5,146
11.583333333333334,151
11.666666666666666,146
11.75,147
11.833333333333334,147
11.916666666666666,147
12,155
12.083333333333334,150
12.166666666666666,152
12.25,156
12.333333333333334,151
12.416666666666666,150
12.5,153
12.583333333333334,153
12.666666666666666,154
12.75,156
12.833333333333334,155
12.916666666666666,154
13,153
13.083333333333334,153
13.166666666666666,153
13.25,157
13.333333333333334,155
13.416666666666666,153
13.5,154
13.583333333333334,157
13.666666666666666,155
13.75,155
13.833333333333334,156
13.916666666666666,159
14,159
14.083333333333334,160
14.166666666666666,159
14.25,162
14.333333333333334,161
14.416666666666666,165
14.5,164
14.583333333333334,163
14.666666666666666,161
14.75,168
14.833333333333334,164
14.916666666666666,169
15,163
15.083333333333334,171
15.166666666666666,168
15.25,167
15.333333333333334,167
15.416666666666666,163
15.5,166
15.583333333333334,166
15.666666666666666,165
15.75,165
15.833333333333334,171
15.916666666666666,168
16,173
16.083333333333332,170
16.166666666666668,169
16.25,170
16.333333333333332,173
16.416666666666668,172
16.5,175
16.583333333333332,170
16.666666666666668,173
16.75,171
16.833333333333332,172
16.916666666666668,169
17,173
17.083333333333332,176
17.166666666666668,173
17.25,172
17.333333333333332,176
17.416666666666668,173
17.5,174
17.583333333333332,175
17.666666666666668,174
17.75,177
17.833333333333332,179
17.916666666666668,178
18,176
18.083333333333332,175
18.166666666666668,175
18.25,175
18.333333333333332,177
18.416666666666668,178
18.5,174
18.583333333333332,174
18.666666666666668,173
18.75,176
18.833333333333332,176
18.916666666666668,177
19,179
19.083333333333332,178
19.166666666666668,178
19.25,178
19.333333333333332,180
19.416666666666668,180
19.5,180
19.583333333333332,181
19.666666666666668,181
19.75,183
19.833333333333332,177
19.916666666666668,181
20,184
20.083333333333332,181
20.166666666666668,182
20.25,183
20.333333333333332,183
20.416666666666668,180
20.5,182
20.583333333333332,185
20.666666666666668,185
20.75,184
20.833333333333332,184
20.916666666666668,185
21,182
21.083333333333332,182
21.166666666666668,184
21.25,187
21.333333333333332,185
21.416666666666668,184
21.5,184
21.583333333333332,186
21.666666666666668,188
21.75,185
21.833333333333332,187
21.916666666666668,188
22,185
22.083333333333332,189
22.166666666666668,187
22.25,184
22.333333333333332,188
22.416666666666668,189
22.5,186
22.583333333333332,186
22.666666666666668,190
22.75,182
22.833333333333332,185
22.916666666666668,190
23,191
23.083333333333332,183
23.166666666666668,187
23.25,191
23.333333333333332,189
23.416666666666668,189
23.5,186
23.583333333333332,190
23.666666666666668,186
23.75,185
23.833333333333332,189
23.916666666666668,187
24,186
24.083333333333332,188
24.166666666666668,186
24.25,184
24.333333333333332,187
24.416666666666668,186
24.5,189
24.583333333333332,187
24.666666666666668,187
24.75,192
24.833333333333332,192
24.916666666666668,189
25,189
25.083333333333332,190
25.166666666666668,187
25.25,193
25.333333333333332,186
25.416666666666668,192
25.5,187
25.583333333333332,193
25.666666666666668,191
25.75,191
25.833333333333332,189
25.916666666666668,189
26,191
26.083333333333332,192
26.166666666666668,191
26.25,189
26.333333333333332,193
26.416666666666668,188
26.5,195
