"Hours since thread went live","Oi! Tonbo • Tonbo! - Episode 1 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,3
0.25,5
0.3333333333333333,5
0.4166666666666667,5
0.5,6
0.5833333333333334,9
0.6666666666666666,10
0.75,10
0.8333333333333334,10
0.9166666666666666,12
1,13
1.0833333333333333,13
1.1666666666666667,15
1.25,15
1.3333333333333333,15
1.4166666666666667,15
1.5,15
1.5833333333333333,16
1.6666666666666667,18
1.75,18
1.8333333333333333,18
1.9166666666666667,18
2,17
2.0833333333333335,19
2.1666666666666665,18
2.25,17
2.3333333333333335,20
2.4166666666666665,20
2.5,21
2.5833333333333335,21
2.6666666666666665,20
2.75,21
2.8333333333333335,20
2.9166666666666665,21
3,20
3.0833333333333335,22
3.1666666666666665,21
3.25,20
3.3333333333333335,20
3.4166666666666665,22
3.5,22
3.5833333333333335,22
3.6666666666666665,23
3.75,24
3.8333333333333335,24
3.9166666666666665,24
4,24
4.083333333333333,25
4.166666666666667,23
4.25,23
4.333333333333333,24
4.416666666666667,25
4.5,25
4.583333333333333,26
4.666666666666667,25
4.75,25
4.833333333333333,26
4.916666666666667,24
5,25
5.083333333333333,28
5.166666666666667,27
5.25,26
5.333333333333333,26
5.416666666666667,26
5.5,27
5.583333333333333,26
5.666666666666667,28
5.75,28
5.833333333333333,27
5.916666666666667,29
6,30
6.083333333333333,28
6.166666666666667,28
6.25,28
6.333333333333333,27
6.416666666666667,29
6.5,28
6.583333333333333,29
6.666666666666667,27
6.75,29
6.833333333333333,31
6.916666666666667,28
7,29
7.083333333333333,30
7.166666666666667,31
7.25,31
7.333333333333333,31
7.416666666666667,32
7.5,28
7.583333333333333,29
7.666666666666667,32
7.75,28
7.833333333333333,29
7.916666666666667,31
8,32
8.083333333333334,34
8.166666666666666,36
8.25,35
8.333333333333334,33
8.416666666666666,37
8.5,35
8.583333333333334,37
8.666666666666666,35
8.75,37
8.833333333333334,35
8.916666666666666,37
9,38
9.083333333333334,34
9.166666666666666,37
9.25,35
9.333333333333334,35
9.416666666666666,35
9.5,37
9.583333333333334,36
9.666666666666666,37
9.75,40
9.833333333333334,39
9.916666666666666,40
10,41
10.083333333333334,39
10.166666666666666,43
10.25,41
10.333333333333334,42
10.416666666666666,41
10.5,45
10.583333333333334,47
10.666666666666666,46
10.75,43
10.833333333333334,45
10.916666666666666,45
11,43
11.083333333333334,44
11.166666666666666,45
11.25,47
11.333333333333334,46
11.416666666666666,49
11.5,48
11.583333333333334,47
11.666666666666666,47
11.75,48
11.833333333333334,52
11.916666666666666,49
12,49
12.083333333333334,49
12.166666666666666,50
12.25,49
12.333333333333334,50
12.416666666666666,50
12.5,52
12.583333333333334,54
12.666666666666666,54
12.75,52
12.833333333333334,56
12.916666666666666,58
13,59
13.083333333333334,55
13.166666666666666,55
13.25,58
13.333333333333334,58
13.416666666666666,55
13.5,59
13.583333333333334,59
13.666666666666666,57
13.75,59
13.833333333333334,60
13.916666666666666,56
14,63
14.083333333333334,61
14.166666666666666,65
14.25,59
14.333333333333334,63
14.416666666666666,63
14.5,59
14.583333333333334,64
14.666666666666666,62
14.75,62
14.833333333333334,63
14.916666666666666,62
15,66
15.083333333333334,63
15.166666666666666,63
15.25,67
15.333333333333334,68
15.416666666666666,67
15.5,69
15.583333333333334,65
15.666666666666666,70
15.75,71
15.833333333333334,72
15.916666666666666,68
16,71
16.083333333333332,73
16.166666666666668,76
16.25,73
16.333333333333332,71
16.416666666666668,75
16.5,73
16.583333333333332,72
16.666666666666668,75
16.75,73
16.833333333333332,73
16.916666666666668,71
17,73
17.083333333333332,75
17.166666666666668,77
17.25,80
17.333333333333332,77
17.416666666666668,76
17.5,76
17.583333333333332,74
17.666666666666668,74
17.75,77
17.833333333333332,77
17.916666666666668,74
18,78
18.083333333333332,79
18.166666666666668,74
18.25,79
18.333333333333332,78
18.416666666666668,74
18.5,79
18.583333333333332,77
18.666666666666668,83
18.75,77
18.833333333333332,82
18.916666666666668,81
19,80
19.083333333333332,78
19.166666666666668,80
19.25,80
19.333333333333332,83
19.416666666666668,79
19.5,76
19.583333333333332,84
19.666666666666668,82
19.75,81
19.833333333333332,83
19.916666666666668,83
20,80
20.083333333333332,85
20.166666666666668,86
20.25,81
20.333333333333332,81
20.416666666666668,79
20.5,85
20.583333333333332,83
20.666666666666668,85
20.75,88
20.833333333333332,87
20.916666666666668,83
21,90
21.083333333333332,88
21.166666666666668,87
21.25,86
21.333333333333332,88
21.416666666666668,85
21.5,90
21.583333333333332,90
21.666666666666668,85
21.75,89
21.833333333333332,88
21.916666666666668,89
22,93
22.083333333333332,88
22.166666666666668,88
22.25,90
22.333333333333332,92
22.416666666666668,90
22.5,89
22.583333333333332,93
22.666666666666668,96
22.75,91
22.833333333333332,95
22.916666666666668,91
23,97
23.083333333333332,94
23.166666666666668,95
23.25,91
23.333333333333332,91
23.416666666666668,96
23.5,93
23.583333333333332,93
23.666666666666668,94
23.75,90
23.833333333333332,95
23.916666666666668,96
24,94
24.083333333333332,97
24.166666666666668,95
24.25,92
24.333333333333332,92
24.416666666666668,93
24.5,95
24.583333333333332,92
24.666666666666668,97
24.75,97
24.833333333333332,91
24.916666666666668,94
25,93
25.083333333333332,90
25.166666666666668,93
25.25,95
25.333333333333332,97
25.416666666666668,94
25.5,97
25.583333333333332,95
25.666666666666668,96
25.75,95
25.833333333333332,93
25.916666666666668,93
26,95
26.083333333333332,95
26.166666666666668,97
26.25,92
26.333333333333332,95
26.416666666666668,92
26.5,91
26.583333333333332,97
26.666666666666668,94
26.75,93
26.833333333333332,94
26.916666666666668,93
27,92
27.083333333333332,95
27.166666666666668,96
27.25,98
27.333333333333332,95
27.416666666666668,98
27.5,98
27.583333333333332,97
27.666666666666668,98
27.75,95
27.833333333333332,96
27.916666666666668,96
28,96
28.083333333333332,98
28.166666666666668,95
28.25,92
28.333333333333332,95
28.416666666666668,93
28.5,98
28.583333333333332,95
28.666666666666668,93
28.75,94
28.833333333333332,99
28.916666666666668,92
29,97
29.083333333333332,97
29.166666666666668,94
29.25,97
29.333333333333332,98
29.416666666666668,95
29.5,100
29.583333333333332,99
29.666666666666668,97
29.75,97
29.833333333333332,94
29.916666666666668,98
30,95
30.083333333333332,95
30.166666666666668,94
30.25,96
30.333333333333332,98
30.416666666666668,100
30.5,94
30.583333333333332,92
30.666666666666668,96
30.75,97
30.833333333333332,96
30.916666666666668,94
31,97
31.083333333333332,94
31.166666666666668,97
31.25,93
31.333333333333332,98
31.416666666666668,93
31.5,95
31.583333333333332,96
31.666666666666668,98
31.75,94
31.833333333333332,100
31.916666666666668,97
32,98
32.083333333333336,93
32.166666666666664,97
32.25,97
32.333333333333336,97
32.416666666666664,99
32.5,95
32.583333333333336,97
32.666666666666664,97
32.75,96
32.833333333333336,98
32.916666666666664,101
33,99
33.083333333333336,99
33.166666666666664,101
33.25,101
33.333333333333336,99
33.416666666666664,97
33.5,97
33.583333333333336,101
33.666666666666664,98
33.75,102
33.833333333333336,100
33.916666666666664,97
34,98
34.083333333333336,101
34.166666666666664,97
34.25,101
34.333333333333336,98
34.416666666666664,96
34.5,100
34.583333333333336,96
34.666666666666664,104
34.75,101
34.833333333333336,100
34.916666666666664,99
35,99
35.083333333333336,101
35.166666666666664,97
35.25,104
35.333333333333336,101
35.416666666666664,101
35.5,99
35.583333333333336,101
35.666666666666664,99
35.75,100
35.833333333333336,97
35.916666666666664,97
36,101
36.083333333333336,99
36.166666666666664,101
36.25,100
36.333333333333336,105
36.416666666666664,100
36.5,102
36.583333333333336,102
36.666666666666664,104
36.75,100
36.833333333333336,99
36.916666666666664,105
37,100
37.083333333333336,103
37.166666666666664,104
37.25,97
37.333333333333336,99
37.416666666666664,102
37.5,101
37.583333333333336,102
37.666666666666664,98
37.75,101
37.833333333333336,103
37.916666666666664,101
38,100
38.083333333333336,103
38.166666666666664,98
38.25,104
38.333333333333336,98
38.416666666666664,101
38.5,102
38.583333333333336,102
38.666666666666664,100
38.75,99
38.833333333333336,103
38.916666666666664,101
39,98
