"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 1 discussion"
0,3
0.08333333333333333,7
0.16666666666666666,15
0.25,23
0.3333333333333333,30
0.4166666666666667,36
0.5,40
0.5833333333333334,44
0.6666666666666666,48
0.75,53
0.8333333333333334,61
0.9166666666666666,67
1,68
1.0833333333333333,73
1.1666666666666667,79
1.25,85
1.3333333333333333,92
1.4166666666666667,94
1.5,95
1.5833333333333333,96
1.6666666666666667,102
1.75,105
1.8333333333333333,111
1.9166666666666667,115
2,117
2.0833333333333335,124
2.1666666666666665,125
2.25,135
2.3333333333333335,136
2.4166666666666665,141
2.5,142
2.5833333333333335,139
2.6666666666666665,145
2.75,149
2.8333333333333335,151
2.9166666666666665,150
3,154
3.0833333333333335,158
3.1666666666666665,158
3.25,162
3.3333333333333335,165
3.4166666666666665,171
3.5,167
3.5833333333333335,172
3.6666666666666665,173
3.75,176
3.8333333333333335,180
3.9166666666666665,179
4,181
4.083333333333333,188
4.166666666666667,187
4.25,192
4.333333333333333,192
4.416666666666667,198
4.5,200
4.583333333333333,198
4.666666666666667,197
4.75,199
4.833333333333333,202
4.916666666666667,206
5,206
5.083333333333333,207
5.166666666666667,210
5.25,205
5.333333333333333,213
5.416666666666667,211
5.5,205
5.583333333333333,210
5.666666666666667,212
5.75,218
5.833333333333333,213
5.916666666666667,219
6,219
6.083333333333333,220
6.166666666666667,227
6.25,227
6.333333333333333,227
6.416666666666667,228
6.5,232
6.583333333333333,233
6.666666666666667,234
6.75,233
6.833333333333333,238
6.916666666666667,241
7,245
7.083333333333333,242
7.166666666666667,244
7.25,249
7.333333333333333,249
7.416666666666667,250
7.5,249
7.583333333333333,254
7.666666666666667,252
7.75,256
7.833333333333333,253
7.916666666666667,260
8,254
8.083333333333334,259
8.166666666666666,256
8.25,258
8.333333333333334,261
8.416666666666666,263
8.5,263
8.583333333333334,266
8.666666666666666,269
8.75,267
8.833333333333334,269
8.916666666666666,267
9,267
9.083333333333334,276
9.166666666666666,273
9.25,278
9.333333333333334,281
9.416666666666666,288
9.5,288
9.583333333333334,288
9.666666666666666,286
9.75,291
9.833333333333334,293
9.916666666666666,292
10,297
10.083333333333334,299
10.166666666666666,297
10.25,297
10.333333333333334,301
10.416666666666666,302
10.5,299
10.583333333333334,299
10.666666666666666,305
10.75,301
10.833333333333334,304
10.916666666666666,305
11,309
11.083333333333334,306
11.166666666666666,311
11.25,308
11.333333333333334,309
11.416666666666666,314
11.5,310
11.583333333333334,311
11.666666666666666,311
11.75,314
11.833333333333334,314
11.916666666666666,324
12,320
12.083333333333334,326
12.166666666666666,323
12.25,321
12.333333333333334,328
12.416666666666666,323
12.5,331
12.583333333333334,326
12.666666666666666,334
12.75,331
12.833333333333334,333
12.916666666666666,337
13,338
13.083333333333334,331
13.166666666666666,331
13.25,337
13.333333333333334,339
13.416666666666666,334
13.5,339
13.583333333333334,333
13.666666666666666,337
13.75,340
13.833333333333334,341
13.916666666666666,340
14,341
14.083333333333334,341
