"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 1 discussion"
14.166666666666666,339
14.25,342
14.333333333333334,337
14.416666666666666,340
14.5,340
14.583333333333334,342
14.666666666666666,347
14.75,342
14.833333333333334,345
14.916666666666666,348
15,347
15.083333333333334,341
15.166666666666666,348
15.25,345
15.333333333333334,348
15.416666666666666,346
15.5,348
15.583333333333334,352
15.666666666666666,353
15.75,352
15.833333333333334,353
15.916666666666666,353
16,349
16.083333333333332,352
16.166666666666668,354
16.25,353
16.333333333333332,357
16.416666666666668,359
16.5,356
16.583333333333332,352
16.666666666666668,355
16.75,365
16.833333333333332,358
16.916666666666668,358
17,362
17.083333333333332,361
17.166666666666668,367
17.25,365
17.333333333333332,363
17.416666666666668,358
17.5,359
17.583333333333332,362
17.666666666666668,366
17.75,363
17.833333333333332,368
17.916666666666668,364
18,363
18.083333333333332,367
18.166666666666668,367
18.25,371
18.333333333333332,366
18.416666666666668,371
18.5,363
18.583333333333332,371
18.666666666666668,373
18.75,367
18.833333333333332,363
18.916666666666668,367
19,371
19.083333333333332,374
19.166666666666668,377
19.25,375
19.333333333333332,374
19.416666666666668,375
19.5,375
19.583333333333332,368
19.666666666666668,378
19.75,380
19.833333333333332,378
19.916666666666668,374
20,378
20.083333333333332,379
20.166666666666668,377
20.25,376
20.333333333333332,378
20.416666666666668,376
20.5,375
20.583333333333332,386
20.666666666666668,385
20.75,384
20.833333333333332,385
20.916666666666668,386
21,382
21.083333333333332,384
21.166666666666668,389
21.25,388
21.333333333333332,383
21.416666666666668,383
21.5,385
21.583333333333332,391
21.666666666666668,389
21.75,388
21.833333333333332,388
21.916666666666668,385
22,385
22.083333333333332,392
22.166666666666668,391
22.25,390
22.333333333333332,390
22.416666666666668,389
22.5,391
22.583333333333332,395
22.666666666666668,391
22.75,389
22.833333333333332,392
22.916666666666668,395
23,394
23.083333333333332,394
23.166666666666668,397
23.25,396
23.333333333333332,397
23.416666666666668,395
23.5,403
23.583333333333332,399
23.666666666666668,403
23.75,397
23.833333333333332,397
23.916666666666668,403
24,398
24.083333333333332,402
24.166666666666668,403
24.25,402
24.333333333333332,402
24.416666666666668,405
24.5,402
24.583333333333332,401
24.666666666666668,401
24.75,405
24.833333333333332,404
24.916666666666668,403
25,406
25.083333333333332,399
25.166666666666668,401
25.25,403
25.333333333333332,406
25.416666666666668,402
25.5,403
25.583333333333332,407
25.666666666666668,406
25.75,412
25.833333333333332,410
25.916666666666668,408
26,406
26.083333333333332,408
26.166666666666668,413
26.25,405
26.333333333333332,408
26.416666666666668,413
26.5,412
26.583333333333332,414
26.666666666666668,406
26.75,408
26.833333333333332,408
26.916666666666668,409
27,410
27.083333333333332,410
27.166666666666668,413
27.25,412
27.333333333333332,412
27.416666666666668,407
27.5,411
27.583333333333332,413
27.666666666666668,412
27.75,415
27.833333333333332,410
27.916666666666668,410
28,410
28.083333333333332,415
28.166666666666668,414
28.25,412
28.333333333333332,414
28.416666666666668,421
28.5,415
28.583333333333332,412
28.666666666666668,420
28.75,412
28.833333333333332,419
28.916666666666668,416
29,419
29.083333333333332,416
29.166666666666668,420
29.25,419
29.333333333333332,411
29.416666666666668,416
29.5,415
29.583333333333332,419
29.666666666666668,418
29.75,416
29.833333333333332,414
29.916666666666668,417
30,416
30.083333333333332,417
30.166666666666668,417
30.25,417
30.333333333333332,420
30.416666666666668,420
30.5,419
30.583333333333332,415
30.666666666666668,420
30.75,425
30.833333333333332,425
30.916666666666668,424
31,418
31.083333333333332,417
31.166666666666668,422
31.25,419
31.333333333333332,422
31.416666666666668,425
31.5,425
31.583333333333332,422
31.666666666666668,426
31.75,419
31.833333333333332,426
31.916666666666668,419
32,424
32.083333333333336,428
32.166666666666664,424
32.25,421
32.333333333333336,419
32.416666666666664,427
32.5,429
32.583333333333336,426
32.666666666666664,427
32.75,424
32.833333333333336,422
32.916666666666664,420
33,427
33.083333333333336,428
33.166666666666664,429
33.25,428
33.333333333333336,427
33.416666666666664,432
33.5,424
33.583333333333336,425
33.666666666666664,425
33.75,427
33.833333333333336,428
33.916666666666664,430
34,433
34.083333333333336,427
34.166666666666664,426
34.25,426
34.333333333333336,430
34.416666666666664,429
34.5,429
34.583333333333336,432
34.666666666666664,427
34.75,423
34.833333333333336,429
34.916666666666664,427
35,427
35.083333333333336,425
35.166666666666664,432
35.25,427
35.333333333333336,429
35.416666666666664,427
35.5,431
35.583333333333336,435
35.666666666666664,427
35.75,429
35.833333333333336,429
35.916666666666664,426
36,433
36.083333333333336,433
36.166666666666664,431
36.25,429
36.333333333333336,430
36.416666666666664,432
36.5,430
36.583333333333336,429
36.666666666666664,435
36.75,430
36.833333333333336,436
36.916666666666664,431
37,433
37.083333333333336,426
37.166666666666664,431
37.25,425
37.333333333333336,430
37.416666666666664,424
37.5,429
37.583333333333336,429
37.666666666666664,430
37.75,431
37.833333333333336,427
37.916666666666664,430
38,430
38.083333333333336,433
38.166666666666664,432
38.25,432
38.333333333333336,431
38.416666666666664,426
38.5,429
38.583333333333336,426
38.666666666666664,424
38.75,432
38.833333333333336,429
38.916666666666664,431
39,430
39.083333333333336,429
39.166666666666664,435
39.25,428
39.333333333333336,428
39.416666666666664,431
39.5,435
39.583333333333336,435
39.666666666666664,431
39.75,431
39.833333333333336,429
39.916666666666664,430
40,432
40.083333333333336,430
40.166666666666664,433
40.25,433
40.333333333333336,430
40.416666666666664,429
40.5,432
40.583333333333336,434
40.666666666666664,434
40.75,433
40.833333333333336,430
40.916666666666664,429
41,433
41.083333333333336,429
41.166666666666664,435
41.25,433
41.333333333333336,432
41.416666666666664,433
41.5,432
41.583333333333336,428
41.666666666666664,437
41.75,436
41.833333333333336,434
41.916666666666664,434
42,433
42.083333333333336,430
42.166666666666664,432
42.25,438
42.333333333333336,436
42.416666666666664,431
42.5,430
42.583333333333336,430
42.666666666666664,434
42.75,438
42.833333333333336,438
42.916666666666664,433
43,428
43.083333333333336,432
43.166666666666664,437
43.25,434
43.333333333333336,435
43.416666666666664,435
43.5,433
43.583333333333336,435
43.666666666666664,440
43.75,436
43.833333333333336,435
43.916666666666664,434
44,437
44.083333333333336,438
44.166666666666664,439
44.25,432
44.333333333333336,435
44.416666666666664,431
44.5,435
44.583333333333336,436
44.666666666666664,434
44.75,435
44.833333333333336,433
44.916666666666664,437
45,436
45.083333333333336,434
45.166666666666664,434
45.25,436
45.333333333333336,442
45.416666666666664,440
45.5,432
45.583333333333336,436
45.666666666666664,443
45.75,436
45.833333333333336,437
45.916666666666664,435
46,436
46.083333333333336,439
46.166666666666664,437
46.25,438
46.333333333333336,436
46.416666666666664,433
46.5,436
46.583333333333336,438
46.666666666666664,442
46.75,439
46.833333333333336,438
46.916666666666664,436
47,437
47.083333333333336,438
47.166666666666664,441
47.25,437
47.333333333333336,439
47.416666666666664,437
47.5,442
47.583333333333336,435
47.666666666666664,432
47.75,440
47.833333333333336,439
47.916666666666664,434
