"Hours since thread went live","Shingeki no Kyojin: The Final Season Part 2 - Episode 5 discussion"
14.666666666666666,14519
14.75,14550
14.833333333333334,14580
14.916666666666666,14604
15,14629
15.083333333333334,14652
15.166666666666666,14677
15.25,14714
15.333333333333334,14737
15.416666666666666,14754
15.5,14781
15.583333333333334,14808
15.666666666666666,14817
15.75,14851
15.833333333333334,14862
15.916666666666666,14886
16,14909
16.083333333333332,14928
16.166666666666668,14957
16.25,14986
16.333333333333332,15014
16.416666666666668,15028
16.5,15043
16.583333333333332,15064
16.666666666666668,15073
16.75,15092
16.833333333333332,15096
16.916666666666668,15128
17,15132
17.083333333333332,15153
17.166666666666668,15178
17.25,15186
17.333333333333332,15210
17.416666666666668,15219
17.5,15247
17.583333333333332,15268
17.666666666666668,15285
17.75,15313
17.833333333333332,15335
17.916666666666668,15353
18,15367
18.083333333333332,15388
18.166666666666668,15400
18.25,15428
18.333333333333332,15438
18.416666666666668,15470
18.5,15482
18.583333333333332,15510
18.666666666666668,15525
18.75,15553
18.833333333333332,15558
18.916666666666668,15594
19,15606
19.083333333333332,15626
19.166666666666668,15644
19.25,15668
19.333333333333332,15679
19.416666666666668,15701
19.5,15720
19.583333333333332,15736
19.666666666666668,15752
19.75,15778
19.833333333333332,15788
19.916666666666668,15802
20,15823
20.083333333333332,15837
20.166666666666668,15850
20.25,15864
20.333333333333332,15884
20.416666666666668,15916
20.5,15937
20.583333333333332,15953
20.666666666666668,15965
20.75,15982
20.833333333333332,15995
20.916666666666668,16013
21,16022
21.083333333333332,16055
21.166666666666668,16063
21.25,16083
21.333333333333332,16110
21.416666666666668,16122
21.5,16148
21.666666666666668,16181
21.75,16189
21.833333333333332,16212
21.916666666666668,16222
22,16244
22.083333333333332,16250
22.166666666666668,16266
22.25,16286
22.333333333333332,16301
22.416666666666668,16305
22.5,16317
22.583333333333332,16317
22.666666666666668,16336
22.75,16343
22.833333333333332,16357
22.916666666666668,16360
23,16371
23.083333333333332,16395
23.166666666666668,16402
23.25,16415
23.333333333333332,16427
23.416666666666668,16435
23.5,16463
23.583333333333332,16462
23.666666666666668,16478
23.75,16493
23.833333333333332,16509
23.916666666666668,16525
24,16540
24.083333333333332,16539
24.166666666666668,16555
24.25,16558
24.333333333333332,16573
24.416666666666668,16571
24.5,16571
24.583333333333332,16585
24.666666666666668,16592
24.75,16604
24.833333333333332,16609
24.916666666666668,16608
25,16617
25.083333333333332,16626
25.166666666666668,16630
25.25,16641
25.333333333333332,16644
25.416666666666668,16646
25.5,16666
25.583333333333332,16663
25.666666666666668,16671
25.75,16678
25.833333333333332,16690
25.916666666666668,16688
26,16691
26.083333333333332,16703
26.166666666666668,16703
26.25,16706
26.333333333333332,16716
26.416666666666668,16727
26.5,16724
26.583333333333332,16737
26.666666666666668,16738
26.75,16753
26.833333333333332,16756
26.916666666666668,16761
27,16770
27.083333333333332,16775
27.166666666666668,16779
27.25,16784
27.333333333333332,16783
27.416666666666668,16790
27.5,16793
27.583333333333332,16804
27.666666666666668,16810
27.75,16823
27.833333333333332,16839
27.916666666666668,16844
28,16849
28.083333333333332,16850
28.166666666666668,16855
28.25,16864
28.333333333333332,16867
28.416666666666668,16871
28.5,16876
28.583333333333332,16882
28.666666666666668,16893
28.75,16899
28.833333333333332,16893
28.916666666666668,16900
29,16906
29.083333333333332,16906
29.166666666666668,16913
29.25,16918
29.333333333333332,16932
29.416666666666668,16937
29.5,16939
29.583333333333332,16946
29.666666666666668,16945
29.75,16944
29.833333333333332,16958
29.916666666666668,16968
30,16967
30.083333333333332,16975
30.166666666666668,16980
30.25,16984
30.333333333333332,16991
30.416666666666668,16996
30.5,16995
30.583333333333332,17003
30.666666666666668,16996
30.75,17008
30.833333333333332,17014
30.916666666666668,17015
31,17020
31.083333333333332,17024
31.166666666666668,17028
31.25,17023
31.333333333333332,17037
31.416666666666668,17038
31.5,17048
31.583333333333332,17043
31.666666666666668,17053
31.75,17065
31.833333333333332,17060
31.916666666666668,17065
32,17067
32.083333333333336,17068
32.166666666666664,17080
32.25,17073
32.333333333333336,17080
32.416666666666664,17082
32.5,17096
32.583333333333336,17094
32.666666666666664,17101
32.75,17104
32.833333333333336,17108
32.916666666666664,17110
33,17116
33.083333333333336,17124
33.166666666666664,17129
33.25,17133
33.333333333333336,17134
33.416666666666664,17130
33.5,17135
33.583333333333336,17144
33.666666666666664,17153
33.75,17153
33.833333333333336,17149
33.916666666666664,17158
34,17155
34.083333333333336,17157
34.166666666666664,17161
34.25,17166
34.333333333333336,17177
34.416666666666664,17181
34.5,17179
34.583333333333336,17191
34.666666666666664,17178
34.75,17194
34.833333333333336,17194
34.916666666666664,17198
35,17202
35.083333333333336,17199
35.166666666666664,17205
35.25,17207
35.333333333333336,17223
35.416666666666664,17221
35.5,17223
35.583333333333336,17231
35.666666666666664,17227
35.75,17237
35.833333333333336,17229
35.916666666666664,17236
36,17246
36.083333333333336,17243
36.166666666666664,17246
36.25,17244
36.333333333333336,17251
36.416666666666664,17257
36.5,17255
36.583333333333336,17262
36.666666666666664,17266
36.75,17270
36.833333333333336,17266
36.916666666666664,17270
37,17273
37.083333333333336,17274
37.166666666666664,17284
37.25,17280
37.333333333333336,17290
37.416666666666664,17286
37.5,17284
37.583333333333336,17292
37.666666666666664,17288
37.75,17296
37.833333333333336,17295
37.916666666666664,17295
38,17295
38.083333333333336,17306
38.166666666666664,17307
38.25,17301
38.333333333333336,17305
38.416666666666664,17303
38.5,17310
38.583333333333336,17305
38.666666666666664,17309
38.75,17318
38.833333333333336,17313
38.916666666666664,17307
39,17319
39.083333333333336,17317
39.166666666666664,17321
39.25,17317
39.333333333333336,17332
39.416666666666664,17333
39.5,17334
39.583333333333336,17337
39.666666666666664,17331
39.75,17336
39.833333333333336,17334
39.916666666666664,17337
40,17342
40.083333333333336,17342
40.166666666666664,17339
40.25,17342
40.333333333333336,17339
40.416666666666664,17346
40.5,17356
40.583333333333336,17350
40.666666666666664,17351
40.75,17352
40.833333333333336,17357
40.916666666666664,17361
41,17363
41.083333333333336,17363
41.166666666666664,17367
41.25,17371
41.333333333333336,17369
41.416666666666664,17375
41.5,17369
41.583333333333336,17366
41.666666666666664,17377
41.75,17376
41.833333333333336,17374
41.916666666666664,17377
42,17382
42.083333333333336,17374
42.166666666666664,17376
42.25,17378
42.333333333333336,17385
42.416666666666664,17391
42.5,17384
42.583333333333336,17389
42.666666666666664,17387
42.75,17386
42.833333333333336,17386
42.916666666666664,17395
43,17392
43.083333333333336,17395
43.166666666666664,17397
43.25,17401
43.333333333333336,17398
43.416666666666664,17406
43.5,17401
43.583333333333336,17398
43.666666666666664,17407
43.75,17409
43.833333333333336,17407
43.916666666666664,17412
44,17418
44.083333333333336,17415
44.166666666666664,17422
44.25,17417
44.333333333333336,17424
44.416666666666664,17425
44.5,17429
44.583333333333336,17428
44.666666666666664,17428
44.75,17426
44.833333333333336,17433
44.916666666666664,17434
45,17441
45.083333333333336,17433
45.166666666666664,17433
45.25,17441
45.333333333333336,17439
45.416666666666664,17444
45.5,17442
45.583333333333336,17442
45.666666666666664,17451
45.75,17450
45.833333333333336,17446
45.916666666666664,17445
46,17448
46.083333333333336,17447
46.166666666666664,17449
46.25,17455
46.333333333333336,17454
46.416666666666664,17465
46.5,17459
46.583333333333336,17464
46.666666666666664,17460
46.75,17459
46.833333333333336,17462
46.916666666666664,17468
47,17474
47.083333333333336,17470
47.166666666666664,17473
47.25,17471
47.333333333333336,17471
47.416666666666664,17467
47.5,17471
47.583333333333336,17475
47.666666666666664,17481
47.75,17479
47.833333333333336,17475
47.916666666666664,17474
