"Hours since thread went live","Shingeki no Kyojin: The Final Season Part 2 - Episode 5 discussion"
0,7
0,7
0.08333333333333333,33
0.16666666666666666,65
0.25,112
0.3333333333333333,186
0.4166666666666667,267
0.5,340
0.5833333333333334,401
0.6666666666666666,510
0.75,605
0.8333333333333334,706
0.9166666666666666,816
1,911
1.0833333333333333,1026
1.1666666666666667,1151
1.25,1254
1.3333333333333333,1378
1.4166666666666667,1518
1.5,1652
1.5833333333333333,1775
1.6666666666666667,1895
1.75,1998
1.8333333333333333,2153
1.9166666666666667,2242
2,2386
2.0833333333333335,2495
2.1666666666666665,2594
2.25,2700
2.3333333333333335,2823
2.4166666666666665,2959
2.5,3056
2.5833333333333335,3186
2.6666666666666665,3296
2.75,3420
2.8333333333333335,3516
2.9166666666666665,3639
3,3744
3.0833333333333335,3850
3.1666666666666665,3956
3.25,4061
3.3333333333333335,4158
3.4166666666666665,4280
3.5,4488
3.5833333333333335,4732
3.6666666666666665,4929
3.75,5135
3.8333333333333335,5318
3.9166666666666665,5492
4,5673
4.083333333333333,5852
4.166666666666667,5994
4.25,6166
4.333333333333333,6316
4.416666666666667,6448
4.5,6579
4.583333333333333,6732
4.666666666666667,6866
4.75,6996
4.833333333333333,7125
4.916666666666667,7247
5,7380
5.083333333333333,7495
5.166666666666667,7616
5.25,7728
5.333333333333333,7835
5.416666666666667,7947
5.5,8040
5.583333333333333,8136
5.666666666666667,8248
5.75,8333
5.833333333333333,8427
5.916666666666667,8537
6,8641
6.083333333333333,8737
6.166666666666667,8806
6.25,8899
6.333333333333333,8999
6.416666666666667,9083
6.5,9180
6.583333333333333,9251
6.666666666666667,9355
6.75,9450
6.833333333333333,9557
6.916666666666667,9664
7,9735
7.083333333333333,9811
7.166666666666667,9888
7.25,9965
7.333333333333333,10050
7.416666666666667,10124
7.5,10210
7.583333333333333,10286
7.666666666666667,10354
7.75,10417
7.833333333333333,10492
7.916666666666667,10546
8,10611
8.083333333333334,10688
8.166666666666666,10750
8.25,10821
8.333333333333334,10888
8.416666666666666,10949
8.5,11014
8.583333333333334,11071
8.666666666666666,11124
8.75,11189
8.833333333333334,11267
8.916666666666666,11324
9,11396
9.083333333333334,11445
9.166666666666666,11497
9.25,11572
9.333333333333334,11610
9.416666666666666,11664
9.5,11733
9.583333333333334,11788
9.666666666666666,11863
9.75,11904
9.833333333333334,11953
9.916666666666666,11993
10,12058
10.083333333333334,12113
10.166666666666666,12170
10.25,12227
10.333333333333334,12276
10.416666666666666,12329
10.5,12370
10.583333333333334,12422
10.666666666666666,12466
10.75,12518
10.833333333333334,12567
10.916666666666666,12613
11,12673
11.083333333333334,12734
11.166666666666666,12793
11.25,12834
11.333333333333334,12889
11.416666666666666,12936
11.5,12987
11.583333333333334,13039
11.666666666666666,13070
11.75,13121
11.833333333333334,13165
11.916666666666666,13232
12,13274
12.083333333333334,13312
12.166666666666666,13360
12.25,13398
12.333333333333334,13435
12.416666666666666,13484
12.5,13534
12.583333333333334,13562
12.666666666666666,13616
12.75,13659
12.833333333333334,13685
12.916666666666666,13734
13,13779
13.083333333333334,13833
13.166666666666666,13881
13.25,13913
13.333333333333334,13957
13.416666666666666,14008
13.5,14039
13.583333333333334,14067
13.666666666666666,14094
13.75,14142
13.833333333333334,14173
13.916666666666666,14214
14,14254
14.083333333333334,14295
14.166666666666666,14332
14.25,14367
14.333333333333334,14391
14.416666666666666,14434
14.5,14470
14.583333333333334,14498
