"Hours since thread went live","Wind Breaker - Episode 5 discussion"
0,1
0,2
0.08333333333333333,6
0.16666666666666666,7
0.25,9
0.3333333333333333,15
0.4166666666666667,23
0.5,29
0.5833333333333334,32
0.6666666666666666,33
0.75,36
0.8333333333333334,47
0.9166666666666666,52
1,57
1.0833333333333333,64
1.1666666666666667,69
1.25,81
1.3333333333333333,84
1.4166666666666667,91
1.5,98
1.5833333333333333,100
1.6666666666666667,110
1.75,125
1.8333333333333333,132
1.9166666666666667,138
2,142
2.0833333333333335,143
2.1666666666666665,152
2.25,156
2.3333333333333335,158
2.4166666666666665,163
2.5,168
2.5833333333333335,170
2.6666666666666665,177
2.75,180
2.8333333333333335,184
2.9166666666666665,185
3,185
3.0833333333333335,191
3.1666666666666665,191
3.25,200
3.3333333333333335,201
3.4166666666666665,203
3.5,207
3.6666666666666665,216
3.75,217
3.8333333333333335,224
3.9166666666666665,227
4,224
4.083333333333333,232
4.166666666666667,234
4.25,236
4.333333333333333,238
4.416666666666667,241
4.5,240
4.583333333333333,246
4.666666666666667,252
4.75,258
4.833333333333333,263
4.916666666666667,263
5,272
5.083333333333333,277
5.166666666666667,279
5.25,281
5.333333333333333,295
5.416666666666667,296
5.5,303
5.583333333333333,307
5.666666666666667,311
5.75,312
5.833333333333333,318
5.916666666666667,322
6,323
6.083333333333333,336
6.166666666666667,331
6.25,345
6.333333333333333,346
6.416666666666667,350
6.5,352
6.583333333333333,350
6.666666666666667,360
6.75,358
6.833333333333333,360
6.916666666666667,360
7,367
7.083333333333333,368
7.166666666666667,372
7.25,375
7.333333333333333,378
7.416666666666667,379
7.5,386
7.583333333333333,384
7.666666666666667,386
7.75,389
7.833333333333333,397
7.916666666666667,398
8,392
8.083333333333334,395
8.166666666666666,399
8.25,397
8.333333333333334,404
8.416666666666666,407
8.5,414
8.583333333333334,419
8.666666666666666,418
8.75,420
8.833333333333334,419
8.916666666666666,423
9,426
9.083333333333334,429
9.166666666666666,438
9.25,441
9.333333333333334,443
9.416666666666666,445
9.5,447
9.583333333333334,445
9.666666666666666,451
9.75,457
9.833333333333334,457
9.916666666666666,454
10,458
10.083333333333334,456
10.166666666666666,460
10.25,464
10.333333333333334,466
10.416666666666666,468
10.5,468
10.583333333333334,472
10.666666666666666,474
10.75,475
10.833333333333334,475
10.916666666666666,479
11,485
11.083333333333334,491
11.166666666666666,491
11.25,486
11.333333333333334,498
11.416666666666666,493
11.5,495
11.583333333333334,505
11.666666666666666,497
11.75,502
11.833333333333334,504
11.916666666666666,512
12,508
12.083333333333334,511
12.166666666666666,519
12.25,513
12.333333333333334,518
12.416666666666666,522
12.5,524
12.583333333333334,522
12.666666666666666,529
12.75,529
12.833333333333334,531
12.916666666666666,533
13,534
13.083333333333334,539
13.166666666666666,534
13.25,539
13.333333333333334,549
13.416666666666666,548
13.5,552
13.583333333333334,555
13.666666666666666,554
13.75,560
13.833333333333334,561
13.916666666666666,558
14,559
14.083333333333334,557
14.166666666666666,560
14.25,558
14.333333333333334,564
14.416666666666666,571
14.5,563
14.583333333333334,575
14.666666666666666,567
14.75,568
14.833333333333334,576
14.916666666666666,568
15,576
15.083333333333334,579
15.166666666666666,575
15.25,572
15.333333333333334,584
15.416666666666666,582
15.5,580
15.583333333333334,578
15.666666666666666,578
15.75,581
15.833333333333334,583
15.916666666666666,587
16,590
16.083333333333332,590
16.166666666666668,584
16.25,585
16.333333333333332,587
16.416666666666668,587
16.5,590
16.583333333333332,590
16.666666666666668,588
16.75,592
16.833333333333332,588
16.916666666666668,595
17,593
17.083333333333332,593
17.166666666666668,593
17.25,602
17.333333333333332,599
17.416666666666668,595
17.5,600
17.583333333333332,598
17.666666666666668,603
17.75,595
17.833333333333332,600
17.916666666666668,604
18,598
18.083333333333332,610
18.166666666666668,612
18.25,603
18.333333333333332,609
18.416666666666668,609
18.5,617
18.583333333333332,614
18.666666666666668,611
18.75,621
18.833333333333332,617
18.916666666666668,620
19,620
19.083333333333332,619
19.166666666666668,616
19.25,620
19.333333333333332,619
19.416666666666668,625
19.5,629
19.583333333333332,623
19.666666666666668,635
19.75,630
19.833333333333332,629
19.916666666666668,634
20,632
20.083333333333332,635
20.166666666666668,633
20.25,637
20.333333333333332,640
20.416666666666668,638
20.5,647
20.583333333333332,648
20.666666666666668,645
20.75,645
20.833333333333332,645
20.916666666666668,646
21,651
21.083333333333332,656
21.166666666666668,649
21.25,650
21.333333333333332,650
21.416666666666668,653
21.5,651
21.583333333333332,659
21.666666666666668,655
21.75,656
21.833333333333332,656
21.916666666666668,656
22,664
22.083333333333332,662
22.166666666666668,657
22.25,664
22.333333333333332,664
22.416666666666668,659
22.5,666
22.583333333333332,661
22.666666666666668,664
22.75,664
22.833333333333332,667
22.916666666666668,668
23,669
23.083333333333332,666
23.166666666666668,675
23.25,671
23.333333333333332,678
23.416666666666668,678
23.5,672
23.583333333333332,671
23.666666666666668,674
23.75,675
23.833333333333332,671
23.916666666666668,676
24,674
24.083333333333332,674
24.166666666666668,682
24.25,676
24.333333333333332,676
24.416666666666668,678
24.5,676
24.583333333333332,682
24.666666666666668,685
24.75,680
24.833333333333332,681
24.916666666666668,683
25,680
25.083333333333332,681
25.166666666666668,687
25.25,684
25.333333333333332,688
25.416666666666668,686
25.5,689
25.583333333333332,694
25.666666666666668,689
25.75,690
25.833333333333332,689
25.916666666666668,692
26,694
26.083333333333332,697
26.166666666666668,692
26.25,696
26.333333333333332,699
26.416666666666668,701
26.5,699
26.75,705
26.833333333333332,699
26.916666666666668,700
27,700
27.083333333333332,702
27.166666666666668,701
27.25,707
27.333333333333332,702
27.416666666666668,704
27.5,705
27.583333333333332,704
27.666666666666668,703
27.75,701
27.833333333333332,711
27.916666666666668,704
28,705
28.083333333333332,704
28.166666666666668,704
28.25,709
28.333333333333332,706
28.416666666666668,709
28.5,705
28.583333333333332,701
28.666666666666668,705
28.75,705
28.833333333333332,710
28.916666666666668,712
29,702
29.083333333333332,713
29.166666666666668,705
29.25,711
29.333333333333332,714
29.416666666666668,709
29.5,711
29.583333333333332,712
29.666666666666668,714
29.75,720
29.833333333333332,714
29.916666666666668,715
30,720
30.083333333333332,716
30.166666666666668,713
30.25,716
30.333333333333332,713
30.416666666666668,719
30.5,714
30.583333333333332,716
30.666666666666668,722
30.75,715
30.833333333333332,720
30.916666666666668,720
31,718
31.083333333333332,715
31.166666666666668,715
31.25,723
31.333333333333332,719
31.416666666666668,718
31.5,721
31.583333333333332,717
31.666666666666668,724
31.75,719
31.833333333333332,720
31.916666666666668,721
32,724
32.083333333333336,725
32.166666666666664,722
32.25,724
32.333333333333336,727
32.416666666666664,724
32.5,729
32.583333333333336,728
32.666666666666664,723
32.75,721
32.833333333333336,725
32.916666666666664,721
33,724
33.083333333333336,730
33.166666666666664,727
33.25,724
33.333333333333336,727
33.416666666666664,731
33.5,722
33.583333333333336,732
33.666666666666664,726
33.75,725
33.833333333333336,733
33.916666666666664,723
34,728
