"Hours since thread went live","Mushoku Tensei: Isekai Ittara Honki Dasu Season 2 • Mushoku Tensei: Jobless Reincarnation Season 2 - Episode 8 discussion"
0,5
0,27
0.08333333333333333,59
0.16666666666666666,89
0.3333333333333333,144
0.4166666666666667,173
0.5,221
0.5833333333333334,267
0.6666666666666666,314
0.75,377
0.8333333333333334,435
0.9166666666666666,499
1,544
1.0833333333333333,590
1.1666666666666667,649
1.25,702
1.3333333333333333,757
1.4166666666666667,803
1.5,849
1.5833333333333333,902
1.6666666666666667,950
1.75,998
1.8333333333333333,1037
1.9166666666666667,1081
2,1119
2.0833333333333335,1164
2.1666666666666665,1197
2.25,1235
2.3333333333333335,1271
2.4166666666666665,1331
2.5,1367
2.5833333333333335,1410
2.6666666666666665,1441
2.75,1478
2.8333333333333335,1512
2.9166666666666665,1554
3,1590
3.0833333333333335,1619
3.1666666666666665,1651
3.25,1690
3.3333333333333335,1726
3.4166666666666665,1762
3.5,1783
3.5833333333333335,1820
3.6666666666666665,1847
3.75,1880
3.8333333333333335,1901
3.9166666666666665,1942
4,1966
4.083333333333333,2004
4.166666666666667,2033
4.25,2071
4.333333333333333,2102
4.416666666666667,2129
4.5,2148
4.583333333333333,2167
4.666666666666667,2196
4.75,2220
4.833333333333333,2240
4.916666666666667,2277
5,2303
5.083333333333333,2339
5.166666666666667,2365
5.25,2395
5.333333333333333,2416
5.416666666666667,2450
5.5,2463
5.583333333333333,2499
5.666666666666667,2517
5.75,2540
5.833333333333333,2561
5.916666666666667,2586
6,2600
6.083333333333333,2615
6.166666666666667,2630
6.25,2645
6.333333333333333,2670
6.416666666666667,2682
6.5,2704
6.583333333333333,2719
6.666666666666667,2733
6.75,2741
6.833333333333333,2760
6.916666666666667,2791
7,2809
7.083333333333333,2827
7.166666666666667,2842
7.25,2855
7.333333333333333,2873
7.416666666666667,2887
7.5,2901
7.583333333333333,2919
7.666666666666667,2946
7.75,2953
7.833333333333333,2971
7.916666666666667,2991
8,3006
8.083333333333334,3028
8.166666666666666,3039
8.25,3049
8.333333333333334,3065
8.416666666666666,3091
8.5,3098
8.583333333333334,3105
8.666666666666666,3109
8.75,3128
8.833333333333334,3139
8.916666666666666,3146
9,3163
9.083333333333334,3182
9.166666666666666,3205
9.25,3216
9.333333333333334,3230
9.416666666666666,3245
9.5,3258
9.583333333333334,3269
9.666666666666666,3287
9.75,3293
9.833333333333334,3309
9.916666666666666,3321
10,3319
10.083333333333334,3339
10.166666666666666,3348
10.25,3365
10.333333333333334,3381
10.416666666666666,3380
10.5,3393
10.583333333333334,3407
10.666666666666666,3424
10.75,3428
10.833333333333334,3444
10.916666666666666,3455
11,3466
11.083333333333334,3476
11.166666666666666,3488
11.25,3502
11.333333333333334,3512
11.416666666666666,3524
11.5,3536
11.583333333333334,3546
11.666666666666666,3554
11.75,3565
11.833333333333334,3566
11.916666666666666,3592
12,3596
12.083333333333334,3603
12.166666666666666,3616
12.25,3629
12.333333333333334,3637
12.416666666666666,3650
12.5,3654
12.583333333333334,3666
12.666666666666666,3680
12.75,3675
12.833333333333334,3688
12.916666666666666,3695
13,3712
13.083333333333334,3715
13.166666666666666,3734
13.25,3743
13.333333333333334,3750
13.416666666666666,3767
13.5,3769
13.583333333333334,3776
13.666666666666666,3791
13.75,3802
13.833333333333334,3809
13.916666666666666,3809
14,3818
14.083333333333334,3818
14.166666666666666,3829
14.25,3838
14.333333333333334,3848
14.416666666666666,3848
14.5,3869
14.583333333333334,3872
14.666666666666666,3887
14.75,3885
14.833333333333334,3896
14.916666666666666,3901
15,3906
15.083333333333334,3912
15.166666666666666,3925
15.25,3925
15.333333333333334,3930
15.416666666666666,3944
15.5,3945
15.583333333333334,3954
15.666666666666666,3954
15.75,3962
15.833333333333334,3967
15.916666666666666,3977
16,3978
16.083333333333332,3987
16.166666666666668,3994
16.25,3996
16.333333333333332,4006
16.416666666666668,4001
16.5,4016
16.583333333333332,4016
16.666666666666668,4020
16.75,4023
16.833333333333332,4026
16.916666666666668,4032
17,4034
17.083333333333332,4037
17.166666666666668,4046
17.25,4052
17.333333333333332,4065
17.416666666666668,4062
17.5,4064
17.583333333333332,4077
17.666666666666668,4079
17.75,4082
17.833333333333332,4082
17.916666666666668,4084
18,4101
18.083333333333332,4103
18.166666666666668,4098
18.25,4111
18.333333333333332,4115
18.416666666666668,4121
18.5,4117
18.583333333333332,4121
18.666666666666668,4135
18.75,4130
18.833333333333332,4137
18.916666666666668,4136
19,4146
19.083333333333332,4156
19.166666666666668,4163
19.25,4165
19.333333333333332,4162
19.416666666666668,4170
19.5,4167
19.583333333333332,4167
19.666666666666668,4175
19.75,4175
19.833333333333332,4182
19.916666666666668,4184
20,4193
20.083333333333332,4191
20.166666666666668,4196
20.25,4199
20.333333333333332,4206
20.416666666666668,4204
20.5,4208
20.583333333333332,4219
20.666666666666668,4223
20.75,4217
20.833333333333332,4226
20.916666666666668,4227
21,4238
21.083333333333332,4237
21.166666666666668,4242
21.25,4245
21.333333333333332,4252
21.416666666666668,4252
21.5,4261
21.583333333333332,4256
21.666666666666668,4260
21.75,4263
21.833333333333332,4268
21.916666666666668,4264
22,4263
22.083333333333332,4273
22.166666666666668,4272
22.25,4275
22.333333333333332,4273
22.416666666666668,4286
22.5,4282
22.583333333333332,4286
22.666666666666668,4289
22.75,4293
22.833333333333332,4293
22.916666666666668,4302
23,4300
23.083333333333332,4309
23.166666666666668,4306
23.25,4309
23.333333333333332,4308
23.416666666666668,4318
23.5,4318
23.583333333333332,4328
23.666666666666668,4334
23.75,4331
23.833333333333332,4337
23.916666666666668,4337
24,4347
24.083333333333332,4347
24.166666666666668,4348
24.25,4348
24.333333333333332,4344
24.416666666666668,4352
24.5,4362
24.583333333333332,4362
24.666666666666668,4361
24.75,4372
24.833333333333332,4369
24.916666666666668,4369
25,4380
25.083333333333332,4386
25.166666666666668,4396
25.25,4395
25.333333333333332,4405
25.416666666666668,4400
25.5,4397
25.583333333333332,4407
25.666666666666668,4414
25.75,4410
25.833333333333332,4424
25.916666666666668,4432
26,4433
26.083333333333332,4427
26.166666666666668,4440
26.25,4441
26.333333333333332,4442
26.416666666666668,4448
26.5,4442
26.583333333333332,4449
26.666666666666668,4449
26.75,4458
26.833333333333332,4457
26.916666666666668,4457
27,4465
27.083333333333332,4461
27.166666666666668,4463
27.25,4464
27.333333333333332,4468
27.416666666666668,4472
27.5,4476
27.583333333333332,4481
27.666666666666668,4480
27.75,4481
27.833333333333332,4485
27.916666666666668,4488
28,4488
28.083333333333332,4490
28.166666666666668,4491
28.25,4489
28.333333333333332,4488
28.416666666666668,4497
28.5,4499
28.583333333333332,4501
28.666666666666668,4501
28.75,4502
28.833333333333332,4503
28.916666666666668,4503
29,4512
29.083333333333332,4510
29.166666666666668,4513
29.25,4513
29.333333333333332,4523
29.416666666666668,4521
29.5,4513
29.583333333333332,4524
29.666666666666668,4527
29.75,4533
29.833333333333332,4535
29.916666666666668,4525
30,4542
30.083333333333332,4546
30.166666666666668,4550
30.25,4545
30.333333333333332,4551
30.416666666666668,4556
30.5,4560
30.583333333333332,4550
30.666666666666668,4561
30.75,4568
30.833333333333332,4564
30.916666666666668,4569
31,4568
31.083333333333332,4569
31.166666666666668,4572
31.25,4569
31.333333333333332,4570
31.416666666666668,4575
31.5,4581
31.583333333333332,4573
31.666666666666668,4577
31.75,4584
31.833333333333332,4583
31.916666666666668,4580
32,4586
32.083333333333336,4585
32.166666666666664,4586
32.25,4593
32.333333333333336,4598
32.416666666666664,4590
32.5,4591
32.583333333333336,4596
32.666666666666664,4599
32.75,4591
32.833333333333336,4598
32.916666666666664,4595
33,4596
33.083333333333336,4599
33.166666666666664,4599
33.25,4600
33.333333333333336,4606
33.416666666666664,4609
33.5,4605
33.583333333333336,4610
33.666666666666664,4603
33.75,4603
33.833333333333336,4603
33.916666666666664,4600
34,4613
34.083333333333336,4610
34.166666666666664,4612
34.25,4614
34.333333333333336,4618
34.416666666666664,4630
34.5,4623
34.583333333333336,4630
34.666666666666664,4625
34.75,4627
34.833333333333336,4627
34.916666666666664,4632
35,4625
35.083333333333336,4627
35.166666666666664,4635
35.25,4633
35.333333333333336,4636
35.416666666666664,4632
35.5,4634
35.583333333333336,4640
35.666666666666664,4633
35.75,4635
35.833333333333336,4633
35.916666666666664,4649
36,4649
36.083333333333336,4646
36.166666666666664,4647
36.25,4647
36.333333333333336,4648
36.416666666666664,4654
36.5,4650
36.583333333333336,4653
36.666666666666664,4650
36.75,4653
36.833333333333336,4655
36.916666666666664,4661
37,4666
37.083333333333336,4657
37.166666666666664,4662
37.25,4663
37.333333333333336,4668
37.416666666666664,4663
37.5,4662
37.583333333333336,4662
37.666666666666664,4672
37.75,4665
37.833333333333336,4661
37.916666666666664,4667
38,4667
38.083333333333336,4669
38.166666666666664,4669
38.25,4674
38.333333333333336,4661
38.416666666666664,4666
38.5,4670
38.583333333333336,4675
38.666666666666664,4671
38.75,4666
38.833333333333336,4668
38.916666666666664,4670
39,4665
39.083333333333336,4680
39.166666666666664,4673
39.25,4683
39.333333333333336,4674
39.416666666666664,4679
39.5,4674
39.583333333333336,4676
39.666666666666664,4675
39.75,4676
39.833333333333336,4680
39.916666666666664,4682
40,4679
40.083333333333336,4681
40.166666666666664,4681
40.25,4681
40.333333333333336,4679
40.416666666666664,4680
40.5,4684
40.583333333333336,4682
40.666666666666664,4683
40.75,4684
40.833333333333336,4687
40.916666666666664,4683
41,4693
41.083333333333336,4691
41.166666666666664,4686
41.25,4680
41.333333333333336,4688
41.416666666666664,4687
41.5,4695
41.583333333333336,4690
41.666666666666664,4692
41.75,4689
41.833333333333336,4688
41.916666666666664,4697
42,4698
42.083333333333336,4696
42.166666666666664,4696
42.25,4699
42.333333333333336,4690
42.416666666666664,4691
42.5,4697
42.583333333333336,4695
42.666666666666664,4697
42.75,4700
42.833333333333336,4700
42.916666666666664,4700
43,4703
43.083333333333336,4698
43.166666666666664,4704
43.25,4697
43.333333333333336,4706
43.416666666666664,4705
43.5,4702
43.583333333333336,4704
43.666666666666664,4703
43.75,4706
43.833333333333336,4699
43.916666666666664,4712
44,4707
44.083333333333336,4703
44.166666666666664,4700
44.25,4708
44.333333333333336,4707
44.416666666666664,4706
44.5,4710
44.583333333333336,4705
44.666666666666664,4711
44.75,4708
44.833333333333336,4704
44.916666666666664,4702
45,4703
45.083333333333336,4712
45.166666666666664,4704
45.25,4713
45.333333333333336,4706
45.416666666666664,4708
45.5,4709
45.583333333333336,4707
45.666666666666664,4712
45.75,4713
45.833333333333336,4719
45.916666666666664,4715
46,4717
46.083333333333336,4721
46.166666666666664,4711
46.25,4714
46.333333333333336,4721
46.416666666666664,4710
46.5,4724
46.583333333333336,4723
46.666666666666664,4719
46.75,4720
46.916666666666664,4725
47,4720
47.083333333333336,4717
47.166666666666664,4717
47.25,4724
47.333333333333336,4719
47.416666666666664,4721
47.5,4726
47.583333333333336,4720
47.666666666666664,4718
47.75,4722
47.833333333333336,4727
47.916666666666664,4721
