"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 20 discussion"
0,4
0,8
0.08333333333333333,15
0.16666666666666666,24
0.25,41
0.3333333333333333,56
0.4166666666666667,82
0.5,110
0.5833333333333334,146
0.6666666666666666,168
0.75,194
0.8333333333333334,217
0.9166666666666666,247
1,269
1.0833333333333333,286
1.1666666666666667,303
1.25,322
1.3333333333333333,343
1.4166666666666667,375
1.5,403
1.5833333333333333,425
1.6666666666666667,456
1.75,471
1.8333333333333333,487
1.9166666666666667,508
2,523
2.0833333333333335,548
2.1666666666666665,562
2.25,580
2.3333333333333335,595
2.4166666666666665,606
2.5,630
2.5833333333333335,641
2.6666666666666665,660
2.75,676
2.8333333333333335,692
2.9166666666666665,714
3,734
3.0833333333333335,752
3.1666666666666665,767
3.25,791
3.3333333333333335,810
3.4166666666666665,815
3.5,829
3.5833333333333335,850
3.6666666666666665,863
3.75,881
3.8333333333333335,903
3.9166666666666665,917
4,935
4.083333333333333,951
4.166666666666667,956
4.25,979
4.333333333333333,996
4.416666666666667,1012
4.5,1026
4.583333333333333,1032
4.666666666666667,1052
4.75,1055
4.833333333333333,1074
4.916666666666667,1098
5,1107
5.083333333333333,1112
5.166666666666667,1130
5.25,1154
5.333333333333333,1168
5.416666666666667,1188
5.5,1198
5.583333333333333,1216
5.666666666666667,1219
5.75,1237
5.833333333333333,1257
5.916666666666667,1265
6,1279
6.083333333333333,1289
6.166666666666667,1300
6.25,1308
6.333333333333333,1321
6.416666666666667,1324
6.5,1345
6.583333333333333,1354
6.666666666666667,1375
6.75,1380
6.833333333333333,1396
6.916666666666667,1409
7,1423
7.083333333333333,1426
7.166666666666667,1429
7.25,1445
7.333333333333333,1461
7.416666666666667,1463
7.5,1481
7.583333333333333,1497
7.666666666666667,1503
7.75,1508
7.833333333333333,1519
7.916666666666667,1532
8,1540
8.083333333333334,1557
8.166666666666666,1566
8.25,1576
8.333333333333334,1587
8.416666666666666,1591
8.5,1604
8.583333333333334,1611
8.666666666666666,1613
8.75,1626
8.833333333333334,1635
8.916666666666666,1647
9,1651
9.083333333333334,1657
9.166666666666666,1671
9.25,1679
9.333333333333334,1684
9.416666666666666,1695
9.5,1706
9.583333333333334,1708
9.666666666666666,1715
9.75,1727
9.833333333333334,1739
9.916666666666666,1744
10,1752
10.083333333333334,1755
10.166666666666666,1765
10.25,1769
10.333333333333334,1768
10.416666666666666,1785
10.5,1790
10.583333333333334,1802
10.666666666666666,1806
10.75,1812
10.833333333333334,1823
10.916666666666666,1831
11,1841
11.083333333333334,1858
11.166666666666666,1855
11.25,1863
11.333333333333334,1868
11.416666666666666,1876
11.5,1876
11.583333333333334,1883
11.666666666666666,1893
11.75,1899
11.833333333333334,1906
11.916666666666666,1912
12,1914
12.083333333333334,1927
12.166666666666666,1929
12.25,1939
12.333333333333334,1939
12.416666666666666,1947
12.5,1954
12.583333333333334,1954
12.666666666666666,1957
12.75,1967
12.833333333333334,1972
12.916666666666666,1972
13,1973
13.083333333333334,1983
13.166666666666666,1987
13.25,1993
13.333333333333334,1993
13.416666666666666,1998
13.5,2004
13.583333333333334,2012
13.666666666666666,2015
13.75,2022
13.833333333333334,2025
13.916666666666666,2032
14,2036
14.083333333333334,2048
14.166666666666666,2043
14.25,2045
14.333333333333334,2053
14.416666666666666,2055
14.5,2060
14.583333333333334,2065
14.666666666666666,2067
14.75,2075
14.833333333333334,2072
14.916666666666666,2079
15,2083
15.083333333333334,2084
15.166666666666666,2094
15.25,2095
15.333333333333334,2094
15.416666666666666,2098
15.5,2101
15.583333333333334,2113
15.666666666666666,2112
15.75,2115
15.833333333333334,2121
15.916666666666666,2119
16,2132
16.083333333333332,2130
16.166666666666668,2125
16.25,2135
16.333333333333332,2141
16.416666666666668,2144
16.5,2142
16.583333333333332,2150
16.666666666666668,2147
16.75,2147
16.833333333333332,2153
16.916666666666668,2155
17,2149
17.083333333333332,2162
17.166666666666668,2166
17.25,2161
17.333333333333332,2170
17.416666666666668,2173
17.5,2181
17.583333333333332,2187
17.666666666666668,2180
17.75,2189
17.833333333333332,2188
17.916666666666668,2186
18,2193
18.083333333333332,2203
18.166666666666668,2197
18.25,2198
18.333333333333332,2209
18.416666666666668,2207
18.5,2218
18.583333333333332,2219
18.666666666666668,2223
18.75,2223
18.833333333333332,2223
18.916666666666668,2231
19,2235
19.083333333333332,2235
19.166666666666668,2234
19.25,2238
19.333333333333332,2244
19.416666666666668,2249
19.5,2249
19.583333333333332,2248
19.666666666666668,2250
19.75,2253
19.833333333333332,2258
19.916666666666668,2262
20,2262
20.083333333333332,2273
20.166666666666668,2276
20.25,2279
20.333333333333332,2285
20.416666666666668,2291
20.5,2288
20.583333333333332,2289
20.666666666666668,2293
20.75,2297
20.833333333333332,2303
20.916666666666668,2306
21,2309
21.083333333333332,2305
21.166666666666668,2314
21.25,2312
21.333333333333332,2312
21.416666666666668,2313
21.5,2324
21.583333333333332,2330
21.666666666666668,2329
21.75,2330
21.833333333333332,2339
21.916666666666668,2339
22,2341
22.083333333333332,2340
22.166666666666668,2350
22.25,2349
22.333333333333332,2351
22.416666666666668,2354
22.5,2354
22.583333333333332,2357
22.666666666666668,2366
22.75,2362
22.833333333333332,2362
22.916666666666668,2364
23,2367
23.083333333333332,2376
23.166666666666668,2376
23.25,2383
23.333333333333332,2389
23.416666666666668,2389
23.5,2391
23.583333333333332,2389
23.666666666666668,2395
23.75,2394
23.833333333333332,2396
23.916666666666668,2401
24,2402
24.083333333333332,2400
24.166666666666668,2404
24.25,2412
24.333333333333332,2406
24.416666666666668,2412
24.5,2413
24.583333333333332,2414
24.666666666666668,2413
24.75,2412
24.833333333333332,2414
24.916666666666668,2413
25,2419
25.083333333333332,2429
25.166666666666668,2435
25.25,2436
25.333333333333332,2431
25.416666666666668,2436
25.5,2431
25.583333333333332,2434
25.666666666666668,2436
25.75,2436
25.833333333333332,2438
25.916666666666668,2442
26,2445
26.083333333333332,2448
26.166666666666668,2447
26.25,2451
26.333333333333332,2449
26.416666666666668,2448
26.5,2455
26.583333333333332,2457
26.666666666666668,2457
26.75,2460
26.833333333333332,2467
26.916666666666668,2468
27,2470
27.083333333333332,2465
27.166666666666668,2476
27.25,2473
27.333333333333332,2484
27.416666666666668,2482
27.5,2483
27.583333333333332,2485
27.666666666666668,2484
27.75,2486
27.833333333333332,2487
27.916666666666668,2488
28,2488
28.083333333333332,2489
28.166666666666668,2492
28.25,2494
28.333333333333332,2495
28.416666666666668,2499
28.5,2492
28.583333333333332,2499
28.666666666666668,2501
28.75,2501
28.833333333333332,2507
28.916666666666668,2503
29,2512
29.083333333333332,2511
29.166666666666668,2504
29.25,2511
29.333333333333332,2505
29.416666666666668,2506
29.5,2514
29.583333333333332,2514
29.666666666666668,2512
29.75,2508
29.833333333333332,2512
29.916666666666668,2517
30,2522
30.083333333333332,2520
30.166666666666668,2526
30.25,2519
30.333333333333332,2524
30.416666666666668,2523
30.5,2519
30.583333333333332,2518
30.666666666666668,2518
30.75,2522
30.833333333333332,2529
30.916666666666668,2523
31,2520
31.083333333333332,2526
31.166666666666668,2528
31.25,2530
31.333333333333332,2527
31.416666666666668,2526
31.5,2533
31.583333333333332,2534
31.666666666666668,2535
31.75,2535
31.833333333333332,2539
31.916666666666668,2540
32,2539
32.083333333333336,2545
32.166666666666664,2538
32.25,2545
32.333333333333336,2552
32.416666666666664,2541
32.5,2550
32.583333333333336,2547
32.666666666666664,2552
32.75,2549
32.833333333333336,2549
32.916666666666664,2552
33,2547
33.083333333333336,2551
33.166666666666664,2550
33.25,2554
33.333333333333336,2557
33.416666666666664,2552
33.5,2557
33.583333333333336,2551
33.666666666666664,2557
33.75,2559
33.833333333333336,2557
33.916666666666664,2558
34,2559
34.083333333333336,2557
34.166666666666664,2561
34.25,2562
34.333333333333336,2564
34.416666666666664,2563
34.5,2566
34.583333333333336,2561
34.666666666666664,2562
34.75,2565
34.833333333333336,2563
34.916666666666664,2560
35,2568
35.083333333333336,2564
35.166666666666664,2562
35.25,2563
35.333333333333336,2562
35.416666666666664,2567
35.5,2566
35.583333333333336,2571
35.666666666666664,2570
35.75,2572
35.833333333333336,2569
35.916666666666664,2572
36,2576
36.083333333333336,2581
36.166666666666664,2577
36.25,2580
36.333333333333336,2571
36.416666666666664,2573
36.5,2576
36.583333333333336,2573
36.666666666666664,2577
36.75,2579
36.833333333333336,2576
36.916666666666664,2576
37,2583
37.083333333333336,2579
37.166666666666664,2582
37.25,2583
37.333333333333336,2578
37.416666666666664,2582
37.5,2581
37.583333333333336,2586
37.666666666666664,2584
37.75,2587
37.833333333333336,2589
37.916666666666664,2587
38,2584
38.083333333333336,2593
38.166666666666664,2590
38.25,2586
38.333333333333336,2586
38.416666666666664,2587
38.5,2593
38.583333333333336,2588
38.666666666666664,2592
38.75,2600
38.833333333333336,2591
38.916666666666664,2591
39,2601
39.083333333333336,2592
39.166666666666664,2599
39.25,2596
39.333333333333336,2594
39.416666666666664,2596
39.5,2592
39.583333333333336,2593
39.666666666666664,2599
39.75,2602
39.833333333333336,2598
39.916666666666664,2597
40,2597
40.083333333333336,2597
40.166666666666664,2602
40.25,2601
40.333333333333336,2606
40.416666666666664,2605
40.5,2609
40.583333333333336,2611
40.666666666666664,2614
40.75,2612
40.833333333333336,2609
40.916666666666664,2609
41,2609
41.083333333333336,2608
41.166666666666664,2609
41.25,2613
41.333333333333336,2607
41.416666666666664,2612
41.5,2618
41.583333333333336,2612
41.666666666666664,2611
41.75,2613
41.833333333333336,2611
41.916666666666664,2614
42,2609
42.083333333333336,2613
42.166666666666664,2609
42.25,2614
42.333333333333336,2617
42.416666666666664,2616
42.5,2620
42.583333333333336,2621
42.666666666666664,2617
42.75,2615
42.833333333333336,2617
42.916666666666664,2617
43,2616
43.083333333333336,2619
43.166666666666664,2619
43.25,2615
43.333333333333336,2618
43.416666666666664,2618
43.5,2623
43.583333333333336,2627
43.666666666666664,2623
43.75,2619
43.833333333333336,2621
43.916666666666664,2625
44,2621
44.083333333333336,2624
44.166666666666664,2628
44.25,2624
44.333333333333336,2628
44.416666666666664,2622
44.5,2628
44.583333333333336,2624
44.666666666666664,2627
44.75,2625
44.833333333333336,2626
44.916666666666664,2628
45,2629
45.083333333333336,2633
45.166666666666664,2628
45.25,2626
45.333333333333336,2626
45.416666666666664,2635
45.5,2625
45.583333333333336,2625
45.666666666666664,2627
45.75,2631
45.833333333333336,2630
45.916666666666664,2632
46,2635
46.083333333333336,2632
46.166666666666664,2634
46.25,2632
46.333333333333336,2631
46.416666666666664,2628
46.5,2634
46.583333333333336,2627
46.666666666666664,2631
46.75,2631
46.833333333333336,2639
46.916666666666664,2634
47,2639
47.083333333333336,2635
47.166666666666664,2634
47.25,2634
47.333333333333336,2639
47.416666666666664,2636
47.5,2636
47.583333333333336,2642
47.666666666666664,2642
47.75,2638
47.833333333333336,2639
47.916666666666664,2642
