"Hours since thread went live","Sousou no Frieren • Frieren: Beyond Journey's End - Episode 15 discussion"
0,9
0.08333333333333333,34
0.16666666666666666,63
0.25,99
0.3333333333333333,135
0.4166666666666667,164
0.5,199
0.5833333333333334,233
0.6666666666666666,271
0.75,310
0.8333333333333334,347
0.9166666666666666,383
1,410
1.0833333333333333,442
1.1666666666666667,487
1.25,525
1.3333333333333333,552
1.4166666666666667,579
1.5,614
1.5833333333333333,655
1.6666666666666667,690
1.75,717
1.8333333333333333,760
1.9166666666666667,797
2,827
2.0833333333333335,863
2.1666666666666665,890
2.25,939
2.3333333333333335,970
2.4166666666666665,1010
2.5,1039
2.5833333333333335,1077
2.6666666666666665,1134
2.75,1163
2.8333333333333335,1196
2.9166666666666665,1236
3,1269
3.0833333333333335,1302
3.1666666666666665,1342
3.25,1369
3.3333333333333335,1398
3.4166666666666665,1433
3.5,1464
3.5833333333333335,1492
3.6666666666666665,1522
3.75,1557
3.8333333333333335,1575
3.9166666666666665,1617
4,1634
4.083333333333333,1671
4.166666666666667,1704
4.25,1732
4.333333333333333,1759
4.416666666666667,1779
4.5,1807
4.583333333333333,1834
4.666666666666667,1859
4.75,1882
4.833333333333333,1910
4.916666666666667,1940
5,1958
5.083333333333333,1979
5.166666666666667,1999
5.25,2017
5.333333333333333,2031
5.416666666666667,2053
5.5,2078
5.583333333333333,2101
5.666666666666667,2126
5.75,2158
5.833333333333333,2176
5.916666666666667,2187
6,2204
6.083333333333333,2224
6.166666666666667,2247
6.25,2261
6.333333333333333,2292
6.416666666666667,2312
6.5,2332
6.583333333333333,2360
6.666666666666667,2386
6.75,2411
6.833333333333333,2422
6.916666666666667,2449
7,2474
7.083333333333333,2486
7.166666666666667,2506
7.25,2532
7.333333333333333,2549
7.416666666666667,2572
7.5,2585
7.583333333333333,2611
7.666666666666667,2627
7.75,2648
7.833333333333333,2662
7.916666666666667,2677
8,2702
8.083333333333334,2724
8.166666666666666,2744
8.25,2761
8.333333333333334,2786
8.416666666666666,2795
8.5,2817
8.583333333333334,2835
8.666666666666666,2852
8.75,2859
8.833333333333334,2881
8.916666666666666,2894
9,2902
9.083333333333334,2923
9.166666666666666,2940
9.25,2958
9.333333333333334,2967
9.416666666666666,2983
9.5,2999
9.583333333333334,3012
9.666666666666666,3017
9.75,3038
9.833333333333334,3051
9.916666666666666,3076
10,3087
10.083333333333334,3107
10.166666666666666,3122
10.25,3143
10.333333333333334,3163
10.416666666666666,3175
10.5,3184
10.583333333333334,3194
10.666666666666666,3206
10.75,3223
10.833333333333334,3235
10.916666666666666,3250
11,3271
11.083333333333334,3281
11.166666666666666,3303
11.25,3307
11.333333333333334,3318
11.416666666666666,3325
11.5,3336
11.583333333333334,3354
11.666666666666666,3355
11.75,3361
11.833333333333334,3385
11.916666666666666,3390
12,3397
12.083333333333334,3411
