"Hours since thread went live","One Piece - Episode 1099 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,3
1.0833333333333333,3
1.1666666666666667,4
1.25,4
1.3333333333333333,4
1.4166666666666667,4
1.5,4
1.5833333333333333,4
1.6666666666666667,4
1.75,6
1.8333333333333333,7
1.9166666666666667,6
2,7
2.0833333333333335,5
2.1666666666666665,6
2.25,6
2.3333333333333335,7
2.4166666666666665,8
2.5,7
2.5833333333333335,7
2.6666666666666665,12
2.75,11
2.8333333333333335,12
2.9166666666666665,9
3,12
3.0833333333333335,13
3.1666666666666665,14
3.25,13
3.3333333333333335,15
3.4166666666666665,16
3.5,17
3.5833333333333335,14
3.6666666666666665,16
3.75,14
3.8333333333333335,13
3.9166666666666665,19
4,19
4.083333333333333,19
4.166666666666667,20
4.25,24
4.333333333333333,23
4.416666666666667,22
4.5,21
4.583333333333333,21
4.666666666666667,22
4.75,21
4.833333333333333,23
4.916666666666667,24
5,23
5.083333333333333,24
5.166666666666667,25
5.25,23
5.333333333333333,23
5.416666666666667,24
5.5,23
5.583333333333333,20
5.666666666666667,22
5.75,20
5.833333333333333,24
5.916666666666667,25
6,25
6.083333333333333,22
6.166666666666667,23
6.25,25
6.333333333333333,24
6.416666666666667,26
6.5,24
6.583333333333333,25
6.666666666666667,24
6.75,26
6.833333333333333,30
6.916666666666667,29
7,29
7.083333333333333,32
7.166666666666667,29
7.25,31
7.333333333333333,26
7.416666666666667,29
7.5,27
7.583333333333333,33
7.666666666666667,30
7.75,30
7.833333333333333,28
7.916666666666667,31
8,33
8.083333333333334,35
8.166666666666666,35
8.25,36
8.333333333333334,35
8.416666666666666,35
8.5,35
8.583333333333334,35
8.666666666666666,32
8.75,37
8.833333333333334,33
8.916666666666666,39
9,34
9.083333333333334,37
9.166666666666666,35
9.25,38
9.333333333333334,34
9.416666666666666,38
9.5,37
9.583333333333334,34
9.666666666666666,41
9.75,40
9.833333333333334,37
9.916666666666666,38
10,37
10.083333333333334,42
10.166666666666666,39
10.25,42
10.333333333333334,41
10.416666666666666,41
10.5,41
10.583333333333334,39
10.666666666666666,44
10.75,44
10.833333333333334,47
10.916666666666666,45
11,46
11.083333333333334,48
11.166666666666666,52
11.25,52
11.333333333333334,45
11.416666666666666,49
11.5,50
11.583333333333334,48
11.666666666666666,52
11.75,50
11.833333333333334,54
11.916666666666666,51
12,50
12.083333333333334,52
12.166666666666666,56
12.25,55
12.333333333333334,51
12.416666666666666,55
12.5,52
12.583333333333334,50
12.666666666666666,53
12.75,53
12.833333333333334,52
12.916666666666666,50
13,50
13.083333333333334,55
13.166666666666666,57
13.25,53
13.333333333333334,53
13.416666666666666,53
13.5,54
13.583333333333334,53
13.666666666666666,54
13.75,57
13.833333333333334,58
13.916666666666666,57
14,57
14.083333333333334,55
14.166666666666666,62
14.25,62
14.333333333333334,57
14.416666666666666,59
14.5,57
14.583333333333334,63
14.666666666666666,62
14.75,59
14.833333333333334,63
14.916666666666666,60
15,60
15.083333333333334,60
15.166666666666666,66
15.25,64
15.333333333333334,60
15.416666666666666,65
15.5,63
15.583333333333334,59
15.666666666666666,62
15.75,63
15.833333333333334,64
15.916666666666666,66
16,61
16.083333333333332,68
16.166666666666668,67
16.25,66
16.333333333333332,68
16.416666666666668,64
16.5,68
16.583333333333332,65
16.666666666666668,65
16.75,66
16.833333333333332,69
16.916666666666668,66
17,67
17.083333333333332,71
17.166666666666668,64
17.25,69
17.333333333333332,68
17.416666666666668,66
17.5,66
17.583333333333332,66
17.666666666666668,66
17.75,71
17.833333333333332,70
17.916666666666668,72
18,72
18.083333333333332,71
18.166666666666668,72
18.25,71
18.333333333333332,68
18.416666666666668,69
18.5,65
18.583333333333332,71
18.666666666666668,70
18.75,68
18.833333333333332,72
18.916666666666668,71
19,71
19.083333333333332,74
19.166666666666668,76
19.25,72
19.333333333333332,77
19.416666666666668,72
19.5,77
19.583333333333332,76
19.666666666666668,75
19.75,75
19.833333333333332,73
19.916666666666668,76
20,78
20.083333333333332,76
20.166666666666668,79
20.25,77
20.333333333333332,76
20.416666666666668,76
20.5,75
20.583333333333332,74
20.666666666666668,76
20.75,80
20.833333333333332,75
20.916666666666668,76
21,77
21.083333333333332,76
21.166666666666668,77
21.25,73
21.333333333333332,76
21.416666666666668,73
21.5,80
21.583333333333332,75
21.666666666666668,75
21.75,74
21.833333333333332,76
21.916666666666668,75
22,76
22.083333333333332,75
22.166666666666668,81
22.25,76
22.333333333333332,79
22.416666666666668,81
22.5,77
22.583333333333332,83
22.666666666666668,81
22.75,82
22.833333333333332,79
22.916666666666668,79
23,79
23.083333333333332,80
23.166666666666668,82
23.25,81
23.333333333333332,84
23.416666666666668,82
23.5,84
23.583333333333332,83
23.666666666666668,82
23.75,81
23.833333333333332,85
23.916666666666668,86
24,85
24.083333333333332,83
24.166666666666668,83
24.25,81
24.333333333333332,86
24.416666666666668,82
24.5,84
24.583333333333332,83
24.666666666666668,82
24.75,80
24.833333333333332,82
24.916666666666668,79
25,81
25.083333333333332,83
25.166666666666668,86
25.25,84
25.333333333333332,87
25.416666666666668,82
25.5,84
25.583333333333332,82
25.666666666666668,80
25.75,81
25.833333333333332,80
25.916666666666668,83
26,83
26.083333333333332,82
26.166666666666668,82
26.25,83
26.333333333333332,82
26.416666666666668,83
26.5,83
26.583333333333332,82
26.666666666666668,81
26.75,84
26.833333333333332,80
26.916666666666668,83
27,81
27.083333333333332,82
27.166666666666668,79
27.25,79
27.333333333333332,82
27.416666666666668,84
27.5,82
27.583333333333332,82
27.666666666666668,80
27.75,83
27.833333333333332,85
27.916666666666668,84
28,81
28.083333333333332,84
28.166666666666668,81
28.25,79
28.333333333333332,83
28.416666666666668,83
28.5,83
28.583333333333332,83
28.666666666666668,87
28.75,81
28.833333333333332,84
28.916666666666668,85
29,81
29.083333333333332,83
29.166666666666668,80
29.25,87
29.333333333333332,82
29.416666666666668,85
29.5,84
29.583333333333332,83
29.666666666666668,83
29.75,84
29.833333333333332,83
29.916666666666668,83
30,85
30.083333333333332,85
30.166666666666668,79
30.25,79
30.333333333333332,83
30.416666666666668,84
30.5,85
30.583333333333332,85
30.666666666666668,86
30.75,81
30.833333333333332,84
30.916666666666668,86
31,85
31.083333333333332,84
31.166666666666668,81
31.25,82
31.333333333333332,86
31.416666666666668,86
31.5,80
31.583333333333332,80
31.666666666666668,83
31.75,82
31.833333333333332,81
31.916666666666668,83
32,85
32.083333333333336,83
32.166666666666664,82
32.25,82
32.333333333333336,87
32.416666666666664,85
32.5,82
32.583333333333336,82
32.666666666666664,81
32.75,85
32.916666666666664,83
33,82
33.083333333333336,79
33.166666666666664,84
33.25,83
33.333333333333336,83
33.416666666666664,84
33.5,84
33.583333333333336,82
33.666666666666664,83
33.75,79
