"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 22 discussion"
0,2
0,4
0.08333333333333333,12
0.16666666666666666,21
0.25,40
0.3333333333333333,59
0.4166666666666667,71
0.5,101
0.5833333333333334,133
0.6666666666666666,155
0.75,180
0.8333333333333334,195
0.9166666666666666,226
1,251
1.0833333333333333,284
1.1666666666666667,301
1.25,324
1.3333333333333333,347
1.4166666666666667,366
1.5,384
1.5833333333333333,412
1.6666666666666667,437
1.75,459
1.8333333333333333,475
1.9166666666666667,489
2,509
2.0833333333333335,518
2.1666666666666665,538
2.25,554
2.3333333333333335,575
2.4166666666666665,594
2.5,612
2.5833333333333335,629
2.6666666666666665,650
2.75,660
2.8333333333333335,672
2.9166666666666665,695
3,714
3.0833333333333335,728
3.1666666666666665,753
3.25,772
3.3333333333333335,782
3.4166666666666665,803
3.5,818
3.5833333333333335,840
3.6666666666666665,863
3.75,874
3.8333333333333335,899
3.9166666666666665,915
4,932
4.083333333333333,947
4.166666666666667,956
4.25,967
4.333333333333333,980
4.416666666666667,995
4.5,1010
4.583333333333333,1024
4.666666666666667,1042
4.75,1062
4.833333333333333,1077
4.916666666666667,1088
5,1110
5.083333333333333,1118
5.166666666666667,1128
5.25,1137
5.333333333333333,1152
5.416666666666667,1159
5.5,1172
5.583333333333333,1186
5.666666666666667,1190
5.75,1211
5.833333333333333,1226
5.916666666666667,1239
6,1251
6.083333333333333,1259
6.166666666666667,1270
6.25,1279
6.333333333333333,1295
6.416666666666667,1302
6.5,1319
6.583333333333333,1327
6.666666666666667,1344
6.75,1346
6.833333333333333,1362
6.916666666666667,1376
7,1383
7.083333333333333,1401
7.166666666666667,1414
7.25,1424
7.333333333333333,1431
7.416666666666667,1445
7.5,1450
7.583333333333333,1460
7.666666666666667,1477
7.75,1483
7.833333333333333,1498
7.916666666666667,1510
8,1523
8.083333333333334,1528
8.166666666666666,1550
8.25,1549
8.333333333333334,1567
8.416666666666666,1569
8.5,1580
8.583333333333334,1587
8.666666666666666,1601
8.75,1612
8.833333333333334,1620
8.916666666666666,1618
9,1631
9.083333333333334,1639
9.166666666666666,1655
9.25,1666
9.333333333333334,1673
9.416666666666666,1673
9.5,1684
9.583333333333334,1691
9.666666666666666,1694
9.75,1695
9.833333333333334,1705
9.916666666666666,1715
10,1723
10.083333333333334,1728
10.166666666666666,1740
10.25,1741
10.333333333333334,1750
10.416666666666666,1765
10.5,1769
10.583333333333334,1775
10.666666666666666,1776
10.75,1785
10.833333333333334,1803
10.916666666666666,1806
11,1814
11.083333333333334,1823
11.166666666666666,1829
11.25,1834
11.333333333333334,1841
11.416666666666666,1845
11.5,1853
11.583333333333334,1868
11.666666666666666,1869
11.75,1864
11.833333333333334,1885
11.916666666666666,1889
12,1896
12.083333333333334,1900
12.166666666666666,1912
12.25,1919
12.333333333333334,1927
12.416666666666666,1936
12.5,1941
12.583333333333334,1942
12.666666666666666,1948
12.75,1953
12.833333333333334,1960
12.916666666666666,1968
13,1971
13.083333333333334,1978
13.166666666666666,1987
13.25,1990
13.333333333333334,2000
13.416666666666666,2008
13.5,2003
13.583333333333334,2014
13.666666666666666,2023
13.75,2029
13.833333333333334,2030
13.916666666666666,2038
14,2039
14.083333333333334,2047
14.166666666666666,2050
14.25,2056
14.333333333333334,2056
14.416666666666666,2054
14.5,2064
14.583333333333334,2067
14.666666666666666,2070
14.75,2071
14.833333333333334,2079
14.916666666666666,2081
15,2084
15.083333333333334,2088
15.166666666666666,2091
15.25,2099
15.333333333333334,2106
15.416666666666666,2106
15.5,2113
15.583333333333334,2109
15.666666666666666,2122
15.75,2118
15.833333333333334,2122
15.916666666666666,2133
16,2126
16.083333333333332,2131
16.166666666666668,2135
16.25,2133
16.333333333333332,2138
16.416666666666668,2145
16.5,2146
16.583333333333332,2141
16.666666666666668,2146
16.75,2155
16.833333333333332,2156
16.916666666666668,2158
17,2164
17.083333333333332,2165
17.166666666666668,2165
17.25,2169
17.333333333333332,2172
17.416666666666668,2176
17.5,2181
17.583333333333332,2187
17.666666666666668,2192
17.75,2197
17.833333333333332,2193
17.916666666666668,2197
18,2199
18.083333333333332,2207
18.166666666666668,2203
18.25,2213
18.333333333333332,2213
18.416666666666668,2217
18.5,2222
18.583333333333332,2224
18.666666666666668,2227
18.75,2242
18.833333333333332,2240
18.916666666666668,2242
19,2244
19.083333333333332,2256
19.166666666666668,2262
19.25,2256
19.333333333333332,2264
19.416666666666668,2260
19.5,2265
19.583333333333332,2267
19.666666666666668,2278
19.75,2279
19.833333333333332,2285
19.916666666666668,2297
20,2299
20.083333333333332,2310
20.166666666666668,2308
20.25,2312
20.333333333333332,2309
20.416666666666668,2317
20.5,2326
20.583333333333332,2325
20.666666666666668,2320
20.75,2328
20.833333333333332,2332
20.916666666666668,2336
21,2332
21.083333333333332,2340
21.166666666666668,2347
21.25,2345
21.333333333333332,2349
21.416666666666668,2353
21.5,2353
21.583333333333332,2362
21.666666666666668,2357
21.75,2360
21.833333333333332,2368
21.916666666666668,2370
22,2367
22.083333333333332,2374
22.166666666666668,2376
22.25,2374
22.333333333333332,2375
22.416666666666668,2386
22.5,2380
22.583333333333332,2386
22.666666666666668,2389
22.75,2396
22.833333333333332,2404
22.916666666666668,2409
23,2403
23.083333333333332,2409
23.166666666666668,2412
23.25,2416
23.333333333333332,2416
23.416666666666668,2426
23.5,2421
23.583333333333332,2428
23.666666666666668,2429
23.75,2426
23.833333333333332,2429
23.916666666666668,2436
24,2441
24.083333333333332,2432
24.166666666666668,2438
24.25,2438
24.333333333333332,2444
