"Hours since thread went live","Ishura - Episode 10 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,3
0.3333333333333333,5
0.4166666666666667,5
0.5,5
0.5833333333333334,7
0.6666666666666666,10
0.75,11
0.8333333333333334,13
0.9166666666666666,13
1,16
1.0833333333333333,18
1.1666666666666667,21
1.25,24
1.3333333333333333,26
1.4166666666666667,29
1.5,28
1.5833333333333333,29
1.6666666666666667,31
1.75,33
1.8333333333333333,36
1.9166666666666667,36
2,41
2.0833333333333335,42
2.1666666666666665,44
2.25,46
2.3333333333333335,47
2.4166666666666665,48
2.5,54
2.5833333333333335,55
2.6666666666666665,54
2.75,55
2.8333333333333335,54
2.9166666666666665,53
3,58
3.0833333333333335,56
3.1666666666666665,57
3.25,57
3.3333333333333335,61
3.4166666666666665,67
3.5,69
3.5833333333333335,73
3.6666666666666665,72
3.75,74
3.8333333333333335,75
3.9166666666666665,77
4,75
4.083333333333333,76
4.166666666666667,77
4.25,78
4.333333333333333,85
4.416666666666667,80
4.5,83
4.583333333333333,84
4.666666666666667,89
4.75,87
4.833333333333333,85
4.916666666666667,89
5,91
5.083333333333333,90
5.166666666666667,98
5.25,93
5.333333333333333,97
5.416666666666667,96
5.5,94
5.583333333333333,103
5.666666666666667,105
5.75,104
5.833333333333333,105
5.916666666666667,102
6,109
6.083333333333333,110
6.166666666666667,110
6.25,110
6.333333333333333,111
6.416666666666667,114
6.5,111
6.583333333333333,113
6.666666666666667,121
6.75,123
6.833333333333333,126
6.916666666666667,121
7,124
7.083333333333333,126
7.166666666666667,122
7.25,125
7.333333333333333,131
7.416666666666667,126
7.5,135
7.583333333333333,135
7.666666666666667,134
7.75,137
7.833333333333333,143
7.916666666666667,135
8,139
8.083333333333334,140
8.166666666666666,142
8.25,144
8.333333333333334,143
8.416666666666666,151
8.5,150
8.583333333333334,153
8.666666666666666,152
8.75,154
8.833333333333334,152
8.916666666666666,156
9,149
9.083333333333334,152
9.166666666666666,154
9.25,161
9.333333333333334,160
9.416666666666666,157
9.5,158
9.583333333333334,159
9.666666666666666,160
9.75,159
9.833333333333334,161
9.916666666666666,161
10,159
10.083333333333334,160
10.166666666666666,163
10.25,166
10.333333333333334,162
10.416666666666666,166
10.5,169
10.583333333333334,164
10.666666666666666,167
10.75,165
10.833333333333334,166
10.916666666666666,169
11,172
11.083333333333334,171
11.166666666666666,173
11.25,171
11.333333333333334,172
11.416666666666666,176
11.5,176
11.583333333333334,177
11.666666666666666,180
11.75,179
11.833333333333334,180
11.916666666666666,176
12,183
12.083333333333334,182
12.166666666666666,179
12.25,179
12.333333333333334,180
12.416666666666666,179
12.5,185
12.583333333333334,186
12.666666666666666,186
12.75,189
12.833333333333334,185
12.916666666666666,187
13,192
13.083333333333334,188
13.166666666666666,196
13.25,190
13.333333333333334,192
13.416666666666666,196
13.5,196
13.583333333333334,192
13.666666666666666,195
13.75,196
13.833333333333334,194
13.916666666666666,196
14,201
14.083333333333334,199
14.166666666666666,200
14.25,198
14.333333333333334,199
14.416666666666666,199
14.5,199
14.583333333333334,199
14.666666666666666,199
14.75,203
14.833333333333334,200
14.916666666666666,201
15,202
15.083333333333334,203
15.166666666666666,202
15.25,202
15.333333333333334,204
15.416666666666666,204
15.5,206
15.583333333333334,206
15.666666666666666,209
15.75,206
15.833333333333334,205
15.916666666666666,205
16,208
16.083333333333332,205
16.166666666666668,208
16.25,210
16.333333333333332,207
16.416666666666668,211
16.5,213
16.583333333333332,210
16.666666666666668,213
16.75,215
16.833333333333332,214
16.916666666666668,215
17,216
17.083333333333332,211
17.166666666666668,213
17.25,217
17.333333333333332,215
17.416666666666668,215
17.5,218
17.583333333333332,220
17.666666666666668,216
17.75,218
17.833333333333332,215
17.916666666666668,216
18,219
18.083333333333332,217
18.166666666666668,218
18.25,218
18.333333333333332,220
18.416666666666668,222
18.5,215
18.583333333333332,221
18.666666666666668,215
18.75,218
18.833333333333332,216
18.916666666666668,216
19,219
19.083333333333332,221
19.166666666666668,221
19.25,221
19.333333333333332,221
19.416666666666668,224
19.5,224
19.583333333333332,226
19.666666666666668,224
19.75,224
19.833333333333332,223
19.916666666666668,224
20,222
20.083333333333332,223
20.166666666666668,219
20.25,225
20.333333333333332,224
20.416666666666668,219
20.5,222
20.583333333333332,224
20.666666666666668,224
20.75,220
20.833333333333332,223
20.916666666666668,226
21,222
21.083333333333332,222
21.166666666666668,224
21.25,228
21.333333333333332,225
21.416666666666668,223
21.5,229
21.583333333333332,229
21.666666666666668,222
21.75,232
21.833333333333332,227
21.916666666666668,232
22,229
22.083333333333332,232
22.166666666666668,230
22.25,230
22.333333333333332,231
22.416666666666668,228
22.5,227
22.583333333333332,225
22.666666666666668,229
22.75,227
22.833333333333332,232
22.916666666666668,229
23,231
23.083333333333332,227
23.166666666666668,232
23.25,231
23.333333333333332,231
23.416666666666668,229
23.5,227
23.583333333333332,231
23.666666666666668,231
23.75,230
23.833333333333332,229
23.916666666666668,230
24,228
24.083333333333332,229
24.166666666666668,231
24.25,233
24.333333333333332,232
24.416666666666668,234
24.5,234
24.583333333333332,230
24.666666666666668,233
24.75,231
24.833333333333332,231
24.916666666666668,235
25,235
25.083333333333332,236
25.166666666666668,235
25.25,233
25.333333333333332,235
25.416666666666668,236
25.5,237
25.583333333333332,233
25.666666666666668,237
25.75,235
25.833333333333332,238
25.916666666666668,234
26,236
26.083333333333332,239
26.166666666666668,237
26.25,237
26.333333333333332,237
26.416666666666668,235
26.5,235
26.583333333333332,239
26.666666666666668,238
26.75,239
26.833333333333332,235
26.916666666666668,240
27,240
27.083333333333332,237
27.166666666666668,234
27.25,238
27.333333333333332,236
27.416666666666668,239
27.5,238
27.583333333333332,237
27.666666666666668,238
27.75,240
27.833333333333332,240
27.916666666666668,240
28,236
28.083333333333332,240
28.166666666666668,238
28.25,239
28.333333333333332,239
28.416666666666668,238
28.5,239
28.583333333333332,241
28.666666666666668,237
28.75,238
28.833333333333332,239
28.916666666666668,242
29,240
29.083333333333332,240
29.166666666666668,238
29.25,242
29.333333333333332,243
29.416666666666668,239
29.5,240
29.583333333333332,240
29.666666666666668,238
29.75,244
29.833333333333332,238
29.916666666666668,243
30,238
30.083333333333332,245
30.166666666666668,240
30.25,241
30.333333333333332,241
30.416666666666668,241
30.5,243
30.583333333333332,243
30.666666666666668,240
30.75,243
30.833333333333332,245
30.916666666666668,242
31,246
31.083333333333332,245
31.166666666666668,243
31.25,242
31.333333333333332,245
31.416666666666668,243
31.5,245
31.583333333333332,242
31.666666666666668,241
31.75,243
31.833333333333332,240
31.916666666666668,241
32,242
32.083333333333336,241
32.166666666666664,240
32.25,247
32.333333333333336,247
32.416666666666664,243
32.5,243
32.583333333333336,240
32.666666666666664,243
32.75,244
32.833333333333336,245
32.916666666666664,243
33,245
33.083333333333336,243
33.166666666666664,250
33.25,247
33.333333333333336,249
33.416666666666664,246
33.5,246
33.583333333333336,248
33.666666666666664,247
33.75,247
33.833333333333336,245
33.916666666666664,245
34,245
34.083333333333336,247
34.166666666666664,248
34.25,244
34.333333333333336,246
34.416666666666664,247
34.5,247
34.583333333333336,247
34.666666666666664,244
34.75,247
34.833333333333336,246
34.916666666666664,249
35,251
35.083333333333336,246
35.166666666666664,247
35.25,250
35.333333333333336,250
35.416666666666664,247
35.5,246
35.583333333333336,247
35.666666666666664,248
35.75,246
35.833333333333336,249
35.916666666666664,245
36,248
36.083333333333336,247
36.166666666666664,245
36.25,245
36.333333333333336,247
36.416666666666664,248
36.5,245
36.583333333333336,251
36.666666666666664,248
36.75,250
36.833333333333336,246
36.916666666666664,249
37,246
37.083333333333336,248
37.166666666666664,248
37.25,250
37.333333333333336,249
37.416666666666664,248
37.5,247
37.583333333333336,247
37.666666666666664,249
37.75,247
37.833333333333336,246
37.916666666666664,245
38,246
38.083333333333336,248
38.166666666666664,248
38.25,248
38.333333333333336,244
38.416666666666664,246
38.5,248
38.583333333333336,247
38.666666666666664,250
38.75,250
38.833333333333336,246
38.916666666666664,244
39,246
39.083333333333336,247
39.166666666666664,248
