"Hours since thread went live","Ishura - Episode 10 discussion"
39.25,251
39.333333333333336,246
39.416666666666664,248
39.5,251
39.583333333333336,248
39.666666666666664,250
39.75,248
39.833333333333336,245
39.916666666666664,246
40,250
40.083333333333336,250
40.166666666666664,246
40.25,252
40.333333333333336,245
40.416666666666664,249
40.5,248
40.583333333333336,246
40.666666666666664,250
40.75,250
40.833333333333336,250
40.916666666666664,248
41,248
41.083333333333336,250
41.166666666666664,250
41.25,250
41.333333333333336,249
41.416666666666664,249
41.5,251
41.583333333333336,248
41.666666666666664,252
41.75,250
41.833333333333336,249
41.916666666666664,252
42,251
42.083333333333336,249
42.166666666666664,250
42.25,252
42.333333333333336,250
42.416666666666664,252
42.5,250
42.583333333333336,253
42.666666666666664,251
42.75,249
42.833333333333336,249
42.916666666666664,250
43,250
43.083333333333336,251
43.166666666666664,249
43.25,249
43.333333333333336,250
43.416666666666664,253
43.5,254
43.583333333333336,251
43.666666666666664,249
43.75,252
43.833333333333336,250
43.916666666666664,247
44,252
44.083333333333336,254
44.166666666666664,252
44.25,249
44.333333333333336,247
44.416666666666664,252
44.5,251
44.583333333333336,251
44.666666666666664,249
44.75,253
44.833333333333336,250
44.916666666666664,250
45,251
45.083333333333336,255
45.166666666666664,250
45.25,250
45.333333333333336,251
45.416666666666664,254
45.5,247
45.583333333333336,251
45.666666666666664,249
45.75,252
45.833333333333336,250
45.916666666666664,253
46,248
46.083333333333336,250
46.166666666666664,252
46.25,255
46.333333333333336,251
46.416666666666664,255
46.5,253
46.583333333333336,251
46.666666666666664,252
46.75,254
46.833333333333336,252
46.916666666666664,250
47,252
47.083333333333336,251
47.166666666666664,252
47.25,254
47.333333333333336,251
47.416666666666664,250
47.5,253
47.583333333333336,254
47.666666666666664,252
47.75,256
47.833333333333336,256
47.916666666666664,257
