"Hours since thread went live","Re:Monster - Episode 7 discussion"
0,2
0.08333333333333333,3
0.16666666666666666,3
0.25,4
0.3333333333333333,5
0.4166666666666667,5
0.5,7
0.5833333333333334,8
0.6666666666666666,9
0.75,8
0.8333333333333334,9
0.9166666666666666,10
1,10
1.0833333333333333,11
1.1666666666666667,12
1.25,12
1.3333333333333333,14
1.4166666666666667,14
1.5,16
1.5833333333333333,18
1.6666666666666667,16
1.75,16
1.8333333333333333,18
1.9166666666666667,20
2,18
2.0833333333333335,18
2.1666666666666665,18
2.25,19
2.3333333333333335,20
2.4166666666666665,22
2.5,22
2.5833333333333335,27
2.6666666666666665,24
2.75,25
2.8333333333333335,30
2.9166666666666665,24
3,24
3.0833333333333335,30
3.1666666666666665,33
3.25,28
3.3333333333333335,30
3.4166666666666665,32
3.5,31
3.5833333333333335,31
3.6666666666666665,33
3.75,30
3.8333333333333335,35
3.9166666666666665,37
4,38
4.083333333333333,35
4.166666666666667,38
4.25,38
4.333333333333333,37
4.416666666666667,38
4.5,41
4.583333333333333,35
4.666666666666667,38
4.75,39
4.833333333333333,38
4.916666666666667,38
5,41
5.083333333333333,44
5.166666666666667,42
5.25,40
5.333333333333333,42
5.416666666666667,46
5.5,51
5.583333333333333,47
5.666666666666667,49
5.75,56
5.833333333333333,56
5.916666666666667,57
6,63
6.083333333333333,64
6.166666666666667,67
6.25,70
6.333333333333333,69
6.416666666666667,69
6.5,68
6.583333333333333,69
6.666666666666667,64
6.75,65
6.833333333333333,68
6.916666666666667,72
7,71
7.083333333333333,70
7.166666666666667,70
7.25,69
7.333333333333333,71
7.416666666666667,71
7.5,73
7.583333333333333,76
7.666666666666667,73
7.75,78
7.833333333333333,74
7.916666666666667,80
8,78
8.083333333333334,83
8.166666666666666,80
8.25,83
8.333333333333334,79
8.416666666666666,83
8.5,83
8.583333333333334,86
8.666666666666666,87
8.75,90
8.833333333333334,90
8.916666666666666,89
9,89
9.083333333333334,86
9.166666666666666,88
9.25,92
9.333333333333334,94
9.416666666666666,92
9.5,98
9.583333333333334,93
9.666666666666666,97
9.75,96
9.833333333333334,98
9.916666666666666,102
10,102
10.083333333333334,105
10.166666666666666,98
10.25,103
10.333333333333334,104
10.416666666666666,100
10.5,103
10.583333333333334,104
10.666666666666666,106
10.75,106
10.833333333333334,111
10.916666666666666,107
11,114
11.083333333333334,109
11.166666666666666,116
11.25,113
11.333333333333334,116
11.416666666666666,121
11.5,121
11.583333333333334,122
11.666666666666666,120
11.75,122
11.833333333333334,118
11.916666666666666,119
12,121
12.083333333333334,121
12.166666666666666,125
12.25,124
12.333333333333334,124
12.416666666666666,125
12.5,124
12.583333333333334,122
12.666666666666666,122
12.75,126
12.833333333333334,127
12.916666666666666,123
13,126
13.083333333333334,122
13.166666666666666,122
13.25,127
13.333333333333334,125
13.416666666666666,126
13.5,125
13.583333333333334,128
13.666666666666666,127
13.75,127
13.833333333333334,123
13.916666666666666,126
14,125
14.083333333333334,129
14.166666666666666,132
14.25,128
14.333333333333334,131
14.416666666666666,133
14.5,134
14.583333333333334,135
14.666666666666666,135
14.75,131
14.833333333333334,132
14.916666666666666,132
15,135
15.083333333333334,133
15.166666666666666,135
15.25,135
15.333333333333334,134
15.416666666666666,136
15.5,135
15.583333333333334,134
15.666666666666666,133
15.75,139
15.833333333333334,137
15.916666666666666,137
16,137
16.083333333333332,140
16.166666666666668,143
16.25,143
16.333333333333332,145
16.416666666666668,143
16.5,141
16.583333333333332,140
16.666666666666668,144
16.75,143
16.833333333333332,143
16.916666666666668,145
17,138
17.083333333333332,145
17.166666666666668,143
17.25,147
17.333333333333332,146
17.416666666666668,141
17.5,142
17.583333333333332,144
17.666666666666668,143
17.75,146
17.833333333333332,146
17.916666666666668,146
18,148
18.083333333333332,150
18.166666666666668,143
18.25,146
18.333333333333332,149
18.416666666666668,145
18.5,145
18.583333333333332,144
18.666666666666668,148
18.75,148
18.833333333333332,149
18.916666666666668,150
19,146
19.083333333333332,148
19.166666666666668,147
19.25,150
19.333333333333332,148
19.416666666666668,145
19.5,149
19.583333333333332,149
19.666666666666668,149
19.75,147
19.833333333333332,150
19.916666666666668,151
20,151
20.083333333333332,155
20.166666666666668,151
20.25,154
20.333333333333332,151
20.416666666666668,154
20.5,156
20.583333333333332,152
20.666666666666668,154
20.75,155
20.833333333333332,152
20.916666666666668,154
21,152
21.083333333333332,153
21.166666666666668,155
21.25,155
21.333333333333332,155
21.416666666666668,154
21.5,155
21.583333333333332,157
21.666666666666668,153
21.75,158
21.833333333333332,157
21.916666666666668,155
22,161
22.083333333333332,158
22.166666666666668,158
22.25,157
22.333333333333332,159
22.416666666666668,160
22.5,160
22.583333333333332,162
22.666666666666668,159
22.75,163
22.833333333333332,161
22.916666666666668,157
23,161
23.083333333333332,161
23.166666666666668,161
23.25,161
23.333333333333332,160
23.416666666666668,159
23.5,159
23.583333333333332,161
23.666666666666668,165
23.75,162
23.833333333333332,162
23.916666666666668,162
24,163
24.083333333333332,162
24.166666666666668,166
24.25,165
24.333333333333332,167
24.416666666666668,161
24.5,165
24.583333333333332,169
24.666666666666668,164
24.75,163
24.833333333333332,167
24.916666666666668,165
25,168
25.083333333333332,167
25.166666666666668,166
25.25,166
25.333333333333332,167
25.416666666666668,164
25.5,168
25.583333333333332,164
