"Hours since thread went live","The New Gate - Episode 2 discussion"
0,0
0.08333333333333333,1
0.16666666666666666,2
0.25,4
0.3333333333333333,5
0.4166666666666667,6
0.5,11
0.5833333333333334,13
0.6666666666666666,20
0.75,23
0.8333333333333334,25
0.9166666666666666,27
1,30
1.0833333333333333,33
1.1666666666666667,35
1.25,39
1.3333333333333333,43
1.4166666666666667,46
1.5,48
1.5833333333333333,51
1.6666666666666667,53
1.75,54
1.8333333333333333,57
1.9166666666666667,54
2,58
2.0833333333333335,62
2.1666666666666665,62
2.25,64
2.3333333333333335,68
2.4166666666666665,66
2.5,66
2.5833333333333335,67
2.6666666666666665,65
2.75,73
2.8333333333333335,71
2.9166666666666665,72
3,77
3.0833333333333335,78
3.1666666666666665,85
3.25,86
3.3333333333333335,86
3.4166666666666665,91
3.5,95
3.5833333333333335,93
3.6666666666666665,92
3.75,93
3.8333333333333335,96
3.9166666666666665,98
4,97
4.083333333333333,101
4.166666666666667,101
4.25,102
4.333333333333333,104
4.416666666666667,102
4.5,108
4.583333333333333,107
4.666666666666667,111
4.75,111
4.833333333333333,114
4.916666666666667,117
5,118
5.083333333333333,119
5.166666666666667,126
5.25,129
5.333333333333333,129
5.416666666666667,130
5.5,129
5.583333333333333,134
5.666666666666667,138
5.75,139
5.833333333333333,141
5.916666666666667,138
6,140
6.083333333333333,146
6.166666666666667,141
6.25,142
6.333333333333333,141
6.416666666666667,147
6.5,146
6.583333333333333,148
6.666666666666667,151
6.75,152
6.833333333333333,152
6.916666666666667,154
7,152
7.083333333333333,150
7.166666666666667,152
7.25,153
7.333333333333333,150
7.416666666666667,155
7.5,154
7.583333333333333,161
7.666666666666667,161
7.75,163
7.833333333333333,162
7.916666666666667,162
8,166
8.083333333333334,167
8.166666666666666,168
8.25,172
8.333333333333334,171
8.416666666666666,170
8.5,173
8.583333333333334,169
8.666666666666666,173
8.75,170
8.833333333333334,173
8.916666666666666,175
9,173
9.083333333333334,173
9.166666666666666,173
9.25,174
9.333333333333334,176
9.416666666666666,175
9.5,176
9.583333333333334,181
9.666666666666666,180
9.75,180
9.833333333333334,181
9.916666666666666,180
10,181
10.083333333333334,182
10.166666666666666,188
10.25,184
10.333333333333334,188
10.416666666666666,187
10.5,188
10.583333333333334,187
10.666666666666666,189
10.75,192
10.833333333333334,195
10.916666666666666,192
11,195
11.083333333333334,190
11.166666666666666,193
11.25,191
11.333333333333334,191
11.416666666666666,192
11.5,191
11.583333333333334,196
