"Hours since thread went live","Sand Land: The Series - Episode 10 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,5
1,6
1.0833333333333333,6
1.1666666666666667,6
1.25,7
1.3333333333333333,7
1.4166666666666667,7
1.5,7
1.5833333333333333,8
1.6666666666666667,10
1.75,9
1.8333333333333333,10
1.9166666666666667,9
2,9
2.0833333333333335,12
2.1666666666666665,12
2.25,13
2.3333333333333335,14
2.4166666666666665,14
2.5,15
2.5833333333333335,15
2.6666666666666665,16
2.75,15
2.8333333333333335,17
2.9166666666666665,16
3,16
3.0833333333333335,16
3.1666666666666665,18
3.25,16
3.3333333333333335,16
3.4166666666666665,17
3.5,17
3.5833333333333335,17
3.6666666666666665,19
3.75,19
3.8333333333333335,21
3.9166666666666665,19
4,21
4.083333333333333,20
4.166666666666667,21
4.25,23
4.333333333333333,21
4.416666666666667,21
4.5,23
4.583333333333333,22
4.666666666666667,23
4.75,23
4.833333333333333,23
4.916666666666667,23
5,24
5.083333333333333,22
5.166666666666667,23
5.25,24
5.333333333333333,24
5.416666666666667,24
5.5,23
5.583333333333333,25
5.666666666666667,24
5.75,24
5.833333333333333,28
5.916666666666667,24
6,28
6.083333333333333,25
6.166666666666667,30
6.25,28
6.333333333333333,26
6.416666666666667,28
6.5,29
6.583333333333333,31
6.666666666666667,30
6.75,30
6.833333333333333,30
6.916666666666667,30
7,30
7.083333333333333,28
7.166666666666667,30
7.25,28
7.333333333333333,30
7.416666666666667,32
7.5,32
7.583333333333333,31
7.666666666666667,30
7.75,34
7.833333333333333,29
7.916666666666667,31
8,35
8.083333333333334,35
8.166666666666666,38
8.25,35
8.333333333333334,34
8.416666666666666,34
8.5,36
8.583333333333334,30
8.666666666666666,36
8.75,32
8.833333333333334,29
8.916666666666666,34
9,36
9.083333333333334,36
9.166666666666666,37
9.25,36
9.333333333333334,34
9.416666666666666,39
9.5,34
9.583333333333334,36
9.666666666666666,39
9.75,35
9.833333333333334,34
9.916666666666666,37
10,38
10.083333333333334,38
10.166666666666666,34
10.25,37
10.333333333333334,39
10.416666666666666,36
10.5,36
10.583333333333334,37
10.666666666666666,39
10.75,35
10.833333333333334,42
10.916666666666666,39
11,39
11.083333333333334,42
11.166666666666666,39
11.25,41
11.333333333333334,43
11.416666666666666,43
11.5,44
11.583333333333334,43
11.666666666666666,46
11.75,44
11.833333333333334,40
11.916666666666666,44
12,46
12.083333333333334,43
12.166666666666666,46
12.25,46
12.333333333333334,44
12.416666666666666,41
12.5,43
12.583333333333334,48
12.666666666666666,44
12.75,45
12.833333333333334,46
12.916666666666666,40
13,45
13.083333333333334,45
13.166666666666666,45
13.25,43
13.333333333333334,42
13.416666666666666,45
13.5,49
13.583333333333334,45
13.666666666666666,45
13.75,47
13.833333333333334,45
13.916666666666666,48
14,47
14.083333333333334,44
14.166666666666666,43
14.25,47
14.333333333333334,44
14.416666666666666,44
14.5,42
14.583333333333334,44
14.666666666666666,43
14.75,47
14.833333333333334,46
14.916666666666666,45
15,47
15.083333333333334,48
15.166666666666666,43
15.25,50
15.333333333333334,47
15.416666666666666,46
15.5,48
15.583333333333334,47
15.666666666666666,48
15.75,47
15.833333333333334,44
15.916666666666666,46
16,47
16.083333333333332,48
16.166666666666668,47
16.25,44
16.333333333333332,51
16.416666666666668,48
16.5,48
16.583333333333332,49
16.666666666666668,45
16.75,50
16.833333333333332,50
16.916666666666668,47
17,49
17.083333333333332,45
17.166666666666668,50
17.25,49
17.333333333333332,49
17.416666666666668,48
17.5,50
17.583333333333332,52
17.666666666666668,48
17.75,46
17.833333333333332,48
17.916666666666668,52
18,48
18.083333333333332,50
18.166666666666668,49
18.25,48
18.333333333333332,50
18.416666666666668,53
18.5,48
18.583333333333332,50
18.666666666666668,54
18.75,51
18.833333333333332,51
18.916666666666668,54
19,55
19.083333333333332,53
19.166666666666668,53
19.25,53
19.333333333333332,52
19.416666666666668,54
19.5,52
19.583333333333332,50
19.666666666666668,53
19.75,54
19.833333333333332,55
19.916666666666668,52
20,55
20.083333333333332,51
20.166666666666668,55
20.25,52
20.333333333333332,54
20.416666666666668,55
20.5,52
20.583333333333332,57
20.666666666666668,54
20.75,51
20.833333333333332,57
20.916666666666668,49
21,52
21.083333333333332,53
21.166666666666668,52
21.25,51
21.333333333333332,55
21.416666666666668,53
21.5,56
21.583333333333332,50
21.666666666666668,56
21.75,53
21.833333333333332,56
21.916666666666668,51
22,51
22.083333333333332,52
22.166666666666668,53
22.25,57
22.333333333333332,51
22.416666666666668,53
22.5,52
22.583333333333332,54
22.666666666666668,52
22.75,55
22.833333333333332,53
22.916666666666668,54
23,55
23.083333333333332,53
23.166666666666668,54
23.25,57
23.333333333333332,54
23.416666666666668,53
23.5,54
23.583333333333332,51
23.666666666666668,56
23.75,51
23.833333333333332,52
23.916666666666668,50
24,56
24.083333333333332,52
24.166666666666668,55
24.25,53
24.333333333333332,53
24.416666666666668,54
24.5,51
24.583333333333332,56
24.666666666666668,56
24.75,51
24.833333333333332,53
24.916666666666668,52
25,53
25.083333333333332,52
25.166666666666668,51
25.25,57
25.333333333333332,53
25.416666666666668,54
25.5,50
25.583333333333332,53
25.666666666666668,54
25.75,54
25.833333333333332,52
25.916666666666668,55
26,57
26.083333333333332,58
26.166666666666668,54
26.25,54
26.333333333333332,55
26.416666666666668,56
26.5,55
26.583333333333332,52
26.666666666666668,50
26.75,56
26.833333333333332,52
26.916666666666668,52
27,56
27.083333333333332,55
27.166666666666668,55
27.25,53
27.333333333333332,50
27.416666666666668,57
27.5,56
27.583333333333332,50
27.666666666666668,54
27.833333333333332,56
27.916666666666668,57
28,55
28.083333333333332,51
28.166666666666668,50
28.25,54
28.333333333333332,56
28.416666666666668,52
28.5,54
28.583333333333332,52
28.666666666666668,54
28.75,54
28.833333333333332,56
28.916666666666668,52
29,57
29.083333333333332,53
29.166666666666668,53
29.25,50
29.333333333333332,53
29.416666666666668,52
29.5,56
29.583333333333332,55
29.666666666666668,57
29.75,53
29.833333333333332,55
29.916666666666668,56
30,54
30.083333333333332,53
30.166666666666668,57
30.25,54
30.333333333333332,53
30.416666666666668,55
30.5,56
30.583333333333332,51
30.666666666666668,56
30.75,54
30.833333333333332,56
30.916666666666668,58
31,57
31.083333333333332,56
31.166666666666668,59
31.25,57
31.333333333333332,56
31.416666666666668,56
31.5,54
31.583333333333332,59
31.666666666666668,55
31.75,55
31.833333333333332,54
31.916666666666668,56
32,53
32.083333333333336,54
32.166666666666664,55
32.25,53
32.333333333333336,55
32.416666666666664,56
32.5,57
32.583333333333336,57
32.666666666666664,53
32.75,57
32.833333333333336,56
32.916666666666664,56
33,52
33.083333333333336,54
33.166666666666664,57
33.25,54
33.333333333333336,58
33.416666666666664,54
33.5,55
33.583333333333336,55
33.666666666666664,55
33.75,55
33.833333333333336,55
33.916666666666664,56
34,55
34.083333333333336,55
34.166666666666664,58
34.25,56
34.333333333333336,55
34.416666666666664,56
34.5,58
34.583333333333336,58
34.666666666666664,57
34.75,53
34.833333333333336,56
34.916666666666664,56
35,54
35.083333333333336,55
35.166666666666664,54
35.25,58
35.333333333333336,55
35.416666666666664,58
35.5,57
35.583333333333336,59
35.666666666666664,58
35.75,54
35.833333333333336,57
35.916666666666664,56
36,55
36.083333333333336,55
36.166666666666664,57
36.25,52
36.333333333333336,55
36.416666666666664,59
36.5,54
36.583333333333336,55
36.666666666666664,56
36.75,53
36.833333333333336,55
36.916666666666664,53
37,53
37.083333333333336,56
37.166666666666664,54
37.25,51
37.333333333333336,55
37.416666666666664,57
37.5,56
37.583333333333336,52
37.666666666666664,54
37.75,54
37.833333333333336,58
37.916666666666664,55
38,55
38.083333333333336,53
38.166666666666664,58
38.25,53
38.333333333333336,54
38.416666666666664,53
38.5,55
38.583333333333336,54
38.666666666666664,54
38.75,51
38.833333333333336,54
38.916666666666664,59
39,56
39.083333333333336,52
39.166666666666664,56
