"Hours since thread went live","Gekai Elise • Doctor Elise: The Royal Lady with the Lamp - Episode 10 discussion"
35.416666666666664,146
35.5,151
35.583333333333336,146
35.666666666666664,147
35.75,148
35.833333333333336,149
35.916666666666664,146
36,149
36.083333333333336,147
36.166666666666664,148
36.25,148
36.333333333333336,145
36.416666666666664,151
36.5,153
36.583333333333336,149
36.666666666666664,151
36.75,149
36.833333333333336,149
36.916666666666664,147
37,150
37.083333333333336,150
37.166666666666664,150
37.25,149
37.333333333333336,152
37.416666666666664,151
37.5,148
37.583333333333336,149
37.666666666666664,149
37.75,153
37.833333333333336,149
37.916666666666664,149
38,150
38.083333333333336,148
38.166666666666664,152
38.25,154
38.333333333333336,149
38.416666666666664,148
38.5,147
38.583333333333336,149
38.666666666666664,153
38.75,150
38.833333333333336,151
38.916666666666664,148
39,153
39.083333333333336,151
39.166666666666664,150
39.25,151
39.333333333333336,152
39.416666666666664,151
39.5,150
39.583333333333336,150
39.666666666666664,150
39.75,148
39.833333333333336,150
39.916666666666664,149
40,150
40.083333333333336,153
40.166666666666664,151
40.25,152
40.333333333333336,148
40.416666666666664,152
40.5,149
40.583333333333336,154
40.666666666666664,151
40.75,153
40.833333333333336,153
40.916666666666664,150
41,149
41.083333333333336,148
41.166666666666664,153
41.25,149
41.333333333333336,152
41.416666666666664,152
41.5,151
41.583333333333336,150
41.666666666666664,152
41.75,152
41.833333333333336,152
41.916666666666664,153
42,150
42.083333333333336,149
42.166666666666664,151
42.25,151
42.333333333333336,154
42.416666666666664,153
42.5,154
42.583333333333336,149
42.666666666666664,155
42.75,156
42.833333333333336,152
42.916666666666664,155
43,155
43.083333333333336,151
43.166666666666664,151
43.25,149
43.333333333333336,151
43.416666666666664,152
43.5,152
43.583333333333336,154
43.666666666666664,154
43.75,153
43.833333333333336,155
43.916666666666664,155
44,154
44.083333333333336,155
44.166666666666664,154
44.25,152
44.333333333333336,152
44.416666666666664,156
44.5,152
44.583333333333336,154
44.666666666666664,156
44.75,150
44.833333333333336,153
44.916666666666664,152
45,152
45.083333333333336,152
45.166666666666664,155
45.25,152
45.333333333333336,155
45.416666666666664,151
45.5,154
45.583333333333336,155
45.666666666666664,152
45.75,151
45.833333333333336,153
45.916666666666664,152
46,153
46.083333333333336,154
46.166666666666664,150
46.25,156
46.333333333333336,153
46.416666666666664,155
46.5,158
46.583333333333336,154
46.666666666666664,152
46.75,155
46.833333333333336,154
46.916666666666664,154
47,153
47.083333333333336,151
47.166666666666664,153
47.25,153
47.333333333333336,153
47.416666666666664,157
47.5,155
47.583333333333336,153
47.666666666666664,157
47.75,156
47.833333333333336,153
47.916666666666664,155
