"Hours since thread went live","Gekai Elise • Doctor Elise: The Royal Lady with the Lamp - Episode 10 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,3
0.3333333333333333,4
0.4166666666666667,5
0.5,7
0.5833333333333334,7
0.6666666666666666,8
0.75,8
0.8333333333333334,10
0.9166666666666666,10
1,11
1.0833333333333333,15
1.1666666666666667,16
1.25,16
1.3333333333333333,17
1.4166666666666667,19
1.5,20
1.5833333333333333,20
1.6666666666666667,20
1.75,21
1.8333333333333333,21
1.9166666666666667,24
2,28
2.0833333333333335,28
2.1666666666666665,30
2.25,32
2.3333333333333335,30
2.4166666666666665,32
2.5,35
2.5833333333333335,34
2.6666666666666665,36
2.75,36
2.8333333333333335,41
2.9166666666666665,42
3,43
3.0833333333333335,42
3.1666666666666665,41
3.25,46
3.3333333333333335,47
3.4166666666666665,46
3.5,50
3.5833333333333335,52
3.6666666666666665,48
3.75,48
3.8333333333333335,55
3.9166666666666665,51
4,53
4.083333333333333,50
4.166666666666667,52
4.25,57
4.333333333333333,52
4.416666666666667,59
4.5,57
4.583333333333333,57
4.666666666666667,58
4.75,55
4.833333333333333,60
4.916666666666667,60
5,63
5.083333333333333,62
5.166666666666667,60
5.25,61
5.333333333333333,61
5.416666666666667,65
5.5,62
5.583333333333333,64
5.666666666666667,65
5.75,68
5.833333333333333,71
5.916666666666667,70
6,73
6.083333333333333,75
6.166666666666667,69
6.25,72
6.333333333333333,73
6.416666666666667,76
6.5,75
6.583333333333333,76
6.666666666666667,79
6.75,75
6.833333333333333,82
6.916666666666667,78
7,80
7.083333333333333,81
7.166666666666667,80
7.25,85
7.333333333333333,83
7.416666666666667,83
7.5,86
7.583333333333333,89
7.666666666666667,87
7.75,89
7.833333333333333,94
7.916666666666667,94
8,96
8.083333333333334,90
8.166666666666666,91
8.25,96
8.333333333333334,93
8.416666666666666,95
8.5,95
8.583333333333334,98
8.666666666666666,94
8.75,100
8.833333333333334,97
8.916666666666666,100
9,100
9.083333333333334,99
9.166666666666666,100
9.25,102
9.333333333333334,101
9.416666666666666,106
9.5,108
9.583333333333334,108
9.666666666666666,106
9.75,107
9.833333333333334,107
9.916666666666666,112
10,110
10.083333333333334,109
10.166666666666666,111
10.25,116
10.333333333333334,110
10.416666666666666,112
10.5,111
10.583333333333334,113
10.666666666666666,112
10.75,114
10.833333333333334,116
10.916666666666666,116
11,111
11.083333333333334,118
11.166666666666666,116
11.25,113
11.333333333333334,117
11.416666666666666,114
11.5,114
11.583333333333334,113
11.666666666666666,116
11.75,117
11.833333333333334,115
11.916666666666666,116
12,121
12.083333333333334,119
12.166666666666666,118
12.25,122
12.333333333333334,123
12.416666666666666,116
12.5,120
12.583333333333334,120
12.666666666666666,117
12.75,119
12.833333333333334,124
12.916666666666666,123
13,121
13.083333333333334,123
13.166666666666666,118
13.25,121
13.333333333333334,118
13.416666666666666,120
13.5,122
13.583333333333334,125
13.666666666666666,122
13.75,126
13.833333333333334,124
13.916666666666666,124
14,126
14.083333333333334,129
14.166666666666666,126
14.25,129
14.333333333333334,128
14.416666666666666,127
14.5,126
14.583333333333334,125
14.666666666666666,125
14.75,128
14.833333333333334,129
14.916666666666666,125
15,128
15.083333333333334,128
15.166666666666666,129
15.25,128
15.333333333333334,130
15.416666666666666,130
15.5,127
15.583333333333334,128
15.666666666666666,128
15.75,126
15.833333333333334,124
15.916666666666666,124
16,128
16.083333333333332,132
16.166666666666668,128
16.25,128
16.333333333333332,131
16.416666666666668,132
16.5,130
16.583333333333332,132
16.666666666666668,129
16.75,130
16.833333333333332,127
16.916666666666668,128
17,130
17.083333333333332,131
17.166666666666668,127
17.25,127
17.333333333333332,130
17.416666666666668,128
17.5,129
17.583333333333332,130
17.666666666666668,129
17.75,127
17.833333333333332,124
17.916666666666668,131
18,126
18.083333333333332,127
18.166666666666668,130
18.25,125
18.333333333333332,128
18.416666666666668,130
18.5,125
18.583333333333332,130
18.666666666666668,130
18.75,126
18.833333333333332,127
18.916666666666668,130
19,129
19.083333333333332,130
19.166666666666668,129
19.25,130
19.333333333333332,132
19.416666666666668,127
19.5,129
19.583333333333332,130
19.666666666666668,132
19.75,134
19.833333333333332,134
19.916666666666668,130
20,133
20.083333333333332,133
20.166666666666668,135
20.25,133
20.333333333333332,134
20.416666666666668,134
20.5,131
20.583333333333332,132
20.666666666666668,133
20.75,136
20.833333333333332,131
20.916666666666668,136
21,129
21.083333333333332,132
21.166666666666668,132
21.25,129
21.333333333333332,133
21.416666666666668,131
21.5,130
21.583333333333332,131
21.666666666666668,135
21.75,132
21.833333333333332,131
21.916666666666668,130
22,133
22.083333333333332,132
22.166666666666668,134
22.25,133
22.333333333333332,133
22.416666666666668,132
22.5,131
22.583333333333332,135
22.666666666666668,136
22.75,134
22.833333333333332,130
22.916666666666668,136
23,135
23.083333333333332,137
23.166666666666668,136
23.25,138
23.333333333333332,133
23.416666666666668,133
23.5,136
23.583333333333332,134
23.666666666666668,139
23.75,136
23.833333333333332,134
23.916666666666668,135
24,135
24.083333333333332,136
24.166666666666668,137
24.25,135
24.333333333333332,133
24.416666666666668,133
24.5,136
24.583333333333332,135
24.666666666666668,134
24.75,139
24.833333333333332,137
24.916666666666668,137
25,139
25.083333333333332,139
25.166666666666668,133
25.25,137
25.333333333333332,133
25.416666666666668,137
25.5,136
25.583333333333332,141
25.666666666666668,137
25.75,134
25.833333333333332,139
25.916666666666668,137
26,137
26.083333333333332,137
26.166666666666668,134
26.25,139
26.333333333333332,139
26.416666666666668,139
26.5,138
26.583333333333332,137
26.666666666666668,138
26.75,135
26.833333333333332,138
26.916666666666668,135
27,140
27.083333333333332,139
27.166666666666668,135
27.25,135
27.333333333333332,139
27.416666666666668,135
27.5,139
27.583333333333332,136
27.666666666666668,137
27.75,137
27.833333333333332,139
27.916666666666668,135
28,136
28.083333333333332,139
28.166666666666668,140
28.25,141
28.333333333333332,140
28.416666666666668,135
28.5,142
28.583333333333332,140
28.666666666666668,139
28.75,136
28.833333333333332,138
28.916666666666668,138
29,139
29.083333333333332,140
29.166666666666668,136
29.25,138
29.333333333333332,140
29.416666666666668,142
29.5,143
29.583333333333332,140
29.666666666666668,140
29.75,141
29.833333333333332,144
29.916666666666668,142
30,143
30.083333333333332,137
30.166666666666668,144
30.25,141
30.333333333333332,141
30.416666666666668,142
30.5,142
30.583333333333332,141
30.666666666666668,141
30.75,141
30.833333333333332,140
30.916666666666668,140
31,140
31.083333333333332,141
31.166666666666668,142
31.25,141
31.333333333333332,143
31.416666666666668,140
31.5,138
31.583333333333332,141
31.666666666666668,138
31.75,145
31.833333333333332,142
31.916666666666668,142
32,145
32.083333333333336,141
32.166666666666664,142
32.25,146
32.333333333333336,141
32.416666666666664,143
32.5,143
32.583333333333336,141
32.666666666666664,144
32.75,143
32.833333333333336,142
32.916666666666664,142
33,141
33.083333333333336,145
33.166666666666664,145
33.25,145
33.333333333333336,147
33.416666666666664,141
33.5,141
33.583333333333336,145
33.666666666666664,143
33.75,141
33.833333333333336,144
33.916666666666664,145
34,142
34.083333333333336,143
34.166666666666664,149
34.25,146
34.333333333333336,143
34.416666666666664,149
34.5,147
34.583333333333336,149
34.666666666666664,147
34.75,148
34.833333333333336,148
34.916666666666664,148
35,147
35.083333333333336,149
35.166666666666664,146
35.25,150
35.333333333333336,146
