"Hours since thread went live","Kage no Jitsuryokusha ni Naritakute! Season 2 • The Eminence in Shadow Season 2 - Episode 3 discussion"
0,3
0.08333333333333333,4
0.16666666666666666,12
0.25,29
0.3333333333333333,44
0.4166666666666667,61
0.5,77
0.5833333333333334,98
0.6666666666666666,116
0.75,143
0.8333333333333334,163
0.9166666666666666,183
1,193
1.0833333333333333,232
1.1666666666666667,255
1.25,284
1.3333333333333333,304
1.4166666666666667,324
1.5,342
1.5833333333333333,366
1.6666666666666667,394
1.75,413
1.8333333333333333,434
1.9166666666666667,455
2,481
2.0833333333333335,511
2.1666666666666665,538
2.25,564
2.3333333333333335,580
2.4166666666666665,604
2.5,617
2.5833333333333335,632
2.6666666666666665,646
2.75,670
2.8333333333333335,690
2.9166666666666665,715
3,728
3.0833333333333335,753
3.1666666666666665,773
3.25,798
3.3333333333333335,820
3.4166666666666665,843
3.5,856
3.5833333333333335,872
3.6666666666666665,886
3.75,910
3.8333333333333335,929
3.9166666666666665,940
4,967
4.083333333333333,985
4.166666666666667,997
4.25,1014
4.333333333333333,1025
4.416666666666667,1055
4.5,1064
4.583333333333333,1085
4.666666666666667,1094
4.75,1106
4.833333333333333,1120
4.916666666666667,1129
5,1140
5.083333333333333,1146
5.166666666666667,1153
5.25,1176
5.333333333333333,1191
5.416666666666667,1209
5.5,1223
5.583333333333333,1232
5.666666666666667,1248
5.75,1257
5.833333333333333,1277
5.916666666666667,1281
6,1303
6.083333333333333,1321
6.166666666666667,1335
6.25,1351
6.333333333333333,1375
6.416666666666667,1387
6.5,1395
6.583333333333333,1417
6.666666666666667,1434
6.75,1443
6.833333333333333,1450
6.916666666666667,1472
7,1483
7.083333333333333,1505
7.166666666666667,1514
7.25,1526
7.333333333333333,1545
7.416666666666667,1561
7.5,1569
7.583333333333333,1580
7.666666666666667,1587
7.75,1602
7.833333333333333,1608
7.916666666666667,1622
8,1639
8.083333333333334,1647
8.166666666666666,1656
8.25,1666
8.333333333333334,1673
8.416666666666666,1694
8.5,1704
8.583333333333334,1708
8.666666666666666,1710
8.75,1726
8.833333333333334,1736
8.916666666666666,1735
9,1744
9.083333333333334,1756
9.166666666666666,1768
9.25,1777
9.333333333333334,1786
9.416666666666666,1801
9.5,1804
9.583333333333334,1805
9.666666666666666,1821
9.75,1832
9.833333333333334,1839
9.916666666666666,1854
10,1850
10.083333333333334,1861
10.166666666666666,1866
10.25,1875
10.333333333333334,1888
10.416666666666666,1896
10.5,1905
10.583333333333334,1917
10.666666666666666,1918
10.75,1926
10.833333333333334,1943
10.916666666666666,1950
11,1959
11.083333333333334,1957
11.166666666666666,1970
11.25,1970
11.333333333333334,1985
11.416666666666666,1984
11.5,1999
11.583333333333334,2010
11.666666666666666,2015
11.75,2015
11.833333333333334,2021
11.916666666666666,2036
12,2042
12.083333333333334,2054
12.166666666666666,2057
12.25,2064
12.333333333333334,2069
12.416666666666666,2074
12.5,2085
12.583333333333334,2085
12.666666666666666,2089
12.75,2094
12.833333333333334,2102
12.916666666666666,2107
13,2112
13.083333333333334,2125
13.166666666666666,2120
13.25,2136
13.333333333333334,2132
13.416666666666666,2141
13.5,2147
13.583333333333334,2154
13.666666666666666,2155
13.75,2158
13.833333333333334,2167
13.916666666666666,2164
14,2168
14.083333333333334,2177
14.166666666666666,2182
14.25,2190
14.333333333333334,2190
14.416666666666666,2196
14.5,2206
14.583333333333334,2217
14.666666666666666,2216
14.75,2218
14.833333333333334,2224
14.916666666666666,2224
15,2230
15.083333333333334,2243
15.166666666666666,2240
15.25,2248
15.333333333333334,2250
15.416666666666666,2248
15.5,2258
15.583333333333334,2256
15.666666666666666,2261
15.75,2264
15.833333333333334,2277
15.916666666666666,2274
16,2275
16.083333333333332,2285
16.166666666666668,2288
16.25,2282
16.333333333333332,2285
16.416666666666668,2290
16.5,2292
16.583333333333332,2302
16.666666666666668,2303
16.75,2303
16.833333333333332,2310
16.916666666666668,2309
17,2317
17.083333333333332,2315
17.166666666666668,2323
17.25,2327
17.333333333333332,2327
17.416666666666668,2330
17.5,2333
17.583333333333332,2333
17.666666666666668,2334
17.75,2344
17.833333333333332,2348
17.916666666666668,2352
18,2359
18.083333333333332,2358
18.166666666666668,2366
18.25,2366
18.333333333333332,2363
18.416666666666668,2364
18.5,2377
18.583333333333332,2376
18.666666666666668,2379
18.75,2378
18.833333333333332,2386
18.916666666666668,2386
19,2384
19.083333333333332,2390
19.166666666666668,2388
19.25,2395
19.333333333333332,2392
19.416666666666668,2397
19.5,2403
19.583333333333332,2418
19.666666666666668,2420
19.75,2418
19.833333333333332,2417
19.916666666666668,2416
20,2422
20.083333333333332,2424
20.166666666666668,2428
20.25,2426
20.333333333333332,2425
20.416666666666668,2428
20.5,2436
20.583333333333332,2433
20.666666666666668,2438
20.75,2449
20.833333333333332,2451
20.916666666666668,2447
21,2454
21.083333333333332,2452
21.166666666666668,2449
21.25,2456
21.333333333333332,2456
21.416666666666668,2465
21.5,2461
21.583333333333332,2466
21.666666666666668,2468
21.75,2469
21.833333333333332,2470
21.916666666666668,2474
22,2466
22.083333333333332,2470
22.166666666666668,2475
22.25,2476
22.333333333333332,2484
22.416666666666668,2485
22.5,2494
22.583333333333332,2489
22.666666666666668,2497
22.75,2493
22.833333333333332,2501
22.916666666666668,2499
23,2500
23.083333333333332,2501
23.166666666666668,2499
23.25,2505
23.333333333333332,2510
23.416666666666668,2515
23.5,2515
23.583333333333332,2513
23.666666666666668,2510
23.75,2517
23.833333333333332,2514
23.916666666666668,2521
24,2521
24.083333333333332,2518
24.166666666666668,2520
24.25,2523
24.333333333333332,2529
24.416666666666668,2530
24.5,2537
24.583333333333332,2533
24.666666666666668,2536
24.75,2536
24.833333333333332,2541
24.916666666666668,2543
25,2541
25.083333333333332,2548
25.166666666666668,2547
25.25,2554
25.333333333333332,2550
25.416666666666668,2546
25.5,2557
25.583333333333332,2557
25.666666666666668,2558
25.75,2560
25.833333333333332,2563
25.916666666666668,2565
26,2558
26.083333333333332,2561
26.166666666666668,2568
26.25,2571
26.333333333333332,2568
26.416666666666668,2577
26.5,2581
26.583333333333332,2580
26.666666666666668,2575
26.75,2582
26.833333333333332,2577
26.916666666666668,2580
27,2579
27.083333333333332,2583
27.166666666666668,2582
27.25,2587
27.333333333333332,2595
27.416666666666668,2589
27.5,2594
27.583333333333332,2595
27.666666666666668,2597
27.75,2603
27.833333333333332,2604
27.916666666666668,2607
28,2606
28.083333333333332,2613
28.166666666666668,2608
28.25,2614
28.333333333333332,2615
28.416666666666668,2618
28.5,2620
28.583333333333332,2621
28.666666666666668,2623
28.75,2627
28.833333333333332,2626
28.916666666666668,2623
29,2624
29.083333333333332,2625
29.166666666666668,2623
29.25,2625
29.333333333333332,2624
29.416666666666668,2626
29.5,2622
29.583333333333332,2630
29.666666666666668,2625
29.75,2635
29.833333333333332,2634
29.916666666666668,2634
30,2640
30.083333333333332,2638
30.166666666666668,2636
30.25,2639
30.333333333333332,2639
30.416666666666668,2642
30.5,2641
30.583333333333332,2643
30.666666666666668,2637
30.75,2638
30.833333333333332,2643
30.916666666666668,2640
31,2648
31.083333333333332,2650
31.166666666666668,2650
31.25,2645
31.333333333333332,2650
31.416666666666668,2655
31.5,2654
31.583333333333332,2651
31.666666666666668,2655
31.75,2653
31.833333333333332,2654
31.916666666666668,2653
32,2654
32.083333333333336,2657
32.166666666666664,2659
32.25,2660
32.333333333333336,2664
32.416666666666664,2671
32.5,2663
32.583333333333336,2670
32.666666666666664,2667
32.75,2672
32.833333333333336,2672
32.916666666666664,2679
33,2673
33.083333333333336,2673
33.166666666666664,2670
33.25,2676
33.333333333333336,2678
33.416666666666664,2675
33.5,2677
33.583333333333336,2682
33.666666666666664,2676
33.75,2681
33.833333333333336,2679
33.916666666666664,2682
34,2689
34.083333333333336,2684
34.166666666666664,2687
34.25,2690
34.333333333333336,2692
34.416666666666664,2683
34.5,2686
34.583333333333336,2691
34.666666666666664,2690
34.75,2693
34.833333333333336,2693
34.916666666666664,2695
35,2702
35.083333333333336,2704
35.166666666666664,2703
35.25,2702
35.333333333333336,2700
35.416666666666664,2706
35.5,2708
35.583333333333336,2708
35.666666666666664,2703
35.75,2709
35.833333333333336,2712
35.916666666666664,2710
36,2712
36.083333333333336,2717
36.166666666666664,2714
36.25,2715
36.333333333333336,2713
36.416666666666664,2713
36.5,2717
36.583333333333336,2715
36.666666666666664,2712
36.75,2713
36.833333333333336,2713
36.916666666666664,2718
37,2722
37.083333333333336,2720
37.166666666666664,2720
37.25,2722
37.333333333333336,2724
37.416666666666664,2722
37.5,2721
37.583333333333336,2724
37.666666666666664,2719
37.75,2721
37.833333333333336,2723
37.916666666666664,2723
38,2728
38.083333333333336,2728
38.166666666666664,2729
38.25,2727
38.333333333333336,2728
38.416666666666664,2730
38.5,2731
38.583333333333336,2732
38.666666666666664,2734
38.75,2738
38.833333333333336,2734
38.916666666666664,2735
39,2733
39.083333333333336,2743
39.166666666666664,2740
39.25,2737
39.333333333333336,2742
39.416666666666664,2744
39.5,2743
39.583333333333336,2742
39.666666666666664,2747
39.75,2738
39.833333333333336,2744
39.916666666666664,2747
40,2740
40.083333333333336,2748
40.166666666666664,2742
40.25,2745
40.333333333333336,2749
40.416666666666664,2744
40.5,2745
40.583333333333336,2751
40.666666666666664,2747
40.75,2745
40.833333333333336,2755
40.916666666666664,2752
41,2750
