"Hours since thread went live","Highspeed Étoile - Episode 6 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,3
0.6666666666666666,2
0.75,4
0.8333333333333334,4
0.9166666666666666,4
1,4
1.0833333333333333,4
1.1666666666666667,5
1.25,3
1.3333333333333333,5
1.4166666666666667,5
1.5,5
1.5833333333333333,5
1.6666666666666667,7
1.75,7
1.8333333333333333,6
1.9166666666666667,8
2,8
2.0833333333333335,8
2.1666666666666665,9
2.25,9
2.3333333333333335,7
2.4166666666666665,9
2.5,9
2.5833333333333335,7
2.6666666666666665,9
2.75,9
2.8333333333333335,8
2.9166666666666665,8
3,10
3.0833333333333335,9
3.1666666666666665,8
3.25,10
3.3333333333333335,9
3.4166666666666665,9
3.5,10
3.5833333333333335,8
3.6666666666666665,12
3.75,12
3.8333333333333335,12
3.9166666666666665,12
4,11
4.083333333333333,10
4.166666666666667,12
4.25,10
4.333333333333333,11
4.416666666666667,11
4.5,15
4.583333333333333,13
4.666666666666667,12
4.75,12
4.833333333333333,13
4.916666666666667,11
5,13
5.083333333333333,12
5.166666666666667,11
5.25,12
5.333333333333333,13
5.416666666666667,11
5.5,13
5.583333333333333,12
5.666666666666667,11
5.75,14
5.833333333333333,13
5.916666666666667,14
6,14
6.083333333333333,14
6.166666666666667,14
6.25,12
6.333333333333333,15
6.416666666666667,14
6.5,13
6.583333333333333,14
6.666666666666667,13
6.75,11
6.833333333333333,15
6.916666666666667,15
7,11
7.083333333333333,11
7.166666666666667,12
7.25,12
7.333333333333333,13
7.416666666666667,10
7.5,13
7.583333333333333,10
7.666666666666667,11
7.75,12
7.833333333333333,13
7.916666666666667,12
8,13
8.083333333333334,11
8.166666666666666,11
8.25,10
8.333333333333334,12
8.416666666666666,14
8.5,11
8.583333333333334,10
8.666666666666666,12
8.75,10
8.833333333333334,11
8.916666666666666,11
9,11
9.083333333333334,12
9.166666666666666,10
9.25,12
9.333333333333334,11
9.416666666666666,13
9.5,11
9.583333333333334,10
9.666666666666666,11
9.75,12
9.833333333333334,12
9.916666666666666,11
10,11
10.083333333333334,11
10.166666666666666,13
10.25,14
10.333333333333334,13
10.416666666666666,14
10.5,11
10.583333333333334,14
10.666666666666666,15
10.75,16
10.833333333333334,13
10.916666666666666,14
11,14
11.083333333333334,15
11.166666666666666,15
11.25,13
11.333333333333334,14
11.416666666666666,15
11.5,12
11.583333333333334,14
11.666666666666666,16
11.75,15
11.833333333333334,16
11.916666666666666,13
12,15
12.083333333333334,16
12.166666666666666,15
12.25,13
12.333333333333334,15
12.416666666666666,13
12.5,13
12.583333333333334,14
12.666666666666666,16
12.75,14
12.833333333333334,17
12.916666666666666,14
13,14
13.083333333333334,16
13.166666666666666,18
13.25,17
13.333333333333334,18
13.416666666666666,18
13.5,16
13.583333333333334,15
13.666666666666666,14
13.75,16
13.833333333333334,16
13.916666666666666,16
14,16
14.083333333333334,17
14.166666666666666,15
14.25,17
14.333333333333334,16
14.416666666666666,17
14.5,15
14.583333333333334,17
14.666666666666666,14
14.75,16
14.833333333333334,14
14.916666666666666,17
15,14
15.083333333333334,14
15.166666666666666,16
15.25,16
15.333333333333334,15
15.416666666666666,16
15.5,17
15.583333333333334,15
15.666666666666666,17
15.75,16
15.833333333333334,18
15.916666666666666,17
16,16
16.083333333333332,20
16.166666666666668,16
16.25,19
16.333333333333332,21
16.416666666666668,19
16.5,20
16.583333333333332,17
16.666666666666668,17
16.75,19
16.833333333333332,19
16.916666666666668,17
17,18
17.083333333333332,20
17.166666666666668,19
17.25,19
17.333333333333332,19
17.416666666666668,17
17.5,19
17.583333333333332,17
17.666666666666668,20
17.75,21
17.833333333333332,21
17.916666666666668,18
18,20
18.083333333333332,21
18.166666666666668,20
18.25,18
18.333333333333332,20
18.416666666666668,20
18.5,19
18.583333333333332,19
18.666666666666668,21
18.75,18
18.833333333333332,19
18.916666666666668,19
19,19
19.083333333333332,18
19.166666666666668,19
19.25,20
19.333333333333332,19
19.416666666666668,19
19.5,21
19.583333333333332,22
19.666666666666668,21
19.75,22
19.833333333333332,20
19.916666666666668,19
20,19
20.083333333333332,19
20.166666666666668,21
20.25,20
20.333333333333332,19
20.416666666666668,21
20.5,22
20.583333333333332,21
20.666666666666668,19
20.75,20
20.833333333333332,21
20.916666666666668,21
21,20
21.083333333333332,19
21.166666666666668,22
21.25,18
21.333333333333332,20
21.416666666666668,21
21.5,21
21.583333333333332,19
21.666666666666668,18
21.75,20
21.833333333333332,18
21.916666666666668,18
22,20
22.083333333333332,19
22.166666666666668,20
22.25,18
22.333333333333332,19
22.416666666666668,20
22.5,21
22.583333333333332,20
22.666666666666668,19
22.75,20
22.833333333333332,20
22.916666666666668,20
23,21
23.083333333333332,20
23.166666666666668,19
23.25,19
23.333333333333332,21
23.416666666666668,21
23.5,22
23.583333333333332,19
23.666666666666668,20
23.75,21
23.833333333333332,20
23.916666666666668,23
24,22
24.083333333333332,21
24.166666666666668,20
24.25,19
24.333333333333332,22
24.416666666666668,21
24.5,20
24.583333333333332,19
24.666666666666668,20
24.75,22
24.833333333333332,20
24.916666666666668,21
25,23
25.083333333333332,21
25.166666666666668,23
25.25,22
25.333333333333332,19
25.416666666666668,22
25.5,20
25.583333333333332,23
25.666666666666668,21
25.75,22
25.833333333333332,20
25.916666666666668,19
26,22
26.083333333333332,23
26.166666666666668,22
26.25,20
26.333333333333332,21
26.416666666666668,21
26.5,20
26.583333333333332,20
26.666666666666668,20
26.75,22
26.833333333333332,22
26.916666666666668,21
27,22
27.083333333333332,21
27.166666666666668,21
27.25,22
27.333333333333332,22
27.416666666666668,21
27.5,20
27.583333333333332,23
27.666666666666668,22
27.75,21
27.833333333333332,20
27.916666666666668,20
28,21
28.083333333333332,22
28.166666666666668,21
28.25,22
28.333333333333332,22
28.416666666666668,22
28.5,20
28.583333333333332,21
28.666666666666668,21
28.75,20
28.833333333333332,21
28.916666666666668,21
29,22
29.083333333333332,21
29.166666666666668,21
29.25,21
29.333333333333332,20
29.416666666666668,21
29.5,21
29.583333333333332,21
29.666666666666668,20
29.75,22
29.833333333333332,22
29.916666666666668,22
30,20
30.083333333333332,23
30.166666666666668,22
30.25,21
30.333333333333332,20
30.416666666666668,19
30.5,23
30.583333333333332,21
30.666666666666668,20
30.75,23
30.833333333333332,20
30.916666666666668,19
31,20
31.083333333333332,21
31.166666666666668,23
31.25,22
31.333333333333332,22
31.416666666666668,20
31.5,21
31.583333333333332,20
31.666666666666668,21
31.75,23
31.833333333333332,22
31.916666666666668,21
32,22
32.083333333333336,23
32.166666666666664,20
32.25,21
32.333333333333336,21
32.416666666666664,22
32.5,21
32.583333333333336,21
32.666666666666664,21
32.75,21
32.833333333333336,20
32.916666666666664,19
33,19
33.083333333333336,21
33.166666666666664,20
33.25,22
33.333333333333336,21
33.416666666666664,20
33.5,21
33.583333333333336,21
33.666666666666664,23
33.75,22
33.833333333333336,21
33.916666666666664,21
34,22
34.083333333333336,22
34.166666666666664,22
34.25,21
34.333333333333336,22
34.416666666666664,23
34.5,19
34.583333333333336,21
34.666666666666664,22
34.75,19
34.833333333333336,23
34.916666666666664,21
35,19
35.083333333333336,22
35.166666666666664,19
35.25,19
35.333333333333336,20
35.416666666666664,23
35.5,20
35.583333333333336,21
35.666666666666664,23
35.75,21
35.833333333333336,19
35.916666666666664,19
36,20
36.083333333333336,21
36.166666666666664,22
36.25,19
36.333333333333336,21
36.416666666666664,20
36.5,22
36.583333333333336,22
36.666666666666664,19
36.75,21
36.833333333333336,21
36.916666666666664,23
37,20
37.083333333333336,21
37.166666666666664,23
37.25,20
37.333333333333336,22
37.416666666666664,20
37.5,20
37.583333333333336,20
37.666666666666664,20
37.75,22
37.833333333333336,20
37.916666666666664,22
38,21
38.083333333333336,19
38.166666666666664,23
38.25,22
38.333333333333336,20
38.416666666666664,21
38.5,20
38.583333333333336,23
38.666666666666664,20
38.75,20
38.833333333333336,19
38.916666666666664,21
39,21
39.083333333333336,21
