"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 7 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,6
0.4166666666666667,8
0.5,12
0.5833333333333334,13
0.6666666666666666,18
0.75,24
0.8333333333333334,27
0.9166666666666666,28
1,29
1.0833333333333333,31
1.1666666666666667,35
1.25,42
1.3333333333333333,41
1.4166666666666667,46
1.5,46
1.5833333333333333,45
1.6666666666666667,51
1.75,59
1.8333333333333333,62
1.9166666666666667,61
2,64
2.0833333333333335,70
2.1666666666666665,69
2.25,75
2.3333333333333335,76
2.4166666666666665,75
2.5,77
2.5833333333333335,81
2.6666666666666665,81
2.75,81
2.8333333333333335,81
2.9166666666666665,86
3,81
3.0833333333333335,86
3.1666666666666665,83
3.25,87
3.3333333333333335,92
3.4166666666666665,93
3.5,102
3.5833333333333335,101
3.6666666666666665,105
3.75,109
3.8333333333333335,110
3.9166666666666665,112
4,113
4.083333333333333,118
4.166666666666667,117
4.25,122
4.333333333333333,119
4.416666666666667,123
4.5,121
4.583333333333333,121
4.666666666666667,123
4.75,123
4.833333333333333,127
4.916666666666667,126
5,131
5.083333333333333,135
5.166666666666667,136
5.25,144
5.333333333333333,145
5.416666666666667,147
5.5,151
5.583333333333333,153
5.666666666666667,149
5.75,149
5.833333333333333,155
5.916666666666667,154
6,161
6.083333333333333,162
6.166666666666667,166
6.25,162
6.333333333333333,164
6.416666666666667,169
6.5,172
6.583333333333333,173
6.666666666666667,173
6.75,173
6.833333333333333,176
6.916666666666667,175
7,179
7.083333333333333,182
7.166666666666667,184
7.25,186
7.333333333333333,185
7.416666666666667,186
7.5,184
7.583333333333333,185
7.666666666666667,185
7.75,185
7.833333333333333,187
7.916666666666667,188
8,189
8.083333333333334,191
8.166666666666666,197
8.25,197
8.333333333333334,201
8.416666666666666,199
8.5,201
8.583333333333334,203
8.666666666666666,205
8.75,203
8.833333333333334,209
8.916666666666666,208
9,209
9.083333333333334,211
9.166666666666666,216
9.25,215
9.333333333333334,218
9.416666666666666,222
9.5,219
9.583333333333334,223
9.666666666666666,218
9.75,219
9.833333333333334,219
9.916666666666666,221
10,225
10.083333333333334,227
10.166666666666666,228
10.25,227
10.333333333333334,227
10.416666666666666,234
10.5,232
10.583333333333334,237
10.666666666666666,236
10.75,234
10.833333333333334,243
10.916666666666666,238
11,240
11.083333333333334,241
11.166666666666666,242
11.25,243
11.333333333333334,244
11.416666666666666,248
11.5,251
11.583333333333334,248
11.666666666666666,248
11.75,252
11.833333333333334,251
11.916666666666666,252
12,253
12.083333333333334,252
12.166666666666666,258
12.25,256
12.333333333333334,256
12.416666666666666,261
12.5,265
12.583333333333334,261
12.666666666666666,266
12.75,268
12.833333333333334,265
12.916666666666666,267
13,267
13.083333333333334,274
13.166666666666666,280
13.25,288
13.333333333333334,289
13.416666666666666,297
13.5,305
13.583333333333334,320
13.666666666666666,317
13.75,319
13.833333333333334,318
13.916666666666666,323
14,320
14.083333333333334,324
14.166666666666666,328
14.25,330
14.333333333333334,331
14.416666666666666,331
14.5,329
14.583333333333334,331
14.666666666666666,330
14.75,333
14.833333333333334,334
14.916666666666666,330
15,336
15.083333333333334,335
15.166666666666666,337
15.25,334
15.333333333333334,333
15.416666666666666,339
15.5,335
15.583333333333334,339
15.666666666666666,339
15.75,341
15.833333333333334,340
15.916666666666666,341
16,339
16.083333333333332,342
16.166666666666668,342
16.25,345
16.333333333333332,343
16.416666666666668,342
16.5,344
16.583333333333332,347
16.666666666666668,345
16.75,345
16.833333333333332,347
16.916666666666668,351
17,352
17.083333333333332,357
17.166666666666668,354
17.25,349
17.333333333333332,351
17.416666666666668,350
17.5,350
17.583333333333332,347
17.666666666666668,351
17.75,353
17.833333333333332,352
17.916666666666668,357
18,359
18.083333333333332,360
18.166666666666668,356
18.25,363
18.333333333333332,359
18.416666666666668,357
18.5,361
18.583333333333332,353
18.666666666666668,361
18.75,361
18.833333333333332,362
18.916666666666668,355
19,364
19.083333333333332,359
19.166666666666668,363
19.25,366
19.333333333333332,362
19.416666666666668,363
19.5,363
19.583333333333332,357
19.666666666666668,364
19.75,362
19.833333333333332,358
19.916666666666668,364
20,363
20.083333333333332,367
20.166666666666668,365
20.25,366
20.333333333333332,363
20.416666666666668,367
20.5,368
20.583333333333332,362
20.666666666666668,368
20.75,365
20.833333333333332,368
20.916666666666668,362
21,363
21.083333333333332,369
21.166666666666668,371
21.25,364
21.333333333333332,363
21.416666666666668,364
21.5,372
21.583333333333332,373
